time,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,UKESM1-0-LL,MRI-ESM2-0
2056.0,645424918900.0,613004480610.0,632405225450.0,544930634000.0,601361456740.0
2057.0,643206859610.0,609144853270.0,628178285810.0,538801142920.0,598977694020.0
2058.0,641307957280.0,605066322260.0,626405229130.0,532868613050.0,594870013590.0
2059.0,638269432020.0,604109745600.0,624150035920.0,528330427640.0,593731084190.0
2060.0,638253999300.0,598369073840.0,624261220700.0,524690615160.0,589511377620.0
2061.0,634225816730.0,600303328540.0,619284785610.0,518603117570.0,586588684960.0
2062.0,633166322860.0,591660468640.0,617163448420.0,512445833270.0,589333390860.0
2063.0,630386752590.0,589201101500.0,615206837970.0,508119409250.0,582310684570.0
2064.0,631024348800.0,584078819370.0,612779726800.0,504104081200.0,586186292340.0
2065.0,628372784430.0,582365087600.0,610847879220.0,499520990540.0,578429088330.0
2066.0,625667204180.0,577485101850.0,608164873660.0,495841805390.0,575162944610.0
2067.0,626937695860.0,575171277590.0,607789420390.0,491800367430.0,571988403800.0
2068.0,624601433800.0,572249038060.0,606218722650.0,485745659060.0,571687381080.0
2069.0,622121831800.0,570146349120.0,604870450850.0,480523968290.0,567861089990.0
2070.0,620700143530.0,567582543810.0,601289527600.0,476166336640.0,563869622240.0
2071.0,617693605590.0,563397086120.0,599610602740.0,471626406820.0,562422442340.0
2072.0,616665037640.0,559754727660.0,596716130490.0,466930095080.0,564461965810.0
2073.0,616088207860.0,556930319250.0,594898019530.0,461675375960.0,561413682500.0
2074.0,612750598120.0,554492215350.0,593039314580.0,458162289730.0,557998861550.0
2075.0,613627235550.0,552079413090.0,592674126570.0,452248851130.0,554123771150.0
2076.0,609704499040.0,547801381860.0,589201117000.0,448301899510.0,556109368880.0
2077.0,609861324050.0,544681037740.0,589998321840.0,443825761460.0,551192624810.0
2078.0,607649402600.0,541392369950.0,592276633200.0,440103907610.0,551662630530.0
2079.0,605195222200.0,538961152880.0,591197062320.0,437146753410.0,545277950740.0
2080.0,603250764150.0,537833076310.0,586093636620.0,432772027770.0,543566468020.0
2081.0,601279637800.0,532920007460.0,591943016360.0,428719676370.0,544053799320.0
2082.0,601858464610.0,529793722000.0,583889977590.0,424961233150.0,540658380900.0
2083.0,599209476210.0,526763221330.0,580323091670.0,420532275320.0,535257123520.0
2084.0,595407641320.0,525707916560.0,577049629710.0,418271902530.0,534033179200.0
2085.0,594131387900.0,521451020100.0,576053884600.0,414391470250.0,535149948410.0
2086.0,596294574680.0,520560262050.0,574160492750.0,410718147160.0,533141183560.0
2087.0,593730046100.0,516433712580.0,572153949810.0,406354888890.0,528730988100.0
2088.0,590902241260.0,514673136570.0,571423895920.0,402667238270.0,525276897780.0
2089.0,587937572460.0,511410420680.0,572365993160.0,398948268920.0,524359767140.0
2090.0,588453776150.0,507807798470.0,569803065190.0,395638263350.0,526234669240.0
2091.0,589701412610.0,506544127020.0,567202847900.0,394669989250.0,521902403570.0
2092.0,584353376720.0,503630784020.0,563361350280.0,392133746470.0,525755851940.0
2093.0,582838977400.0,500263739280.0,564147548230.0,386363055250.0,518144536820.0
2094.0,585152565350.0,500974662720.0,562819297720.0,382953995620.0,516646191590.0
2095.0,587353201150.0,497341481400.0,560601109660.0,380718373500.0,528884788270.0
2096.0,583817051400.0,498664252270.0,560464971670.0,378262739950.0,518050586010.0
2097.0,580741216550.0,495573051640.0,566648741120.0,374631848340.0,523106558210.0
2098.0,578076868580.0,494018618120.0,554784618430.0,371824545020.0,514624217400.0
2099.0,576158459250.0,487889277350.0,554009831780.0,369228959400.0,513335406830.0
2100.0,574812249710.0,485763179350.0,555143231810.0,367697532910.0,515956090010.0
