time,GFDL-ESM4,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,UKESM1-0-LL
2051.0,2136399400.0,2101098900.0,1831214500.0,2169018000.0,1140823400.0
2052.0,2250364700.0,2064730500.0,1710558700.0,2130405100.0,1098838700.0
2053.0,2081278000.0,2005803500.0,1697110400.0,2174989600.0,1049429060.0
2054.0,2052616800.0,1979908600.0,1641179800.0,2143739300.0,1017287940.0
2055.0,2019038800.0,1943084200.0,1660025100.0,2131994000.0,994024000.0
2056.0,1987169700.0,1906999000.0,1583633300.0,2067908600.0,938124600.0
2057.0,1933540200.0,1847047400.0,1535263600.0,2050542100.0,902201600.0
2058.0,1903932000.0,1794080900.0,1498027400.0,2120281900.0,860789400.0
2059.0,1863498000.0,1749501000.0,1463292000.0,2031426300.0,837177200.0
2060.0,1915812000.0,1725062400.0,1437179500.0,1972981500.0,802206200.0
2061.0,1837606900.0,1713718900.0,1405781100.0,1947226100.0,771064450.0
2062.0,1808837100.0,1672947300.0,1369420400.0,1933922800.0,735613500.0
2063.0,1803381100.0,1635806300.0,1362867700.0,1909884800.0,707941950.0
2064.0,1791316900.0,1586470100.0,1467954200.0,1889500200.0,669871940.0
2065.0,1748881500.0,1875415200.0,1398294100.0,1865132700.0,632205630.0
2066.0,1707165300.0,1545042800.0,1498660500.0,1835187200.0,607007900.0
2067.0,1678159600.0,1523328100.0,1356761700.0,1828933800.0,578705500.0
2068.0,1646995200.0,1547241500.0,1290832100.0,1787613300.0,559763900.0
2069.0,1622283000.0,1486050200.0,1257633700.0,1771273500.0,541115970.0
2070.0,1597269400.0,1442575000.0,1221716200.0,1740259500.0,522018780.0
2071.0,1575725400.0,1397930500.0,1483372500.0,1721932500.0,504992640.0
2072.0,1771642000.0,1357091300.0,1205218300.0,1704066200.0,484176100.0
2073.0,1566258400.0,1316969600.0,1282840300.0,1808518500.0,487669630.0
2074.0,1509796500.0,1288831700.0,1261617400.0,1697077900.0,457542300.0
2075.0,1498215400.0,1377816700.0,1158840700.0,1737192700.0,435909860.0
2076.0,1483571800.0,1243263100.0,1150925000.0,1659349600.0,414498080.0
2077.0,1454395800.0,1211128200.0,1129528000.0,1630905500.0,401121820.0
2078.0,1866690700.0,1209097900.0,1297139000.0,1611365200.0,381561860.0
2079.0,1499582700.0,1309727600.0,1112348700.0,1578826400.0,361773100.0
2080.0,1458185300.0,1317034200.0,1165392400.0,1552624000.0,333710900.0
2081.0,1731937200.0,1345859100.0,1090961200.0,1533770200.0,315364350.0
2082.0,1400025200.0,1153322900.0,1092404500.0,1701250400.0,292995460.0
2083.0,1364843500.0,1128892900.0,1076070000.0,1537955500.0,279771520.0
2084.0,1339111700.0,1105602400.0,1735891300.0,1497580400.0,263707580.0
2085.0,1334005600.0,1122844000.0,1596465500.0,1472915500.0,257524780.0
2086.0,1329101600.0,1069714400.0,1257787500.0,1452528600.0,243662540.0
2087.0,1288419000.0,1044311550.0,1253227800.0,1476264200.0,229870200.0
2088.0,1308954400.0,1026072300.0,1079823500.0,1412739200.0,219370960.0
2089.0,1850470500.0,1028549200.0,1043081100.0,1615512700.0,207910770.0
2090.0,1323956000.0,990682560.0,1003057900.0,1410890500.0,193031420.0
2091.0,1243981800.0,952856600.0,1010098900.0,1508524800.0,185825060.0
2092.0,1228999200.0,926333300.0,1070586940.0,1385990800.0,177373680.0
2093.0,1371164400.0,905993340.0,1001052100.0,1357651700.0,166627310.0
2094.0,1325621000.0,884594940.0,965387840.0,1404148200.0,156502880.0
2095.0,1194103400.0,930450100.0,950595140.0,1339994100.0,151819580.0
2096.0,1224108800.0,868190000.0,967524000.0,1314584700.0,144634180.0
2097.0,1194846000.0,1031373500.0,1741603300.0,1288052900.0,131296180.0
2098.0,1165084700.0,882935200.0,1257212800.0,1274383500.0,119821340.0
2099.0,1641690000.0,876757060.0,1197203100.0,1272547800.0,111855890.0
2100.0,1179921000.0,814781700.0,1176059800.0,1241431000.0,104567820.0
