time,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR,UKESM1-0-LL,MPI-ESM1-2-HR
2051.0,1724768600.0,1999848000.0,1965527000.0,1085995600.0,2009808100.0
2052.0,1692399600.0,2030077600.0,1928931200.0,1030405200.0,2006607900.0
2053.0,1666266000.0,1954743200.0,2079452800.0,973099400.0,2059577900.0
2054.0,1617952900.0,1920775000.0,1882674800.0,915885760.0,1959171300.0
2055.0,1550519600.0,1861136900.0,1805598100.0,878190660.0,1913441400.0
2056.0,1500615400.0,1816997200.0,1784771700.0,839338300.0,1888520300.0
2057.0,1478826500.0,1758289000.0,1730219900.0,802468540.0,1855822800.0
2058.0,1435609900.0,1720181500.0,1683575800.0,745523460.0,1811787000.0
2059.0,1389075000.0,1685510000.0,1633360800.0,695200260.0,1762303700.0
2060.0,1372834200.0,1645685200.0,1577711400.0,649501500.0,1712198500.0
2061.0,1323800700.0,1604442500.0,1517537800.0,613288640.0,1659727700.0
2062.0,1280031700.0,1561112000.0,1484751900.0,569953200.0,1678353200.0
2063.0,1233837800.0,1507848200.0,1474609900.0,543796540.0,1623504600.0
2064.0,1190791800.0,1455660700.0,1428835600.0,520871100.0,1586109300.0
2065.0,1168711000.0,1413721700.0,1370992000.0,493609600.0,1542120200.0
2066.0,1151476900.0,1370538900.0,1344271700.0,468088860.0,1500632300.0
2067.0,1094968400.0,1340634200.0,1341758100.0,443438300.0,1686242600.0
2068.0,1069710500.0,1296459300.0,1280860500.0,418831870.0,1500523600.0
2069.0,1039995400.0,1256886000.0,1240144000.0,403051500.0,1445298200.0
2070.0,1022989600.0,1228506800.0,1210580400.0,368196540.0,1418096100.0
2071.0,996113400.0,1201663900.0,1162836100.0,341673400.0,1380162400.0
2072.0,953002430.0,1160707700.0,1129935500.0,315791970.0,1340899600.0
2073.0,982506300.0,1127761000.0,1080155000.0,288958620.0,1314675200.0
2074.0,912248960.0,1095294200.0,1049993800.0,265199040.0,1285044700.0
2075.0,886143100.0,1059161300.0,1015328800.0,243853810.0,1244444700.0
2076.0,852585660.0,1024520100.0,981908350.0,230157800.0,1243034400.0
2077.0,822219500.0,983276200.0,947688000.0,214513420.0,1181671800.0
2078.0,793518300.0,934534000.0,916935200.0,198709100.0,1157865900.0
2079.0,774383940.0,913501900.0,874919700.0,181163680.0,1128839200.0
2080.0,747523140.0,964010900.0,840490300.0,165409120.0,1092084000.0
2081.0,726155700.0,878741800.0,805725600.0,150894830.0,1048337340.0
2082.0,692473150.0,848160600.0,769094460.0,135171700.0,1033238900.0
2083.0,668078340.0,823944700.0,714724600.0,119347340.0,1027645630.0
2084.0,655346750.0,797404860.0,676078400.0,106550770.0,981045300.0
2085.0,626306500.0,772711400.0,636070850.0,89712710.0,942721400.0
2086.0,613763400.0,755108030.0,599083800.0,75166740.0,914211800.0
2087.0,592938050.0,734974600.0,569349500.0,69162530.0,881295300.0
2088.0,586406660.0,701258100.0,544717060.0,60180744.0,836849600.0
2089.0,562544900.0,677414660.0,516707000.0,48968428.0,812704400.0
2090.0,554412000.0,640685600.0,474494300.0,42506332.0,774342200.0
2091.0,544876740.0,611846340.0,452615600.0,37444304.0,755459200.0
2092.0,538926140.0,587779140.0,427124000.0,31456960.0,724361600.0
2093.0,536907970.0,571030200.0,410684700.0,28069442.0,699461200.0
2094.0,510841300.0,555317300.0,390316640.0,24773890.0,721830850.0
2095.0,496315070.0,539325950.0,366324800.0,16343039.0,716310200.0
2096.0,483393100.0,524174720.0,343938180.0,10393658.0,644128300.0
2097.0,496889150.0,511447580.0,327784900.0,9001664.0,615550340.0
2098.0,459122500.0,493361280.0,307342940.0,4635876.5,589335360.0
2099.0,449447170.0,477804500.0,280727400.0,2642556.5,561688500.0
2100.0,438612220.0,462117150.0,264551710.0,998285.06,547315900.0
