time,CCSM4,CANESM2,IPSL-CM5A-LR,MPI-ESM-LR,GISS-E2-R,GFDL-ESM2G,CSIRO-MK3-6-0,NORESM1-M,CNRM-CM5,CESM1-CAM5,GFDL-CM3
2070.0,26853992000.0,22152750000.0,23808057000.0,32126919000.0,42038534000.0,50385440000.0,29154585000.0,26982928000.0,35268997000.0,22461022000.0,13519854000.0
2071.0,26764710000.0,22995018000.0,23246127000.0,31287001000.0,42573402000.0,49253245000.0,28803813000.0,27849867000.0,36012750000.0,22111502000.0,13266575000.0
2072.0,27577285000.0,22745508000.0,24000854000.0,30252014000.0,43053605000.0,48705204000.0,28603236000.0,28861485000.0,34757825000.0,22227378000.0,12860387000.0
2073.0,26853132000.0,22967503000.0,23524327000.0,29712943000.0,42399883000.0,49671053000.0,28884578000.0,28852154000.0,34619730000.0,22506635000.0,12124960000.0
2074.0,26259140000.0,23558588000.0,23704302000.0,29075118000.0,42054330000.0,49439300000.0,28549614000.0,28325978000.0,34729290000.0,23276415000.0,12047674000.0
2075.0,26874490000.0,23856165000.0,23853478000.0,28225366000.0,42407567000.0,49597587000.0,28320133000.0,28236730000.0,33957409000.0,23789777000.0,10937096000.0
2076.0,26546661000.0,24617355000.0,23165624000.0,27701004000.0,42925280000.0,50523996000.0,28910512000.0,28023910000.0,32500670000.0,23710816000.0,10411637000.0
2077.0,26046513000.0,24666960000.0,22974366000.0,26880037000.0,43012890000.0,48930963000.0,26744898000.0,27470952000.0,32913684000.0,23576576000.0,10376621000.0
2078.0,26611735000.0,24114047000.0,23049701000.0,27306093000.0,41710215000.0,49275150000.0,26495775000.0,27666272000.0,31181472000.0,23792622000.0,10653756000.0
2079.0,26299126000.0,23728163000.0,23034310000.0,27369886000.0,41583400000.0,48978470000.0,25901470000.0,27277718000.0,30802315000.0,24211077000.0,9830661000.0
2080.0,26350795000.0,23946353000.0,22746417000.0,27735330000.0,39885160000.0,48210530000.0,24535525000.0,26587701000.0,29525144000.0,23868480000.0,9796596000.0
2081.0,26272162000.0,23798469000.0,22888557000.0,27422806000.0,40777564000.0,48429548000.0,23728271000.0,26927688000.0,29545982000.0,23216572000.0,10074659000.0
2082.0,26712870000.0,23857517000.0,23021250000.0,27494750000.0,40968167000.0,48650830000.0,24176613000.0,25555427000.0,29551983000.0,22650218000.0,10058003000.0
2083.0,27025562000.0,23821560000.0,23255960000.0,28598938000.0,40805340000.0,50781266000.0,23689212000.0,26650477000.0,30497024000.0,22513490000.0,9980334000.0
2084.0,26540722000.0,23691037000.0,23637752000.0,29284915000.0,39886880000.0,49634832000.0,23387636000.0,26722486000.0,30174726000.0,22911980000.0,10422912000.0
2085.0,26526140000.0,23476115000.0,23769379000.0,29564738000.0,39650370000.0,49544225000.0,22399078000.0,25711235000.0,30797726000.0,22823379000.0,10870552000.0
2086.0,27981939000.0,24390017000.0,23454292000.0,28999223000.0,40172470000.0,48321987000.0,22269694000.0,26196940000.0,30805217000.0,22671208000.0,10609760000.0
2087.0,27446405000.0,23323197000.0,23551350000.0,29068410000.0,40290284000.0,48035357000.0,21996960000.0,25887660000.0,31415850000.0,21983617000.0,10465250000.0
2088.0,28659233000.0,22137072000.0,23541310000.0,29940808000.0,40707100000.0,47953977000.0,21397672000.0,25734820000.0,31403317000.0,22641263000.0,10098935000.0
2089.0,28387080000.0,21747261000.0,24000090000.0,28882438000.0,41122603000.0,47545246000.0,21300728000.0,26486925000.0,32417567000.0,22156063000.0,9993883000.0
2090.0,28790997000.0,21083687000.0,24643322000.0,29452480000.0,40357770000.0,47907230000.0,20242203000.0,26495350000.0,32626643000.0,22889177000.0,9822399000.0
2091.0,29309704000.0,20425423000.0,25140564000.0,29225632000.0,39671980000.0,50039837000.0,19859956000.0,26893890000.0,31754592000.0,22218895000.0,9947846000.0
2092.0,28398397000.0,20232167000.0,25740536000.0,28317264000.0,39261360000.0,51134693000.0,19495332000.0,26965705000.0,32245285000.0,22448020000.0,9422621000.0
2093.0,28496380000.0,20836219000.0,25298336000.0,28439847000.0,39604570000.0,49980980000.0,19571743000.0,27971973000.0,32779030000.0,22420924000.0,9602353000.0
2094.0,27799642000.0,20973930000.0,24669010000.0,30006782000.0,39403626000.0,49630040000.0,19455150000.0,28736109000.0,33371724000.0,23149685000.0,9664145000.0
2095.0,29590907000.0,21008493000.0,25256161000.0,29338026000.0,39537380000.0,50314346000.0,19185990000.0,28465297000.0,32533238000.0,23174090000.0,9911407000.0
2096.0,29600020000.0,21235964000.0,25618784000.0,31017134000.0,40461427000.0,50930330000.0,18615583000.0,27686859000.0,32324205000.0,23083800000.0,9888394000.0
2097.0,30504389000.0,20773177000.0,25328290000.0,29728995000.0,41033495000.0,51224756000.0,18567518000.0,28730640000.0,32499448000.0,22783613000.0,10259699000.0
2098.0,30336438000.0,20531558000.0,25859480000.0,30047295000.0,41320292000.0,51589992000.0,19483120000.0,28661926000.0,32154634000.0,22783164000.0,9974378000.0
2099.0,31124689000.0,20315083000.0,25957102000.0,30281697000.0,40744567000.0,53299090000.0,19446680000.0,28825625000.0,31887573000.0,23299801000.0,9888406000.0
2100.0,30573470000.0,20506022000.0,25700760000.0,30289529000.0,40800500000.0,53922530000.0,18746905000.0,28645628000.0,31985388000.0,23316054000.0,10257844000.0
