time,CANESM2,GISS-E2-R,GFDL-CM3,CNRM-CM5,CSIRO-MK3-6-0,MPI-ESM-LR,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,NORESM1-M,CESM1-CAM5
2026.0,2595252200.0,2594840300.0,2532688600.0,2601681400.0,2580812300.0,2557109500.0,2573780700.0,2597099300.0,2640261400.0,2602172000.0,2567127600.0
2027.0,2578231000.0,2628942000.0,2508456200.0,2641157400.0,2568621800.0,2542780000.0,2549640200.0,2669676000.0,2679773700.0,2583742200.0,2553742800.0
2028.0,2557466400.0,2592607700.0,2480064300.0,2711443700.0,2564864800.0,2524968200.0,2542321400.0,2575801900.0,2623555000.0,2576410600.0,2540053500.0
2029.0,2537611800.0,2580799000.0,2455123000.0,2615010300.0,2557553400.0,2496435500.0,2526492200.0,2553073400.0,2613521700.0,2552525600.0,2532752400.0
2030.0,2521245700.0,2561451300.0,2429499400.0,2585072400.0,2549340700.0,2474237700.0,2509839400.0,2536902400.0,2599404000.0,2538632700.0,2514400000.0
2031.0,2507759600.0,2540373200.0,2406140400.0,2596731600.0,2542904000.0,2464626400.0,2484607700.0,2532565000.0,2582545700.0,2530897200.0,2494844000.0
2032.0,2498579200.0,2552384000.0,2363858400.0,2671620400.0,2612454700.0,2447577900.0,2455029200.0,2534691000.0,2566557000.0,2524606700.0,2477601000.0
2033.0,2510515700.0,2544355800.0,2322325800.0,2620023300.0,2531295500.0,2428711400.0,2445428700.0,2517144800.0,2544386600.0,2508359400.0,2450273500.0
2034.0,2472705800.0,2512806100.0,2285034500.0,2605854000.0,2513284600.0,2401501400.0,2426369000.0,2544797000.0,2529903400.0,2505136400.0,2404003300.0
2035.0,2470102500.0,2503670300.0,2238529300.0,2585527300.0,2525095700.0,2374110000.0,2423243000.0,2480484400.0,2519635000.0,2494388500.0,2387362000.0
2036.0,2452741000.0,2493259300.0,2191430100.0,2566701600.0,2508585200.0,2347400000.0,2414654500.0,2460712700.0,2502589200.0,2476365000.0,2362808800.0
2037.0,2424648700.0,2476330200.0,2125904900.0,2541348900.0,2501939500.0,2324756500.0,2388845800.0,2456785000.0,2488813800.0,2455728600.0,2324619800.0
2038.0,2407728000.0,2452995300.0,2090472400.0,2537814800.0,2487411000.0,2287660800.0,2384786700.0,2408224800.0,2481906400.0,2434394600.0,2286096000.0
2039.0,2395389700.0,2433090600.0,2040379500.0,2524605200.0,2482762500.0,2251387600.0,2348649700.0,2375760000.0,2465133300.0,2423282400.0,2257518300.0
2040.0,2371064600.0,2457176600.0,1994018800.0,2504138000.0,2461444600.0,2225831400.0,2320366800.0,2405703400.0,2432935200.0,2411789000.0,2243612700.0
2041.0,2382284500.0,2414715100.0,1942838000.0,2498173700.0,2454426000.0,2228734500.0,2283513900.0,2331920100.0,2405481700.0,2506654200.0,2199336400.0
2042.0,2330129000.0,2381093400.0,1888456600.0,2483768000.0,2441474600.0,2180460300.0,2256037400.0,2291891500.0,2381128200.0,2391961000.0,2151657700.0
2043.0,2317916200.0,2375524000.0,1837958700.0,2534316000.0,2436722700.0,2151210800.0,2220686800.0,2259622100.0,2349460000.0,2380066300.0,2108052400.0
2044.0,2292803600.0,2356146400.0,1781237200.0,2497707500.0,2414414600.0,2122774300.0,2187736300.0,2237491000.0,2335625200.0,2361556000.0,2131537300.0
2045.0,2321810400.0,2328877300.0,1718345900.0,2477095200.0,2402141400.0,2096162000.0,2152532000.0,2214416400.0,2305774300.0,2340332300.0,2051844600.0
2046.0,2265378800.0,2308714200.0,1655146000.0,2460325400.0,2396115200.0,2054338600.0,2151438000.0,2158186800.0,2279942100.0,2331607000.0,1993590500.0
2047.0,2232101600.0,2286920400.0,1602815600.0,2504462600.0,2384149800.0,1986895700.0,2102812300.0,2129747700.0,2259490600.0,2306862000.0,1943951500.0
2048.0,2205929700.0,2265360400.0,1554150400.0,2449614300.0,2364679400.0,2011156600.0,2092884100.0,2090135800.0,2244244000.0,2293395500.0,1943797600.0
2049.0,2171063600.0,2269619700.0,1517548900.0,2437252400.0,2357391000.0,1919558000.0,2103285400.0,2054017800.0,2243680500.0,2271393500.0,1871297400.0
2050.0,2172672500.0,2273992200.0,1463557500.0,2428302000.0,2360638000.0,1894037400.0,2052257000.0,2057349200.0,2297526300.0,2253417200.0,1824531300.0
2051.0,2130174600.0,2230824700.0,1417152600.0,2446472700.0,2318364200.0,1858330200.0,2011203600.0,1981724400.0,2203497500.0,2231817500.0,1780808200.0
2052.0,2116320100.0,2287430400.0,1368678700.0,2408075800.0,2365010200.0,1796577800.0,1981977300.0,1910056600.0,2169613300.0,2224693800.0,1715381500.0
2053.0,2073082000.0,2322074600.0,1349295400.0,2381200100.0,2295783200.0,1754859600.0,1953793700.0,1864462500.0,2140979500.0,2187779800.0,1672225900.0
2054.0,2028747000.0,2240434700.0,1286177500.0,2360186000.0,2275951400.0,1712332800.0,1986558000.0,1828725400.0,2121364600.0,2159680500.0,1626026600.0
2055.0,2004983800.0,2185517000.0,1240088600.0,2333756000.0,2262503000.0,1675303800.0,1903155300.0,1786061800.0,2098909400.0,2205555000.0,1586776300.0
2056.0,1956464100.0,2153796400.0,1200949400.0,2299354400.0,2249696800.0,1638165100.0,1870770200.0,1747342800.0,2054633100.0,2134441200.0,1532564000.0
2057.0,1924933900.0,2120348700.0,1162890500.0,2278715000.0,2227903700.0,1612347300.0,1834385500.0,1688298000.0,2032835800.0,2087569700.0,1505519100.0
2058.0,2030009000.0,2189007000.0,1133439000.0,2249287400.0,2232951800.0,1589723900.0,1897277400.0,1646418300.0,2040256800.0,2052386000.0,1453620500.0
2059.0,1883885300.0,2201373400.0,1108996500.0,2226018300.0,2245704700.0,1711124200.0,1802923900.0,1615545900.0,2006660700.0,2018525300.0,1414516000.0
2060.0,1843863800.0,2155492600.0,1078543000.0,2210744000.0,2213710000.0,1583504600.0,1783129000.0,1612448400.0,1958544400.0,1995818400.0,1390038400.0
2061.0,1836415400.0,2080120000.0,1059720400.0,2190674000.0,2187187000.0,1520421100.0,1872881300.0,1535974700.0,1922118300.0,1968704600.0,1341548700.0
2062.0,1796094200.0,2096537900.0,1031291900.0,2177690000.0,2152635100.0,1527482100.0,1742721000.0,1478474800.0,1886016600.0,1944322800.0,1307380600.0
2063.0,1778200300.0,2040419000.0,1013153600.0,2147642600.0,2141593100.0,1475750000.0,1705881600.0,1440537900.0,1860555000.0,1916639100.0,1252477800.0
2064.0,1724343400.0,2018573700.0,1001224060.0,2243932200.0,2128091900.0,1456662900.0,1710169900.0,1396275700.0,1849074400.0,1907753300.0,1243802200.0
2065.0,1845706100.0,1995541800.0,969574460.0,2145026000.0,2120091300.0,1434205700.0,1995960000.0,1354413700.0,1824134300.0,1911194400.0,1207166600.0
2066.0,1703507300.0,2127207400.0,951183000.0,2245830100.0,2250383000.0,1412939100.0,1734762800.0,1306121500.0,1782742300.0,1856928500.0,1167980700.0
2067.0,1663770800.0,2269664000.0,926071600.0,2268691700.0,2479850000.0,1394712200.0,1647132700.0,1257376800.0,1765052500.0,1828018200.0,1148503600.0
2068.0,1635185000.0,2344619300.0,898400600.0,2131491700.0,2268394000.0,1369573800.0,1621052700.0,1216704100.0,1736992100.0,1787473000.0,1153061000.0
2069.0,1750270100.0,2013201200.0,868598340.0,2112727700.0,2272004600.0,1339212800.0,1593948400.0,1193091200.0,1981389400.0,1745830700.0,1102525600.0
2070.0,1681636400.0,1970483700.0,844581570.0,2082945000.0,2127703400.0,1319306600.0,1662577000.0,1152454300.0,1744379300.0,1720609200.0,1080760600.0
2071.0,1612403800.0,1939713400.0,818606000.0,2052515100.0,2133616600.0,1319863300.0,1558428000.0,1118013800.0,1713028500.0,1698434400.0,1060440900.0
2072.0,1573283600.0,1991490200.0,795001200.0,2034528000.0,2105384800.0,1466263700.0,1541063000.0,1086461700.0,1680581200.0,1665866000.0,1041153860.0
2073.0,1543079000.0,1925698800.0,765930400.0,2000450700.0,2055459500.0,1289775400.0,1519344900.0,1067055600.0,1654475500.0,1643046400.0,1005960500.0
2074.0,1511827100.0,1896781300.0,744125000.0,2011274400.0,2026315900.0,1581614100.0,1669199500.0,1050169150.0,1711651000.0,1627569400.0,977173100.0
2075.0,1494226300.0,1909650800.0,723114900.0,2035111700.0,2022153000.0,1261039700.0,1502522000.0,1029409000.0,1698588000.0,1608716500.0,956100800.0
2076.0,1533673900.0,1995882600.0,700950200.0,2026641300.0,1977013900.0,1245582200.0,1555579600.0,993374500.0,1974301800.0,1572457200.0,939876200.0
2077.0,1447486700.0,1857318100.0,676730750.0,1948284900.0,1960847700.0,1249495000.0,1474229200.0,974618100.0,1820705700.0,1552995300.0,940248800.0
2078.0,1451861200.0,1953596300.0,660298750.0,2012423800.0,1946092700.0,1210246400.0,1448512100.0,969119900.0,1675508900.0,1529267100.0,894550460.0
2079.0,1393851400.0,2020657300.0,648431500.0,1930797600.0,1936170000.0,1284112800.0,1475320000.0,973400960.0,1984444500.0,1515424100.0,874292600.0
2080.0,1380143000.0,1902943600.0,633528770.0,1924724500.0,1942679600.0,1162252400.0,1407368200.0,939223360.0,1788266500.0,1495459100.0,856928700.0
2081.0,1350060800.0,1854939500.0,619535100.0,1952023200.0,2016557700.0,1139820800.0,1472792600.0,918179840.0,1627967000.0,1472060900.0,840098500.0
2082.0,1315811500.0,1831452900.0,604025540.0,1891692800.0,1900794800.0,1175581400.0,1412947100.0,902904260.0,1635077100.0,1462930200.0,823571400.0
2083.0,1416824800.0,1804694700.0,626607940.0,1884606200.0,1883484000.0,1128507000.0,1410848800.0,885783200.0,1590229200.0,1435308400.0,832426600.0
2084.0,1305802900.0,1798279300.0,576158000.0,1856352500.0,1882681000.0,1098294300.0,1377343600.0,864728960.0,1600264200.0,1412997400.0,799149500.0
2085.0,1272692100.0,1769439000.0,563984500.0,1833148200.0,1852872300.0,1070766400.0,1342472300.0,837006850.0,1561438700.0,1378406100.0,781853200.0
2086.0,1241141000.0,1802468900.0,550156700.0,1815659400.0,1851811800.0,1320582500.0,1316046300.0,822469500.0,1602216300.0,1347129300.0,765723300.0
2087.0,1224392000.0,1799676800.0,536736800.0,1796672800.0,1828575200.0,1077815800.0,1299741000.0,799347460.0,1593448100.0,1324560300.0,775584600.0
2088.0,1201390300.0,1876802800.0,517924300.0,1817313300.0,1820098800.0,1372049200.0,1279528200.0,869497150.0,1613572700.0,1305017600.0,744528000.0
2089.0,1172600300.0,1757181200.0,503968450.0,1772527500.0,1840268900.0,1341201800.0,1273919000.0,774280260.0,1616693200.0,1275141500.0,1235379700.0
2090.0,1148387000.0,1734853000.0,494857120.0,1879839200.0,1793571000.0,1085154200.0,1254428400.0,777323200.0,1716499100.0,1267362200.0,1027848260.0
2091.0,1127031600.0,1719229400.0,496324500.0,1913435800.0,1763914600.0,1044404030.0,1235391100.0,739046200.0,1504710800.0,1217196200.0,830483800.0
2092.0,1121643600.0,1706194700.0,482470180.0,1763910900.0,1745358300.0,1021259900.0,1215250300.0,724141800.0,1598766000.0,1212418400.0,752949700.0
2093.0,1098584400.0,1691053700.0,466793440.0,1749148000.0,1728213600.0,1014324300.0,1193011300.0,703520640.0,1543973200.0,1183358000.0,710706940.0
2094.0,1085607600.0,1703790500.0,454554720.0,1720278100.0,1717048200.0,975368200.0,1224241300.0,685091600.0,1883632500.0,1158809600.0,688916740.0
2095.0,1061945500.0,1823820500.0,445693800.0,1751139100.0,1710919400.0,960019900.0,1189049200.0,702600000.0,1595098100.0,1134630400.0,669576260.0
2096.0,1038009600.0,1659527700.0,430724960.0,1974941800.0,1686349800.0,944306700.0,1166158700.0,655465100.0,1518612900.0,1121968800.0,657887550.0
2097.0,1039170240.0,1737254000.0,421458000.0,1687640300.0,1671320600.0,932888060.0,1167496600.0,633322240.0,1492196100.0,1092723300.0,702364900.0
2098.0,1007131260.0,1685814000.0,452941730.0,1671982300.0,1857619700.0,1056888800.0,1140190500.0,620749630.0,1987302800.0,1097188400.0,628072770.0
2099.0,1040321400.0,1652532600.0,404067400.0,1762399200.0,1655867900.0,937848100.0,1122861400.0,643757760.0,1683787900.0,1103277400.0,614824300.0
2100.0,993947800.0,1765967000.0,394058900.0,1638718100.0,1629191200.0,932594050.0,1151941500.0,618474500.0,1503129000.0,1058375200.0,604162300.0
