time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,CCSM4,CSIRO-MK3-6-0,GFDL-CM3,GISS-E2-R
2051.0,2230495500.0,1946569200.0,2123005800.0,1607865000.0,2118056300.0,2395784700.0,1648281500.0,2150120700.0
2052.0,2241125600.0,1910811000.0,2100502800.0,1539405000.0,2088041100.0,2411699500.0,1612722600.0,2121912400.0
2053.0,2188730000.0,1875654500.0,2067142900.0,1503230700.0,2056792200.0,2376083500.0,1567960600.0,2075109400.0
2054.0,2161409300.0,1818816000.0,2048006700.0,1447106000.0,2005026200.0,2351448600.0,1518674200.0,2063034000.0
2055.0,2131989900.0,1782708500.0,2016455200.0,1387660000.0,2014043100.0,2335922000.0,1474736500.0,2029266000.0
2056.0,2112500200.0,1735180300.0,1985937400.0,1325049200.0,1968732300.0,2315312400.0,1418729500.0,2055888300.0
2057.0,2077981400.0,1694119300.0,1959074200.0,1273954300.0,1910719000.0,2376224000.0,1367216900.0,1994497700.0
2058.0,2113249300.0,1653607300.0,1916708200.0,1224964100.0,1866888800.0,2314440700.0,1322068500.0,1952816300.0
2059.0,2047974900.0,1629135600.0,1865081500.0,1169961000.0,1827175000.0,2327798000.0,1271976400.0,1921911200.0
2060.0,2019766400.0,1579792600.0,1824393000.0,1133838100.0,1784495600.0,2290523000.0,1236640300.0,1890239000.0
2061.0,1992288400.0,1526943000.0,1794910000.0,1089687800.0,1743641900.0,2265040100.0,1192184400.0,1875788900.0
2062.0,1975277800.0,1470511200.0,1765382400.0,1040590100.0,1704550700.0,2234323700.0,1137320800.0,1832240100.0
2063.0,1937949400.0,1479167600.0,1745382700.0,998785340.0,1688358500.0,2250443500.0,1093930100.0,1848360600.0
2064.0,1923707600.0,1410849500.0,1695057400.0,962612300.0,1648125200.0,2364957700.0,1057672800.0,1801575700.0
2065.0,1899364900.0,1340242200.0,1672287700.0,950038460.0,1614966300.0,2268462000.0,1026437200.0,1768849200.0
2066.0,1862940400.0,1293424400.0,1635999200.0,914231300.0,1582979200.0,2201813000.0,990405000.0,1727807100.0
2067.0,1837991800.0,1257427100.0,1597762700.0,885031230.0,1542073900.0,2174209000.0,955553600.0,1711005300.0
2068.0,1822100700.0,1204578000.0,1550358900.0,842350660.0,1484126200.0,2153240800.0,927847200.0,1681886500.0
2069.0,1797171000.0,1175702800.0,1519096600.0,810263940.0,1463588100.0,2154689300.0,901174200.0,1681602700.0
2070.0,1784165200.0,1120757500.0,1501696600.0,785827800.0,1435328900.0,2117030700.0,861303800.0,1634772500.0
2071.0,1728716800.0,1089980900.0,1477079900.0,767738300.0,1404670300.0,2136915800.0,843451900.0,1615766800.0
2072.0,1710137100.0,1053722050.0,1448829800.0,740710300.0,1373561300.0,2161955800.0,813887900.0,1593924600.0
2073.0,1685999500.0,1013310340.0,1432167300.0,715801600.0,1318035600.0,2159655000.0,786960800.0,1565919100.0
2074.0,1661905000.0,975046460.0,1374500400.0,688388100.0,1285614000.0,2131345200.0,759821000.0,1547873700.0
2075.0,1620969900.0,942074600.0,1343409000.0,664764160.0,1267645700.0,2091133600.0,733436000.0,1539752400.0
2076.0,1584714400.0,909178050.0,1333866900.0,642554800.0,1229983100.0,2093464300.0,706071900.0,1491038600.0
2077.0,1555040300.0,883262200.0,1294227200.0,615942800.0,1192618400.0,2036366600.0,671544960.0,1468419600.0
2078.0,1538445600.0,856754700.0,1266588300.0,586517300.0,1172915300.0,2017190700.0,639229630.0,1439579800.0
2079.0,1504406100.0,826195200.0,1240904000.0,557865660.0,1130042900.0,1999167600.0,615499300.0,1439744300.0
2080.0,1476069600.0,801299260.0,1193156600.0,533481250.0,1103386500.0,1983641000.0,588252540.0,1415957400.0
2081.0,1455748400.0,767863600.0,1162739500.0,506041280.0,1074842500.0,1959420900.0,568608600.0,1373799200.0
2082.0,1436785400.0,727870800.0,1131811700.0,484389900.0,1042007500.0,1917964500.0,544134700.0,1337480700.0
2083.0,1415270400.0,688433600.0,1102149600.0,472603140.0,1003517100.0,1900713300.0,515211420.0,1309985200.0
2084.0,1375215900.0,659427000.0,1099572100.0,451445280.0,974423000.0,1872419600.0,498892060.0,1273920400.0
2085.0,1340733400.0,630857900.0,1066448600.0,437828380.0,949524600.0,1841612000.0,474277340.0,1251834400.0
2086.0,1309311600.0,601388200.0,1093132700.0,425020320.0,913449540.0,1819312500.0,456768500.0,1220019200.0
2087.0,1458344000.0,574815600.0,1050519040.0,405374140.0,880860740.0,1781694600.0,440255170.0,1186429600.0
2088.0,1276317200.0,551082200.0,1017266300.0,383656800.0,863184830.0,1746233900.0,423192000.0,1156874000.0
2089.0,1264237700.0,531658180.0,1002461060.0,367686880.0,871450300.0,1701587000.0,405937630.0,1124559400.0
2090.0,1228278900.0,510726100.0,987675200.0,353035700.0,835245900.0,1658229900.0,386180900.0,1105564300.0
2091.0,1204282800.0,490392600.0,955198340.0,342721860.0,809910100.0,1626640600.0,368870200.0,1086470500.0
2092.0,1175964400.0,468756130.0,941896000.0,339199800.0,792814300.0,1593324400.0,354515400.0,1057346500.0
2093.0,1142223100.0,454502750.0,917417660.0,315290600.0,772859100.0,1569251100.0,338922720.0,1040212030.0
2094.0,1125249200.0,441219200.0,891133060.0,300991550.0,759110460.0,1549416400.0,324367260.0,1014271900.0
2095.0,1099550000.0,421024160.0,879183360.0,289293730.0,734791600.0,1509541000.0,306438050.0,1000742700.0
2096.0,1069944640.0,402186660.0,867918400.0,274211230.0,708484200.0,1472696300.0,293017730.0,984119700.0
2097.0,1047944800.0,381456540.0,836922430.0,261845400.0,689434600.0,1433169700.0,277489400.0,957426900.0
2098.0,1030053800.0,365440600.0,817559400.0,251246990.0,660024960.0,1405879000.0,264641220.0,959558700.0
2099.0,999572400.0,347754850.0,793578560.0,237488880.0,636604400.0,1358687400.0,251909340.0,930960700.0
2100.0,967829760.0,331501060.0,775799100.0,227715380.0,623384640.0,1336992300.0,243859760.0,912616700.0
