time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,IPSL-CM5A-LR,CCSM4,CSIRO-MK3-6-0,GFDL-CM3,GISS-E2-R
2000.0,2737644000.0,2737644000.0,2737644000.0,2737644000.0,2737644000.0,2737644000.0,2737644000.0,2737644000.0
2001.0,2764141000.0,2764141000.0,2764141000.0,2764141000.0,2764141000.0,2764141000.0,2764141000.0,2764141000.0
2002.0,2736113700.0,2736113700.0,2736113700.0,2736113700.0,2736113700.0,2736113700.0,2736113700.0,2736113700.0
2003.0,2713224700.0,2713224700.0,2713224700.0,2713224700.0,2713224700.0,2713224700.0,2713224700.0,2713224700.0
2004.0,2716989400.0,2716989400.0,2716989400.0,2716989400.0,2716989400.0,2716989400.0,2716989400.0,2716989400.0
2005.0,2703320300.0,2703320300.0,2703320300.0,2703320300.0,2703320300.0,2703320300.0,2703320300.0,2703320300.0
2006.0,2719060500.0,2719060500.0,2719060500.0,2719060500.0,2719060500.0,2719060500.0,2719060500.0,2719060500.0
2007.0,2693394700.0,2693394700.0,2693394700.0,2693394700.0,2693394700.0,2693394700.0,2693394700.0,2693394700.0
2008.0,2723574500.0,2723574500.0,2723574500.0,2723574500.0,2723574500.0,2723574500.0,2723574500.0,2723574500.0
2009.0,2704474600.0,2704474600.0,2704474600.0,2704474600.0,2704474600.0,2704474600.0,2704474600.0,2704474600.0
2010.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0,2684407800.0
2011.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0,2684761900.0
2012.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0,2687034000.0
2013.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0,2699544800.0
2014.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0,2672770300.0
2015.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0,2661593300.0
2016.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0,2726433500.0
2017.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0,2658657300.0
2018.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0,2669554700.0
2019.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0,2640114700.0
2020.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0,2642841600.0
2021.0,2622739200.0,2631217400.0,2620824600.0,2621728000.0,2632745700.0,2697300500.0,2622091000.0,2646303700.0
2022.0,2612487200.0,2618140700.0,2603689000.0,2678474500.0,2623668200.0,2759669200.0,2611107300.0,2632601600.0
2023.0,2662434600.0,2608581000.0,2595947300.0,2618650400.0,2622101500.0,2681048000.0,2604246300.0,2677958700.0
2024.0,2655460000.0,2600412200.0,2587932000.0,2616502000.0,2614396000.0,2672826000.0,2589282800.0,2642413600.0
2025.0,2616702200.0,2589410600.0,2607852500.0,2594908200.0,2604439300.0,2657061600.0,2575489500.0,2614521000.0
2026.0,2599179000.0,2574962400.0,2575464400.0,2576935400.0,2594532900.0,2637185300.0,2555970000.0,2601441300.0
2027.0,2618371600.0,2562765000.0,2555605800.0,2553501700.0,2587234300.0,2647263700.0,2539158800.0,2591178000.0
2028.0,2585868500.0,2552075800.0,2539718700.0,2551261200.0,2575592000.0,2660830200.0,2523851000.0,2578015500.0
2029.0,2580050000.0,2532710000.0,2522912300.0,2509132500.0,2552617200.0,2621569000.0,2488706600.0,2561392000.0
2030.0,2575264300.0,2511478500.0,2525573400.0,2575315200.0,2530537000.0,2626632000.0,2461178400.0,2572708000.0
2031.0,2582405400.0,2500460000.0,2508338400.0,2479772400.0,2516075800.0,2607732000.0,2441234700.0,2530363100.0
2032.0,2547012600.0,2482459000.0,2493567200.0,2486984700.0,2505842000.0,2593692200.0,2418850000.0,2519383300.0
2033.0,2535569400.0,2477684500.0,2544685800.0,2437974800.0,2491190500.0,2649676000.0,2394852000.0,2502997800.0
2034.0,2525388800.0,2447389000.0,2478756900.0,2413631200.0,2463459800.0,2590998500.0,2362557700.0,2495950800.0
2035.0,2507511000.0,2417341000.0,2457684500.0,2378685200.0,2457024500.0,2578450700.0,2329854700.0,2475680800.0
2036.0,2498696700.0,2390551300.0,2439956700.0,2335435800.0,2440515000.0,2566457600.0,2292096800.0,2471208200.0
2037.0,2506295000.0,2377045000.0,2423946200.0,2297008400.0,2414211600.0,2556516400.0,2270533600.0,2448648400.0
2038.0,2478901000.0,2358662700.0,2399517700.0,2260837400.0,2405804500.0,2574772700.0,2230972700.0,2423350000.0
2039.0,2460716000.0,2330848300.0,2379745300.0,2209357300.0,2375435300.0,2579092000.0,2188116200.0,2434800000.0
2040.0,2443401700.0,2322833400.0,2375086300.0,2157216300.0,2350395400.0,2629627100.0,2140075900.0,2396759300.0
2041.0,2431498800.0,2284877000.0,2369569000.0,2123267500.0,2317269200.0,2561171500.0,2110353200.0,2374242000.0
2042.0,2409459200.0,2316327400.0,2317998800.0,2073189600.0,2364651500.0,2556187000.0,2061638100.0,2338812200.0
2043.0,2391526000.0,2256996900.0,2299928000.0,2031694100.0,2298261500.0,2524882200.0,2025177300.0,2324390400.0
2044.0,2369153500.0,2229254000.0,2278370000.0,2003931300.0,2264500000.0,2502001400.0,1982361600.0,2318793200.0
2045.0,2345409800.0,2196303600.0,2259014000.0,1948719900.0,2246090000.0,2501028400.0,1947565400.0,2292709600.0
2046.0,2319079000.0,2149703000.0,2333208300.0,1908463100.0,2225349400.0,2470252300.0,1876988800.0,2274358800.0
2047.0,2315938300.0,2125268400.0,2245978600.0,1838108900.0,2229990700.0,2459425000.0,1818752800.0,2252660500.0
2048.0,2292512300.0,2097588400.0,2217921000.0,1797764000.0,2237696800.0,2468603600.0,1788421900.0,2256694800.0
2049.0,2267073500.0,2034648600.0,2195110000.0,1756788500.0,2183647700.0,2441119700.0,1744808300.0,2213329000.0
2050.0,2246947800.0,1998539100.0,2149358300.0,1687562800.0,2142843100.0,2425343500.0,1700171900.0,2180929000.0
