time,GISS-E2-R,GFDL-CM3,GFDL-ESM2G,CCSM4,MPI-ESM-LR,CANESM2,IPSL-CM5A-LR,NORESM1-M,CSIRO-MK3-6-0,CNRM-CM5
2000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0,156274232976000.0
2001.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0,156168383001000.0
2002.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0,155979491738000.0
2003.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0,155646947290000.0
2004.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0,155336778273000.0
2005.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0,155088265514000.0
2006.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0,154882484219000.0
2007.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0,154591040989000.0
2008.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0,154189262043000.0
2009.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0,153922605107000.0
2010.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0,153412566460000.0
2011.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0,153050340826000.0
2012.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0,152694229449000.0
2013.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0,152376499136000.0
2014.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0,152040055618000.0
2015.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0,151870052870000.0
2016.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0,151581887798000.0
2017.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0,151162958956000.0
2018.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0,150748186826000.0
2019.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0,150492631014000.0
2020.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0,150049407322000.0
2021.0,149631344302000.0,149338699596000.0,149628419856000.0,149822524876000.0,149638590857000.0,149603603259000.0,149338441359000.0,149450451984000.0,149590513522000.0,149666055237000.0
2022.0,149378665511000.0,148702780374000.0,149106141028000.0,149224650600000.0,149164493975000.0,149085563700000.0,148946431982000.0,149037984760000.0,149058435653000.0,149209680345000.0
2023.0,149120276255000.0,148094632208000.0,148903919307000.0,148729455649000.0,148579614532000.0,148433859105000.0,148627292730000.0,148526797546000.0,148571075642000.0,148816963462000.0
2024.0,148854071599000.0,147571897003000.0,148421585684000.0,148530639601000.0,148139327476000.0,147681395130000.0,148243625123000.0,147952384170000.0,148079880943000.0,148453101216000.0
2025.0,148454298946000.0,146995823523000.0,148074428415000.0,148038050667000.0,147687443293000.0,146957034735000.0,147683011202000.0,147401032448000.0,147679322607000.0,148117576216000.0
2026.0,148011728608000.0,146308668126000.0,147719452174000.0,147577652060000.0,147121052809000.0,146414208561000.0,147083368931000.0,146935085174000.0,147134816275000.0,147565507750000.0
2027.0,147779122359000.0,145671919627000.0,147207971112000.0,147214699405000.0,146603488049000.0,145685269310000.0,146472403334000.0,146401496225000.0,146639423236000.0,147178043019000.0
2028.0,147297053030000.0,144993802736000.0,146766911951000.0,146840219025000.0,146082603679000.0,145018579790000.0,145783333556000.0,146041274912000.0,146114056131000.0,146784172749000.0
2029.0,146895588433000.0,144256219375000.0,146237137975000.0,146504496044000.0,145395780599000.0,144558857093000.0,145086336873000.0,145534828238000.0,145620203449000.0,146282031655000.0
2030.0,146216324872000.0,143588409366000.0,145711136287000.0,146049268213000.0,144600734590000.0,144155052404000.0,144316792308000.0,144855145478000.0,145355832146000.0,145668541443000.0
2031.0,145674196125000.0,143001353659000.0,145290848145000.0,145538503076000.0,144165903568000.0,143503820729000.0,143853842243000.0,144179960299000.0,144869917939000.0,145307380187000.0
2032.0,145289754201000.0,142345898519000.0,144837814591000.0,145188017160000.0,143632336492000.0,142773269329000.0,143133603471000.0,143844467784000.0,144500129334000.0,144944445989000.0
2033.0,145023943381000.0,141677442315000.0,144360453904000.0,144657782423000.0,142918164559000.0,142214929962000.0,142508426649000.0,143243884834000.0,143921817590000.0,144396852832000.0
2034.0,144463995659000.0,141004751690000.0,143985512505000.0,144321031493000.0,142369313749000.0,141781090546000.0,141795372727000.0,142760742121000.0,143110549555000.0,143906285657000.0
2035.0,143950542127000.0,140151606829000.0,143733437095000.0,143719771168000.0,141844643090000.0,141026652190000.0,141211202335000.0,142093689664000.0,142501828097000.0,143308053787000.0
2036.0,143406241331000.0,139512940432000.0,143333507397000.0,143057924506000.0,141360606461000.0,140270184895000.0,140623155404000.0,141621554617000.0,141913875784000.0,142673019382000.0
2037.0,142874507473000.0,138771072095000.0,142927927486000.0,142637871212000.0,140765797435000.0,139370153765000.0,140030268583000.0,140918587143000.0,141322784611000.0,142100599461000.0
2038.0,142451646528000.0,137883518532000.0,142620233686000.0,142156027292000.0,140190121772000.0,138562484390000.0,139335506631000.0,140154345945000.0,140782070087000.0,141607184606000.0
2039.0,142053344826000.0,137135445041000.0,142313247339000.0,141693671049000.0,139592315498000.0,137653741026000.0,138640356740000.0,139445480014000.0,140258092475000.0,140991752643000.0
2040.0,141593736826000.0,136535267556000.0,141761196232000.0,141120537556000.0,138932688354000.0,136836972289000.0,137883839996000.0,138882877333000.0,139615317653000.0,140220462545000.0
2041.0,140958142300000.0,135626636609000.0,141341716706000.0,140603059382000.0,138367036835000.0,136114808096000.0,137182313500000.0,138103059192000.0,139117307392000.0,139549389374000.0
2042.0,140462095738000.0,134864310314000.0,140794473886000.0,140042209097000.0,137805702845000.0,135357870297000.0,136468947398000.0,137349424356000.0,138292905358000.0,138917363143000.0
2043.0,140066114146000.0,134071619997000.0,140320049216000.0,139347367214000.0,137298281096000.0,134713688951000.0,135653473063000.0,136371875593000.0,137806978106000.0,138342712375000.0
2044.0,139475485737000.0,133256196010000.0,139921318423000.0,138929477322000.0,136709425348000.0,133948605745000.0,134855518938000.0,135664693560000.0,137098587743000.0,137623675777000.0
2045.0,138981069287000.0,132404272350000.0,139452728181000.0,138421045514000.0,136060581887000.0,132966548400000.0,133885286195000.0,134832939232000.0,136341207769000.0,137029453448000.0
2046.0,138376234325000.0,131510913350000.0,139064972023000.0,137896267956000.0,135367621007000.0,132040281841000.0,133009674215000.0,133891232336000.0,135685443814000.0,136460884648000.0
2047.0,137957006183000.0,130521712443000.0,138509529754000.0,137178732684000.0,134800962342000.0,131211692188000.0,132306690237000.0,133089928173000.0,134909340940000.0,135749156849000.0
2048.0,137452795905000.0,129718950683000.0,137979328792000.0,136640956777000.0,134194362136000.0,130384916161000.0,131462075203000.0,132430446943000.0,134111538386000.0,135053966542000.0
2049.0,136971887334000.0,128850351092000.0,137305597210000.0,136046048096000.0,133602645995000.0,129556967102000.0,130658239804000.0,131665362899000.0,133502851538000.0,134163644337000.0
2050.0,136388145106000.0,128161707644000.0,136884587861000.0,135632673308000.0,133070544729000.0,128807411567000.0,129728191770000.0,130647241612000.0,132919390277000.0,133394272461000.0
2051.0,135889760298000.0,127565973514000.0,136436418465000.0,135077343797000.0,132487512887000.0,127869368472000.0,128697300670000.0,129963424762000.0,132181306285000.0,132901034163000.0
2052.0,135239131945000.0,126859276172000.0,135996536552000.0,134631585626000.0,131860988533000.0,127091178464000.0,127863183148000.0,129141870388000.0,131536342627000.0,132148534205000.0
2053.0,134778566724000.0,126144814543000.0,135636898466000.0,134129911725000.0,131128349626000.0,126143431875000.0,126950831443000.0,128344179275000.0,130797935825000.0,131574705758000.0
2054.0,134210210627000.0,125263240042000.0,135307032503000.0,133510513779000.0,130332585723000.0,125233225153000.0,126266816774000.0,127496012793000.0,130122004390000.0,130844431895000.0
2055.0,133680070817000.0,124374015714500.0,134969999266000.0,132792419977000.0,129818525536000.0,124406869633000.0,125595634323000.0,126830163691000.0,129361194908000.0,130203754469000.0
2056.0,133022219139000.0,123438332513000.0,134570674954000.0,132272066515000.0,129187163684000.0,123592439460000.0,124536823669000.0,126114792073000.0,128490700412000.0,129360951259000.0
2057.0,132422297378000.0,122533196545700.0,133951057907000.0,131585152966000.0,128365365986000.0,122764474117000.0,123542240616000.0,125326652282000.0,127582460699000.0,128690069914000.0
2058.0,131959248428000.0,121371940811400.0,133551642085000.0,131201105183000.0,127730431401000.0,121902833647000.0,122843624828000.0,124509161695000.0,126835339394000.0,127977470855000.0
2059.0,131587652964000.0,120566676902400.0,133245979242000.0,130643581527000.0,127087622026000.0,120989262916000.0,122132835473000.0,123639663652000.0,125983075206000.0,127218069771000.0
2060.0,131123412310000.0,119742652714400.0,132836946087000.0,129991332968000.0,126312014114000.0,120203891601000.0,121222983185000.0,123030433023000.0,125134790904000.0,126513759865000.0
2061.0,130724453595000.0,118783169069000.0,132415045857000.0,129313435268000.0,125623186323000.0,119132395217000.0,120384059029000.0,122161178733000.0,124315729468000.0,125789651819000.0
2062.0,130291486127000.0,117825034882300.0,132129458807000.0,128629218480000.0,125006128304000.0,118269868216000.0,119559884590000.0,121490208053000.0,123710958506600.0,124881210528000.0
2063.0,129711443116000.0,116930934133100.0,131840747606000.0,127943741390000.0,124493370428000.0,117263075455000.0,118602742634000.0,120738986198000.0,122976006521000.0,124133779513000.0
2064.0,129247304561000.0,116183277179000.0,131463462262000.0,127087312816000.0,123869339222000.0,116427150742000.0,117761222419000.0,119947310749000.0,122278415256700.0,123303018058000.0
2065.0,128768049354000.0,115614759825300.0,131025928276000.0,126413857998000.0,123192955248000.0,115503582954000.0,117097882995000.0,119267234411000.0,121573231136000.0,122492753749000.0
2066.0,128196557166000.0,114851067331500.0,130629082108000.0,125829972207000.0,122653811588000.0,114607387876000.0,116179443980000.0,118273407211000.0,120805582691000.0,121650376130000.0
2067.0,127664955785000.0,114159570171800.0,130129662615000.0,125240807646000.0,122068677846000.0,113764249144000.0,115421406514000.0,117497291941000.0,120145594853700.0,120969092384000.0
2068.0,127250118846000.0,113545035205500.0,129677647027000.0,124600977716000.0,121448031108000.0,113139187611000.0,114830254084000.0,116786997590000.0,119455305152400.0,120279878370000.0
2069.0,126694189157000.0,112816863682400.0,129232540318000.0,123909988745000.0,120787673498000.0,112263676875000.0,114041117223000.0,116011391368000.0,118740725785000.0,119610514519000.0
2070.0,126221534837000.0,112024948946400.0,128904042523000.0,123212133441000.0,120161445018000.0,111481320984000.0,113257857009000.0,115277614990000.0,118179793746400.0,118820790612000.0
2071.0,125905821912000.0,111080110559800.0,128479645143000.0,122519469050000.0,119467196046000.0,110679475965000.0,112398663998000.0,114718983932000.0,117554919311000.0,118155421003000.0
2072.0,125520429945000.0,110282836731700.0,128150040007000.0,121901273771000.0,118947241061000.0,109950795348000.0,111661249670000.0,113933744843000.0,116927650530600.0,117529520827000.0
2073.0,125037308838000.0,109428837208400.0,127636055111000.0,121279219647000.0,118387851272000.0,109213047614000.0,110931940410000.0,113116645776000.0,116337150472900.0,116753583316000.0
2074.0,124590544467000.0,108745032384900.0,127375024811000.0,120614161836000.0,117782138064000.0,108522304149000.0,110229707184000.0,112331872189000.0,115738427243600.0,115960751614000.0
2075.0,124121525662000.0,107853629993000.0,126850385486000.0,119917672160000.0,117169102251000.0,107974088233000.0,109305500806000.0,111589467964000.0,115129272117300.0,115064454730000.0
2076.0,123683579857000.0,106997459580800.0,126532452775000.0,119149849574000.0,116508745622000.0,107348390372000.0,108518831456000.0,110845729141000.0,114373993796400.0,113913484275000.0
2077.0,123226121498000.0,106130028654200.0,126190312301000.0,118472195602000.0,115875568486000.0,106705092306000.0,107731656619000.0,110062706145000.0,113704896727000.0,112966899147000.0
2078.0,122869947074000.0,105331942198700.0,125734072049000.0,117981188216000.0,115115743370000.0,105975875361000.0,106896496142000.0,109215049780000.0,113019509520200.0,112002837657000.0
2079.0,122552620271000.0,104766253301500.0,125250963461000.0,117456952422000.0,114479109547000.0,105189187437000.0,106075359673000.0,108516389197000.0,112303681225100.0,111122548664000.0
2080.0,122070659570000.0,104259235048500.0,125033744554000.0,116815576600000.0,114047625688000.0,104436071265000.0,105154659159000.0,107814738600000.0,111576143430500.0,110293783928000.0
2081.0,121587423974000.0,103730765331400.0,124768937878000.0,116260113397000.0,113484652512000.0,103731595609000.0,104154311606000.0,106965506335000.0,111043889189000.0,109336345916000.0
2082.0,120950783275000.0,103226942382300.0,124478523692000.0,115686778759000.0,112859832391000.0,102940954489000.0,103377309751000.0,106160459523000.0,110419179488600.0,108391744818000.0
2083.0,120269162740000.0,102654650142900.0,124180566182000.0,114799895989000.0,112398079501000.0,102190161792000.0,102533779262000.0,105409291798000.0,109805925340400.0,107668345850000.0
2084.0,119862934801000.0,101977102532900.0,123811153637000.0,114090571429000.0,111851116994000.0,101439808349600.0,101791251200000.0,104664233986000.0,109043364874500.0,106661295506000.0
2085.0,119526956851000.0,101386770680700.0,123397342008000.0,113228208549000.0,111394060245000.0,100750659955400.0,101148810558000.0,103863477554000.0,108310194916700.0,105670384063000.0
2086.0,119049346613000.0,100789956196600.0,122946011082000.0,112599375567000.0,110970096461000.0,99843111663700.0,100493358998000.0,103143306144000.0,107599549101200.0,104950638627000.0
2087.0,118683462956000.0,100069252112400.0,122625949455000.0,111980583278000.0,110384491101000.0,98960188360000.0,99834689476000.0,102497517673000.0,106909200700000.0,104251735330000.0
2088.0,118193216332000.0,99388832592200.0,122285428956000.0,111483562327000.0,109912133038000.0,98077005663000.0,99178616203000.0,101912804445000.0,106259379679000.0,103481361365000.0
2089.0,117806969676000.0,98629497945000.0,122033317007000.0,110716319533000.0,109280581270000.0,97128456593000.0,98527464178000.0,101271525820000.0,105585330715000.0,102804568318000.0
2090.0,117431984701000.0,97996273199200.0,121574706010000.0,110071092919000.0,108728839087000.0,96363132340000.0,97824753155000.0,100495573442000.0,104930516115700.0,102083124946000.0
2091.0,117123982782000.0,97405209261500.0,121056789316000.0,109297478739000.0,108246674754000.0,95772825175000.0,97169682945000.0,99706341266000.0,104163851571600.0,101265787309000.0
2092.0,116760937239000.0,96892669835600.0,120612022525000.0,108732875917000.0,107608785489000.0,95096723398000.0,96446353246700.0,98935488518600.0,103459346776600.0,100505743047000.0
2093.0,116476094433000.0,96169412001100.0,120326979307000.0,108077481741000.0,106992688581000.0,94614982578700.0,95843655081400.0,98210969460700.0,102726028828300.0,99960620395000.0
2094.0,116066689751000.0,95408374790500.0,119967207788000.0,107426892736000.0,106500028343000.0,93850584488700.0,95133084635000.0,97514380521000.0,102039520320700.0,99256252266000.0
2095.0,115731348503000.0,94739470075700.0,119434439103000.0,106842730732000.0,105879384024000.0,93065963286300.0,94609243679700.0,96785589673000.0,101390852027500.0,98485287465000.0
2096.0,115054430775000.0,94124900105100.0,119096004836000.0,106361517262000.0,105202253505000.0,92306002956000.0,94155638503000.0,96110253781500.0,100860804543900.0,97644345696000.0
2097.0,114564287154000.0,93492407289700.0,118896407300000.0,105829474350000.0,104711431577000.0,91670446860000.0,93586837706200.0,95450571476000.0,100479713580000.0,96757349361000.0
2098.0,113998368356000.0,92768306351800.0,118489788224000.0,105139213076000.0,104295959993000.0,91011343420600.0,92965962968400.0,94726275836000.0,99975144695400.0,96027449455000.0
