time,CSIRO-MK3-6-0,IPSL-CM5A-LR,CANESM2,GFDL-CM3,GISS-E2-R,CESM1-CAM5,CCSM4,CNRM-CM5,GFDL-ESM2G,MPI-ESM-LR,NORESM1-M
2032.0,967517200.0,1018364860.0,954511940.0,1065779260.0,1017065500.0,966111500.0,928146700.0,896062600.0,1128022300.0,941261600.0,1009863230.0
2033.0,945897700.0,1007429950.0,929051100.0,1063366800.0,1009010500.0,953896900.0,904407500.0,940951000.0,1110556500.0,941336000.0,1000209150.0
2034.0,924019260.0,995658560.0,917894400.0,1068226700.0,1001691970.0,944245900.0,884898800.0,919233660.0,1116639700.0,995574600.0,993315460.0
2035.0,904034100.0,988151400.0,901749760.0,1135050500.0,996151740.0,934161860.0,864930900.0,906262660.0,1113920000.0,926253400.0,978768830.0
2036.0,891576900.0,965055940.0,885749300.0,1063529800.0,990489900.0,921266240.0,849874500.0,882524160.0,1117636600.0,894585700.0,969586000.0
2037.0,876375000.0,955041100.0,869729600.0,1077984500.0,984998000.0,908231230.0,834344450.0,857154370.0,1146353500.0,889458100.0,961606460.0
2038.0,858827400.0,942502400.0,854147700.0,1078836900.0,974382800.0,932239500.0,821427460.0,851158800.0,1162112100.0,908043000.0,978065300.0
2039.0,848814300.0,938396800.0,839968400.0,1056671600.0,964568100.0,896828100.0,810766900.0,947293700.0,1134769200.0,956773060.0,956863100.0
2040.0,860824260.0,929960060.0,816418600.0,1046068860.0,966971700.0,889375940.0,801830200.0,886105860.0,1111831200.0,868345100.0,980800800.0
2041.0,830234050.0,915849660.0,808575800.0,1045287900.0,975833300.0,883099140.0,777500800.0,854172200.0,1121851000.0,862956300.0,937288260.0
2042.0,831548700.0,883881340.0,808892300.0,1035347700.0,973039800.0,878300300.0,758167600.0,856338600.0,1115526800.0,851062000.0,934063900.0
2043.0,814905860.0,859441340.0,785985860.0,1032953000.0,952364350.0,865211140.0,740366800.0,845831230.0,1125654100.0,830836160.0,971140500.0
2044.0,812061700.0,851547200.0,761532350.0,1022353400.0,972560450.0,861793400.0,763702660.0,834177400.0,1117950600.0,823554500.0,965406340.0
2045.0,829800300.0,847363000.0,742543170.0,1010272450.0,951111230.0,855265150.0,742400600.0,827742660.0,1108659000.0,816649150.0,930752700.0
2046.0,813586100.0,826952400.0,746320100.0,1003586940.0,957649340.0,840368800.0,725674000.0,825813000.0,1114622700.0,808131400.0,937406800.0
2047.0,787901200.0,797224900.0,803101500.0,1015104300.0,947795460.0,832572740.0,710887600.0,843099500.0,1117432600.0,794926140.0,928532160.0
2048.0,768369700.0,799954750.0,763035300.0,995431100.0,963812000.0,830448640.0,705163800.0,820253200.0,1112854500.0,787288700.0,918738900.0
2049.0,758727230.0,774074000.0,728400900.0,999915650.0,941843000.0,819185340.0,762072500.0,817508860.0,1110829700.0,804942460.0,909415940.0
2050.0,751140100.0,760056400.0,714192300.0,984632450.0,932295500.0,810273600.0,698015740.0,811832300.0,1117454800.0,782512900.0,896065800.0
2051.0,743673340.0,796850370.0,703759170.0,972269500.0,928741760.0,809146940.0,688807800.0,801904060.0,1111127000.0,772299100.0,888791200.0
2052.0,743267400.0,757308540.0,700093800.0,959378700.0,933280300.0,800677000.0,681722400.0,793679740.0,1114236700.0,761297300.0,883992000.0
2053.0,736026400.0,749145500.0,689145150.0,949232300.0,963622300.0,787776200.0,676153700.0,790649860.0,1114209400.0,754888960.0,869905700.0
2054.0,814410940.0,735845700.0,678362700.0,934022140.0,926025900.0,777644540.0,664776400.0,780903740.0,1102311400.0,749888700.0,864110500.0
2055.0,763704770.0,729699000.0,665059700.0,916535000.0,951015040.0,765494460.0,657016260.0,771940030.0,1099802800.0,743196400.0,855485500.0
2056.0,784982850.0,728105800.0,652053950.0,901950660.0,920539650.0,754075140.0,652878140.0,768648450.0,1161585300.0,743721200.0,846711100.0
2057.0,736718660.0,722463200.0,637660200.0,894980540.0,915270000.0,740352200.0,640848600.0,759394200.0,1099425800.0,731999900.0,834192100.0
2058.0,734263900.0,705863500.0,625574100.0,901312300.0,906548100.0,722307800.0,633196160.0,748635300.0,1096589700.0,720028350.0,828952600.0
2059.0,753292860.0,689732600.0,604036100.0,885488300.0,903608060.0,706400600.0,630273860.0,754604800.0,1085034000.0,711732540.0,814882700.0
2060.0,726796540.0,681466600.0,596887600.0,875843140.0,895164540.0,686221400.0,622155700.0,737674560.0,1078340500.0,708854000.0,806581500.0
2061.0,721134400.0,671518660.0,579785660.0,871633340.0,894244350.0,662448200.0,616922500.0,731910900.0,1073545900.0,699505600.0,789300350.0
2062.0,724660860.0,662962100.0,559144200.0,871988700.0,903924540.0,643326850.0,610677500.0,724733500.0,1064239000.0,695410240.0,769802240.0
2063.0,717344960.0,709819800.0,534376300.0,884031500.0,891932860.0,626700350.0,601518900.0,715701600.0,1069601600.0,754897900.0,761762900.0
2064.0,723501060.0,688219300.0,524103200.0,878846140.0,888555800.0,608162240.0,595815100.0,726337340.0,1055748000.0,750689540.0,747336000.0
2065.0,716969150.0,662351100.0,513256160.0,863094660.0,883903170.0,584278500.0,587650100.0,708932200.0,1051281340.0,689176900.0,740054900.0
2066.0,715261600.0,645103700.0,498746270.0,856661500.0,930611400.0,563674500.0,577232640.0,694452100.0,1045019200.0,677386000.0,723375040.0
2067.0,761683600.0,641282370.0,480821700.0,846652860.0,901128400.0,555150140.0,569985150.0,681132350.0,1036926500.0,666920000.0,813437440.0
2068.0,739918100.0,633467260.0,472364480.0,845630500.0,906321340.0,536202370.0,564879600.0,669380030.0,1041142100.0,658434900.0,711855740.0
2069.0,738866900.0,624804030.0,459001180.0,852857300.0,887012000.0,520957920.0,555171800.0,660039360.0,1027349100.0,661706300.0,696559100.0
2070.0,752864830.0,614019000.0,450025440.0,842786500.0,882993700.0,516222600.0,540533000.0,654238700.0,1016695500.0,662499260.0,687531460.0
2071.0,725028860.0,607256400.0,443479600.0,845876100.0,881389630.0,507503580.0,566053760.0,646355140.0,1004965440.0,644317760.0,675398700.0
2072.0,716176100.0,603326800.0,435184100.0,834580500.0,888117570.0,493934530.0,532509280.0,638478500.0,1000014500.0,635892700.0,663695500.0
2073.0,773916900.0,597174200.0,551407800.0,826492200.0,887902140.0,481356770.0,529777700.0,629677250.0,990352830.0,624875260.0,684887360.0
2074.0,716851840.0,624125400.0,435979550.0,825610500.0,884766400.0,473356500.0,531130270.0,637312900.0,980474940.0,619150800.0,678070600.0
2075.0,709407170.0,595595800.0,424173200.0,844441540.0,980572160.0,466599520.0,518054000.0,628982600.0,964502800.0,628481540.0,667644600.0
2076.0,708678600.0,584969860.0,416988580.0,829029250.0,920778100.0,454876030.0,510453570.0,614876540.0,951802750.0,608300200.0,650209400.0
2077.0,702524740.0,575359500.0,409433570.0,825687900.0,896043300.0,447813020.0,504622340.0,609363200.0,941636100.0,595480400.0,640908200.0
2078.0,698163600.0,568355460.0,402384200.0,828800060.0,885295900.0,439518880.0,499634530.0,615498240.0,940615500.0,581295800.0,635231360.0
2079.0,695603200.0,564406500.0,396825600.0,818238700.0,881259260.0,433499040.0,507722200.0,618013100.0,924121300.0,566919040.0,640353000.0
2080.0,762980160.0,560631000.0,391239740.0,809773250.0,882435260.0,427629440.0,509007170.0,598286500.0,919587840.0,611076800.0,629137500.0
2081.0,714292200.0,554607000.0,386208300.0,841700400.0,879599400.0,417021200.0,502229660.0,586402940.0,909321700.0,596528900.0,621301570.0
2082.0,691819700.0,555125200.0,382207650.0,808629300.0,876012200.0,411448930.0,529627500.0,576773000.0,905637760.0,623473200.0,617967800.0
2083.0,756546560.0,706213300.0,379551650.0,804970000.0,873968060.0,403262660.0,571263170.0,571715600.0,953935740.0,571883500.0,614977660.0
2084.0,700267970.0,627897900.0,400694500.0,800337900.0,864545200.0,394345380.0,540788600.0,567178300.0,935436540.0,554818940.0,612184600.0
2085.0,685727940.0,596367550.0,380319520.0,795134850.0,859044500.0,385003300.0,496232130.0,561159600.0,893680200.0,547389060.0,607037800.0
2086.0,685034800.0,564943550.0,385213760.0,792799300.0,857548000.0,393171780.0,491960220.0,558005800.0,886695940.0,552360700.0,606201800.0
2087.0,718494100.0,580311500.0,375358000.0,823464960.0,851250750.0,384579800.0,490081100.0,563468600.0,878395650.0,549939200.0,607142700.0
2088.0,681604100.0,555533200.0,373453120.0,789824450.0,852484350.0,377031360.0,488234400.0,549830660.0,866508350.0,550663300.0,599759040.0
2089.0,678419200.0,554608060.0,370051600.0,781576400.0,846317800.0,373830400.0,485706560.0,545663900.0,867925900.0,535101380.0,594778800.0
2090.0,671591940.0,548133000.0,371520960.0,777329800.0,842969200.0,371886530.0,485278750.0,540344000.0,859247400.0,537032100.0,587431700.0
2091.0,667339140.0,546386600.0,389124160.0,773632200.0,840415300.0,399135230.0,480878660.0,533262050.0,848715260.0,585998000.0,582791500.0
2092.0,682606500.0,542962100.0,369432640.0,771443300.0,833158400.0,367702850.0,473544580.0,526843940.0,858397060.0,533601400.0,580718460.0
2093.0,682018100.0,605814660.0,364378000.0,770820400.0,825755700.0,363234850.0,471714270.0,519196350.0,889141440.0,529381060.0,577682240.0
2094.0,674295500.0,547056960.0,362432930.0,761884160.0,817225600.0,360373470.0,488837760.0,512459400.0,927163300.0,523074270.0,576297400.0
2095.0,671246460.0,534569100.0,365018050.0,763187200.0,806408100.0,356450430.0,468681570.0,504662800.0,886243000.0,518654700.0,576613700.0
2096.0,667335550.0,529376930.0,360498500.0,751416800.0,813804400.0,350585760.0,464808320.0,497762900.0,866830400.0,517053660.0,674405200.0
2097.0,669294850.0,528520500.0,359567360.0,745131970.0,797495000.0,346690140.0,461167840.0,503648700.0,849578100.0,512401900.0,571737200.0
2098.0,666356300.0,522899170.0,358810880.0,737589800.0,792431740.0,343230750.0,456436500.0,593657200.0,847669060.0,508735300.0,572794700.0
2099.0,662392060.0,721070460.0,356130560.0,806058400.0,778311300.0,411815970.0,457938400.0,521408500.0,849522400.0,503016200.0,567303360.0
2100.0,659677760.0,781280200.0,361806820.0,763075300.0,765562000.0,343930940.0,480951330.0,488595140.0,854101400.0,504658000.0,562746100.0
