time,MPI-ESM-LR,CANESM2,CESM1-CAM5
2000.0,2759127800.0,2759127800.0,2759127800.0
2001.0,2783763500.0,2783763500.0,2783763500.0
2002.0,2755074300.0,2755074300.0,2755074300.0
2003.0,2734472400.0,2734472400.0,2734472400.0
2004.0,2737285600.0,2737285600.0,2737285600.0
2005.0,2725387500.0,2725387500.0,2725387500.0
2006.0,2740770600.0,2740770600.0,2740770600.0
2007.0,2716115700.0,2716115700.0,2716115700.0
2008.0,2742563000.0,2742563000.0,2742563000.0
2009.0,2724116000.0,2724116000.0,2724116000.0
2010.0,2706896100.0,2706896100.0,2706896100.0
2011.0,2706562000.0,2706562000.0,2706562000.0
2012.0,2707589000.0,2707589000.0,2707589000.0
2013.0,2717896400.0,2717896400.0,2717896400.0
2014.0,2694798600.0,2694798600.0,2694798600.0
2015.0,2683665200.0,2683665200.0,2683665200.0
2016.0,2748370200.0,2748370200.0,2748370200.0
2017.0,2680201500.0,2680201500.0,2680201500.0
2018.0,2688891600.0,2688891600.0,2688891600.0
2019.0,2662795300.0,2662795300.0,2662795300.0
2020.0,2663309600.0,2663309600.0,2663309600.0
2021.0,2643043600.0,2651915500.0,2640451600.0
2022.0,2630901000.0,2653826000.0,2643720400.0
2023.0,2616971500.0,2656038000.0,2632568800.0
2024.0,2612571000.0,2638274600.0,2625161000.0
2025.0,2605360000.0,2622167800.0,2603816200.0
2026.0,2575594800.0,2616277500.0,2588146700.0
2027.0,2563475200.0,2599231700.0,2575228000.0
2028.0,2543812000.0,2579422700.0,2561199400.0
2029.0,2515844400.0,2560610300.0,2554510000.0
2030.0,2492787700.0,2542535400.0,2537314300.0
2031.0,2483341600.0,2530437400.0,2517778700.0
2032.0,2464991700.0,2522347300.0,2501268000.0
2033.0,2445782500.0,2532985300.0,2471492400.0
2034.0,2415905800.0,2496087000.0,2427446300.0
2035.0,2384834600.0,2493465300.0,2410523600.0
2036.0,2356453600.0,2475834600.0,2387025000.0
2037.0,2334093600.0,2449437200.0,2348409300.0
2038.0,2295110400.0,2434014200.0,2314505500.0
2039.0,2256100000.0,2422180900.0,2286094000.0
2040.0,2238201900.0,2398804700.0,2271122700.0
2041.0,2231732000.0,2412609000.0,2224886000.0
2042.0,2191446800.0,2362194700.0,2178514400.0
2043.0,2162614000.0,2346913800.0,2134823200.0
2044.0,2132602900.0,2321636600.0,2154927600.0
2045.0,2116397600.0,2356049200.0,2079729300.0
2046.0,2068668000.0,2296244700.0,2023577100.0
2047.0,1998296200.0,2260322000.0,1970587800.0
2048.0,2023497000.0,2237718000.0,1966847100.0
2049.0,1929542900.0,2200284200.0,1896715100.0
2050.0,1912470700.0,2192077300.0,1847314800.0
2051.0,1866880500.0,2156500200.0,1801612400.0
2052.0,1799305300.0,2134358800.0,1735314600.0
2053.0,1757930800.0,2093832200.0,1690490200.0
2054.0,1718669300.0,2049886500.0,1639973000.0
2055.0,1671659100.0,2021293200.0,1601302700.0
2056.0,1633257000.0,1973960000.0,1547733200.0
2057.0,1604913700.0,1939497500.0,1519146400.0
