time,MPI-ESM-LR,NORESM1-M,CESM1-CAM5,CSIRO-MK3-6-0
2093.0,1007361540.0,901049000.0,418030600.0,1362017300.0
2094.0,870982300.0,882394200.0,400241060.0,1373779200.0
2095.0,944722940.0,872347600.0,393080480.0,1339543900.0
2096.0,897271800.0,858136260.0,384759400.0,1315739000.0
2097.0,836741760.0,831763650.0,371856500.0,1309664800.0
2098.0,903701300.0,845953860.0,362253600.0,1284841200.0
2099.0,804525900.0,795079100.0,348193300.0,1620443400.0
2100.0,806309300.0,772432300.0,339775800.0,1403771300.0
2101.0,765739970.0,760123260.0,322677800.0,1289953300.0
2102.0,747256770.0,735465700.0,306207400.0,1255022000.0
2103.0,736841600.0,721284800.0,292953540.0,1228082600.0
2104.0,720477250.0,705149250.0,293168580.0,1214966700.0
2105.0,697682600.0,683118800.0,279176160.0,1224310400.0
2106.0,671547100.0,684112100.0,281226800.0,1214325500.0
2107.0,661755900.0,658902140.0,264465550.0,1184212200.0
2108.0,758283970.0,638440900.0,257304180.0,1165534200.0
2109.0,672820700.0,626660540.0,253748030.0,1149724500.0
2110.0,645676100.0,610612540.0,257627980.0,1367174900.0
2111.0,690889700.0,585841400.0,240563760.0,1152977400.0
2112.0,625308000.0,570874500.0,229075440.0,1120545500.0
2113.0,606680000.0,558560800.0,223798910.0,1103482800.0
2114.0,593323100.0,549823550.0,215410960.0,1086845800.0
2115.0,577888260.0,943229630.0,203465390.0,1113120100.0
2116.0,577271360.0,592536260.0,202116600.0,1069990200.0
2117.0,565575200.0,542713800.0,190004880.0,1054822000.0
2118.0,552913100.0,526449400.0,177881600.0,1036283970.0
2119.0,555551100.0,511827550.0,162322060.0,1012414400.0
2120.0,534524100.0,498057800.0,158394860.0,998983400.0
2121.0,525313660.0,482767650.0,156185380.0,984499400.0
2122.0,513777200.0,622660500.0,147944370.0,968819600.0
2123.0,510987970.0,477248160.0,140585630.0,989827000.0
2124.0,491847040.0,461179650.0,137252980.0,947766140.0
2125.0,512925700.0,449130560.0,131199950.0,928587200.0
2126.0,474730400.0,446863520.0,125194040.0,910072900.0
2127.0,463936100.0,436564830.0,116595130.0,907285700.0
2128.0,455628600.0,423183500.0,110256980.0,888801900.0
2129.0,441590880.0,414114100.0,108218776.0,873805950.0
2130.0,429203740.0,406088450.0,109036750.0,864326200.0
2131.0,421619740.0,395694080.0,100625190.0,892457600.0
2132.0,408924400.0,408335360.0,93557410.0,874625200.0
2133.0,398122940.0,382140640.0,89963760.0,827070460.0
2134.0,395321540.0,371388800.0,86946456.0,809590400.0
2135.0,386737800.0,360819550.0,79896610.0,798232260.0
2136.0,411210080.0,351938880.0,78299780.0,788752800.0
2137.0,378729920.0,377594460.0,65302536.0,778468300.0
2138.0,368109980.0,341031360.0,61981360.0,753038000.0
2139.0,363158050.0,346475800.0,56385188.0,831219400.0
2140.0,355683600.0,331253340.0,51017004.0,734031040.0
2141.0,349229150.0,324277500.0,47702616.0,719621250.0
2142.0,339963520.0,316686300.0,56156644.0,705442900.0
2143.0,334161800.0,313511970.0,39600132.0,699277500.0
2144.0,327314800.0,304945300.0,35792700.0,679355460.0
2145.0,330288300.0,297938620.0,35184996.0,667031360.0
2146.0,317790240.0,292625570.0,34996996.0,656587140.0
2147.0,396095680.0,285492450.0,32877752.0,640990660.0
2148.0,314597600.0,288571330.0,30978066.0,624523700.0
2149.0,556291100.0,274266080.0,26810886.0,628530940.0
2150.0,343894620.0,264068480.0,25932364.0,605613600.0
2151.0,295624260.0,253405300.0,24409838.0,587381760.0
2152.0,285346400.0,247390380.0,23735316.0,575834430.0
2153.0,278682020.0,241389620.0,23177304.0,564937500.0
2154.0,267472060.0,237077060.0,22774072.0,559617400.0
2155.0,260004300.0,221125890.0,21621234.0,595124030.0
2156.0,250713460.0,214498380.0,20766152.0,560832400.0
2157.0,251401300.0,210126140.0,19747400.0,577570100.0
2158.0,240126750.0,206943620.0,18833968.0,551579600.0
2159.0,233785460.0,201186000.0,18317028.0,673034500.0
2160.0,232158020.0,195712480.0,17666344.0,534002240.0
2161.0,222081630.0,190173980.0,16423136.0,517797570.0
2162.0,213477120.0,180047200.0,14959020.0,645628700.0
2163.0,246698200.0,174348530.0,14162648.0,586894300.0
2164.0,215272780.0,165566800.0,13758160.0,749139700.0
2165.0,196635520.0,165169300.0,12282005.0,585641700.0
2166.0,186235740.0,156570290.0,11932987.0,521704160.0
2167.0,182210670.0,157841340.0,11193217.0,512328700.0
2168.0,177919000.0,148358430.0,10702645.0,486488800.0
2169.0,276412060.0,142885100.0,10485345.0,481683300.0
2170.0,181777020.0,134581340.0,10187451.0,490161150.0
2171.0,169494560.0,131957420.0,10120105.0,470655680.0
2172.0,163958420.0,122663190.0,8563122.0,458084600.0
2173.0,164547630.0,117568400.0,7850185.5,451938800.0
2174.0,148422190.0,181899760.0,7045165.0,440755070.0
2175.0,145092290.0,131896664.0,6247967.5,425816640.0
2176.0,138316480.0,107174040.0,5225914.0,421240400.0
2177.0,132581730.0,108869890.0,4561266.0,406208450.0
2178.0,125504970.0,160221940.0,3999993.2,402830460.0
2179.0,120844410.0,99654650.0,3867064.0,393813200.0
2180.0,115758640.0,93454270.0,4155375.8,394959100.0
2181.0,143954750.0,90945864.0,3394128.5,413754880.0
2182.0,120881120.0,158298600.0,3364807.0,384500450.0
2183.0,108656630.0,90452550.0,3207808.8,368282560.0
2184.0,104716160.0,79397060.0,2505729.2,361233570.0
2185.0,101429990.0,76584440.0,2117333.2,348273280.0
2186.0,180201250.0,74009030.0,2170475.2,336909300.0
2187.0,129736050.0,72695150.0,1947230.2,328352600.0
2188.0,208695540.0,70348400.0,1994469.0,317140960.0
2189.0,103400970.0,64795136.0,1760406.8,310388580.0
2190.0,94098830.0,63897784.0,1444931.4,300946240.0
2191.0,90398260.0,59311900.0,1456972.9,295712030.0
2192.0,93692700.0,57995508.0,1360643.0,288569660.0
2193.0,87189350.0,57007716.0,1096721.9,282272220.0
2194.0,85222296.0,313511460.0,1080861.2,272847040.0
2195.0,83671990.0,90938500.0,1075921.1,264504430.0
2196.0,96044160.0,54171396.0,1076357.0,384941150.0
2197.0,77809430.0,121376260.0,1075096.4,274437920.0
2198.0,73364060.0,53099932.0,1072189.2,255208880.0
2199.0,70156910.0,51261452.0,955621.2,246729810.0
2200.0,143980590.0,57876860.0,956024.6,238433800.0
2201.0,79503510.0,53801388.0,955614.6,235851890.0
2202.0,71714880.0,50070864.0,943428.8,231601500.0
2203.0,63367616.0,47604516.0,941768.3,222773120.0
2204.0,60763400.0,49643230.0,941136.1,215405620.0
2205.0,59092540.0,46445530.0,1305624.2,214764270.0
2206.0,58305350.0,48182284.0,1633742.8,207629300.0
2207.0,70473160.0,46048130.0,1180774.8,201664200.0
2208.0,59906664.0,45716732.0,927400.25,194343840.0
2209.0,58340570.0,45057932.0,903705.4,246667150.0
2210.0,55794260.0,44130788.0,903454.94,224001900.0
2211.0,54781216.0,43061410.0,903274.8,198326660.0
2212.0,51092910.0,42811184.0,900823.06,177931040.0
2213.0,121197740.0,42313540.0,900110.75,173682780.0
2214.0,65342820.0,41890104.0,873129.75,162658130.0
2215.0,55056056.0,40757690.0,872572.8,158719570.0
2216.0,66375180.0,48692556.0,872751.75,148214060.0
2217.0,51613692.0,40532580.0,861707.9,322859400.0
2218.0,49810320.0,40940788.0,863883.56,149940530.0
2219.0,51624760.0,36314720.0,863129.56,135592940.0
2220.0,165833280.0,35656884.0,862099.1,127914190.0
2221.0,50851988.0,34533044.0,863020.9,133915096.0
2222.0,47192130.0,35585500.0,864271.7,119355090.0
2223.0,53230300.0,34274316.0,864516.6,110288260.0
2224.0,66742372.0,34018516.0,864479.2,102559170.0
2225.0,49376356.0,33371356.0,859999.25,98387240.0
2226.0,46530544.0,32430594.0,861592.6,96359530.0
2227.0,44251276.0,32086818.0,862657.0,93902530.0
2228.0,54226412.0,42353420.0,861943.3,87864420.0
2229.0,43403676.0,30743084.0,862967.5,85709280.0
2230.0,133150330.0,30394044.0,884658.7,82382260.0
2231.0,44849824.0,31449566.0,860112.9,80665640.0
2232.0,39616000.0,29038906.0,859793.94,75961610.0
2233.0,114405680.0,28272414.0,859600.25,71386910.0
2234.0,45229428.0,27559998.0,1044004.25,69478600.0
2235.0,43435300.0,27296338.0,860281.44,67034536.0
2236.0,37526536.0,28354396.0,1295703.6,78515290.0
2237.0,36583410.0,26677998.0,859587.56,64627350.0
2238.0,36326664.0,26087720.0,859007.3,64524136.0
2239.0,36035204.0,26078890.0,857297.0,85573180.0
2240.0,36704156.0,25864526.0,857447.44,63410668.0
2241.0,40933856.0,25588122.0,898901.5,60460130.0
2242.0,51848330.0,29403142.0,872840.4,56334550.0
2243.0,49452900.0,25693416.0,858931.8,56075710.0
2244.0,39501372.0,24225662.0,859711.56,59709780.0
2245.0,41328324.0,25051452.0,859099.8,65517070.0
2246.0,39400804.0,23543652.0,857142.8,79491970.0
2247.0,57083428.0,22753470.0,856873.0,57003776.0
2248.0,51536532.0,22188620.0,830024.44,54567880.0
2249.0,40723876.0,21980574.0,828657.44,52447930.0
2250.0,43286004.0,25390656.0,803189.56,51791864.0
2251.0,103615570.0,21862408.0,788409.3,50661656.0
2252.0,55068596.0,20068814.0,789908.8,48256784.0
2253.0,79514350.0,19259116.0,791128.0,50108064.0
2254.0,36636044.0,18836792.0,808294.0,62377400.0
2255.0,32989238.0,21037362.0,792130.6,47425410.0
2256.0,32435330.0,18433964.0,782657.5,51112556.0
2257.0,31340232.0,16762592.0,782313.7,44596670.0
2258.0,30531220.0,68609190.0,782894.44,45344772.0
2259.0,30374506.0,17241676.0,783408.9,43305170.0
2260.0,50121972.0,15394243.0,782447.2,42360020.0
2261.0,41565092.0,15215943.0,781465.1,40113436.0
2262.0,29795488.0,22886432.0,781058.7,38047516.0
2263.0,29262644.0,14535381.0,765642.8,44251656.0
2264.0,410400030.0,13946266.0,765024.75,46432176.0
2265.0,31717752.0,13886290.0,765911.1,35521190.0
2266.0,26696794.0,13801542.0,795860.25,38750416.0
2267.0,26313508.0,13669645.0,782481.25,33678480.0
2268.0,26211122.0,12997258.0,765146.75,55275220.0
2269.0,26410452.0,12577778.0,3587965.2,51818080.0
2270.0,25781128.0,12406235.0,1149307.9,44236836.0
2271.0,27442848.0,12175721.0,759956.4,39920844.0
2272.0,23591294.0,12011253.0,813042.2,37623560.0
2273.0,56565780.0,23811704.0,764957.25,35593464.0
2274.0,25569074.0,13575323.0,763400.44,33484462.0
2275.0,22769912.0,14828097.0,760359.56,33269666.0
2276.0,22193126.0,11578398.0,759702.56,171301470.0
2277.0,22890548.0,11367858.0,758580.5,34664856.0
2278.0,20280434.0,11265325.0,759830.4,28599384.0
2279.0,20016138.0,11564268.0,1400835.9,26942062.0
2280.0,54326570.0,21215334.0,761178.94,29473170.0
2281.0,19217052.0,12032209.0,760913.1,25544612.0
2282.0,19388316.0,11247395.0,775160.25,23649446.0
2283.0,18594954.0,11077263.0,761796.44,22586488.0
2284.0,18487798.0,10624728.0,762087.8,31983278.0
2285.0,24623438.0,10483695.0,761159.6,24455916.0
2286.0,18519196.0,12112326.0,760641.75,21688662.0
2287.0,37945564.0,9614575.0,759477.8,20167768.0
2288.0,24331260.0,10187714.0,759902.94,24649518.0
2289.0,19290552.0,10997064.0,760584.56,25309614.0
2290.0,21443472.0,9346337.0,760558.2,20674520.0
2291.0,16386217.0,8984514.0,761462.0,17322112.0
2292.0,16177104.0,8968746.0,760797.0,17179012.0
2293.0,16149265.0,8770598.0,761033.25,15392481.0
2294.0,60320976.0,9200228.0,758501.56,14457066.0
2295.0,19679254.0,75188870.0,742593.06,16662614.0
2296.0,22005012.0,12118311.0,743489.56,13662408.0
2297.0,16939894.0,9057344.0,742621.75,13106680.0
2298.0,22643754.0,8554334.0,742473.2,12464130.0
2299.0,22262612.0,8350139.5,758386.75,12512333.0
2300.0,16443859.0,8935600.0,741936.5,12180788.0
