time,NORESM1-M,CESM1-CAM5,GFDL-ESM2G,CCSM4,CSIRO-MK3-6-0,GISS-E2-R,GFDL-CM3,IPSL-CM5A-LR
2016.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0
2017.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0
2018.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0
2019.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0
2020.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0
2021.0,102813440000.0,102171360000.0,103058910000.0,102506940000.0,102586580000.0,102800800000.0,100325080000.0,102897800000.0
2022.0,100323885000.0,99434960000.0,100461460000.0,101428765000.0,101655720000.0,101401395000.0,97614500000.0,100746945000.0
2023.0,97916570000.0,97217660000.0,98407965000.0,99887320000.0,100334880000.0,99228460000.0,94978770000.0,99030110000.0
2024.0,95379850000.0,95895180000.0,97277820000.0,97226270000.0,98833420000.0,98596350000.0,93416930000.0,96991210000.0
2025.0,94049880000.0,93435404000.0,96387130000.0,95037820000.0,97685190000.0,97469660000.0,89924830000.0,95622130000.0
2026.0,92115270000.0,90826250000.0,95434285000.0,92969810000.0,95609280000.0,95809580000.0,86793360000.0,93745170000.0
2027.0,90788150000.0,89932880000.0,93505010000.0,91808100000.0,93925090000.0,93158950000.0,83541380000.0,91057430000.0
2028.0,88253810000.0,89045960000.0,92569610000.0,89702030000.0,91853450000.0,90820125000.0,80606120000.0,88930140000.0
2029.0,86599746000.0,87863206000.0,92584485000.0,88401125000.0,90718855000.0,89186780000.0,77934600000.0,87119280000.0
2030.0,83619510000.0,84998636000.0,91551210000.0,88096430000.0,90516630000.0,87796690000.0,74722770000.0,84692850000.0
2031.0,80468250000.0,82527860000.0,91266110000.0,86487320000.0,90113700000.0,85717210000.0,72121570000.0,82321810000.0
2032.0,77900550000.0,80392520000.0,90331095000.0,84727540000.0,88536850000.0,84174450000.0,69613896000.0,80056020000.0
2033.0,75706745000.0,78958590000.0,89823850000.0,83549086000.0,87777170000.0,83264455000.0,67145474000.0,77140830000.0
2034.0,73179950000.0,77022670000.0,89199440000.0,81245330000.0,86259300000.0,81664430000.0,64685957000.0,74495700000.0
2035.0,72263160000.0,75336120000.0,88900180000.0,79780750000.0,84755250000.0,81042964000.0,61818343000.0,72012760000.0
2036.0,70112100000.0,73497160000.0,87651090000.0,78775810000.0,84069605000.0,78904810000.0,59244510000.0,70793126000.0
2037.0,67756245000.0,71517990000.0,86186890000.0,76869270000.0,83125310000.0,77521900000.0,56696570000.0,67822400000.0
2038.0,67128885000.0,69609660000.0,83783690000.0,75004970000.0,81442890000.0,75609010000.0,55101088000.0,65259454000.0
2039.0,65527110000.0,67103416000.0,82380030000.0,73076000000.0,78814950000.0,73527600000.0,53103657000.0,63099250000.0
2040.0,63812702000.0,64932800000.0,81474930000.0,70817200000.0,78005600000.0,72098760000.0,51062575000.0,60502847000.0
2041.0,62419270000.0,63725060000.0,79251860000.0,68880130000.0,77078260000.0,71553420000.0,48617177000.0,57788166000.0
2042.0,60843037000.0,61504143000.0,78646560000.0,66874204000.0,75912230000.0,70508810000.0,46100242000.0,56446206000.0
2043.0,59125950000.0,59414008000.0,76992045000.0,65150570000.0,74322920000.0,69831630000.0,44107870000.0,54172210000.0
2044.0,57630433000.0,58061586000.0,75925650000.0,63554000000.0,72946710000.0,68972620000.0,42407014000.0,52464685000.0
2045.0,56187884000.0,56404990000.0,75336016000.0,62021263000.0,71930610000.0,68561953000.0,40467470000.0,51032610000.0
2046.0,55304106000.0,55232356000.0,74235126000.0,60984123000.0,70491660000.0,67056652000.0,38266462000.0,49334895000.0
2047.0,54086984000.0,53475504000.0,72338860000.0,59858210000.0,68850115000.0,65636114000.0,36980000000.0,47079154000.0
2048.0,53313716000.0,51487760000.0,71121486000.0,57852867000.0,67808883000.0,64213170000.0,36032872000.0,45102404000.0
2049.0,52098250000.0,50176946000.0,69746740000.0,56106340000.0,65696120000.0,63040143000.0,34229400000.0,43291180000.0
2050.0,51409710000.0,49431265000.0,67929900000.0,54501732000.0,64164766000.0,61769634000.0,32578867000.0,41754644000.0
2051.0,49996726000.0,48246900000.0,65814655000.0,53827658000.0,62809640000.0,60284170000.0,31258915000.0,39923753000.0
2052.0,48635482000.0,46948147000.0,64218104000.0,52646445000.0,60628664000.0,59601514000.0,30047732000.0,38056075000.0
2053.0,47419910000.0,45449060000.0,63049380000.0,51562344000.0,59227110000.0,58153330000.0,28712253000.0,36470090000.0
2054.0,46982820000.0,44567822000.0,61277258000.0,50521790000.0,57996325000.0,56530424000.0,27352734000.0,34775930000.0
2055.0,46204110000.0,43183563000.0,60387967000.0,49965298000.0,56090050000.0,56060264000.0,26037094000.0,33388110000.0
2056.0,44296480000.0,42099960000.0,58904236000.0,48594194000.0,55241757000.0,54372620000.0,25228896000.0,31850922000.0
2057.0,42960960000.0,40412410000.0,56965370000.0,48072650000.0,53810040000.0,52764820000.0,24279515000.0,30443730000.0
2058.0,41820684000.0,38903116000.0,56169410000.0,46586036000.0,51853025000.0,51481706000.0,23252746000.0,29395702000.0
2059.0,40520233000.0,38259790000.0,54778454000.0,45335030000.0,50623697000.0,50122904000.0,22326403000.0,28304660000.0
2060.0,39382282000.0,36948857000.0,53027377000.0,43580314000.0,49395593000.0,48477954000.0,21603975000.0,27401750000.0
2061.0,38868087000.0,35774790000.0,51897573000.0,42444935000.0,48161070000.0,47840160000.0,20651629000.0,26268183000.0
2062.0,37589127000.0,34977018000.0,50219680000.0,41239400000.0,47206690000.0,46487073000.0,19935111000.0,25310648000.0
2063.0,35770765000.0,33904845000.0,48819597000.0,40005900000.0,46671210000.0,45738080000.0,18977698000.0,24496595000.0
2064.0,34734903000.0,32890853000.0,47977910000.0,39417614000.0,45616880000.0,44417840000.0,18369057000.0,23793197000.0
2065.0,33383449000.0,31780096000.0,47279400000.0,38495340000.0,45109840000.0,43623550000.0,17716736000.0,22961641000.0
2066.0,32076052000.0,31273515000.0,46404305000.0,37528752000.0,43872547000.0,42329555000.0,17126689000.0,22362143000.0
2067.0,30607907000.0,30453828000.0,44774945000.0,36493610000.0,43061380000.0,42102014000.0,16585824000.0,21431628000.0
2068.0,29807378000.0,29314259000.0,44019980000.0,36006590000.0,41783804000.0,41338212000.0,16162779000.0,20611443000.0
2069.0,28689117000.0,28190239000.0,43442323000.0,34981306000.0,41008628000.0,40366735000.0,15281727000.0,19882494000.0
2070.0,27910822000.0,27420008000.0,42170237000.0,34472817000.0,40394703000.0,39825297000.0,14647680000.0,19096156000.0
2071.0,27117310000.0,26520386000.0,40998680000.0,33896077000.0,38966993000.0,38923920000.0,14132404000.0,18525213000.0
2072.0,25820574000.0,25735440000.0,39754023000.0,32810260000.0,38278890000.0,38208160000.0,13588248000.0,17732119000.0
2073.0,24728558000.0,24792930000.0,38438277000.0,32410554000.0,37364593000.0,38030470000.0,13034924000.0,17506340000.0
2074.0,23923931000.0,23789732000.0,37864160000.0,31704170000.0,36196127000.0,37020820000.0,12607943000.0,17193118000.0
2075.0,23113590000.0,23253641000.0,36999733000.0,30698260000.0,35589726000.0,36924660000.0,12051162000.0,16862299000.0
2076.0,22165635000.0,22473396000.0,35882680000.0,29917729000.0,35026776000.0,36159170000.0,11649386000.0,16438275000.0
2077.0,21601840000.0,21617703000.0,34797590000.0,28476598000.0,34133307000.0,35308010000.0,11154403000.0,16090383000.0
2078.0,20823185000.0,20909046000.0,34142431000.0,27873894000.0,32995682000.0,34422280000.0,10857092000.0,15590928000.0
2079.0,20519810000.0,20168843000.0,33556871000.0,27254688000.0,32370096000.0,33796415000.0,10353729000.0,15224212000.0
2080.0,19887421000.0,19073415000.0,32719399000.0,26684566000.0,31722172000.0,33513927000.0,10048765000.0,14951415000.0
2081.0,19748733000.0,18367603000.0,32294630000.0,25616538000.0,31039572000.0,32902920000.0,9671515000.0,14642123000.0
2082.0,19058207000.0,17824956000.0,31445680000.0,24978320000.0,29997510000.0,32528175000.0,9421936000.0,14263260000.0
2083.0,18546102000.0,17411836000.0,31089228000.0,24499976000.0,29289260000.0,32342886000.0,9264914000.0,13925785000.0
2084.0,18273920000.0,16783756000.0,30585858000.0,23832340000.0,28243665000.0,31808301000.0,9022369000.0,13736275000.0
2085.0,17901509000.0,16070756000.0,30255786000.0,23157187000.0,27106759000.0,31084257000.0,8730018000.0,13497415000.0
2086.0,17124033000.0,15625191000.0,29393156000.0,22492604000.0,26455976000.0,30235329000.0,8438400000.0,13182395000.0
2087.0,16339124000.0,15350950000.0,28568980000.0,22271326000.0,25720982000.0,29686940000.0,8098136000.0,12764547000.0
2088.0,16239706000.0,14821915000.0,28398488000.0,21543307000.0,24865622000.0,28753433000.0,7816455000.0,12599840000.0
2089.0,16004560000.0,14550272000.0,27714195000.0,21147286000.0,24281614000.0,28322181000.0,7575723500.0,12460290000.0
2090.0,15506889000.0,14050631000.0,27287767000.0,20402776000.0,23646147000.0,27604093000.0,7453315600.0,12073695000.0
2091.0,15106116000.0,13539208000.0,26602664000.0,19792386000.0,23143940000.0,27325620000.0,7161881600.0,11731449000.0
2092.0,14585430000.0,13061859000.0,25407072000.0,19506158000.0,22737025000.0,26905100000.0,7001335300.0,11258877000.0
2093.0,14294413000.0,12589428000.0,24556653000.0,19039902000.0,22147623000.0,26445840000.0,6815684600.0,10979087000.0
2094.0,13908444000.0,12336862000.0,24367612000.0,18637068000.0,21623783000.0,25834965000.0,6625628000.0,10814398000.0
2095.0,13458003000.0,11960054000.0,24183046000.0,18373253000.0,20857276000.0,25413827000.0,6466321000.0,10521780000.0
2096.0,13039326000.0,11516169000.0,23723190000.0,18157193000.0,20332083000.0,25222849000.0,6295890000.0,10272117000.0
2097.0,12680303000.0,11275367000.0,23370109000.0,17724543000.0,19575527000.0,24597836000.0,6179586000.0,10065839000.0
2098.0,12287189000.0,11060497000.0,22714313000.0,17462018000.0,18787803000.0,24254644000.0,6035574000.0,9808109000.0
2099.0,11952722000.0,10834590000.0,22285572000.0,17030644000.0,18195100000.0,24146889000.0,5945558000.0,9523335000.0
2100.0,11600113000.0,10545800000.0,21509685000.0,16615485000.0,17690028000.0,23891466000.0,5832370000.0,9353711000.0
