time,IPSL-CM5A-LR,CNRM-CM5,GFDL-CM3,GISS-E2-R,MPI-ESM-LR,CSIRO-MK3-6-0,CCSM4,GFDL-ESM2G,CANESM2,CESM1-CAM5,NORESM1-M
2000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0,131435940000.0
2001.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0,130489450000.0
2002.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0,129573085000.0
2003.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0,128170885000.0
2004.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0,127174615000.0
2005.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0,126301856000.0
2006.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0,124981090000.0
2007.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0,123484220000.0
2008.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0,121791190000.0
2009.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0,119644910000.0
2010.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0,118857900000.0
2011.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0,117393020000.0
2012.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0,115529260000.0
2013.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0,114148190000.0
2014.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0,113401200000.0
2015.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0,111805850000.0
2016.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0,110082310000.0
2017.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0,107781160000.0
2018.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0,106046270000.0
2019.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0,104865960000.0
2020.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0,103948650000.0
2021.0,102293220000.0,101873600000.0,101195130000.0,102087590000.0,101287730000.0,101889114000.0,102312575000.0,102314295000.0,102691170000.0,102397260000.0,102847095000.0
2022.0,100194140000.0,100670240000.0,97456750000.0,101486710000.0,98392210000.0,100264575000.0,101318790000.0,101365340000.0,100316180000.0,98914600000.0,100805526000.0
2023.0,97267900000.0,99635780000.0,94766290000.0,99356390000.0,96289680000.0,98684080000.0,99551270000.0,99360080000.0,98639495000.0,98910490000.0,98880610000.0
2024.0,94148220000.0,99228180000.0,90573450000.0,97459640000.0,94837326000.0,97031545000.0,97987000000.0,97255645000.0,96629130000.0,95813770000.0,97321484000.0
2025.0,92961590000.0,98573280000.0,85977350000.0,95978100000.0,93018840000.0,95084520000.0,95724610000.0,96387800000.0,93998570000.0,94704160000.0,94549350000.0
2026.0,92062390000.0,96908260000.0,83441410000.0,93853450000.0,91483720000.0,92554580000.0,93794950000.0,94063845000.0,90938500000.0,92339100000.0,92907400000.0
2027.0,89904510000.0,94656060000.0,80505030000.0,91667145000.0,89138135000.0,91014590000.0,92965500000.0,91795595000.0,88708645000.0,89666290000.0,90593060000.0
2028.0,86858490000.0,92994716000.0,76679490000.0,89440050000.0,87166520000.0,88633000000.0,91967910000.0,90330990000.0,86642065000.0,89151050000.0,89272164000.0
2029.0,84430830000.0,90497920000.0,73774820000.0,86611110000.0,83712940000.0,86474110000.0,90628230000.0,89333680000.0,84283310000.0,87223230000.0,87462060000.0
2030.0,82398030000.0,89937430000.0,70696950000.0,85214660000.0,81468860000.0,84070640000.0,89521450000.0,87154580000.0,82093300000.0,85357350000.0,85065470000.0
2031.0,80641430000.0,87614760000.0,67288090000.0,84341965000.0,79621700000.0,82087660000.0,88603370000.0,85818210000.0,79182275000.0,82514430000.0,82894004000.0
2032.0,79075020000.0,85535230000.0,64869655000.0,81694390000.0,78202260000.0,80217416000.0,87366880000.0,82534880000.0,77074750000.0,80553420000.0,79662970000.0
2033.0,77279170000.0,84712870000.0,61722817000.0,80649060000.0,76117770000.0,77968870000.0,86363370000.0,80422730000.0,75712290000.0,78038745000.0,77499430000.0
2034.0,75115400000.0,82464830000.0,58701850000.0,79007870000.0,73931686000.0,76022200000.0,84895780000.0,79913660000.0,73784090000.0,76572360000.0,74741470000.0
2035.0,73230565000.0,81298760000.0,56475374000.0,77235690000.0,71547070000.0,73808495000.0,83946470000.0,79126440000.0,72442405000.0,74353360000.0,73231150000.0
2036.0,71904870000.0,79184945000.0,55197508000.0,75482220000.0,69846690000.0,71466710000.0,83216790000.0,78253690000.0,69933840000.0,71373750000.0,71567385000.0
2037.0,70543170000.0,78323835000.0,52679160000.0,74154844000.0,68896340000.0,69263220000.0,82501740000.0,77491280000.0,67515576000.0,70127895000.0,69570450000.0
2038.0,68484076000.0,76352570000.0,50156814000.0,73431050000.0,67023106000.0,68877930000.0,80756460000.0,76050915000.0,65655902000.0,68928650000.0,67756470000.0
2039.0,66323320000.0,73874010000.0,47987240000.0,72230720000.0,65445753000.0,67052140000.0,79874070000.0,74984170000.0,63652626000.0,68047032000.0,65974837000.0
2040.0,62865633000.0,71841055000.0,45601325000.0,70836170000.0,64057844000.0,65926510000.0,78365120000.0,73917140000.0,61589713000.0,65899490000.0,64957293000.0
2041.0,60429263000.0,69019980000.0,43199492000.0,69540300000.0,62092960000.0,64318005000.0,76582730000.0,72025610000.0,59792180000.0,65286660000.0,63352656000.0
2042.0,59061223000.0,67746243000.0,41063354000.0,69176754000.0,61069476000.0,62824477000.0,74946630000.0,70736910000.0,58037314000.0,63706825000.0,61570613000.0
2043.0,57677830000.0,66374574000.0,39017984000.0,68166100000.0,59590300000.0,61378367000.0,73127715000.0,68717425000.0,56884280000.0,62600958000.0,59615535000.0
2044.0,56117326000.0,65380405000.0,37525766000.0,67289010000.0,57947300000.0,59886207000.0,72423110000.0,67866784000.0,55854120000.0,61672034000.0,58831323000.0
2045.0,54711570000.0,63950852000.0,36050540000.0,66093117000.0,56608457000.0,58643747000.0,71034405000.0,66833300000.0,53756850000.0,59337986000.0,58266505000.0
2046.0,52235530000.0,62217340000.0,33800804000.0,65454880000.0,54950015000.0,57253695000.0,69824910000.0,65874452000.0,52703360000.0,57301530000.0,56863240000.0
2047.0,50675814000.0,60805140000.0,31373674000.0,65274950000.0,53378503000.0,56062070000.0,68919680000.0,64643150000.0,50819854000.0,55848970000.0,55765627000.0
2048.0,49008630000.0,59322614000.0,29759537000.0,64258810000.0,51893780000.0,54936113000.0,68184764000.0,63479075000.0,49058020000.0,54718034000.0,54781645000.0
2049.0,47545940000.0,58625323000.0,28295758000.0,64175280000.0,50596090000.0,53975273000.0,66315555000.0,62646514000.0,47513264000.0,53412573000.0,53763903000.0
2050.0,45747600000.0,57844650000.0,27259386000.0,62469194000.0,49213290000.0,52812845000.0,65868734000.0,62038962000.0,46215533000.0,51525770000.0,52929630000.0
2051.0,43818030000.0,56045306000.0,25821411000.0,62546660000.0,48053130000.0,51342795000.0,64867717000.0,61049050000.0,44870164000.0,50739843000.0,51597595000.0
2052.0,42470076000.0,54063825000.0,24894409000.0,61672400000.0,46797160000.0,50383282000.0,63394193000.0,61033740000.0,43664912000.0,49676270000.0,50078765000.0
2053.0,41196750000.0,52612465000.0,24067406000.0,60816245000.0,46194670000.0,49232130000.0,62493307000.0,61729530000.0,42970030000.0,47950537000.0,49205797000.0
2054.0,40368990000.0,51824345000.0,22703958000.0,60194832000.0,45194478000.0,47833895000.0,61836116000.0,61784904000.0,42078515000.0,46525880000.0,47607750000.0
2055.0,40350646000.0,50933096000.0,21861204000.0,60428820000.0,44515463000.0,46293170000.0,60723364000.0,62666870000.0,41456660000.0,45817754000.0,46337880000.0
2056.0,39227294000.0,49998795000.0,21161456000.0,60751938000.0,43451888000.0,45669830000.0,59903820000.0,63014515000.0,40619856000.0,45277475000.0,45468560000.0
2057.0,38724070000.0,49138740000.0,20281369000.0,60740563000.0,43575185000.0,45026510000.0,59492282000.0,63697445000.0,39662735000.0,43388555000.0,44649410000.0
2058.0,37728616000.0,49314193000.0,19720745000.0,60439650000.0,42990740000.0,44235790000.0,58283307000.0,63077843000.0,38434824000.0,42576210000.0,43538727000.0
2059.0,37318240000.0,48376127000.0,19070554000.0,59913298000.0,42411454000.0,43992257000.0,58551100000.0,62989185000.0,38155526000.0,41379365000.0,42338456000.0
2060.0,36880654000.0,47533355000.0,18600270000.0,58829947000.0,41885385000.0,43332542000.0,57284702000.0,62637030000.0,36497318000.0,40494506000.0,41794503000.0
2061.0,36208284000.0,46821880000.0,18109719000.0,59061137000.0,41380348000.0,42235146000.0,56443556000.0,62004855000.0,35582947000.0,39880700000.0,40998322000.0
2062.0,35761607000.0,45864804000.0,17376625000.0,58163490000.0,40942920000.0,41492582000.0,56412850000.0,61495020000.0,34232177000.0,39060128000.0,40044454000.0
2063.0,35191000000.0,45828465000.0,17003501000.0,57666507000.0,39937626000.0,40528300000.0,56414650000.0,61470826000.0,33536965000.0,38500570000.0,39845070000.0
2064.0,34731500000.0,45320690000.0,16422705000.0,56843780000.0,39030497000.0,40236847000.0,55715470000.0,61188833000.0,32724034000.0,37446790000.0,38756987000.0
2065.0,34232551000.0,44656304000.0,16039675000.0,56274637000.0,38962810000.0,39366600000.0,55005585000.0,61248360000.0,32404998000.0,36861800000.0,38226506000.0
2066.0,33959463000.0,43963610000.0,15296065000.0,55888880000.0,39001790000.0,38769627000.0,53703803000.0,61206730000.0,31506166000.0,35949945000.0,37896004000.0
2067.0,33183280000.0,43156020000.0,14852542000.0,54597247000.0,38437680000.0,38792340000.0,53820740000.0,59604767000.0,30821036000.0,35353520000.0,37268816000.0
2068.0,31802364000.0,42751280000.0,14477037000.0,53646920000.0,38261006000.0,37714026000.0,53450047000.0,60281004000.0,30373081000.0,34736656000.0,36857490000.0
2069.0,31648698000.0,41708745000.0,14103640000.0,53209125000.0,38099984000.0,37590704000.0,52189390000.0,59380610000.0,29912890000.0,34842542000.0,36522740000.0
2070.0,31087591000.0,41286955000.0,13744937000.0,52901986000.0,37740212000.0,36983590000.0,51597394000.0,58703540000.0,29389355000.0,33627930000.0,36162314000.0
2071.0,30429750000.0,40947940000.0,13616415000.0,53345137000.0,37741570000.0,36607128000.0,51636384000.0,58663096000.0,29232026000.0,33147236000.0,35762900000.0
2072.0,30223667000.0,40832635000.0,13475127000.0,52866210000.0,37501977000.0,35808748000.0,51736048000.0,58486900000.0,29325418000.0,32764365000.0,35791610000.0
2073.0,30004718000.0,40197247000.0,13161818000.0,52834230000.0,38211125000.0,36032545000.0,50999906000.0,58250613000.0,29279890000.0,32325485000.0,35434336000.0
2074.0,29925444000.0,39728222000.0,13060669000.0,52205548000.0,37937830000.0,35732850000.0,50286146000.0,58380276000.0,28853668000.0,31815332000.0,34794856000.0
2075.0,29750010000.0,38766010000.0,12834138000.0,51730436000.0,37760983000.0,35679138000.0,49971400000.0,58095677000.0,28592032000.0,31716254000.0,34223830000.0
2076.0,29749560000.0,38045217000.0,12620897000.0,50807366000.0,37439760000.0,35443550000.0,49105440000.0,58288340000.0,28467612000.0,31538850000.0,33631427000.0
2077.0,29508788000.0,37475910000.0,12617352000.0,50572230000.0,37308846000.0,34413683000.0,48488083000.0,57553977000.0,28135846000.0,31005805000.0,33345028000.0
2078.0,29493688000.0,37153900000.0,12450243000.0,50453766000.0,36885820000.0,34406883000.0,48872165000.0,57362686000.0,27906845000.0,30870716000.0,32995213000.0
2079.0,29288618000.0,36858098000.0,12262256000.0,50765443000.0,36913263000.0,33755089000.0,47972123000.0,56710046000.0,27793508000.0,30786570000.0,32775510000.0
2080.0,29232488000.0,36161114000.0,12048777000.0,50641440000.0,37078983000.0,33261720000.0,48101930000.0,55932190000.0,27709200000.0,30886623000.0,32469725000.0
2081.0,28940240000.0,35303285000.0,12068453000.0,50155295000.0,36609980000.0,32925495000.0,47979030000.0,55903695000.0,27326358000.0,30213528000.0,32563036000.0
2082.0,28443767000.0,35045708000.0,11902104000.0,49533157000.0,36683970000.0,32306465000.0,47243330000.0,55601080000.0,27104934000.0,30275265000.0,31802962000.0
2083.0,27778677000.0,34964582000.0,11682460000.0,49399906000.0,36936327000.0,31855690000.0,46294720000.0,55375143000.0,26625931000.0,29871714000.0,31241236000.0
2084.0,27161637000.0,34953806000.0,11481752000.0,49641160000.0,36719243000.0,31625066000.0,45306480000.0,55717786000.0,26401448000.0,29538249000.0,30683445000.0
2085.0,26854068000.0,34370220000.0,11502280000.0,49501020000.0,36617390000.0,31490085000.0,45441335000.0,57206714000.0,26170395000.0,29769576000.0,30227452000.0
2086.0,26662666000.0,34317620000.0,11444585000.0,49565192000.0,36145970000.0,31602762000.0,45561040000.0,56552235000.0,26068765000.0,29404291000.0,29918610000.0
2087.0,26397764000.0,34563936000.0,11357408000.0,50294720000.0,36024582000.0,31716846000.0,45476510000.0,56565220000.0,25682354000.0,28716747000.0,29643125000.0
2088.0,26729886000.0,34500320000.0,11298812000.0,49868055000.0,36404773000.0,31733221000.0,45212350000.0,56719280000.0,25045504000.0,28604300000.0,29479782000.0
2089.0,26716238000.0,33948125000.0,11206905000.0,49372504000.0,35942244000.0,31365510000.0,45217790000.0,56457294000.0,24810566000.0,28298523000.0,29461584000.0
2090.0,27313060000.0,33568457000.0,11114812000.0,49324370000.0,36007195000.0,31035927000.0,44981820000.0,55920017000.0,24592912000.0,27925486000.0,29209313000.0
2091.0,27363420000.0,33522805000.0,10977824000.0,50098835000.0,35885646000.0,30524492000.0,45038460000.0,55954792000.0,24208912000.0,27283450000.0,29379105000.0
2092.0,27195210000.0,33525408000.0,10880350000.0,50373546000.0,35808625000.0,30405880000.0,44825735000.0,55851040000.0,24001919000.0,26637220000.0,29097070000.0
2093.0,26691054000.0,33574126000.0,10843025000.0,49870864000.0,35748730000.0,30630180000.0,44725140000.0,56203493000.0,23857844000.0,26496449000.0,29028090000.0
2094.0,26285025000.0,33464031000.0,10803191000.0,50232537000.0,35302965000.0,30208578000.0,44966564000.0,57041555000.0,23815289000.0,26313054000.0,28639236000.0
2095.0,26148262000.0,33336582000.0,10769665000.0,50426483000.0,35296928000.0,29773339000.0,44566233000.0,56630084000.0,23633246000.0,26388185000.0,28543134000.0
2096.0,26230660000.0,33361232000.0,10772101000.0,49947533000.0,35431174000.0,30036790000.0,44569022000.0,56637860000.0,23588720000.0,26057370000.0,28263140000.0
2097.0,25963040000.0,33590254000.0,10718024000.0,49981790000.0,35487633000.0,29728494000.0,44697424000.0,57344600000.0,23323308000.0,25895460000.0,28247000000.0
2098.0,25722446000.0,33903403000.0,10724929000.0,49861000000.0,35990106000.0,29185137000.0,44490660000.0,57528566000.0,23050127000.0,25669788000.0,28336347000.0
2099.0,25859254000.0,34027807000.0,10580377000.0,49397570000.0,35899916000.0,28981418000.0,44541657000.0,58070295000.0,22969008000.0,25721623000.0,28192934000.0
2100.0,25762378000.0,34254720000.0,10412815000.0,49139937000.0,36234314000.0,29012990000.0,43926454000.0,58196570000.0,22868810000.0,25849815000.0,27663700000.0
