time,UKESM1-0-LL,MPI-ESM1-2-HR,MRI-ESM2-0,IPSL-CM6A-LR,GFDL-ESM4
2000.0,45436640000000.0,45436640000000.0,45436640000000.0,45436640000000.0,45436640000000.0
2001.0,45431430000000.0,45431430000000.0,45431430000000.0,45431430000000.0,45431430000000.0
2002.0,45427173000000.0,45427173000000.0,45427173000000.0,45427173000000.0,45427173000000.0
2003.0,45308147000000.0,45308147000000.0,45308147000000.0,45308147000000.0,45308147000000.0
2004.0,45274123000000.0,45274123000000.0,45274123000000.0,45274123000000.0,45274123000000.0
2005.0,45248147000000.0,45248147000000.0,45248147000000.0,45248147000000.0,45248147000000.0
2006.0,45278700000000.0,45278700000000.0,45278700000000.0,45278700000000.0,45278700000000.0
2007.0,45181076000000.0,45181076000000.0,45181076000000.0,45181076000000.0,45181076000000.0
2008.0,45126584000000.0,45126584000000.0,45126584000000.0,45126584000000.0,45126584000000.0
2009.0,45108464000000.0,45108464000000.0,45108464000000.0,45108464000000.0,45108464000000.0
2010.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0,45024557000000.0
2011.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0,44999513000000.0
2012.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0,44934426000000.0
2013.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0,44941443000000.0
2014.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0,44843010000000.0
2015.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0,44927620000000.0
2016.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0,44898586000000.0
2017.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0,44911670000000.0
2018.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0,44771683000000.0
2019.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0,44734127000000.0
2020.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0,44718100000000.0
2021.0,44594675000000.0,44673430000000.0,44609695000000.0,44648395000000.0,44715483000000.0
2022.0,44465100000000.0,44599213000000.0,44551750000000.0,44562903000000.0,44624626000000.0
2023.0,44335680000000.0,44583946000000.0,44440280000000.0,44414280000000.0,44513385000000.0
2024.0,44226805000000.0,44498050000000.0,44308548000000.0,44259290000000.0,44405740000000.0
2025.0,44181600000000.0,44406470000000.0,44123915000000.0,44104370000000.0,44387800000000.0
2026.0,43994814000000.0,44409236000000.0,44042205000000.0,43961860000000.0,44335560000000.0
2027.0,43816795000000.0,44311706000000.0,43949914000000.0,43861448000000.0,44293460000000.0
2028.0,43695877000000.0,44220333000000.0,43911760000000.0,43670190000000.0,44252510000000.0
2029.0,43579775000000.0,44125173000000.0,43841730000000.0,43523410000000.0,44168886000000.0
2030.0,43423646000000.0,44078553000000.0,43749804000000.0,43481910000000.0,44083790000000.0
2031.0,43322190000000.0,43983015000000.0,43594190000000.0,43331030000000.0,44062320000000.0
2032.0,43266037000000.0,43810197000000.0,43478315000000.0,43118950000000.0,43977223000000.0
2033.0,43191114000000.0,43627523000000.0,43334310000000.0,43070480000000.0,43930276000000.0
2034.0,43052127000000.0,43531486000000.0,43255080000000.0,42885743000000.0,43902330000000.0
2035.0,42965246000000.0,43416067000000.0,43072017000000.0,42813387000000.0,43712105000000.0
2036.0,42794030000000.0,43396940000000.0,42936950000000.0,42722970000000.0,43579070000000.0
2037.0,42709876000000.0,43265814000000.0,42878466000000.0,42648274000000.0,43529384000000.0
2038.0,42556604000000.0,43211560000000.0,42759770000000.0,42576280000000.0,43455196000000.0
2039.0,42387615000000.0,43207170000000.0,42739510000000.0,42416100000000.0,43301772000000.0
2040.0,42288735000000.0,43149183000000.0,42677383000000.0,42264663000000.0,43144880000000.0
2041.0,42090675000000.0,43066090000000.0,42504830000000.0,42139360000000.0,42998970000000.0
2042.0,41983775000000.0,43046510000000.0,42367120000000.0,42016900000000.0,42901535000000.0
2043.0,41852730000000.0,42989292000000.0,42302517000000.0,41862150000000.0,42937290000000.0
2044.0,41682385000000.0,42885454000000.0,42184875000000.0,41689926000000.0,42881943000000.0
2045.0,41440430000000.0,42822057000000.0,42144980000000.0,41523844000000.0,42804588000000.0
2046.0,41275588000000.0,42703730000000.0,42006747000000.0,41393184000000.0,42769460000000.0
2047.0,41006130000000.0,42622693000000.0,41885580000000.0,41252196000000.0,42689590000000.0
2048.0,40757520000000.0,42607400000000.0,41792580000000.0,41185820000000.0,42650530000000.0
2049.0,40604575000000.0,42533334000000.0,41675330000000.0,41007253000000.0,42679065000000.0
2050.0,40429496000000.0,42446864000000.0,41606334000000.0,40808896000000.0,42686015000000.0
2051.0,40261774000000.0,42253740000000.0,41558703000000.0,40673533000000.0,42638175000000.0
2052.0,40172268000000.0,42125593000000.0,41449020000000.0,40602770000000.0,42562060000000.0
2053.0,39942957000000.0,42005917000000.0,41328970000000.0,40510640000000.0,42422460000000.0
2054.0,39711557000000.0,41872236000000.0,41115420000000.0,40377020000000.0,42221902000000.0
2055.0,39479457000000.0,41787553000000.0,41008600000000.0,40247635000000.0,42183360000000.0
2056.0,39255187000000.0,41820415000000.0,40873258000000.0,40073878000000.0,42094840000000.0
2057.0,39134140000000.0,41825335000000.0,40721370000000.0,39883710000000.0,41974208000000.0
2058.0,38869710000000.0,41781282000000.0,40466230000000.0,39742868000000.0,41847340000000.0
2059.0,38556000000000.0,41692456000000.0,40372185000000.0,39674740000000.0,41712020000000.0
2060.0,38377332000000.0,41597803000000.0,40300930000000.0,39500093000000.0,41669370000000.0
2061.0,38115637000000.0,41494883000000.0,40232225000000.0,39345890000000.0,41571600000000.0
2062.0,37832152000000.0,41397230000000.0,40201368000000.0,39184190000000.0,41472860000000.0
2063.0,37654154000000.0,41189420000000.0,40148840000000.0,39068180000000.0,41351945000000.0
2064.0,37532117000000.0,41004216000000.0,39955884000000.0,38897573000000.0,41327100000000.0
2065.0,37348444000000.0,40872972000000.0,39785810000000.0,38754425000000.0,41273948000000.0
2066.0,37178432000000.0,40734500000000.0,39642150000000.0,38540163000000.0,41238560000000.0
2067.0,37021007000000.0,40691740000000.0,39560168000000.0,38399760000000.0,41174866000000.0
2068.0,36963646000000.0,40565560000000.0,39453305000000.0,38275880000000.0,41027994000000.0
2069.0,36791040000000.0,40524233000000.0,39337274000000.0,38199942000000.0,40908450000000.0
2070.0,36645064000000.0,40432560000000.0,39200220000000.0,38142860000000.0,40779335000000.0
2071.0,36458363000000.0,40392970000000.0,39102263000000.0,38043840000000.0,40689962000000.0
2072.0,36174390000000.0,40388866000000.0,38969940000000.0,37909530000000.0,40617116000000.0
2073.0,35898754000000.0,40292103000000.0,38840340000000.0,37788968000000.0,40537994000000.0
2074.0,35734325000000.0,40154933000000.0,38696210000000.0,37706877000000.0,40556877000000.0
2075.0,35545326000000.0,40150495000000.0,38634573000000.0,37638514000000.0,40470613000000.0
2076.0,35356200000000.0,40126097000000.0,38541707000000.0,37552623000000.0,40444793000000.0
2077.0,35290200000000.0,40096082000000.0,38402600000000.0,37460612000000.0,40430524000000.0
2078.0,35122038000000.0,40002830000000.0,38210290000000.0,37300084000000.0,40396250000000.0
2079.0,35000590000000.0,39874917000000.0,38013180000000.0,37235584000000.0,40304060000000.0
2080.0,34829210000000.0,39745310000000.0,37824196000000.0,37082640000000.0,40254807000000.0
2081.0,34674817000000.0,39574957000000.0,37642192000000.0,36853190000000.0,40120240000000.0
2082.0,34485108000000.0,39484788000000.0,37438626000000.0,36626114000000.0,39984110000000.0
2083.0,34371904000000.0,39445860000000.0,37308477000000.0,36471360000000.0,39908924000000.0
2084.0,34152823000000.0,39274955000000.0,37228860000000.0,36324950000000.0,39859090000000.0
2085.0,34037932000000.0,39135423000000.0,37074346000000.0,36233103000000.0,39786136000000.0
2086.0,33938347000000.0,39059552000000.0,36903626000000.0,36170407000000.0,39760800000000.0
2087.0,33729666000000.0,38955437000000.0,36712755000000.0,36087523000000.0,39625400000000.0
2088.0,33484102000000.0,38937100000000.0,36539283000000.0,35990157000000.0,39574650000000.0
2089.0,33286361000000.0,38870880000000.0,36339000000000.0,35900436000000.0,39509160000000.0
2090.0,33077716000000.0,38825260000000.0,36063710000000.0,35832370000000.0,39472008000000.0
2091.0,32932486000000.0,38689862000000.0,35892954000000.0,35728520000000.0,39383315000000.0
2092.0,32680170000000.0,38525020000000.0,35775750000000.0,35555590000000.0,39325576000000.0
2093.0,32532509000000.0,38443325000000.0,35623090000000.0,35379625000000.0,39255100000000.0
2094.0,32326428000000.0,38386744000000.0,35402150000000.0,35282523000000.0,39214530000000.0
2095.0,32110160000000.0,38271040000000.0,35159456000000.0,35166610000000.0,39021750000000.0
2096.0,31863064000000.0,38208820000000.0,35041919000000.0,34995270000000.0,38956444000000.0
2097.0,31664372000000.0,38067428000000.0,34914135000000.0,34768901000000.0,38941382000000.0
2098.0,31494387000000.0,38000558000000.0,34763630000000.0,34593084000000.0,38905206000000.0
2099.0,31344967000000.0,37917180000000.0,34662777000000.0,34446814000000.0,38819610000000.0
2100.0,31286467000000.0,37897110000000.0,34506055000000.0,34327757000000.0,38813116000000.0
