time,CCSM4,MPI-ESM-LR,CSIRO-MK3-6-0
2000.0,1176950100.0,1176950100.0,1176950100.0
2001.0,1199222300.0,1199222300.0,1199222300.0
2002.0,1174664700.0,1174664700.0,1174664700.0
2003.0,1196140700.0,1196140700.0,1196140700.0
2004.0,1194930400.0,1194930400.0,1194930400.0
2005.0,1243539000.0,1243539000.0,1243539000.0
2006.0,1187767700.0,1187767700.0,1187767700.0
2007.0,1198542800.0,1198542800.0,1198542800.0
2008.0,1187206700.0,1187206700.0,1187206700.0
2009.0,1178924000.0,1178924000.0,1178924000.0
2010.0,1182619800.0,1182619800.0,1182619800.0
2011.0,1171282800.0,1171282800.0,1171282800.0
2012.0,1163902000.0,1163902000.0,1163902000.0
2013.0,1160793500.0,1160793500.0,1160793500.0
2014.0,1150429000.0,1150429000.0,1150429000.0
2015.0,1146393700.0,1146393700.0,1146393700.0
2016.0,1142571400.0,1142571400.0,1142571400.0
2017.0,1132948900.0,1132948900.0,1132948900.0
2018.0,1124039700.0,1124039700.0,1124039700.0
2019.0,1111335000.0,1111335000.0,1111335000.0
2020.0,1101499800.0,1101499800.0,1101499800.0
2021.0,1097234400.0,1154962700.0,1088751500.0
2022.0,1079167600.0,1261504000.0,1103719000.0
2023.0,1070357700.0,1177567500.0,1085034000.0
2024.0,1057446100.0,1113987600.0,1067043140.0
2025.0,1039626300.0,1096503300.0,1049390900.0
2026.0,1033659650.0,1091915000.0,1039843140.0
2027.0,1036266940.0,1088918800.0,1020766700.0
2028.0,1026656060.0,1079138400.0,1050807040.0
2029.0,1012660200.0,1060238140.0,1030362400.0
2030.0,1005961500.0,1052273900.0,1030249100.0
2031.0,993802940.0,1043503300.0,995148600.0
2032.0,979715300.0,1034418300.0,983880450.0
2033.0,999281340.0,1025052900.0,970100100.0
2034.0,971614850.0,1059351200.0,955861500.0
2035.0,951832100.0,1071164100.0,939454400.0
2036.0,949601700.0,1012118140.0,923355260.0
2037.0,938181300.0,997756200.0,906892860.0
2038.0,925886100.0,986514560.0,901275840.0
2039.0,919293600.0,995659140.0,891579840.0
2040.0,905292200.0,1017345800.0,876615800.0
2041.0,886262000.0,1017715100.0,852321800.0
2042.0,868852540.0,974137700.0,840393500.0
2043.0,861604400.0,960439200.0,826812740.0
2044.0,851587140.0,952426940.0,799081400.0
2045.0,835103800.0,936194700.0,788567600.0
2046.0,831579140.0,924849500.0,780778240.0
2047.0,801577660.0,910002500.0,775716600.0
2048.0,780052030.0,884427840.0,767100700.0
2049.0,761090800.0,869902200.0,749725100.0
2050.0,740529150.0,852669800.0,738763400.0
2051.0,724626940.0,839141760.0,732440640.0
2052.0,710312960.0,833742600.0,718176450.0
2053.0,689139800.0,814016400.0,739867260.0
2054.0,664343100.0,798547100.0,716226800.0
2055.0,654240200.0,784252540.0,728244030.0
2056.0,649792830.0,760121340.0,713275100.0
2057.0,633423800.0,734741500.0,708980000.0
2058.0,618090050.0,717403650.0,700338750.0
2059.0,600911000.0,712852500.0,685473540.0
2060.0,601669300.0,695482500.0,675136100.0
2061.0,578324300.0,673898560.0,675827600.0
2062.0,566325500.0,666877500.0,663038200.0
2063.0,559234700.0,658456770.0,655808000.0
2064.0,547175100.0,649072600.0,648875100.0
2065.0,534331070.0,637885000.0,637178700.0
2066.0,525953860.0,614502900.0,629948500.0
2067.0,516909470.0,598281540.0,622525200.0
2068.0,502524700.0,572267200.0,607176900.0
2069.0,490221220.0,563736260.0,595072300.0
2070.0,480678500.0,555734300.0,587315800.0
2071.0,478011260.0,538829300.0,576930400.0
2072.0,464206400.0,523478700.0,568165760.0
2073.0,449220670.0,510452260.0,560641200.0
2074.0,438768700.0,522042720.0,583062500.0
2075.0,427547200.0,487164640.0,549817100.0
2076.0,414834240.0,476707000.0,532865860.0
2077.0,397812260.0,473402180.0,517018100.0
2078.0,383637200.0,475086140.0,505352300.0
2079.0,369517100.0,462079500.0,498296220.0
2080.0,351945860.0,447159140.0,493487940.0
2081.0,342544160.0,433141020.0,482694940.0
2082.0,330232320.0,414315200.0,475312830.0
2083.0,317686940.0,408568830.0,467889060.0
2084.0,304955520.0,392810530.0,461794660.0
2085.0,293987100.0,385459170.0,452343230.0
2086.0,276342940.0,377567400.0,445905340.0
2087.0,266791520.0,369947360.0,449639070.0
2088.0,257763680.0,364756930.0,441482000.0
2089.0,250342660.0,357742200.0,433576130.0
2090.0,242172110.0,343783400.0,426391600.0
2091.0,231443220.0,337336300.0,420042560.0
2092.0,220193180.0,330159940.0,410946180.0
2093.0,214009390.0,323852930.0,405341730.0
2094.0,202758300.0,316435800.0,403398500.0
2095.0,197395100.0,306053280.0,393417340.0
2096.0,193514690.0,293335400.0,388039260.0
2097.0,186973020.0,284697630.0,378979700.0
2098.0,182297860.0,273704830.0,371537700.0
2099.0,178294450.0,263604750.0,362098200.0
2100.0,171471100.0,251510140.0,355364500.0
2101.0,167152350.0,241727260.0,351693500.0
2102.0,159585470.0,234484270.0,345080060.0
2103.0,156233060.0,228688180.0,332581600.0
2104.0,150550900.0,223978960.0,322494400.0
2105.0,143599680.0,212657380.0,312591970.0
2106.0,141674930.0,206188030.0,303336600.0
2107.0,138131900.0,203317620.0,297564260.0
2108.0,134253680.0,199422400.0,284501860.0
2109.0,131225190.0,188632270.0,270965730.0
2110.0,123429470.0,182777740.0,268216500.0
2111.0,121650360.0,180719870.0,260574720.0
2112.0,118305464.0,176130500.0,249619490.0
2113.0,114497420.0,171769070.0,240854820.0
2114.0,112712264.0,161598600.0,228744130.0
2115.0,110575144.0,157089820.0,223319340.0
2116.0,100823950.0,155349920.0,215394830.0
2117.0,99779880.0,151123920.0,210645780.0
2118.0,95667010.0,148990200.0,203723280.0
2119.0,92420280.0,147950060.0,196143400.0
2120.0,91763680.0,146838640.0,188789380.0
2121.0,89159550.0,139834350.0,186671840.0
2122.0,88016230.0,138151100.0,180705550.0
2123.0,86763620.0,135604670.0,178598430.0
2124.0,83601544.0,132394610.0,176822510.0
2125.0,77850344.0,130139016.0,174808800.0
2126.0,76267350.0,127344230.0,171245650.0
2127.0,74116264.0,123360480.0,165277020.0
2128.0,72297230.0,120026490.0,161959600.0
2129.0,70893970.0,110356350.0,157846000.0
2130.0,69401810.0,107398170.0,155871520.0
2131.0,67723210.0,103277016.0,153375870.0
2132.0,67175190.0,101199190.0,149175490.0
2133.0,60263636.0,99303176.0,146404480.0
2134.0,59277372.0,94117920.0,144402940.0
2135.0,58646836.0,91876320.0,139896700.0
2136.0,58450990.0,89713500.0,136311900.0
2137.0,57191816.0,86053944.0,132423530.0
2138.0,56400052.0,83187976.0,126649030.0
2139.0,55869660.0,81147160.0,124190520.0
2140.0,55465724.0,79697580.0,121564910.0
2141.0,46805344.0,78142890.0,118900230.0
2142.0,46666510.0,72197976.0,107905800.0
2143.0,44167036.0,71136790.0,105944860.0
2144.0,43818336.0,69109370.0,102737496.0
2145.0,43344068.0,62371964.0,100405420.0
2146.0,43026420.0,60178976.0,98279870.0
2147.0,42840724.0,59986920.0,95549120.0
2148.0,42120240.0,58963812.0,98719576.0
2149.0,41680816.0,58682636.0,93487496.0
2150.0,41570296.0,57241310.0,93351070.0
2151.0,41470572.0,48101290.0,90021660.0
2152.0,40604240.0,52188136.0,89310530.0
2153.0,40544484.0,48316256.0,88464150.0
2154.0,39959390.0,46919824.0,86175080.0
2155.0,39711004.0,46843280.0,80725096.0
2156.0,39634264.0,46611020.0,78979760.0
2157.0,39475160.0,46077570.0,77807120.0
2158.0,38530130.0,46068210.0,77349610.0
2159.0,38441204.0,45964612.0,76575730.0
2160.0,37519932.0,44988856.0,75963176.0
2161.0,36490508.0,44339044.0,74144940.0
2162.0,35333540.0,43974620.0,72703080.0
2163.0,26685958.0,43698760.0,71513064.0
2164.0,26688222.0,43369924.0,70582670.0
2165.0,26457634.0,42505092.0,64199184.0
2166.0,26222292.0,41711944.0,63288024.0
2167.0,25700804.0,41217544.0,60437908.0
2168.0,25723174.0,40964584.0,59520984.0
2169.0,25703204.0,39493916.0,56996750.0
2170.0,25129330.0,39390916.0,54149530.0
2171.0,25076354.0,39212700.0,53131828.0
2172.0,24928572.0,38158468.0,52477268.0
2173.0,24461802.0,37809116.0,41803030.0
2174.0,24095514.0,37447532.0,41875564.0
2175.0,23885084.0,37341732.0,40816056.0
2176.0,23712052.0,36359316.0,39967724.0
2177.0,23309980.0,36307136.0,39330050.0
2178.0,22306058.0,36106990.0,38869336.0
2179.0,21973092.0,35786320.0,36899140.0
2180.0,15252972.0,35396828.0,36333252.0
2181.0,15105999.0,26865942.0,28228950.0
2182.0,15090044.0,26807736.0,27662510.0
2183.0,15063279.0,26741586.0,27432126.0
2184.0,14664988.0,26643438.0,27257676.0
2185.0,14409477.0,26521032.0,26466878.0
2186.0,14394961.0,26438538.0,26391882.0
2187.0,14296266.0,26348422.0,26250080.0
2188.0,14281479.0,25616814.0,26155812.0
2189.0,14025008.0,25330940.0,25574126.0
2190.0,13914221.0,25358874.0,25072150.0
2191.0,13904858.0,24880114.0,25039938.0
2192.0,13487124.0,24257086.0,24798724.0
2193.0,12935028.0,23786958.0,24502508.0
2194.0,12569257.0,23568622.0,24185260.0
2195.0,12567341.0,23959590.0,23916274.0
2196.0,12571839.0,22835822.0,23817390.0
2197.0,12565353.0,22842200.0,23717370.0
2198.0,12480587.0,22470878.0,23034782.0
2199.0,12406584.0,16030651.0,21792850.0
2200.0,12391521.0,15726351.0,21614736.0
2201.0,12390875.0,16289691.0,21503650.0
2202.0,12317899.0,15749370.0,15065467.0
2203.0,12124001.0,15099238.0,14981638.0
2204.0,11570466.0,15013537.0,14643376.0
2205.0,11526537.0,15025326.0,14640176.0
2206.0,11299168.0,15014249.0,14544333.0
2207.0,7373860.0,15024238.0,14525431.0
2208.0,7300838.5,15275442.0,14178839.0
2209.0,7318997.0,15120062.0,13460667.0
2210.0,7319447.5,15100072.0,12896722.0
2211.0,7303464.5,14845769.0,12891387.0
2212.0,7304084.5,14937989.0,12608227.0
2213.0,7323102.5,14916438.0,12165527.0
2214.0,7324775.0,14757122.0,12155643.0
2215.0,7304881.0,14705413.0,11959974.0
2216.0,7232565.0,14653467.0,11740620.0
2217.0,7232718.5,14476753.0,11693588.0
2218.0,7156450.0,14453011.0,11551253.0
2219.0,7147642.5,14444668.0,11507449.0
2220.0,7150182.5,14442177.0,7624702.0
2221.0,7151100.0,13802143.0,7357801.0
2222.0,7149485.0,13798317.0,7358455.5
2223.0,7038356.5,13292332.0,7353425.5
2224.0,6987870.0,13128477.0,7288046.5
2225.0,6986816.5,12607703.0,7276404.5
2226.0,6979459.5,12262397.0,7279499.5
2227.0,6975819.5,12029591.0,7270237.0
2228.0,6969916.0,12034019.0,7260914.0
2229.0,6974875.5,11767643.0,7100535.5
2230.0,6970032.5,12003262.0,6791818.5
2231.0,6807544.5,11785888.0,6795101.0
2232.0,6803925.5,11870959.0,6495105.0
2233.0,6752630.0,11771394.0,6491999.5
2234.0,6626897.0,11751832.0,6384658.0
2235.0,6627498.5,11732665.0,6311617.0
2236.0,6337642.5,11733925.0,6306172.5
2237.0,6233495.5,11620936.0,6302700.0
2238.0,6225984.5,11570779.0,6303336.5
2239.0,6181481.0,11471871.0,6297515.0
2240.0,6183103.0,11443713.0,6248208.0
2241.0,6185338.0,7538246.0,6020020.5
2242.0,6181640.5,7497328.0,6016113.0
2243.0,6177656.0,7496640.0,5827593.5
2244.0,6020708.0,7965119.5,5826568.0
2245.0,6022321.0,7495035.5,5824690.5
2246.0,6014621.5,7494611.0,3662198.5
2247.0,5981153.0,7421481.5,3654626.2
2248.0,5976593.5,7503985.5,3597481.5
2249.0,5971912.5,7715637.5,3596556.8
2250.0,5972638.5,7472325.5,3440401.5
2251.0,5939567.0,7685243.0,3391572.0
2252.0,5936607.5,7464913.0,3390715.2
2253.0,5931537.0,7439888.5,3392784.5
2254.0,5938367.0,7441662.0,3360912.2
2255.0,5940039.0,7439980.0,3356539.0
2256.0,5936954.5,7424147.5,3352696.5
2257.0,3903329.5,7431615.0,3319695.8
2258.0,3930747.8,7431758.0,3318811.5
2259.0,3812220.2,7427232.5,3311565.0
2260.0,3811339.2,7416428.5,3079197.2
2261.0,3733152.2,7834319.5,3078672.8
2262.0,3680429.8,7432292.0,2924844.0
2263.0,3674709.8,7440575.5,2876348.2
2264.0,3676023.0,7541073.5,2690884.2
2265.0,3751267.2,7517516.0,2678789.2
2266.0,3682556.2,7445074.0,2633121.0
2267.0,3533236.0,7436650.5,2629009.5
2268.0,3536317.8,7506541.5,2628526.2
2269.0,3524157.5,7437391.5,2623559.5
2270.0,3523005.2,7283468.5,2523508.0
2271.0,3521450.0,7294106.5,2523673.5
2272.0,3520463.5,7281713.5,2521503.2
2273.0,3520288.8,7277028.0,2515466.0
2274.0,3518800.8,7271610.0,2516279.2
2275.0,3521176.0,7453648.0,2511848.2
2276.0,3336987.0,7262456.5,1347847.4
2277.0,3334721.8,6975005.0,1346333.5
2278.0,3332825.0,6984791.0,1246810.4
2279.0,3334684.0,6977740.0,1245030.9
2280.0,3332794.2,7502835.5,1240978.8
2281.0,3326595.2,7165287.5,1237321.8
2282.0,3325420.0,7509214.5,1181624.8
2283.0,3327483.2,6998586.0,1179836.4
2284.0,3325745.0,7440806.0,1177270.8
2285.0,3324884.0,7468969.5,1048144.7
2286.0,3323656.5,7444456.0,1045786.6
2287.0,3325321.8,7372447.5,1045036.6
2288.0,3327668.5,7363246.5,1035287.8
2289.0,3327355.5,7197755.0,917571.5
2290.0,3325044.5,7274045.0,916503.2
2291.0,3324581.2,7196258.5,917772.06
2292.0,3322149.5,6889123.5,864812.5
2293.0,3316959.0,6888922.5,863049.4
2294.0,3321923.2,6888519.0,861264.9
2295.0,3316865.2,6887878.5,859087.75
2296.0,3303953.5,6883753.0,859771.7
2297.0,3307458.5,6894690.0,812381.94
2298.0,3307488.8,6834912.0,813132.7
2299.0,3307760.8,6768141.5,811857.44
2300.0,3309982.8,6778550.0,385272.0
