time,CESM1-CAM5,NORESM1-M,MPI-ESM-LR,CSIRO-MK3-6-0
2112.0,320999970.0,547756700.0,520302600.0,599194000.0
2113.0,318826500.0,547586750.0,459685500.0,594558700.0
2114.0,323043200.0,542743000.0,454714100.0,590309600.0
2115.0,318012300.0,541506240.0,581089150.0,583835800.0
2116.0,314576260.0,586202600.0,478171840.0,577417400.0
2117.0,313623420.0,582045000.0,462058880.0,572722370.0
2118.0,313169380.0,543915970.0,458636380.0,568035500.0
2119.0,382995330.0,540260500.0,647510700.0,565525570.0
2120.0,313413020.0,606040060.0,541820160.0,560380860.0
2121.0,307444200.0,557413060.0,510010850.0,553929150.0
2122.0,303645760.0,541617860.0,604581950.0,549231940.0
2123.0,300788220.0,538692800.0,584648600.0,547609300.0
2124.0,299346850.0,536486270.0,497273800.0,543539650.0
2125.0,297210340.0,535296030.0,527931170.0,540192500.0
2126.0,294141500.0,534526880.0,507906240.0,535374900.0
2127.0,293179260.0,539345150.0,500273280.0,531329200.0
2128.0,288680200.0,533982340.0,499663100.0,545875600.0
2129.0,287517980.0,536311900.0,522001120.0,530432160.0
2130.0,285669600.0,531508960.0,504087550.0,523555000.0
2131.0,285455600.0,530235700.0,501983550.0,538502340.0
2132.0,283180000.0,527035400.0,497308930.0,528701660.0
2133.0,280412640.0,523867000.0,495615170.0,521168200.0
2134.0,276960300.0,521064700.0,515258400.0,520889100.0
2135.0,275586240.0,531937020.0,599507650.0,538914940.0
2136.0,275278340.0,519458780.0,563023940.0,517753280.0
2137.0,268365470.0,517975840.0,537990660.0,515864420.0
2138.0,265068200.0,515653900.0,502021820.0,511972860.0
2139.0,262080560.0,547345540.0,518013860.0,508735330.0
2140.0,259434830.0,514368400.0,506090980.0,508948380.0
2141.0,257797380.0,526909660.0,500694240.0,636402200.0
2142.0,254806600.0,511896830.0,531355330.0,545178600.0
2143.0,252803790.0,509763260.0,667408700.0,529418900.0
2144.0,252033060.0,509769540.0,597696500.0,545014100.0
2145.0,248994450.0,532122200.0,524965220.0,518169000.0
2146.0,246008940.0,514673800.0,521790800.0,512727040.0
2147.0,241070030.0,510550530.0,514242800.0,537593200.0
2148.0,239037300.0,516042800.0,515189340.0,513240670.0
2149.0,237289070.0,503627520.0,509091170.0,510924300.0
2150.0,235622860.0,500551460.0,505733380.0,509660200.0
2151.0,231858860.0,498696580.0,504488350.0,507310800.0
2152.0,228529940.0,517509700.0,504508200.0,506304060.0
2153.0,227515800.0,510860500.0,503972030.0,505125000.0
2154.0,227214220.0,504076580.0,534931870.0,503007740.0
2155.0,223234990.0,496658720.0,500040700.0,544946050.0
2156.0,221969570.0,494611620.0,496812300.0,501537760.0
2157.0,247149140.0,493549800.0,529579260.0,497844450.0
2158.0,218071620.0,494581630.0,496300700.0,518800260.0
2159.0,217679570.0,495874560.0,491068380.0,498060540.0
2160.0,217755090.0,491184100.0,488686460.0,497438720.0
2161.0,216022750.0,489550800.0,486551360.0,496204640.0
2162.0,215616500.0,488083400.0,482520260.0,494508500.0
2163.0,214433550.0,488396500.0,515718050.0,503758240.0
2164.0,213799300.0,486060860.0,507007230.0,491888770.0
2165.0,216778860.0,484621950.0,540119100.0,489486200.0
2166.0,213939780.0,482821570.0,491198200.0,487768030.0
2167.0,211166670.0,479239040.0,541847100.0,485620320.0
2168.0,209996130.0,480137150.0,520232300.0,483507840.0
2169.0,208911660.0,478635170.0,494974820.0,480891330.0
2170.0,214696030.0,470251970.0,629157250.0,479072480.0
2171.0,219116860.0,468078700.0,556544640.0,475656450.0
2172.0,207543700.0,467181200.0,532925820.0,473184670.0
2173.0,205608290.0,464313800.0,508896260.0,467668930.0
2174.0,212277180.0,462444450.0,503912030.0,465416220.0
2175.0,209423660.0,457900930.0,595545500.0,464210180.0
2176.0,211706450.0,454711740.0,526655680.0,459191140.0
2177.0,206411000.0,452155420.0,520941900.0,450011230.0
2178.0,210753360.0,456559580.0,707198340.0,447740350.0
2179.0,308759140.0,447054500.0,648650240.0,444421500.0
2180.0,216906200.0,483575550.0,641959000.0,441588260.0
2181.0,208829500.0,450953630.0,822897660.0,436010560.0
2182.0,208088020.0,448632900.0,630183500.0,429101300.0
2183.0,212080880.0,440144500.0,606280100.0,421891800.0
2184.0,211620060.0,437075700.0,595523650.0,417905180.0
2185.0,212846190.0,435932220.0,600811260.0,412483360.0
2186.0,210590800.0,433171900.0,639869300.0,407331230.0
2187.0,210809250.0,430637700.0,610923650.0,405794100.0
2188.0,208996860.0,427424100.0,594898800.0,403692540.0
2189.0,207315120.0,422233120.0,638406600.0,398806370.0
2190.0,206978130.0,419023040.0,856077400.0,393648320.0
2191.0,206321730.0,417310700.0,616400500.0,390889860.0
2192.0,209798380.0,416332580.0,607771460.0,388982240.0
2193.0,211360800.0,414060860.0,603509500.0,383578940.0
2194.0,205137580.0,410561180.0,603754750.0,379801020.0
2195.0,204636540.0,406573760.0,607281100.0,381637120.0
2196.0,204571740.0,513576220.0,628370700.0,476341760.0
2197.0,229288290.0,413962940.0,600793900.0,381364830.0
2198.0,203995760.0,407029630.0,597357300.0,373437570.0
2199.0,203058670.0,404259600.0,592519040.0,373000030.0
2200.0,201601000.0,401351840.0,650494300.0,374102400.0
2201.0,201075790.0,434600060.0,606840100.0,371012830.0
2202.0,201481920.0,402494460.0,602038140.0,372710900.0
2203.0,200543140.0,412261000.0,590839800.0,368473660.0
2204.0,201309920.0,408403840.0,589567200.0,365481380.0
2205.0,201113470.0,402840540.0,584310460.0,360494940.0
2206.0,202922980.0,397372740.0,581231550.0,359777180.0
2207.0,197302340.0,391462100.0,577478500.0,358392320.0
2208.0,201671520.0,388172000.0,573662500.0,356696030.0
2209.0,200037490.0,386142000.0,571101950.0,355123420.0
2210.0,195877390.0,383953570.0,603039300.0,352343870.0
2211.0,195507330.0,402043400.0,601167550.0,351847870.0
2212.0,195190660.0,413540400.0,591836540.0,348548320.0
2213.0,203322190.0,384993440.0,573191200.0,346937570.0
2214.0,202251460.0,381604540.0,560555300.0,372344160.0
2215.0,196774400.0,383113400.0,565592400.0,346410200.0
2216.0,195458800.0,423177340.0,578207400.0,342120320.0
2217.0,193595730.0,484630430.0,551969700.0,363736860.0
2218.0,194047250.0,407619360.0,546787400.0,338268000.0
2219.0,193363700.0,394547900.0,546138900.0,336705120.0
2220.0,191811120.0,390764770.0,541420300.0,334580320.0
2221.0,190054700.0,394263000.0,536711940.0,339879870.0
2222.0,189208450.0,392261150.0,528934620.0,347121730.0
2223.0,206409730.0,390787420.0,523383300.0,335703000.0
2224.0,191970140.0,388473860.0,518410460.0,331946000.0
2225.0,188570130.0,387367870.0,561987200.0,362411680.0
2226.0,187722740.0,385901700.0,520816740.0,339060670.0
2227.0,185974820.0,386119680.0,509209100.0,336490180.0
2228.0,185707710.0,466304740.0,511531260.0,328437340.0
2229.0,187677220.0,401179300.0,499420960.0,324251040.0
2230.0,183758940.0,390361760.0,491682340.0,322269300.0
2231.0,181386000.0,388330900.0,484289120.0,318465470.0
2232.0,181699310.0,406430850.0,478077220.0,317851230.0
2233.0,181234670.0,398985730.0,492932580.0,316061060.0
2234.0,187487070.0,398395550.0,474763650.0,315043650.0
2235.0,198621800.0,398075300.0,471024800.0,313970100.0
2236.0,183570160.0,396214180.0,681935040.0,311887520.0
2237.0,182513700.0,394490340.0,501596300.0,309671500.0
2238.0,181712740.0,439889250.0,493848260.0,314451170.0
2239.0,181863680.0,400576960.0,553103900.0,306557980.0
2240.0,188499380.0,399540200.0,598447400.0,301873800.0
2241.0,181317250.0,397671460.0,576140540.0,298861280.0
2242.0,181266880.0,397924600.0,503779650.0,296688400.0
2243.0,179904140.0,424451780.0,493533380.0,294089180.0
2244.0,183431940.0,410713820.0,520685220.0,292638080.0
2245.0,179588880.0,412719970.0,632830200.0,291336800.0
2246.0,178757220.0,407024320.0,540280640.0,291796260.0
2247.0,177050740.0,403988670.0,503958940.0,286800320.0
2248.0,196787070.0,404696000.0,503171900.0,285830460.0
2249.0,176009540.0,399571360.0,534736320.0,283252860.0
2250.0,174619180.0,400056450.0,537978050.0,278461700.0
2251.0,174274370.0,398893470.0,564683500.0,275356900.0
2252.0,199446820.0,396908480.0,528349570.0,289583100.0
2253.0,176050350.0,397996030.0,514165200.0,277754750.0
2254.0,174051680.0,393792740.0,511875780.0,281578000.0
2255.0,173087300.0,391337570.0,529963700.0,278801920.0
2256.0,175213330.0,387551460.0,516903800.0,295881630.0
2257.0,175802850.0,385424320.0,507625150.0,299747170.0
2258.0,172656220.0,383990620.0,503658800.0,288938800.0
2259.0,172094580.0,381622940.0,537814000.0,289544580.0
2260.0,172147070.0,383792100.0,502501470.0,285800960.0
2261.0,182497200.0,440751140.0,499219520.0,284198140.0
2262.0,177179410.0,399050620.0,496659620.0,285434460.0
2263.0,173368720.0,389644640.0,493535870.0,284877630.0
2264.0,182844740.0,385041250.0,492016400.0,282859000.0
2265.0,173006100.0,420122370.0,489710080.0,282079460.0
2266.0,172365020.0,412157280.0,573520900.0,282716030.0
2267.0,172162160.0,390687780.0,531897800.0,284267040.0
2268.0,170524420.0,377708770.0,490298500.0,280786780.0
2269.0,170435180.0,373954340.0,485546000.0,284221700.0
2270.0,171030690.0,372200320.0,491655330.0,279133800.0
2271.0,170331790.0,375293120.0,484962700.0,279042020.0
2272.0,169638500.0,568180000.0,481330080.0,278412700.0
2273.0,169926140.0,431100350.0,479184480.0,277204700.0
2274.0,166247140.0,416906050.0,475121900.0,278347040.0
2275.0,169595920.0,396127870.0,810341200.0,275129920.0
2276.0,166748110.0,460025400.0,645486660.0,285339330.0
2277.0,180989330.0,447443170.0,570894100.0,275227900.0
2278.0,173912050.0,415270460.0,542866500.0,273381920.0
2279.0,167905700.0,397803070.0,522842370.0,275266270.0
2280.0,169487660.0,395968220.0,501350880.0,277420260.0
2281.0,170624320.0,391814430.0,501920160.0,273598460.0
2282.0,167555680.0,406017540.0,504714340.0,271407940.0
2283.0,168879680.0,396265440.0,495586020.0,278277250.0
2284.0,170198430.0,391945380.0,490931460.0,287721000.0
2285.0,217534000.0,399100830.0,485120540.0,274121020.0
2286.0,199265070.0,390251230.0,483382100.0,274154800.0
2287.0,179833090.0,391734880.0,499576600.0,277842180.0
2288.0,176769250.0,391604540.0,483032350.0,274111780.0
2289.0,177974160.0,386970140.0,558157800.0,272751500.0
2290.0,175737460.0,385965500.0,622723500.0,288012540.0
2291.0,175288220.0,388029300.0,585146200.0,282367000.0
2292.0,174506460.0,385473600.0,562073100.0,274713020.0
2293.0,174302990.0,406062370.0,591198900.0,273495000.0
2294.0,188590820.0,387296100.0,801023170.0,274257570.0
2295.0,175772590.0,381816700.0,695454200.0,271756900.0
2296.0,174397820.0,378718940.0,557129300.0,270658430.0
2297.0,174928110.0,378716600.0,534279700.0,270067870.0
2298.0,173414930.0,381985920.0,546237500.0,276416640.0
2299.0,172577310.0,377004960.0,543889300.0,269845730.0
2300.0,172383760.0,375217630.0,618728260.0,268069380.0
