time,GFDL-ESM4,IPSL-CM6A-LR,MRI-ESM2-0,MPI-ESM1-2-HR,UKESM1-0-LL
2062.0,1964977800.0,1790204500.0,1422814000.0,2102800100.0,743366600.0
2063.0,2000465500.0,1746652500.0,1425333900.0,2098801800.0,715216700.0
2064.0,1997343000.0,1689127600.0,1617503200.0,2059291600.0,676343300.0
2065.0,1905172100.0,2193193200.0,1530223700.0,2028718500.0,637167360.0
2066.0,1845255400.0,1642798300.0,1662187400.0,1993454100.0,611493760.0
2067.0,1810337900.0,1631823700.0,1466974000.0,2025045000.0,582660100.0
2068.0,1770030800.0,1683324900.0,1352313600.0,1935185300.0,563041900.0
2069.0,1752326700.0,1587811800.0,1309761500.0,1925966600.0,543963800.0
2070.0,1715256700.0,1529952400.0,1264233000.0,1880953900.0,524656260.0
2071.0,1692604200.0,1475455100.0,1702116200.0,1862766800.0,507472130.0
2072.0,2027879400.0,1428665500.0,1250310000.0,1839771800.0,486460930.0
2073.0,1710879500.0,1383155200.0,1354579500.0,2043093900.0,494541820.0
2074.0,1614572400.0,1352071300.0,1381401700.0,1860654000.0,459487420.0
2075.0,1615046100.0,1536663400.0,1201173000.0,1915534300.0,437708480.0
2076.0,1605407600.0,1303298600.0,1201953500.0,1797069300.0,416034800.0
2077.0,1556010800.0,1267204000.0,1170002400.0,1758467100.0,402495230.0
2078.0,2305150700.0,1293152400.0,1439624000.0,1735458800.0,382735840.0
2079.0,1701937700.0,1478803800.0,1152652300.0,1694692500.0,362300640.0
2080.0,1630058900.0,1527531400.0,1238750100.0,1664050600.0,334122140.0
2081.0,2083005700.0,1522363600.0,1127708500.0,1644343400.0,315732260.0
2082.0,1527828600.0,1225418800.0,1145217000.0,1994954500.0,293279970.0
2083.0,1462500100.0,1193387100.0,1116730500.0,1679935400.0,280019100.0
2084.0,1429636900.0,1162584000.0,2139948000.0,1619222000.0,263916940.0
2085.0,1439957800.0,1184858100.0,1912125400.0,1582728800.0,257738660.0
2086.0,1427913000.0,1118731300.0,1446564400.0,1571345000.0,243852050.0
2087.0,1369709200.0,1089060700.0,1409250300.0,1590889600.0,230051630.0
2088.0,1426084000.0,1084551700.0,1164833000.0,1506173000.0,219543090.0
2089.0,2248340500.0,1091929000.0,1099295400.0,1925893900.0,208076140.0
2090.0,1464972800.0,1030510460.0,1039146500.0,1536100200.0,193195500.0
2091.0,1325162400.0,989794600.0,1051584600.0,1694848300.0,185990130.0
2092.0,1307599700.0,960756800.0,1156522600.0,1493405600.0,177537650.0
2093.0,1549666300.0,938281100.0,1048239700.0,1452969600.0,166790060.0
2094.0,1462159400.0,915188030.0,994353300.0,1532655900.0,156669200.0
2095.0,1268047600.0,996009150.0,977262200.0,1437537200.0,152015600.0
2096.0,1330848100.0,902218600.0,1009564540.0,1398308500.0,144798820.0
2097.0,1301754000.0,1206302000.0,2098295200.0,1367137700.0,131457390.0
2098.0,1239899900.0,943881540.0,1441132000.0,1351469600.0,119982090.0
2099.0,1956077000.0,915491260.0,1387773600.0,1351373600.0,112011320.0
2100.0,1260913300.0,840999200.0,1354900200.0,1313346300.0,104723940.0
