time,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR,UKESM1-0-LL,MPI-ESM1-2-HR
2062.0,1327476400.0,1653705300.0,1566202600.0,573895040.0,1822342400.0
2063.0,1277057000.0,1592182400.0,1599711400.0,547217150.0,1737897500.0
2064.0,1230342000.0,1531707000.0,1506478800.0,523614940.0,1688623500.0
2065.0,1206869800.0,1483723300.0,1436682900.0,495973120.0,1637148400.0
2066.0,1193572900.0,1433264400.0,1409785600.0,470200580.0,1590041100.0
2067.0,1126385700.0,1399765500.0,1421127200.0,445260130.0,1988246900.0
2068.0,1098511400.0,1350487400.0,1337673600.0,420519520.0,1632429000.0
2069.0,1066944000.0,1306307300.0,1292587600.0,404585300.0,1537138200.0
2070.0,1050337900.0,1277974300.0,1261403000.0,369333950.0,1500412400.0
2071.0,1020575940.0,1246900200.0,1207914000.0,342584420.0,1452473100.0
2072.0,974112400.0,1202018200.0,1176414600.0,316186080.0,1405855400.0
2073.0,1064169800.0,1166009200.0,1117542700.0,289287420.0,1378346900.0
2074.0,930698430.0,1130971000.0,1085215900.0,265474580.0,1343527000.0
2075.0,902893060.0,1091067500.0,1047310700.0,244063600.0,1298220900.0
2076.0,867600830.0,1052860300.0,1012026560.0,230349340.0,1298523100.0
2077.0,835529150.0,1008497660.0,975569660.0,214674930.0,1228631000.0
2078.0,805296900.0,956846850.0,943437200.0,198868000.0,1202695400.0
2079.0,784740800.0,934540740.0,898932400.0,181309380.0,1170220800.0
2080.0,756431100.0,1040407900.0,862313100.0,165548210.0,1129909800.0
2081.0,733898700.0,898005200.0,825919940.0,151020860.0,1081879900.0
2082.0,698969540.0,865867140.0,786190800.0,135295730.0,1067008700.0
2083.0,674108900.0,840573700.0,728603650.0,119464330.0,1064366200.0
2084.0,663319740.0,812355840.0,688101950.0,106656600.0,1009692540.0
2085.0,631359900.0,786161800.0,646194100.0,89816070.0,968723840.0
2086.0,618508500.0,768935400.0,607882200.0,75264910.0,938718200.0
2087.0,597331140.0,746558000.0,576979900.0,69259736.0,903763840.0
2088.0,591767100.0,710555700.0,551486000.0,60270950.0,855916200.0
2089.0,566413700.0,685748540.0,522247840.0,49051184.0,830606850.0
2090.0,558441700.0,647265540.0,478631580.0,42584180.0,788988350.0
2091.0,552639700.0,617409800.0,455881600.0,37519070.0,768959600.0
2092.0,543540900.0,592698800.0,429549820.0,31531222.0,735910000.0
2093.0,544385500.0,575458940.0,412910750.0,28142196.0,710059650.0
2094.0,513818880.0,559287400.0,392132200.0,24845916.0,749719700.0
2095.0,498930800.0,542937150.0,367863420.0,16408279.0,730965900.0
2096.0,485911040.0,527603420.0,345062880.0,10447042.0,652758850.0
2097.0,511452200.0,514575170.0,328783230.0,9055047.0,623007550.0
2098.0,460894600.0,496233500.0,308144770.0,4689260.5,596217000.0
2099.0,451908580.0,480438400.0,281252830.0,2688718.2,567530000.0
2100.0,440258720.0,464229500.0,265036740.0,1044446.94,552701400.0
