time,IPSL-CM6A-LR,EC-EARTH3,MPI-ESM1-2-HR,CNRM-ESM2-1,UKESM1-0-LL,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,CNRM-CM6-1,TAIESM1,CESM2-WACCM,MIROC6,CANESM5
2018.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0
2019.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0
2020.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0
2021.0,26797570000.0,26879363000.0,26846783000.0,27054301000.0,26852923000.0,26853927000.0,27192500000.0,26855262000.0,26787338000.0,26773020000.0,26819883000.0,26852704000.0,26874915000.0
2022.0,26661851000.0,26717477000.0,26821083000.0,27073923000.0,26798553000.0,26921273000.0,27006108000.0,26734190000.0,26631633000.0,26791627000.0,26676505000.0,27144290000.0,26859432000.0
2023.0,26593829000.0,26642694000.0,26804476000.0,26727369000.0,26656815000.0,26701867000.0,27262042000.0,26751280000.0,26451247000.0,26574803000.0,26611816000.0,26662701000.0,26686235000.0
2024.0,26408530000.0,26536935000.0,26609988000.0,26641510000.0,26447524000.0,26554059000.0,26801580000.0,26656555000.0,26233293000.0,26472050000.0,26792534000.0,26680336000.0,26492187000.0
2025.0,26160163000.0,26395900000.0,26485037000.0,26599800000.0,26318008000.0,26529958000.0,26711920000.0,26495408000.0,26101922000.0,26335920000.0,26347307000.0,26424920000.0,26326358000.0
2026.0,26074220000.0,26206441000.0,26414500000.0,26390930000.0,26042490000.0,26310820000.0,26534500000.0,26280245000.0,25912455000.0,26142358000.0,26152432000.0,26398915000.0,26120612000.0
2027.0,25966893000.0,26096794000.0,26370267000.0,26256990000.0,25832137000.0,26141778000.0,26544507000.0,26171496000.0,25675995000.0,25959430000.0,25840323000.0,26162848000.0,26007415000.0
2028.0,25843773000.0,25871966000.0,26232314000.0,26283418000.0,25677791000.0,26030582000.0,26513110000.0,26123944000.0,25451050000.0,25769011000.0,25834666000.0,25938682000.0,25788758000.0
2029.0,25579889000.0,25667697000.0,26117442000.0,25985483000.0,25445863000.0,25866172000.0,26291292000.0,25880920000.0,25290785000.0,25635172000.0,25587770000.0,25826052000.0,25464658000.0
2030.0,25485353000.0,25517318000.0,26046573000.0,25853400000.0,25324216000.0,25737267000.0,26125257000.0,25758970000.0,25077105000.0,25419940000.0,25257447000.0,25702590000.0,25257769000.0
2031.0,25065280000.0,25250144000.0,25939028000.0,25822515000.0,25199962000.0,25621004000.0,25914384000.0,25587606000.0,24811313000.0,25177674000.0,25144453000.0,25651106000.0,24962060000.0
2032.0,25064888000.0,24956338000.0,25810380000.0,25814230000.0,24966967000.0,25509163000.0,25786065000.0,25477384000.0,24769485000.0,24967619000.0,25176750000.0,25421593000.0,24771486000.0
2033.0,24860560000.0,24729911000.0,25758943000.0,25454782000.0,24680585000.0,25341118000.0,25734961000.0,25281520000.0,24721705000.0,24879110000.0,24552501000.0,25336574000.0,24476160000.0
2034.0,24558645000.0,24440508000.0,25583346000.0,25577015000.0,24365918000.0,25222500000.0,25561055000.0,25070256000.0,24385743000.0,24537500000.0,24417423000.0,25168597000.0,24294760000.0
2035.0,24313080000.0,24150082000.0,25474900000.0,25318590000.0,24324633000.0,25075372000.0,25436463000.0,24906790000.0,23983950000.0,24254362000.0,24558643000.0,25074846000.0,23996234000.0
2036.0,24122374000.0,23994866000.0,25331687000.0,24984744000.0,24138107000.0,24861946000.0,25361746000.0,24702226000.0,23745292000.0,24058800000.0,24255460000.0,24879385000.0,23735534000.0
2037.0,23930016000.0,24006537000.0,25155561000.0,24802710000.0,23840369000.0,24668293000.0,25165451000.0,24581403000.0,23483300000.0,23724042000.0,24210397000.0,24739955000.0,23458820000.0
2038.0,23666985000.0,23753130000.0,25060215000.0,24669817000.0,23550034000.0,24446863000.0,24998736000.0,24388274000.0,23244659000.0,23448803000.0,23929913000.0,24656677000.0,23211571000.0
2039.0,23314030000.0,23450348000.0,24955316000.0,24592873000.0,23337970000.0,24236413000.0,24877079000.0,24200735000.0,22909153000.0,23153138000.0,23751698000.0,24415728000.0,22962412000.0
2040.0,23171373000.0,23165147000.0,24802140000.0,24384627000.0,22967964000.0,24131518000.0,24699408000.0,24055755000.0,22752623000.0,22798090000.0,23648918000.0,24223957000.0,22628362000.0
2041.0,22851779000.0,22975527000.0,24680425000.0,24128338000.0,22660794000.0,23900373000.0,25109316000.0,23871932000.0,22571143000.0,22510576000.0,23302230000.0,24069507000.0,22447470000.0
2042.0,22655627000.0,22795655000.0,24524417000.0,23795660000.0,22320998000.0,23863340000.0,24559352000.0,23728585000.0,22410453000.0,22260664000.0,23070542000.0,23940932000.0,22233215000.0
2043.0,22426090000.0,22611886000.0,24379423000.0,23737080000.0,22137184000.0,23635770000.0,24861338000.0,23572716000.0,22056837000.0,21950011000.0,22765142000.0,23782222000.0,21894642000.0
2044.0,22222610000.0,22301583000.0,24267178000.0,23280840000.0,21849602000.0,23466551000.0,24318415000.0,23440480000.0,21847902000.0,21679118000.0,22567485000.0,23769528000.0,21625065000.0
2045.0,21964200000.0,22081896000.0,24117553000.0,23020569000.0,21614078000.0,23250942000.0,24259502000.0,23420369000.0,21726206000.0,21325770000.0,22335054000.0,23497757000.0,21287096000.0
2046.0,21748992000.0,21791971000.0,24058642000.0,22880197000.0,21322752000.0,23101424000.0,24032209000.0,23072006000.0,21324775000.0,21022046000.0,22103730000.0,23320574000.0,20961890000.0
2047.0,21506130000.0,21451268000.0,23877794000.0,22501245000.0,21054018000.0,22873307000.0,23839191000.0,22853620000.0,21071333000.0,20713468000.0,21850837000.0,23053652000.0,20710670000.0
2048.0,21178518000.0,21124352000.0,23732080000.0,22377398000.0,20714115000.0,22698555000.0,23669398000.0,22619054000.0,20834574000.0,20404400000.0,21587583000.0,22851545000.0,20464669000.0
2049.0,20979440000.0,20891298000.0,23454510000.0,22091522000.0,20380150000.0,22582016000.0,23537740000.0,22530159000.0,20517057000.0,20106240000.0,21410523000.0,22688647000.0,20221256000.0
2050.0,20795398000.0,20614162000.0,23320926000.0,21991178000.0,20070949000.0,22273886000.0,23394857000.0,22205413000.0,20272372000.0,19863828000.0,21254437000.0,22443762000.0,19992283000.0
2051.0,20534895000.0,20454365000.0,23215843000.0,21577128000.0,19781415000.0,22087135000.0,23264952000.0,22065037000.0,20092054000.0,19760716000.0,20920898000.0,22234405000.0,19723840000.0
2052.0,20267231000.0,20301185000.0,23162647000.0,21251010000.0,19441437000.0,21914485000.0,23123919000.0,21895494000.0,20024697000.0,19411735000.0,20745073000.0,22051596000.0,19485034000.0
2053.0,20016808000.0,20059126000.0,22886500000.0,21032264000.0,19144616000.0,21861204000.0,23080761000.0,21652054000.0,19682820000.0,19106535000.0,20393360000.0,21715261000.0,19312105000.0
2054.0,19810486000.0,19726047000.0,22585264000.0,20905028000.0,18761144000.0,21621940000.0,22825890000.0,21482570000.0,19401296000.0,18720713000.0,20184460000.0,21517042000.0,19152482000.0
2055.0,19525444000.0,19418126000.0,22397800000.0,20639058000.0,18551771000.0,21457492000.0,22674520000.0,21288126000.0,19210236000.0,18423130000.0,19916732000.0,21421994000.0,18819613000.0
2056.0,19268784000.0,19441697000.0,22177542000.0,20438338000.0,18203490000.0,21368134000.0,22489790000.0,21008476000.0,19026823000.0,18212389000.0,19755067000.0,21174114000.0,18570750000.0
2057.0,19031640000.0,19067042000.0,21903567000.0,20174823000.0,17944769000.0,21154122000.0,22319714000.0,20740649000.0,18730713000.0,17925340000.0,19320492000.0,20975854000.0,18418520000.0
2058.0,18746680000.0,18863782000.0,21734257000.0,20138287000.0,17586213000.0,20973765000.0,22194008000.0,20441490000.0,18502920000.0,17663715000.0,19048554000.0,20798458000.0,18183717000.0
2059.0,18589470000.0,18601425000.0,21525488000.0,20259109000.0,17290359000.0,20827546000.0,21878004000.0,20178618000.0,18232977000.0,17517236000.0,18821292000.0,20728270000.0,17853184000.0
2060.0,18448271000.0,18420752000.0,21311185000.0,19751080000.0,17052774000.0,20630817000.0,21647272000.0,19941556000.0,18051190000.0,17281358000.0,18607534000.0,20639027000.0,17612657000.0
2061.0,18360216000.0,18200754000.0,21077860000.0,19469115000.0,16850338000.0,20453956000.0,21537427000.0,19654780000.0,17886896000.0,17039688000.0,18246144000.0,20442843000.0,17388235000.0
2062.0,18071577000.0,17992483000.0,21012423000.0,19270009000.0,16674772000.0,20261851000.0,21336154000.0,19320332000.0,17633092000.0,17034904000.0,18001838000.0,20130599000.0,17205707000.0
2063.0,17889976000.0,17764630000.0,20694538000.0,19146914000.0,16428695000.0,20117340000.0,20971917000.0,19021531000.0,17446668000.0,16835215000.0,17710526000.0,19960728000.0,17049269000.0
2064.0,17711528000.0,17531443000.0,20538644000.0,18838940000.0,16429491000.0,19964856000.0,20696580000.0,18906150000.0,17236546000.0,16484133000.0,17488101000.0,19856142000.0,16922238000.0
2065.0,17568074000.0,17613097000.0,20285980000.0,18677344000.0,16008368000.0,19826625000.0,20411963000.0,18553948000.0,17077896000.0,16307060000.0,17294537000.0,19670917000.0,16707635000.0
2066.0,17401272000.0,17257710000.0,20105552000.0,18508863000.0,15732697000.0,19633699000.0,20560585000.0,18352677000.0,16902436000.0,16122157000.0,17113420000.0,19412490000.0,16476942000.0
2067.0,17251373000.0,17047418000.0,20049630000.0,18345134000.0,15492177000.0,19456524000.0,19959335000.0,18147090000.0,16680553000.0,15897146000.0,16879951000.0,19566475000.0,16281294000.0
2068.0,17066903000.0,16843686000.0,20220578000.0,18139484000.0,15262407000.0,19900967000.0,19648383000.0,17922247000.0,16518314000.0,15645942000.0,16650022000.0,19202427000.0,16123617000.0
2069.0,16917606000.0,16720381000.0,19705756000.0,17942524000.0,15053714000.0,19352084000.0,19385980000.0,17671633000.0,16376971000.0,15369791000.0,16477382000.0,19039648000.0,15879418000.0
2070.0,16764984000.0,16541151000.0,19503411000.0,17670334000.0,14823282000.0,19140995000.0,19092201000.0,17476667000.0,16193713000.0,15131837000.0,16215108000.0,18943180000.0,15714426000.0
2071.0,16594289000.0,16411899000.0,19429612000.0,17520853000.0,14631878000.0,19006857000.0,18726898000.0,17255148000.0,16017319000.0,14936941000.0,15985043000.0,18753030000.0,15522599000.0
2072.0,16415705000.0,16206020000.0,19199476000.0,17346392000.0,14444153000.0,18914398000.0,18793120000.0,17001821000.0,15831115000.0,14743030000.0,15726817000.0,18632798000.0,15311417000.0
2073.0,16245130000.0,16007334000.0,19068740000.0,17140601000.0,14254952000.0,18776115000.0,18190901000.0,16759972000.0,15687570000.0,14566448000.0,15523496000.0,18929705000.0,15144119000.0
2074.0,16089913000.0,15892289000.0,18898428000.0,16981335000.0,13976216000.0,18779154000.0,18053394000.0,16527643000.0,15797051000.0,14371549000.0,15759157000.0,18439188000.0,14969794000.0
2075.0,15981650000.0,15678643000.0,18722210000.0,16792823000.0,13795558000.0,18464310000.0,17717740000.0,16330435000.0,15392596000.0,14174743000.0,15267730000.0,18425297000.0,14767675000.0
2076.0,15826245000.0,15499670000.0,18545185000.0,16503138000.0,13620119000.0,18227825000.0,17426936000.0,16186569000.0,15149509000.0,14013358000.0,14913277000.0,18180530000.0,14579044000.0
2077.0,15747896000.0,15245388000.0,18330884000.0,16269598000.0,13380307000.0,18064564000.0,17246180000.0,15992523000.0,15021516000.0,13792521000.0,14646044000.0,18090095000.0,14368643000.0
2078.0,15574770000.0,15070621000.0,18129422000.0,16064337000.0,13167064000.0,17953427000.0,17146691000.0,15782604000.0,14863613000.0,13617908000.0,14656705000.0,17999526000.0,14213021000.0
2079.0,15441632000.0,14865191000.0,18033082000.0,15879349000.0,13014809000.0,17781574000.0,16940336000.0,15585572000.0,14736933000.0,13416143000.0,14303554000.0,17871432000.0,14011026000.0
2080.0,15264563000.0,14665068000.0,17872497000.0,15593098000.0,12795703000.0,17632311000.0,16976193000.0,15402247000.0,14584287000.0,13156512000.0,14089852000.0,17762386000.0,13771102000.0
2081.0,15043057000.0,14440969000.0,17782624000.0,15384133000.0,12632932000.0,17478179000.0,16603932000.0,15189063000.0,14470866000.0,12956814000.0,13897789000.0,17592594000.0,13569433000.0
2082.0,14910045000.0,14308865000.0,17670530000.0,15158309000.0,12452347000.0,17429703000.0,16386773000.0,15010470000.0,14280931000.0,12702226000.0,13705869000.0,17458311000.0,13389260000.0
2083.0,14738091000.0,14212953000.0,17559718000.0,14994753000.0,12242831000.0,17157000000.0,16245280000.0,14853337000.0,14397587000.0,12544073000.0,13532848000.0,17341118000.0,13176824000.0
2084.0,14529328000.0,13883901000.0,17410068000.0,14777549000.0,12071639000.0,17016065000.0,16040758000.0,14646781000.0,14015070000.0,12357472000.0,13300092000.0,17256511000.0,12983512000.0
2085.0,14388419000.0,13671123000.0,17236349000.0,14605231000.0,11870310000.0,16875389000.0,15899870000.0,14596528000.0,13791988000.0,12155781000.0,13089099000.0,17197150000.0,12761096000.0
2086.0,14210304000.0,13479619000.0,17076613000.0,14411384000.0,11679369000.0,16711397000.0,15658906000.0,14327889000.0,13627940000.0,11936185000.0,12846386000.0,17011293000.0,12563071000.0
2087.0,14022614000.0,13302239000.0,16912819000.0,14199353000.0,11488745000.0,16579165000.0,15498085000.0,14106805000.0,13418698000.0,11738993000.0,12587752000.0,16871996000.0,12385219000.0
2088.0,13867321000.0,13085630000.0,16686484000.0,14067663000.0,11321517000.0,16650459000.0,15388593000.0,13962227000.0,13239826000.0,11556646000.0,12380687000.0,16728461000.0,12160903000.0
2089.0,13728317000.0,12943238000.0,16604225000.0,13828804000.0,11132174000.0,16181303000.0,15224365000.0,13781665000.0,13042568000.0,11424517000.0,12173540000.0,16567236000.0,11991378000.0
2090.0,13618438000.0,12584776000.0,16492686000.0,13635768000.0,10886031000.0,15995331000.0,15076177000.0,13620372000.0,12896925000.0,11217881000.0,12015363000.0,16450298000.0,11809733000.0
2091.0,13405214000.0,12362387000.0,16292572000.0,13468498000.0,10687858000.0,15801494000.0,14998962000.0,13623075000.0,12761760000.0,10994188000.0,12115899000.0,16364772000.0,11628311000.0
2092.0,13276951000.0,12201867000.0,16141010000.0,13275418000.0,10514884000.0,15635313000.0,14843500000.0,13338057000.0,12677423000.0,10782427000.0,11650104000.0,16276344000.0,11421785000.0
2093.0,13089955000.0,12022376000.0,15933741000.0,13095754000.0,10284384000.0,15470025000.0,14675974000.0,13142531000.0,12513411000.0,10634964000.0,11394933000.0,16046774000.0,11244975000.0
2094.0,12951397000.0,11832501000.0,15776885000.0,12922646000.0,10098750000.0,15427438000.0,14557996000.0,12964704000.0,12376361000.0,10468685000.0,11198899000.0,15908770000.0,11034862000.0
2095.0,12717208000.0,11648957000.0,15555797000.0,12810434000.0,9775991000.0,15169091000.0,14473886000.0,12806985000.0,12196023000.0,10300669000.0,10992178000.0,15804444000.0,10856920000.0
2096.0,12549815000.0,11435325000.0,15406321000.0,12640665000.0,9473613000.0,15006013000.0,14286808000.0,12671928000.0,12047186000.0,10094558000.0,10810262000.0,15683890000.0,10679035000.0
2097.0,12417327000.0,11270588000.0,15210359000.0,12486125000.0,9277437000.0,14855448000.0,14130598000.0,12564966000.0,11875268000.0,9935263000.0,10590583000.0,15514257000.0,10502734000.0
2098.0,12261907000.0,11055261000.0,15073669000.0,12345996000.0,9077942000.0,14730543000.0,13978210000.0,12351795000.0,11747003000.0,9689273000.0,10423927000.0,15373124000.0,10339181000.0
2099.0,12126376000.0,10875159000.0,14899470000.0,12221784000.0,8864923000.0,14534725000.0,13855393000.0,12127726000.0,11565173000.0,9383976000.0,10195573000.0,15249844000.0,10185380000.0
2100.0,12030152000.0,10660048000.0,14753498000.0,12094823000.0,8683953000.0,14334932000.0,13686869000.0,11939348000.0,11360905000.0,9095512000.0,9948160000.0,15169748000.0,10022342000.0
