time,TAIESM1,CESM2-WACCM,MPI-ESM1-2-HR,IPSL-CM6A-LR,GFDL-ESM4,MRI-ESM2-0,KACE-1-0-G,IITM-ESM,UKESM1-0-LL
2022.0,26756676000.0,26793970000.0,26766916000.0,26828313000.0,26738070000.0,27275192000.0,26975166000.0,26832417000.0,26724440000.0
2023.0,26684643000.0,26624650000.0,26632930000.0,26675060000.0,26690093000.0,26987860000.0,26703538000.0,26482932000.0,26726971000.0
2024.0,26602414000.0,26498679000.0,26439391000.0,26543983000.0,26710925000.0,26789425000.0,26549020000.0,26271080000.0,26500712000.0
2025.0,26694566000.0,26317158000.0,26515358000.0,26615536000.0,26378955000.0,26940123000.0,26407930000.0,26035704000.0,26374007000.0
2026.0,26296052000.0,26185603000.0,26691342000.0,26301223000.0,26190051000.0,26684090000.0,26198972000.0,25708250000.0,26239410000.0
2027.0,26076152000.0,26120510000.0,26392867000.0,26121193000.0,25989090000.0,26753327000.0,26066655000.0,25418949000.0,26001684000.0
2028.0,25851802000.0,25872770000.0,26236703000.0,25912963000.0,26198240000.0,26435512000.0,25785390000.0,25095076000.0,25822128000.0
2029.0,25698173000.0,25850580000.0,26013606000.0,25681190000.0,25788918000.0,26432973000.0,25653770000.0,24706703000.0,25511586000.0
2030.0,25773507000.0,25360353000.0,26279530000.0,25648146000.0,25615810000.0,26197290000.0,25463935000.0,24377391000.0,25184310000.0
2031.0,25318859000.0,25149645000.0,26084958000.0,25417865000.0,25801105000.0,25991307000.0,25479324000.0,23974060000.0,25042006000.0
2032.0,24997177000.0,25089360000.0,26070796000.0,25234588000.0,25311003000.0,25929337000.0,25233242000.0,23665306000.0,24734722000.0
2033.0,24694706000.0,24876704000.0,25775010000.0,25132773000.0,25240074000.0,25846917000.0,24847456000.0,23460635000.0,24416629000.0
2034.0,24392243000.0,24477846000.0,26010780000.0,24980142000.0,25043702000.0,25848840000.0,24602948000.0,23018715000.0,23992666000.0
2035.0,24135289000.0,24321538000.0,25527780000.0,24753547000.0,24963537000.0,25801413000.0,24763589000.0,22660300000.0,23732802000.0
2036.0,23829922000.0,23698176000.0,25431667000.0,24460069000.0,24683444000.0,25569266000.0,24446380000.0,22513156000.0,23437744000.0
2037.0,23529847000.0,23327433000.0,25197855000.0,24211997000.0,24627190000.0,25440342000.0,24120697000.0,21999657000.0,23126140000.0
2038.0,23191962000.0,23668705000.0,25242681000.0,23977440000.0,24397306000.0,25297062000.0,23946332000.0,21758710000.0,22818945000.0
2039.0,22917444000.0,22849817000.0,25124153000.0,23803445000.0,24239477000.0,25121243000.0,23750257000.0,21496992000.0,22563674000.0
2040.0,22706622000.0,22572808000.0,25117538000.0,23502653000.0,24118750000.0,24985740000.0,23515160000.0,21121702000.0,22298300000.0
2041.0,22476860000.0,22245546000.0,24905028000.0,23273808000.0,24495819000.0,24898791000.0,23287663000.0,20820281000.0,22028378000.0
2042.0,22220894000.0,22049153000.0,24818979000.0,22889955000.0,23878900000.0,24816792000.0,23091116000.0,20649420000.0,21694204000.0
2043.0,21909783000.0,22792380000.0,24656690000.0,22683978000.0,23723514000.0,24696607000.0,22924460000.0,20347404000.0,21373987000.0
2044.0,21521537000.0,22061021000.0,24513647000.0,22470650000.0,23549940000.0,24529930000.0,22684676000.0,19967523000.0,21214800000.0
2045.0,21295682000.0,21493305000.0,24380355000.0,22142595000.0,23386573000.0,24382175000.0,22452976000.0,19698188000.0,20905015000.0
2046.0,20979108000.0,21221458000.0,24220848000.0,21932528000.0,23338248000.0,24236999000.0,22260816000.0,19367477000.0,20663323000.0
2047.0,20716982000.0,20889893000.0,24123963000.0,21679464000.0,23243491000.0,24139549000.0,22042851000.0,19374680000.0,20377756000.0
2048.0,20382530000.0,20655640000.0,23971125000.0,21423094000.0,23007416000.0,23974523000.0,21886618000.0,18815451000.0,20069014000.0
2049.0,20103016000.0,20409627000.0,23875033000.0,21122247000.0,22846192000.0,23807152000.0,21757450000.0,18575143000.0,19797135000.0
2050.0,19907373000.0,20075129000.0,23808879000.0,20902623000.0,22656889000.0,23665304000.0,21534112000.0,18329387000.0,19516445000.0
2051.0,19736873000.0,19795132000.0,23582558000.0,20803609000.0,22644068000.0,23497083000.0,21371769000.0,18056225000.0,19296463000.0
2052.0,19365786000.0,19607572000.0,23385522000.0,20527450000.0,22605122000.0,23384940000.0,21155041000.0,17727894000.0,19140751000.0
2053.0,19106558000.0,19380376000.0,23279466000.0,20346915000.0,22350760000.0,23134964000.0,20995360000.0,17495235000.0,18916366000.0
2054.0,18900462000.0,19193295000.0,23449575000.0,20113564000.0,22208215000.0,23187360000.0,20848157000.0,17286242000.0,18640120000.0
2055.0,18667512000.0,18973635000.0,23296160000.0,19942222000.0,22061634000.0,22979359000.0,20612383000.0,17148754000.0,18359560000.0
2056.0,18428207000.0,18929474000.0,23026840000.0,19643705000.0,22101914000.0,22793440000.0,20368509000.0,16832400000.0,18134204000.0
2057.0,18222300000.0,18508650000.0,22778591000.0,19433765000.0,21895045000.0,22629317000.0,20234007000.0,16725693000.0,17895830000.0
2058.0,17945147000.0,18213500000.0,22566973000.0,19259900000.0,21642473000.0,22383913000.0,20150580000.0,16482443000.0,17703360000.0
2059.0,17772956000.0,18106470000.0,22381076000.0,19090663000.0,21493668000.0,22151743000.0,20008020000.0,16188056000.0,17534022000.0
2060.0,17561506000.0,17851850000.0,22221900000.0,18906665000.0,21362854000.0,21982130000.0,19822086000.0,16292689000.0,17383238000.0
2061.0,17276228000.0,17609443000.0,22193256000.0,18789036000.0,21230217000.0,21982472000.0,19634614000.0,15898017000.0,17159228000.0
2062.0,17094630000.0,17476053000.0,22001824000.0,18512150000.0,21087988000.0,21788078000.0,19451250000.0,15669446000.0,17009784000.0
2063.0,16942961000.0,17387370000.0,21831897000.0,18471377000.0,20940114000.0,21516870000.0,19316935000.0,15545367000.0,16700660000.0
2064.0,16730163000.0,17045509000.0,21686907000.0,18277511000.0,20831630000.0,21252346000.0,19027247000.0,15264768000.0,16537917000.0
2065.0,16538472000.0,16848589000.0,21481212000.0,18227510000.0,20627323000.0,21270608000.0,18885986000.0,15046237000.0,16363303000.0
2066.0,16362033000.0,16731664000.0,21305780000.0,18194192000.0,20748573000.0,20946254000.0,18766883000.0,15009327000.0,16842621000.0
2067.0,16108735000.0,16600389000.0,21322166000.0,17994230000.0,20416844000.0,21429688000.0,18589805000.0,14727253000.0,16187061000.0
2068.0,15936630000.0,16483446000.0,21086575000.0,17795496000.0,20295991000.0,20760244000.0,18380718000.0,14502624000.0,15963703000.0
2069.0,15681392000.0,16207279000.0,20892086000.0,17669550000.0,20095238000.0,20620554000.0,18203250000.0,14633039000.0,15816058000.0
2070.0,15483957000.0,16079815000.0,20733622000.0,17543807000.0,19949873000.0,20413084000.0,18079373000.0,14259872000.0,15673297000.0
2071.0,15350596000.0,15967148000.0,21362180000.0,17432359000.0,19818842000.0,20237103000.0,17839376000.0,14098135000.0,15632833000.0
2072.0,15089015000.0,15875043000.0,20520503000.0,17274896000.0,19968575000.0,20091191000.0,17613842000.0,13912830000.0,15489196000.0
2073.0,14970608000.0,15613250000.0,20322300000.0,17142339000.0,19604640000.0,19944786000.0,17429254000.0,14268423000.0,15250630000.0
2074.0,14741292000.0,15478719000.0,20197063000.0,17011762000.0,19623254000.0,19820800000.0,17397390000.0,13556524000.0,15119322000.0
2075.0,14665625000.0,15298172000.0,20051507000.0,16892707000.0,19463922000.0,19672314000.0,17034190000.0,13434632000.0,14918798000.0
2076.0,14338858000.0,15109196000.0,19903932000.0,16784264000.0,19288965000.0,19432570000.0,16919263000.0,13310717000.0,14737902000.0
2077.0,14146344000.0,14967035000.0,19904008000.0,16679011000.0,19121236000.0,19251680000.0,16682094000.0,13206256000.0,14616147000.0
2078.0,13935414000.0,14902859000.0,19893051000.0,16625874000.0,18925425000.0,19049886000.0,16708231000.0,13177277000.0,14382776000.0
2079.0,13804809000.0,14668757000.0,19517400000.0,16473172000.0,18810225000.0,18980905000.0,16433639000.0,12938482000.0,14213111000.0
2080.0,13673671000.0,14433520000.0,19390330000.0,16346868000.0,18870684000.0,18785436000.0,16189696000.0,12752603000.0,14083047000.0
2081.0,13414651000.0,14272935000.0,19289647000.0,16259728000.0,18709660000.0,18562183000.0,16070562000.0,12597036000.0,13947954000.0
2082.0,13236454000.0,14076037000.0,19097831000.0,16185004000.0,18490660000.0,18400238000.0,15895674000.0,12517345000.0,13820503000.0
2083.0,13038340000.0,13942876000.0,19422462000.0,16063300000.0,18357983000.0,18244026000.0,15702657000.0,12377524000.0,13681669000.0
2084.0,12804559000.0,13910875000.0,18928015000.0,15930419000.0,18261322000.0,18304602000.0,15484586000.0,12228253000.0,13484463000.0
2085.0,12661091000.0,13595195000.0,18855560000.0,15800684000.0,18667223000.0,17970610000.0,15332110000.0,12094123000.0,13290320000.0
2086.0,12529691000.0,13423702000.0,18805484000.0,15693242000.0,18354604000.0,17753926000.0,15171522000.0,11928176000.0,13141084000.0
2087.0,12414957000.0,13523332000.0,18851666000.0,15566947000.0,18026566000.0,17559690000.0,15194256000.0,11780491000.0,13045737000.0
2088.0,12268169000.0,13310923000.0,18594157000.0,15457588000.0,17947615000.0,17347174000.0,14854186000.0,11609282000.0,12901846000.0
2089.0,12097433000.0,12995901000.0,18608204000.0,15351690000.0,17856233000.0,17360169000.0,14680769000.0,11502500000.0,12747896000.0
2090.0,11971502000.0,12863750000.0,18382238000.0,15241334000.0,17938487000.0,17124388000.0,14537138000.0,11343147000.0,12576371000.0
2091.0,11788462000.0,12842272000.0,18276534000.0,15156044000.0,17688578000.0,17012071000.0,14464323000.0,11218571000.0,12420883000.0
2092.0,11654472000.0,12577736000.0,18193500000.0,15059878000.0,17571518000.0,16918780000.0,14366907000.0,11292442000.0,12288735000.0
2093.0,11508300000.0,12421544000.0,18074313000.0,14896402000.0,17465311000.0,16676441000.0,14241922000.0,11028931000.0,12107377000.0
2094.0,11311426000.0,12276896000.0,18235992000.0,14787772000.0,17349250000.0,16938078000.0,14053588000.0,10895335000.0,11952648000.0
2095.0,11148910000.0,12192160000.0,17953354000.0,14676553000.0,17319690000.0,16423770000.0,13949621000.0,10750246000.0,11816205000.0
2096.0,11016421000.0,12059362000.0,17888570000.0,14558086000.0,17203663000.0,16717560000.0,13808763000.0,10650448000.0,11710426000.0
2097.0,10891765000.0,11862254000.0,18053687000.0,14473226000.0,17273900000.0,16198414000.0,13695088000.0,10449439000.0,11536476000.0
2098.0,10775800000.0,11705871000.0,17735193000.0,14347011000.0,17613203000.0,16097329000.0,13606703000.0,10240246000.0,11518519000.0
2099.0,10587736000.0,11568459000.0,17639137000.0,14428972000.0,17062863000.0,15973381000.0,13534037000.0,10119336000.0,11379740000.0
2100.0,10489025000.0,11471752000.0,17570355000.0,14178904000.0,16884328000.0,15911034000.0,13494667000.0,10379857000.0,11212058000.0
