time,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4,IPSL-CM6A-LR
2080.0,17168745000.0,21598892000.0,21708420000.0,19650116000.0
2081.0,17021054000.0,21260409000.0,21462055000.0,19809667000.0
2082.0,16955080000.0,21102137000.0,22281275000.0,19778388000.0
2083.0,17065316000.0,21138833000.0,21677046000.0,19443812000.0
2084.0,17932616000.0,20980576000.0,21733757000.0,19429366000.0
2085.0,16910420000.0,20874297000.0,21492845000.0,19427210000.0
2086.0,16724525000.0,21284903000.0,21461244000.0,19894372000.0
2087.0,16728608000.0,21204675000.0,21320544000.0,19262510000.0
2088.0,17087144000.0,20997777000.0,21258736000.0,19235647000.0
2089.0,16668732000.0,20828922000.0,21302524000.0,19138286000.0
2090.0,17149372000.0,20912610000.0,21566095000.0,19108002000.0
2091.0,17541040000.0,20729776000.0,21836230000.0,19600140000.0
2092.0,17257495000.0,20934353000.0,21589967000.0,19298953000.0
2093.0,17171189000.0,20745638000.0,21813686000.0,18924073000.0
2094.0,16786838000.0,20701745000.0,22011240000.0,18738786000.0
2095.0,16743077000.0,20612936000.0,23464696000.0,18691539000.0
2096.0,16437051000.0,20532597000.0,23271567000.0,18654177000.0
2097.0,17179446000.0,20428288000.0,22403090000.0,19835159000.0
2098.0,16751690000.0,20517710000.0,21877293000.0,19276313000.0
2099.0,16916673000.0,20461683000.0,21857018000.0,19046080000.0
2100.0,16611005000.0,20461953000.0,21881756000.0,18619460000.0
