time,CESM2-WACCM,TAIESM1,CNRM-CM6-1,CANESM5,MIROC6,MPI-ESM1-2-HR,EC-EARTH3,IPSL-CM6A-LR,KACE-1-0-G,MRI-ESM2-0,GFDL-ESM4,UKESM1-0-LL,IITM-ESM,CNRM-ESM2-1
2016.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0
2017.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0
2018.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0
2019.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0
2020.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0
2021.0,27087802000.0,26812360000.0,26873584000.0,27000482000.0,26870075000.0,27263977000.0,26829392000.0,26877315000.0,26891692000.0,26977864000.0,26878966000.0,26767258000.0,27005430000.0,26945735000.0
2022.0,27021140000.0,26759365000.0,26783520000.0,26747685000.0,26715290000.0,26933926000.0,26720300000.0,26784553000.0,26795225000.0,26762744000.0,26781182000.0,26609594000.0,26703845000.0,26940367000.0
2023.0,26715023000.0,26591570000.0,26608280000.0,26645883000.0,26723269000.0,26811476000.0,26580697000.0,26665093000.0,26609357000.0,26700870000.0,26663125000.0,26491120000.0,26434916000.0,26751994000.0
2024.0,26457893000.0,26422127000.0,26407014000.0,26465137000.0,26748980000.0,26687690000.0,26448306000.0,26818270000.0,26561882000.0,26662783000.0,26518116000.0,26325463000.0,26468688000.0,26628946000.0
2025.0,26260447000.0,26191649000.0,26257566000.0,26351512000.0,26503641000.0,26525790000.0,26507958000.0,26473345000.0,26629048000.0,26487759000.0,26418614000.0,26157693000.0,26021208000.0,26501167000.0
2026.0,25894801000.0,25988080000.0,26249454000.0,26223540000.0,26338023000.0,26499201000.0,26163534000.0,26266739000.0,26501708000.0,26371236000.0,26295441000.0,25924534000.0,25847007000.0,26535220000.0
2027.0,25967780000.0,25849120000.0,25812507000.0,26073842000.0,26199171000.0,26306318000.0,25965087000.0,26145520000.0,26250195000.0,26278484000.0,26080004000.0,25728846000.0,25665350000.0,26273907000.0
2028.0,25612601000.0,25593737000.0,25771231000.0,25791775000.0,26024376000.0,26192556000.0,25727132000.0,25976558000.0,26176660000.0,26068960000.0,25880828000.0,25843490000.0,25380993000.0,26186287000.0
2029.0,25260945000.0,25311360000.0,25285503000.0,25615954000.0,25777721000.0,26048934000.0,25565815000.0,25766690000.0,25879396000.0,25992405000.0,25877393000.0,25450914000.0,24747270000.0,26052670000.0
2030.0,25024560000.0,25045715000.0,25038650000.0,25576813000.0,25855072000.0,26359110000.0,25356947000.0,25523593000.0,25834099000.0,25878014000.0,25553699000.0,25247775000.0,24142215000.0,25974710000.0
2031.0,24844788000.0,24766988000.0,24812860000.0,25290525000.0,25286360000.0,25943656000.0,25164843000.0,25546682000.0,25606030000.0,25707643000.0,25320760000.0,24984533000.0,23811900000.0,25759558000.0
2032.0,24564711000.0,24505010000.0,24694008000.0,25046108000.0,25307820000.0,25816310000.0,24970400000.0,25138358000.0,25413060000.0,25634656000.0,25098547000.0,24750565000.0,23497216000.0,25551300000.0
2033.0,24369540000.0,24215770000.0,24289649000.0,24860285000.0,25063354000.0,25643674000.0,24650623000.0,24879434000.0,25135845000.0,25552140000.0,24874578000.0,24590220000.0,23097383000.0,25448251000.0
2034.0,24058044000.0,23672242000.0,24488700000.0,24886130000.0,24937513000.0,25487628000.0,24336882000.0,24705872000.0,25263415000.0,25411965000.0,24583047000.0,24397410000.0,22577322000.0,25254345000.0
2035.0,23857420000.0,23190240000.0,23897743000.0,24473967000.0,24621154000.0,25444480000.0,24344568000.0,24455799000.0,24883260000.0,25244463000.0,24403624000.0,24008006000.0,22131114000.0,25061610000.0
2036.0,23513150000.0,22962956000.0,23587043000.0,24300837000.0,24435350000.0,25342620000.0,23915557000.0,24225194000.0,24707420000.0,25065884000.0,24351360000.0,23650351000.0,21745609000.0,24932979000.0
2037.0,23447456000.0,22684723000.0,23389184000.0,24067530000.0,24152402000.0,25173875000.0,23704996000.0,24029893000.0,24493263000.0,24917946000.0,24015653000.0,23364135000.0,21282028000.0,24805335000.0
2038.0,22934737000.0,22263773000.0,23138814000.0,23783300000.0,24114571000.0,24978258000.0,23693847000.0,23742222000.0,24291348000.0,24751485000.0,23835847000.0,23100640000.0,20980158000.0,24627405000.0
2039.0,22722613000.0,21926308000.0,22758700000.0,23516457000.0,23899245000.0,24878246000.0,23325964000.0,23491332000.0,24025250000.0,24547068000.0,23573963000.0,22786935000.0,20770236000.0,24594682000.0
2040.0,22387161000.0,21549943000.0,22552790000.0,23291429000.0,23678341000.0,24710332000.0,23125375000.0,23377840000.0,23831441000.0,24342310000.0,23376118000.0,22482973000.0,20395921000.0,24364276000.0
2041.0,22140744000.0,21242102000.0,22336023000.0,23063833000.0,23460358000.0,24516313000.0,23053631000.0,23176303000.0,23606585000.0,24151914000.0,23161215000.0,22172300000.0,20145551000.0,23989336000.0
2042.0,21926345000.0,21109195000.0,22118263000.0,22827336000.0,23279718000.0,24423710000.0,22623803000.0,22885317000.0,23430187000.0,23873927000.0,22953857000.0,21889444000.0,19764030000.0,23900195000.0
2043.0,21569060000.0,20650228000.0,21908170000.0,22536782000.0,23038235000.0,24289946000.0,22288703000.0,22555404000.0,23246742000.0,23657610000.0,22738774000.0,21482465000.0,19422718000.0,23570082000.0
2044.0,21299182000.0,20384004000.0,21587227000.0,22316868000.0,22842583000.0,24160250000.0,22132590000.0,22318166000.0,22981165000.0,23446380000.0,22492623000.0,21133957000.0,19138724000.0,23713540000.0
2045.0,21041514000.0,20080443000.0,21391071000.0,21912185000.0,22846775000.0,24087054000.0,21953567000.0,21883458000.0,22751900000.0,23243354000.0,22344510000.0,20918092000.0,18758738000.0,23298669000.0
2046.0,20909754000.0,19850790000.0,21188491000.0,21585500000.0,22469503000.0,23887909000.0,21686065000.0,21590196000.0,22542926000.0,22970706000.0,21998096000.0,20710107000.0,18503340000.0,23030587000.0
2047.0,20581218000.0,19618007000.0,20935657000.0,21286388000.0,22318823000.0,23705410000.0,21406670000.0,21392601000.0,22489512000.0,22739510000.0,21830883000.0,20439423000.0,18154110000.0,22814228000.0
2048.0,20304357000.0,19254415000.0,20688845000.0,20951675000.0,22128994000.0,23502870000.0,21050030000.0,21251713000.0,22178960000.0,22447153000.0,21608106000.0,20201746000.0,17812167000.0,22564070000.0
2049.0,20071375000.0,18942511000.0,20527450000.0,20667658000.0,22261744000.0,23320130000.0,20888228000.0,20929704000.0,21935448000.0,22157130000.0,21410042000.0,19968776000.0,17452940000.0,22348595000.0
2050.0,19667368000.0,18600425000.0,20238567000.0,20379183000.0,22650927000.0,23383640000.0,20782924000.0,20793430000.0,21711639000.0,21836673000.0,21189090000.0,19666457000.0,17182833000.0,22147936000.0
2051.0,19800926000.0,18301663000.0,20008727000.0,20106699000.0,21809007000.0,22995626000.0,20510085000.0,20656265000.0,21489463000.0,21537425000.0,21314509000.0,19282182000.0,16914981000.0,21828661000.0
2052.0,19371729000.0,18153486000.0,19843869000.0,19897455000.0,21605430000.0,22828886000.0,20236570000.0,20378587000.0,21273750000.0,21407822000.0,20874480000.0,18847173000.0,16712263000.0,21713066000.0
2053.0,19086776000.0,17891977000.0,19506403000.0,19598682000.0,21421085000.0,22575798000.0,19910056000.0,20075082000.0,20953199000.0,21170967000.0,20650360000.0,18514900000.0,16280436000.0,21438796000.0
2054.0,18900347000.0,17687570000.0,19324572000.0,19373940000.0,21210888000.0,22431984000.0,19764440000.0,19792302000.0,20701006000.0,20852435000.0,20487367000.0,18257570000.0,15875524000.0,21232613000.0
2055.0,18562103000.0,17380831000.0,19100824000.0,19054002000.0,21215588000.0,22259528000.0,19481465000.0,19555852000.0,20556990000.0,20825747000.0,20470362000.0,17905162000.0,15624405000.0,21061670000.0
2056.0,18360800000.0,17122641000.0,18850181000.0,18710108000.0,20979761000.0,22023873000.0,19387193000.0,19322720000.0,20241560000.0,20511164000.0,20537260000.0,17589200000.0,15405914000.0,20759904000.0
2057.0,18155012000.0,16886682000.0,18646256000.0,18402181000.0,20967418000.0,21725946000.0,19116950000.0,19096730000.0,19976220000.0,20264501000.0,19938058000.0,17272676000.0,15120615000.0,20576842000.0
2058.0,17888356000.0,16685179000.0,18434021000.0,18084014000.0,20647385000.0,21584286000.0,18838817000.0,18783191000.0,19603200000.0,20038988000.0,19755940000.0,16989120000.0,14804471000.0,20273302000.0
2059.0,17785584000.0,16505321000.0,18207547000.0,17930586000.0,20621044000.0,21369438000.0,18608304000.0,18591912000.0,19312472000.0,19834218000.0,19596347000.0,16766218000.0,14575768000.0,19918033000.0
2060.0,17508387000.0,16240337000.0,18000798000.0,17652388000.0,20498158000.0,21244230000.0,18560539000.0,18370510000.0,18979560000.0,19624268000.0,19424987000.0,16564706000.0,14328792000.0,19601625000.0
2061.0,17264896000.0,16020440000.0,17832557000.0,17388313000.0,20259805000.0,21152252000.0,18202060000.0,18086697000.0,18788297000.0,19403581000.0,19253295000.0,16300068000.0,14132048000.0,19341928000.0
2062.0,17016850000.0,15791673000.0,17649439000.0,17141590000.0,20116107000.0,21150020000.0,17928255000.0,17940677000.0,18566033000.0,19349840000.0,19108470000.0,16021085000.0,13930872000.0,19107369000.0
2063.0,16760866000.0,15578191000.0,17407621000.0,16919040000.0,19984919000.0,20675168000.0,17703297000.0,17714256000.0,18376444000.0,19123790000.0,18973972000.0,15776786000.0,13781628000.0,18925160000.0
2064.0,16487465000.0,15375370000.0,17208773000.0,16706387000.0,19761306000.0,20440775000.0,17959840000.0,17524795000.0,18166501000.0,18947900000.0,18825177000.0,15581147000.0,13564237000.0,18704953000.0
2065.0,16575522000.0,15139142000.0,16944117000.0,16495131000.0,19616348000.0,20609456000.0,17239253000.0,17312195000.0,17929600000.0,18758836000.0,18641662000.0,15348449000.0,13151159000.0,18492932000.0
2066.0,16060100000.0,14865696000.0,16763123000.0,16295638000.0,19714963000.0,20224131000.0,17140743000.0,17162571000.0,17686372000.0,18476225000.0,18482582000.0,15082888000.0,12905962000.0,18297668000.0
2067.0,15761345000.0,14667081000.0,16582621000.0,16035564000.0,19354763000.0,19910107000.0,16851176000.0,17111895000.0,17454078000.0,18241171000.0,18337296000.0,14818951000.0,12770391000.0,18102630000.0
2068.0,15564512000.0,14438840000.0,16289741000.0,15782450000.0,19226278000.0,19691390000.0,16630990000.0,16732214000.0,17126137000.0,18072533000.0,18184536000.0,14563010000.0,12496878000.0,17887322000.0
2069.0,15306044000.0,14194748000.0,16052780000.0,15552237000.0,19036043000.0,19483085000.0,16358121000.0,16528712000.0,16887248000.0,17857760000.0,18084220000.0,14270231000.0,12168263000.0,17685154000.0
2070.0,14995924000.0,13942792000.0,15807238000.0,15365865000.0,18907834000.0,19328524000.0,16119780000.0,16332454000.0,16615313000.0,17747513000.0,17943208000.0,14059019000.0,11969994000.0,17472072000.0
2071.0,14788242000.0,13671926000.0,15630770000.0,15065263000.0,18640800000.0,19154420000.0,16008276000.0,16181024000.0,16313129000.0,17564844000.0,17860575000.0,13867620000.0,11764987000.0,17224792000.0
2072.0,14532659000.0,13404922000.0,15461796000.0,14862526000.0,18482430000.0,18951977000.0,15760997000.0,15903031000.0,16200788000.0,17409135000.0,17668506000.0,13613236000.0,11574329000.0,17021710000.0
2073.0,14197016000.0,13170428000.0,15166469000.0,14650939000.0,18263247000.0,18799340000.0,15446423000.0,15726606000.0,15766162000.0,17224964000.0,17895920000.0,13443517000.0,11293961000.0,16810009000.0
2074.0,13853178000.0,12961195000.0,14907875000.0,14463974000.0,18080950000.0,18603284000.0,15297854000.0,15447303000.0,15565127000.0,17174416000.0,17817446000.0,13099170000.0,10958570000.0,16549433000.0
2075.0,13619899000.0,12682805000.0,14698661000.0,14239106000.0,17899336000.0,18395834000.0,15034204000.0,15295996000.0,15320523000.0,16886811000.0,17376174000.0,12852392000.0,10610391000.0,16383478000.0
2076.0,13269988000.0,12465730000.0,14378624000.0,13935213000.0,17684017000.0,18231396000.0,14774642000.0,15076531000.0,15110314000.0,16632741000.0,17220923000.0,12618447000.0,10379902000.0,16164705000.0
2077.0,13095355000.0,12256340000.0,14053717000.0,13702264000.0,17473170000.0,18045995000.0,14538932000.0,14896700000.0,14882916000.0,16447651000.0,17102703000.0,12407067000.0,10151597000.0,15933792000.0
2078.0,12660652000.0,11948223000.0,13849838000.0,13429370000.0,17321282000.0,17874346000.0,14353855000.0,14707378000.0,14664168000.0,16260298000.0,17087834000.0,12188184000.0,9937831000.0,15765297000.0
2079.0,12464005000.0,11723250000.0,13635562000.0,13182450000.0,17138613000.0,17804839000.0,14165333000.0,14499743000.0,14470351000.0,16157582000.0,16860508000.0,11951195000.0,9709304000.0,15522286000.0
2080.0,12195558000.0,11524189000.0,13422554000.0,12900403000.0,16892485000.0,17537910000.0,13863584000.0,14254125000.0,14265764000.0,15968188000.0,16721924000.0,11732074000.0,9372827000.0,15342557000.0
2081.0,12041736000.0,11304743000.0,13198090000.0,12671029000.0,16708842000.0,17367806000.0,13641943000.0,14021134000.0,14046393000.0,15782192000.0,16567697000.0,11466573000.0,9116121000.0,15093019000.0
2082.0,11692271000.0,11119736000.0,12982574000.0,12461090000.0,16362934000.0,17212891000.0,13438862000.0,13855900000.0,13920132000.0,15559443000.0,16408711000.0,11246845000.0,8872310000.0,14865006000.0
2083.0,11461868000.0,10902895000.0,12702037000.0,12257841000.0,16124058000.0,17044874000.0,13316484000.0,13660819000.0,13671913000.0,15348268000.0,16255559000.0,11005116000.0,8621153000.0,14609959000.0
2084.0,11240141000.0,10689690000.0,12491978000.0,11955480000.0,16026220000.0,16801880000.0,12787694000.0,13447101000.0,13432489000.0,15210429000.0,16133154000.0,10758629000.0,8316871000.0,14360874000.0
2085.0,11334752000.0,10513873000.0,12236710000.0,11674849000.0,15805004000.0,16647369000.0,12589605000.0,13238287000.0,13205955000.0,15115928000.0,15976968000.0,10499955000.0,7999648300.0,14128544000.0
2086.0,10840501000.0,10288010000.0,12090544000.0,11452877000.0,15600595000.0,16634519000.0,12398872000.0,13092210000.0,13010371000.0,14887655000.0,15810566000.0,10305055000.0,7712056300.0,13950968000.0
2087.0,10730366000.0,10116857000.0,11887781000.0,11256035000.0,15379915000.0,16306196000.0,12132080000.0,12921986000.0,12795181000.0,14709044000.0,15654781000.0,10066166000.0,7432614000.0,13668311000.0
2088.0,10300703000.0,9951332000.0,11726653000.0,11053390000.0,15205348000.0,16145160000.0,11906881000.0,12768096000.0,12573819000.0,14568244000.0,15534115000.0,9733565000.0,7072630300.0,13412194000.0
2089.0,10086732000.0,9753998000.0,11595613000.0,10858911000.0,15074634000.0,15955844000.0,11727283000.0,12587881000.0,12305789000.0,14400222000.0,15624749000.0,9322479000.0,6825302500.0,13178784000.0
2090.0,9790185000.0,9502562000.0,11346222000.0,10638582000.0,14885338000.0,15783599000.0,11581025000.0,12319855000.0,12150605000.0,14275076000.0,15186680000.0,8930215000.0,6555085300.0,12943586000.0
2091.0,9617295000.0,9253537000.0,11168969000.0,10391736000.0,14610489000.0,15599178000.0,11544101000.0,12135011000.0,11966060000.0,14073120000.0,14984852000.0,8640845000.0,6319382500.0,12697218000.0
2092.0,9314594000.0,8958202000.0,10992898000.0,10175135000.0,14430733000.0,15362052000.0,11137738000.0,11944197000.0,11718733000.0,13908020000.0,14830793000.0,8436416000.0,6055123500.0,12441278000.0
2093.0,8953223000.0,8674547000.0,10858007000.0,9949957000.0,14299765000.0,15134755000.0,10956311000.0,11772685000.0,11476268000.0,13691546000.0,14627483000.0,8188008400.0,5791238000.0,12183536000.0
2094.0,8681333000.0,8488806400.0,10657556000.0,9711766000.0,14147749000.0,14996606000.0,10744923000.0,11576365000.0,11282036000.0,13490286000.0,14473105000.0,7973351000.0,5554280400.0,11944067000.0
2095.0,8472770600.0,8280982500.0,10434015000.0,9500709000.0,13916653000.0,14805812000.0,10566640000.0,11411703000.0,11060073000.0,13285053000.0,14303555000.0,7798710300.0,5355804000.0,11761655000.0
2096.0,8248415700.0,8085333000.0,10202882000.0,9318893000.0,13730506000.0,14642454000.0,10306848000.0,11269689000.0,10847679000.0,13081857000.0,14600073000.0,7573324300.0,5150229500.0,11572690000.0
2097.0,8026420700.0,7798210000.0,10032340000.0,9041976000.0,13580416000.0,14475395000.0,10032501000.0,11071278000.0,10642220000.0,12900138000.0,14005846000.0,7372598300.0,4867159600.0,11442606000.0
2098.0,7816426500.0,7597977600.0,9814771000.0,8762597000.0,13478788000.0,14286086000.0,9737454000.0,10912915000.0,10366892000.0,12645322000.0,13824076000.0,7058693000.0,4586266000.0,11258647000.0
2099.0,7594051000.0,7439864300.0,9570848000.0,8503398000.0,13281084000.0,14089828000.0,9540252000.0,10737565000.0,10132734000.0,12466116000.0,13725868000.0,6810825700.0,4383798000.0,11084877000.0
2100.0,7406698000.0,7272847400.0,9237873000.0,8298684000.0,13097569000.0,13778271000.0,9290815000.0,10568116000.0,9873294000.0,12358134000.0,13518700000.0,6537522000.0,4117886500.0,10907970000.0
