time,NORESM1-M,MPI-ESM-LR,CANESM2,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R
2038.0,6784525300000.0,6808056400000.0,6850258000000.0,6664116000000.0,6781264000000.0,6953500000000.0,6915202000000.0,6537724000000.0,6817361400000.0,6975803400000.0
2039.0,6743588000000.0,6777859000000.0,6818672700000.0,6595071000000.0,6723438400000.0,6922109500000.0,6884118500000.0,6483277000000.0,6784959400000.0,6934487400000.0
2040.0,6700481400000.0,6724360600000.0,6785863000000.0,6544431000000.0,6677644400000.0,6894917000000.0,6878608000000.0,6424013000000.0,6766481000000.0,6915768000000.0
2041.0,6658929000000.0,6677867300000.0,6764057600000.0,6478108300000.0,6646032000000.0,6853459700000.0,6866206700000.0,6405974700000.0,6740481000000.0,6905673000000.0
2042.0,6596105600000.0,6625085600000.0,6693695500000.0,6391921000000.0,6592432400000.0,6830867000000.0,6850939000000.0,6362556000000.0,6705560000000.0,6868269300000.0
2043.0,6550456000000.0,6583887000000.0,6654111000000.0,6329131300000.0,6545784000000.0,6813226400000.0,6821916000000.0,6296500000000.0,6699365000000.0,6831103500000.0
2044.0,6495960300000.0,6525043600000.0,6619490400000.0,6263043000000.0,6488828400000.0,6786103000000.0,6791201000000.0,6218614000000.0,6679030700000.0,6822873300000.0
2045.0,6426987000000.0,6482725700000.0,6574305700000.0,6176662000000.0,6438059000000.0,6745462000000.0,6768760000000.0,6143909000000.0,6649764000000.0,6808918300000.0
2046.0,6360018000000.0,6437809000000.0,6533289000000.0,6070593000000.0,6393585700000.0,6721362700000.0,6741081000000.0,6027297700000.0,6625199000000.0,6771070500000.0
2047.0,6276303000000.0,6398074700000.0,6462184600000.0,6004371000000.0,6349575000000.0,6674965300000.0,6717357700000.0,5929559000000.0,6613613000000.0,6737661000000.0
2048.0,6200381400000.0,6362015000000.0,6397244000000.0,5936872000000.0,6294658400000.0,6619926600000.0,6673361000000.0,5817313000000.0,6567600600000.0,6681538000000.0
2049.0,6129884000000.0,6322898000000.0,6324632000000.0,5847729000000.0,6236775000000.0,6589376000000.0,6640554000000.0,5691263700000.0,6545504500000.0,6651925000000.0
2050.0,6068274500000.0,6247893000000.0,6267229700000.0,5762727300000.0,6175570500000.0,6550315300000.0,6622699000000.0,5586902600000.0,6509441000000.0,6605238700000.0
2051.0,6008594000000.0,6180368000000.0,6212694300000.0,5677478000000.0,6121407000000.0,6517590300000.0,6588183600000.0,5457589000000.0,6463684600000.0,6569748600000.0
2052.0,5941977000000.0,6133421400000.0,6129060000000.0,5548751000000.0,6072446000000.0,6473027400000.0,6515115700000.0,5328163300000.0,6409076000000.0,6536363000000.0
2053.0,5899622000000.0,6090375300000.0,6094561000000.0,5458160500000.0,6008223600000.0,6419645500000.0,6484327400000.0,5196513500000.0,6350095500000.0,6515005000000.0
2054.0,5821695500000.0,6039133000000.0,6042004500000.0,5366512400000.0,5947839000000.0,6385987000000.0,6422237000000.0,5025733000000.0,6282617600000.0,6481467000000.0
2055.0,5743035000000.0,5988783500000.0,6000640000000.0,5244552500000.0,5903822600000.0,6356300500000.0,6378717400000.0,4898623000000.0,6230079000000.0,6446489500000.0
2056.0,5685073000000.0,5915602000000.0,5949906000000.0,5166087000000.0,5856260000000.0,6321968000000.0,6356770000000.0,4790661000000.0,6164657000000.0,6414085400000.0
2057.0,5619528500000.0,5848494000000.0,5891666500000.0,5033763500000.0,5783606500000.0,6289138600000.0,6299035000000.0,4644181400000.0,6101001600000.0,6366886400000.0
2058.0,5559240600000.0,5802667000000.0,5839948600000.0,4918224000000.0,5717104300000.0,6247337000000.0,6236337600000.0,4492997700000.0,6037339400000.0,6309439600000.0
2059.0,5506995000000.0,5748093400000.0,5799925500000.0,4770790000000.0,5640732000000.0,6218756700000.0,6171980000000.0,4324507500000.0,5971726000000.0,6265516300000.0
2060.0,5432821700000.0,5699517500000.0,5739185700000.0,4616761600000.0,5553704000000.0,6171528000000.0,6108643600000.0,4164092700000.0,5902389000000.0,6223551300000.0
2061.0,5342137700000.0,5641203000000.0,5681523500000.0,4480110700000.0,5481346600000.0,6137837000000.0,6073023000000.0,4020014700000.0,5849282500000.0,6181157000000.0
2062.0,5304928400000.0,5573513300000.0,5632677000000.0,4359976000000.0,5392095500000.0,6053576600000.0,6028049500000.0,3883497400000.0,5759390700000.0,6135576300000.0
2063.0,5201618500000.0,5517270300000.0,5562851000000.0,4231621200000.0,5296449700000.0,6017873600000.0,5980581500000.0,3751523000000.0,5680367000000.0,6073151400000.0
2064.0,5095517300000.0,5458360000000.0,5489156400000.0,4088609600000.0,5188327300000.0,5965945500000.0,5920199300000.0,3572462500000.0,5613444700000.0,6032047000000.0
2065.0,5017132600000.0,5398917500000.0,5425569000000.0,3941761500000.0,5108236600000.0,5906797400000.0,5863862000000.0,3436797200000.0,5533296000000.0,5993747000000.0
2066.0,4918845400000.0,5342562000000.0,5340125500000.0,3834103000000.0,5049380000000.0,5825246000000.0,5802623000000.0,3301368700000.0,5482528400000.0,5967485300000.0
2067.0,4858797000000.0,5287483300000.0,5251965000000.0,3710252200000.0,4963527000000.0,5773718000000.0,5731891300000.0,3147292000000.0,5420391000000.0,5939941300000.0
2068.0,4780413400000.0,5234811000000.0,5163483400000.0,3593099000000.0,4884495600000.0,5715723000000.0,5668614000000.0,2965866000000.0,5363260000000.0,5874221000000.0
2069.0,4682600700000.0,5173060000000.0,5071147000000.0,3476896600000.0,4798318000000.0,5629907300000.0,5568595500000.0,2805965300000.0,5309718000000.0,5841288000000.0
2070.0,4613014600000.0,5105788000000.0,4993108700000.0,3359846700000.0,4714284400000.0,5567781000000.0,5478814000000.0,2680304000000.0,5246247500000.0,5798735400000.0
2071.0,4519164000000.0,5054646500000.0,4926554500000.0,3242528900000.0,4610951500000.0,5503505000000.0,5415443600000.0,2528398500000.0,5175693500000.0,5727575300000.0
2072.0,4431444000000.0,5001325300000.0,4847305000000.0,3113813500000.0,4526336600000.0,5377371000000.0,5362795000000.0,2396294500000.0,5117902000000.0,5687554000000.0
2073.0,4325661200000.0,4955043300000.0,4772837500000.0,2961043000000.0,4457604600000.0,5300490300000.0,5289429400000.0,2293088600000.0,5036496700000.0,5639896000000.0
2074.0,4219731700000.0,4880596000000.0,4697132400000.0,2816057300000.0,4384104000000.0,5148588000000.0,5216491000000.0,2179314500000.0,4962946400000.0,5593059000000.0
2075.0,4111720300000.0,4812370000000.0,4636760600000.0,2690094700000.0,4307515300000.0,5053698500000.0,5129799500000.0,2093062600000.0,4894403000000.0,5550003700000.0
2076.0,4036770400000.0,4748992000000.0,4544873000000.0,2583465000000.0,4225837300000.0,4924566400000.0,5048682000000.0,1986011300000.0,4848267300000.0,5478792300000.0
2077.0,3910485100000.0,4695644400000.0,4473442000000.0,2436656300000.0,4141975600000.0,4831526000000.0,4958095000000.0,1890231300000.0,4779893300000.0,5434845400000.0
2078.0,3805983500000.0,4623265400000.0,4385195000000.0,2286501000000.0,4075838200000.0,4743401300000.0,4869606000000.0,1806534600000.0,4701969000000.0,5374640400000.0
2079.0,3683908600000.0,4566617000000.0,4313219300000.0,2109853300000.0,3988255700000.0,4634219400000.0,4732754000000.0,1737555800000.0,4619529000000.0,5317199000000.0
2080.0,3591491600000.0,4513344000000.0,4218790600000.0,1943356700000.0,3906345400000.0,4530318600000.0,4576422400000.0,1653849800000.0,4570058600000.0,5247511000000.0
2081.0,3521172200000.0,4444384000000.0,4155514600000.0,1778338200000.0,3828149600000.0,4421254000000.0,4457007400000.0,1569575500000.0,4516801400000.0,5191681700000.0
2082.0,3412703000000.0,4390232000000.0,4086937200000.0,1643838000000.0,3729923200000.0,4342310500000.0,4332668800000.0,1491140500000.0,4439395000000.0,5143960000000.0
2083.0,3281489000000.0,4331179900000.0,4033875300000.0,1518968000000.0,3642786000000.0,4243954300000.0,4211862100000.0,1427578800000.0,4367370000000.0,5085161600000.0
2084.0,3152650000000.0,4263725500000.0,3932686000000.0,1406145800000.0,3552488700000.0,4127236600000.0,4107526500000.0,1355121600000.0,4265318500000.0,5034584000000.0
2085.0,3051086200000.0,4194382600000.0,3864335500000.0,1308781700000.0,3468528500000.0,4039094000000.0,4010292500000.0,1261645900000.0,4197280600000.0,4951352300000.0
2086.0,2954800100000.0,4128963300000.0,3780375000000.0,1213503500000.0,3388753000000.0,3917292500000.0,3930448500000.0,1172180200000.0,4133353700000.0,4888564000000.0
2087.0,2851665300000.0,4072111000000.0,3705214300000.0,1113997400000.0,3309850300000.0,3813048800000.0,3783288700000.0,1091694100000.0,4020868000000.0,4837685600000.0
2088.0,2780348500000.0,4017355000000.0,3633329000000.0,1018856300000.0,3229869100000.0,3727434000000.0,3639353800000.0,1042164700000.0,3905812200000.0,4805645300000.0
2089.0,2675267900000.0,3962517600000.0,3550385500000.0,942372750000.0,3148497300000.0,3646061000000.0,3513165500000.0,1003583050000.0,3833404000000.0,4749403400000.0
2090.0,2590618400000.0,3897810700000.0,3468035000000.0,870788400000.0,3056158600000.0,3534329200000.0,3397985000000.0,960337150000.0,3702498000000.0,4697984300000.0
2091.0,2485378000000.0,3846223000000.0,3392259500000.0,807605100000.0,2956484700000.0,3436856200000.0,3284311700000.0,913609900000.0,3538606000000.0,4661437000000.0
2092.0,2378436200000.0,3787325000000.0,3320809800000.0,733970800000.0,2865735000000.0,3304037000000.0,3167081200000.0,859449460000.0,3449798300000.0,4617031000000.0
2093.0,2272844000000.0,3724915000000.0,3251500500000.0,671538500000.0,2780795000000.0,3189403800000.0,3028121300000.0,811598900000.0,3345364000000.0,4573107000000.0
2094.0,2190699400000.0,3661617400000.0,3178534800000.0,621631050000.0,2689383300000.0,3094792600000.0,2917814500000.0,765652600000.0,3266720300000.0,4530059600000.0
2095.0,2095171800000.0,3603205000000.0,3115612400000.0,572948900000.0,2602995000000.0,2995798000000.0,2836784000000.0,716389800000.0,3182057800000.0,4496748000000.0
2096.0,2015746200000.0,3545103000000.0,3040235000000.0,526500760000.0,2518701600000.0,2899117600000.0,2730931000000.0,665622350000.0,3103918000000.0,4454627000000.0
2097.0,1941018600000.0,3494562800000.0,2954324600000.0,472876000000.0,2440816800000.0,2816133000000.0,2621031800000.0,621482340000.0,3008455200000.0,4405359000000.0
2098.0,1860272000000.0,3436897400000.0,2871041500000.0,425097360000.0,2357457600000.0,2740180200000.0,2531988000000.0,580614700000.0,2879704300000.0,4366804000000.0
2099.0,1748762000000.0,3373412000000.0,2799119600000.0,378416300000.0,2275400700000.0,2650694500000.0,2417021400000.0,545874870000.0,2744563300000.0,4322310000000.0
2100.0,1648134600000.0,3320761300000.0,2729008200000.0,340135970000.0,2189217500000.0,2555820400000.0,2308150400000.0,516600430000.0,2641976600000.0,4272734600000.0
