time,NORESM1-M,MPI-ESM-LR,CANESM2,CNRM-CM5,GFDL-CM3,CSIRO-MK3-6-0,CCSM4,IPSL-CM5A-LR,GFDL-ESM2G,GISS-E2-R
2000.0,7550159000000.0,7550159000000.0,7550159000000.0,7550159000000.0,7550159000000.0,7550159000000.0,7550159000000.0,7550159000000.0,7550159000000.0,7550159000000.0
2001.0,7554923000000.0,7554923000000.0,7554923000000.0,7554923000000.0,7554923000000.0,7554923000000.0,7554923000000.0,7554923000000.0,7554923000000.0,7554923000000.0
2002.0,7539403000000.0,7539403000000.0,7539403000000.0,7539403000000.0,7539403000000.0,7539403000000.0,7539403000000.0,7539403000000.0,7539403000000.0,7539403000000.0
2003.0,7512797000000.0,7512797000000.0,7512797000000.0,7512797000000.0,7512797000000.0,7512797000000.0,7512797000000.0,7512797000000.0,7512797000000.0,7512797000000.0
2004.0,7497060000000.0,7497060000000.0,7497060000000.0,7497060000000.0,7497060000000.0,7497060000000.0,7497060000000.0,7497060000000.0,7497060000000.0,7497060000000.0
2005.0,7476065000000.0,7476065000000.0,7476065000000.0,7476065000000.0,7476065000000.0,7476065000000.0,7476065000000.0,7476065000000.0,7476065000000.0,7476065000000.0
2006.0,7452246400000.0,7452246400000.0,7452246400000.0,7452246400000.0,7452246400000.0,7452246400000.0,7452246400000.0,7452246400000.0,7452246400000.0,7452246400000.0
2007.0,7438029300000.0,7438029300000.0,7438029300000.0,7438029300000.0,7438029300000.0,7438029300000.0,7438029300000.0,7438029300000.0,7438029300000.0,7438029300000.0
2008.0,7421123000000.0,7421123000000.0,7421123000000.0,7421123000000.0,7421123000000.0,7421123000000.0,7421123000000.0,7421123000000.0,7421123000000.0,7421123000000.0
2009.0,7418821000000.0,7418821000000.0,7418821000000.0,7418821000000.0,7418821000000.0,7418821000000.0,7418821000000.0,7418821000000.0,7418821000000.0,7418821000000.0
2010.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0,7413424500000.0
2011.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0,7411980600000.0
2012.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0,7399873700000.0
2013.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0,7404313400000.0
2014.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0,7361239400000.0
2015.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0,7354694000000.0
2016.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0,7347848000000.0
2017.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0,7348971000000.0
2018.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0,7338589000000.0
2019.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0,7345075700000.0
2020.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0,7313380000000.0
2021.0,7308301600000.0,7282096600000.0,7302256500000.0,7306570000000.0,7297030400000.0,7296971700000.0,7300667000000.0,7287510000000.0,7300701500000.0,7295028700000.0
2022.0,7291631300000.0,7271799000000.0,7294259000000.0,7292631000000.0,7278821400000.0,7274277000000.0,7277440400000.0,7263972500000.0,7287199500000.0,7274630000000.0
2023.0,7248270600000.0,7255111500000.0,7269572400000.0,7274849400000.0,7259071000000.0,7253088000000.0,7264907000000.0,7226464000000.0,7270159600000.0,7262763000000.0
2024.0,7229430300000.0,7218728000000.0,7255964500000.0,7257099600000.0,7233076000000.0,7233145400000.0,7227279000000.0,7205561600000.0,7246899000000.0,7254852000000.0
2025.0,7231088600000.0,7198805000000.0,7223624000000.0,7231645000000.0,7211957000000.0,7205850000000.0,7197186600000.0,7155743000000.0,7230131000000.0,7248195000000.0
2026.0,7213098700000.0,7151962000000.0,7198230400000.0,7206078500000.0,7190865000000.0,7183998000000.0,7175854400000.0,7129814000000.0,7209642600000.0,7234060300000.0
2027.0,7177906000000.0,7129142400000.0,7186005600000.0,7191785400000.0,7152978600000.0,7176157400000.0,7157359600000.0,7106872700000.0,7169806000000.0,7218320600000.0
2028.0,7155385000000.0,7102659000000.0,7158595300000.0,7163314000000.0,7113942000000.0,7154948400000.0,7146525700000.0,7076339000000.0,7161131300000.0,7194622000000.0
2029.0,7133523000000.0,7076975000000.0,7144151000000.0,7145105000000.0,7081034000000.0,7132816600000.0,7123935700000.0,7044537000000.0,7148979000000.0,7149301000000.0
2030.0,7116948000000.0,7039919600000.0,7141754000000.0,7117656300000.0,7039618000000.0,7101931000000.0,7105342000000.0,7009355000000.0,7105080000000.0,7149497400000.0
2031.0,7102734000000.0,7011612000000.0,7099132000000.0,7089678000000.0,7013668500000.0,7080831000000.0,7084386000000.0,6940551300000.0,7049973300000.0,7133011600000.0
2032.0,7095676600000.0,6998568500000.0,7074347500000.0,7028983500000.0,6989327400000.0,7066659300000.0,7050061400000.0,6881740300000.0,7014967000000.0,7095823400000.0
2033.0,7060080600000.0,6973292500000.0,7042968000000.0,6986145500000.0,6959248400000.0,7053662000000.0,7031748600000.0,6826637000000.0,6995631000000.0,7073607700000.0
2034.0,7009625700000.0,6940489400000.0,6997442300000.0,6948458000000.0,6922437700000.0,7032365600000.0,7013639000000.0,6773422400000.0,6973206600000.0,7061786600000.0
2035.0,6971701000000.0,6900296000000.0,6969042000000.0,6873020400000.0,6880085700000.0,7024257000000.0,6990276300000.0,6718996000000.0,6930338000000.0,7043692400000.0
2036.0,6911536000000.0,6880494600000.0,6939105000000.0,6811543000000.0,6857960000000.0,6991825000000.0,6949710600000.0,6656060000000.0,6875926000000.0,7019089000000.0
2037.0,6847577000000.0,6849451500000.0,6888649000000.0,6753490000000.0,6812205000000.0,6962605500000.0,6932100000000.0,6595416000000.0,6843269000000.0,6991728600000.0
