time,IPSL-CM6A-LR,MRI-ESM2-0,ACCESS-ESM1-5,CESM2-WACCM,ACCESS-CM2,CANESM5
2034.0,11619172000.0,11334195000.0,11418712000.0,11554599000.0,11503990000.0,11659318000.0
2035.0,11410751000.0,11108731000.0,11236276000.0,11376253000.0,11224814000.0,11586315000.0
2036.0,11113737000.0,10859138000.0,11070894000.0,11158836000.0,11083709000.0,11201209000.0
2037.0,10893199000.0,10583284000.0,10861988000.0,11055857000.0,11047499000.0,11566594000.0
2038.0,10676830000.0,10335074000.0,10663017000.0,10842921000.0,10770317000.0,10983979000.0
2039.0,10462094000.0,10101910000.0,10506335000.0,10624551000.0,10562559000.0,10644601000.0
2040.0,10293982000.0,9779269000.0,10307164000.0,10413910000.0,10364498000.0,10369998000.0
2041.0,10013032000.0,9514087000.0,10053964000.0,10214002000.0,10156887000.0,10111312000.0
2042.0,9856231000.0,9225635000.0,9879768000.0,10144735000.0,10046855000.0,9863985000.0
2043.0,9599286000.0,9238698000.0,9622373000.0,9830003000.0,9786715000.0,9584479000.0
2044.0,9574055000.0,8957087000.0,9430917000.0,9640385000.0,9543752000.0,9364678000.0
2045.0,9316424000.0,8706734000.0,9217280000.0,9444021000.0,9364639000.0,9293700000.0
2046.0,9097584000.0,8532945000.0,9056794000.0,9211588000.0,9166114000.0,8983255000.0
2047.0,9232732000.0,8323243000.0,8870951000.0,8970775000.0,8957659000.0,8888033000.0
2048.0,8913140000.0,8118638000.0,8678306000.0,8785162000.0,8800148000.0,8578794500.0
2049.0,8838202000.0,8019298000.0,8492590600.0,8620199000.0,8556391000.0,8651918000.0
2050.0,8648652000.0,7818296000.0,8362740000.0,8455654000.0,8321899000.0,8750157000.0
2051.0,8429434400.0,7685845500.0,8185991000.0,8327716400.0,8157853000.0,8352810000.0
2052.0,8268683300.0,7596557300.0,7988917000.0,8157259300.0,7949314000.0,8421716500.0
2053.0,8235462000.0,7385521000.0,7812651000.0,7960450600.0,7726528000.0,8422763000.0
2054.0,8054340600.0,7275807000.0,7674997000.0,7817208300.0,7540329000.0,8065351000.0
2055.0,8037189600.0,7173706000.0,7507747300.0,7669933600.0,7365940000.0,7989667300.0
2056.0,8095004700.0,7084154000.0,7432832500.0,7595723300.0,7437827000.0,7747931600.0
2057.0,7902723600.0,7020038700.0,7317655600.0,7379047000.0,7212804000.0,7790571000.0
2058.0,7835837400.0,6861791000.0,7189009000.0,7250345500.0,6956293000.0,7917288000.0
2059.0,7748546000.0,6872206300.0,7092186600.0,7078800000.0,6785142000.0,7500523000.0
2060.0,7547246600.0,6723080000.0,6993319400.0,6982652400.0,6626513400.0,7581153000.0
2061.0,7422520300.0,6647927000.0,6867323400.0,6860566000.0,6449833500.0,7305718300.0
2062.0,7413314600.0,6777452500.0,6806229000.0,6787337000.0,6270543000.0,7154759000.0
2063.0,7422709000.0,6576952000.0,6720834000.0,6674597400.0,6164821500.0,7106490000.0
2064.0,7224142000.0,6450679000.0,6594760700.0,6612977000.0,6026757600.0,6975253000.0
2065.0,7264986600.0,6421738500.0,6495615000.0,6536660500.0,5888427000.0,6843363300.0
2066.0,7084483600.0,6467340000.0,6454203400.0,6418626000.0,5772748000.0,7035335700.0
2067.0,7049944000.0,6257808400.0,6401837000.0,6322129000.0,5634769400.0,6705999000.0
2068.0,7034418000.0,6176516600.0,6312424400.0,6256176000.0,5594777600.0,6541524000.0
2069.0,7389024000.0,6499810000.0,6251799000.0,6170069000.0,5605119000.0,6401468000.0
2070.0,7235582000.0,6098562000.0,6184038000.0,6100251000.0,5412229000.0,6358681600.0
2071.0,6950844400.0,6051844600.0,6102059000.0,6009637400.0,5479170600.0,6451249000.0
2072.0,6942155300.0,6052464600.0,6040713000.0,5951995400.0,5284147000.0,6106379000.0
2073.0,6820688400.0,5940128300.0,5994765000.0,5929331700.0,5175382500.0,6017064400.0
2074.0,6816708600.0,5964430000.0,5936985600.0,5836279000.0,5104248300.0,6076427000.0
2075.0,6712550400.0,5879371000.0,5870128000.0,5805352000.0,5257284600.0,5899395600.0
2076.0,6689127000.0,5820379000.0,5807478000.0,5738952700.0,4995930600.0,5690791000.0
2077.0,6794653000.0,5798000600.0,5726984000.0,5765221400.0,4922520600.0,5684267500.0
2078.0,6596582000.0,5732983000.0,5679946000.0,5672305000.0,4921485300.0,5570284500.0
2079.0,6545359400.0,5920744000.0,5698690000.0,5666492000.0,4974781000.0,5505721300.0
2080.0,6504608300.0,5729411600.0,5575541000.0,5614838300.0,4829761000.0,5464230000.0
2081.0,6584367600.0,5670360600.0,5534976500.0,5677925000.0,4767606300.0,5363468300.0
2082.0,6401955000.0,5881124400.0,5489751000.0,5533525000.0,4710931000.0,5827551700.0
2083.0,6350454300.0,5675165000.0,5475896300.0,5447722500.0,4683233000.0,5382842000.0
2084.0,6296167000.0,5688932000.0,5405372400.0,5409820000.0,4655292400.0,5455345000.0
2085.0,6250385000.0,5729726500.0,5365848000.0,5522671000.0,4600400000.0,5521727500.0
2086.0,6230252000.0,5703118300.0,5329977300.0,5455874600.0,4563935000.0,5576646700.0
2087.0,6237961000.0,5634836500.0,5320325000.0,5363003000.0,4653239000.0,5922961000.0
2088.0,6109058600.0,5866885600.0,5256077300.0,5319687000.0,4509516000.0,5610931000.0
2089.0,6055000000.0,5874238500.0,5195691000.0,5261960000.0,4501032400.0,5905293300.0
2090.0,6022662000.0,5759751700.0,5168955400.0,5276279000.0,4695048000.0,5667708000.0
2091.0,6053266000.0,5712657400.0,5132725000.0,5196579300.0,4496929000.0,5557022700.0
2092.0,6476510000.0,5724118500.0,5094394000.0,5214904000.0,4468430300.0,5552582700.0
2093.0,5981465600.0,5655791600.0,5041405400.0,5177356300.0,4463145500.0,5693737500.0
2094.0,5994346500.0,5695276000.0,5000308700.0,5127784000.0,4509262300.0,6121414700.0
2095.0,6018864000.0,5631301000.0,4961259000.0,5701028400.0,4415631400.0,5845190700.0
2096.0,6147357700.0,5636615700.0,4992439300.0,5165746700.0,4369647600.0,5683711500.0
2097.0,6182682600.0,5967922000.0,4920722400.0,5204902000.0,4395824000.0,5730710500.0
2098.0,6196537300.0,5648898600.0,4885319700.0,5407857000.0,5680014300.0,5615495700.0
2099.0,6228443000.0,5600127000.0,4847511600.0,5065320400.0,4970091500.0,5757902300.0
2100.0,6205335000.0,6277063700.0,4832707000.0,5130189300.0,4514910700.0,5852788700.0
2101.0,6021664000.0,5820934000.0,4803775000.0,5142925300.0,4496272000.0,5645776000.0
2102.0,6049708500.0,5696496000.0,4797656000.0,4999646700.0,4461663000.0,5641044500.0
2103.0,6802476000.0,5656444000.0,4792427500.0,5195881000.0,4518442500.0,5587422700.0
2104.0,7261018000.0,5918807000.0,4776222700.0,5041409500.0,4441776600.0,5693080600.0
2105.0,6532411000.0,5800536600.0,4770917000.0,4946781000.0,4388181500.0,5635107000.0
2106.0,6314374000.0,5736363500.0,4754314000.0,4920431600.0,4364896000.0,5848391700.0
2107.0,6651160600.0,5661672000.0,4731891700.0,4892435500.0,4368697300.0,5745955300.0
2108.0,6379650600.0,5617540000.0,4716013600.0,4907902500.0,4396727000.0,5960759300.0
2109.0,6377168400.0,5637417000.0,4692826000.0,4841279000.0,4360082000.0,5987731000.0
2110.0,6738187000.0,5675958300.0,4684760000.0,4852133400.0,4427615700.0,5725133300.0
2111.0,7302190600.0,5820201500.0,4822872600.0,4801078000.0,4701569000.0,5948469000.0
2112.0,6806838300.0,5856850400.0,4694295600.0,4785883600.0,4667538000.0,5709609500.0
2113.0,6556406000.0,5787432000.0,4662435300.0,4831887400.0,4379544600.0,6172535300.0
2114.0,6401645000.0,5861239300.0,4659632600.0,4797871000.0,4345841700.0,5771252000.0
2115.0,6320525000.0,5747858400.0,4650738000.0,4696473600.0,4319571500.0,6595593000.0
2116.0,6311247000.0,6062340000.0,4622832000.0,4869538000.0,4295988000.0,6196863500.0
2117.0,6362576400.0,5731120000.0,4593535500.0,4668805000.0,4405641000.0,6127478000.0
2118.0,6326556700.0,5767228400.0,4701683000.0,4641884000.0,4300192000.0,6322133500.0
2119.0,6560780000.0,5897535000.0,4596642000.0,4668116000.0,4268650800.0,6119923700.0
2120.0,6544579600.0,5807247000.0,4782754300.0,4788868600.0,4268610000.0,6054106600.0
2121.0,6658731000.0,5969583600.0,4698543000.0,5262901000.0,4225537800.0,5918853600.0
2122.0,6422791000.0,6069117000.0,4705182000.0,4766132000.0,4217293800.0,5995836400.0
2123.0,6748022000.0,6142710000.0,4704857600.0,4644409300.0,4470272500.0,6357365000.0
2124.0,6596255000.0,6067263000.0,4718048000.0,4593820000.0,4447371300.0,6890213000.0
2125.0,6444395500.0,6085300700.0,4721808000.0,4601453000.0,4188621300.0,6389071000.0
2126.0,6397171700.0,5963301400.0,4711734300.0,4864050000.0,4208478700.0,6768290300.0
2127.0,6358108700.0,6385128400.0,4708988400.0,4723321300.0,4961124400.0,6434206000.0
2128.0,6439893500.0,6283414000.0,4809055700.0,4661912000.0,4297776600.0,6326028300.0
2129.0,6570158000.0,6124907000.0,4695438300.0,4694988300.0,4184812800.0,6331737000.0
2130.0,6864240000.0,6368581000.0,4724597000.0,4864921000.0,4156021000.0,6646018000.0
2131.0,6581637600.0,7129956000.0,4778681000.0,4684625000.0,4144748000.0,6403209000.0
2132.0,6656019000.0,6647224000.0,4691662000.0,4813249000.0,4133248800.0,7127401500.0
2133.0,6578324000.0,6449186300.0,4691642000.0,5129445400.0,4142043100.0,7554029600.0
2134.0,6584236500.0,6293388000.0,4784343000.0,4768794000.0,4143512800.0,6704487400.0
2135.0,6879467000.0,6379013000.0,4741034500.0,4892959000.0,4298265600.0,6565089000.0
2136.0,6880442400.0,6355287000.0,4768081400.0,5250507000.0,4186558700.0,6601144000.0
2137.0,6763099600.0,6589674500.0,4865679400.0,5011597000.0,4088886500.0,6752257500.0
2138.0,6623192600.0,6341705000.0,4840515600.0,4912124000.0,4080896800.0,6594437600.0
2139.0,6570057000.0,6671331300.0,4834261000.0,4979187700.0,4093463600.0,6726606000.0
2140.0,6575954400.0,6370601500.0,4837230600.0,5931711000.0,4185889800.0,6709441000.0
2141.0,6529343500.0,6426259000.0,4859853300.0,5134338600.0,4034831400.0,6540141600.0
2142.0,6712751600.0,6521763300.0,4896512500.0,5291913000.0,4001538800.0,6523170000.0
2143.0,6509732000.0,6429829000.0,4869219000.0,5179709400.0,4065140500.0,6391213000.0
2144.0,6652383700.0,6546788000.0,4857060000.0,5071185400.0,4027972000.0,6336226000.0
2145.0,6643595000.0,6480715000.0,4830155000.0,5151365600.0,3966059800.0,6309489700.0
2146.0,6610851300.0,6489996000.0,4860842000.0,5023326700.0,3942923300.0,7052852000.0
2147.0,6729601500.0,6399997000.0,4838643000.0,5168205000.0,3950801000.0,6527563300.0
2148.0,7680063500.0,6711181000.0,4820599300.0,5355629600.0,3919725000.0,6355834400.0
2149.0,6826948600.0,7012844500.0,4902740500.0,5217542000.0,3988292400.0,6443152000.0
2150.0,6638674400.0,6619393000.0,4892631000.0,5046300000.0,3949910000.0,6408015400.0
2151.0,6742637600.0,6594445000.0,4867756500.0,5233360000.0,3995465500.0,6316127000.0
2152.0,6812810000.0,6983104500.0,4876199000.0,5225715000.0,3921841400.0,6407287000.0
2153.0,6755283500.0,6895769000.0,4850310700.0,5795895300.0,3908428800.0,7070809000.0
2154.0,6982443000.0,6842839000.0,4847997000.0,5291454000.0,3873072400.0,6491443700.0
2155.0,6753505000.0,6940028000.0,4900328400.0,5124953000.0,3902371000.0,7355237000.0
2156.0,6928437000.0,7115487700.0,4883382300.0,5095718400.0,3848419600.0,7528328000.0
2157.0,7133491000.0,6850572300.0,5000151000.0,5258572000.0,3872029700.0,6965141000.0
2158.0,7044734500.0,6863730700.0,5026371000.0,5093969000.0,3887901400.0,7590306300.0
2159.0,6818564000.0,6823730000.0,5000761000.0,5123758600.0,3795330000.0,7025185000.0
2160.0,6792668000.0,7226605000.0,5030847500.0,5145449000.0,3803724500.0,6784936400.0
2161.0,6757130000.0,6853836000.0,4999660500.0,5213047300.0,4144209000.0,6744659000.0
2162.0,6743502000.0,7012026000.0,5003230700.0,5092362000.0,3812700700.0,7102762500.0
2163.0,6822960000.0,6843491300.0,5151017000.0,5732308000.0,3875075600.0,8651856000.0
2164.0,6695028700.0,7050091000.0,5031373000.0,5390678000.0,3969361200.0,7824594400.0
2165.0,6673605600.0,6852882400.0,5018204000.0,5161545700.0,4030594300.0,7327133000.0
2166.0,6723298300.0,7188681700.0,5086906400.0,5130418000.0,4017209000.0,7355140600.0
2167.0,6679530000.0,7138172000.0,5133357600.0,5208095000.0,3989664000.0,7087341000.0
2168.0,6733240300.0,7640894000.0,5088770000.0,5115448000.0,4003568000.0,7139992600.0
2169.0,6737561000.0,7368875000.0,5846316500.0,5142837000.0,4001187300.0,7333707300.0
2170.0,6864341500.0,7764739000.0,5374586400.0,5089036000.0,4344219000.0,7081154600.0
2171.0,7285569000.0,7694184000.0,5238665700.0,5199154700.0,4185057000.0,6988550700.0
2172.0,7076934700.0,7314133000.0,5244560400.0,5078236700.0,4161254700.0,7041192400.0
2173.0,7219403300.0,7463565000.0,5184560000.0,5052519400.0,4070960400.0,7016571400.0
2174.0,7156766700.0,7307650600.0,5189553700.0,5042599400.0,4208580900.0,7837559300.0
2175.0,7519229400.0,7254859000.0,5284697000.0,5296232000.0,4095571200.0,7835725000.0
2176.0,7034587000.0,7328530000.0,5226900000.0,5156496400.0,4114797300.0,7271683000.0
2177.0,6943722500.0,7824709000.0,5166246000.0,5083138000.0,4243294200.0,7327555000.0
2178.0,7020326000.0,7411523000.0,5196220000.0,5576042500.0,4337057000.0,7302417400.0
2179.0,7049468000.0,7426148000.0,5139690500.0,5189111300.0,4340857000.0,7130312700.0
2180.0,7582939600.0,7305112600.0,5174057000.0,5152880000.0,4199484400.0,7378089000.0
2181.0,7234612000.0,7351678500.0,5133929500.0,5081874400.0,4123319000.0,7161057300.0
2182.0,6950415400.0,7623051300.0,5158207000.0,5259226600.0,4146540500.0,7138693000.0
2183.0,6958048000.0,7817157600.0,5174432300.0,5075485000.0,4130640000.0,7183387000.0
2184.0,6904725500.0,7452891000.0,5129390000.0,5173146600.0,4089680400.0,7285995000.0
2185.0,6889603000.0,7893369300.0,5181404000.0,5455883000.0,4191915300.0,7536597000.0
2186.0,6916020000.0,8120818000.0,5169227000.0,5227419600.0,5204067300.0,7554833400.0
2187.0,6878287400.0,7758185000.0,5136863000.0,5205657000.0,5194802000.0,7830175000.0
2188.0,6797111000.0,7955960300.0,5182055000.0,5595646000.0,4639140400.0,7460165600.0
2189.0,6849163300.0,8150005000.0,5103419000.0,5372189700.0,4539450400.0,7895085000.0
2190.0,6942120000.0,7832795000.0,5114463700.0,7130018300.0,4526049000.0,7614088700.0
2191.0,6734349000.0,8105271300.0,5218375000.0,5742526000.0,4577888000.0,8551525000.0
2192.0,7252395000.0,8552118300.0,5178232300.0,5575237600.0,4398809000.0,7759442400.0
2193.0,6832428500.0,7817240000.0,5176519700.0,5426010000.0,4412584400.0,7614474000.0
2194.0,6793702400.0,9149649000.0,5186968600.0,5352651000.0,4355600000.0,8039628000.0
2195.0,6760644600.0,8177023500.0,5194258000.0,6308997000.0,4452495400.0,8336056000.0
2196.0,6859308500.0,8678925000.0,5135063600.0,5496021500.0,4435898000.0,7816465400.0
2197.0,6856300500.0,8540162600.0,5106553000.0,5413507600.0,4508327000.0,7572599300.0
2198.0,7374275600.0,8666534000.0,5137618000.0,5462419000.0,4366686700.0,7938327000.0
2199.0,7066123000.0,8250382000.0,5189058600.0,5541941000.0,4694684700.0,7774687000.0
2200.0,7155260400.0,8090370600.0,5113016000.0,5595438600.0,4424488400.0,7579351600.0
2201.0,7092999000.0,8619246000.0,5084575000.0,6115545600.0,4511098000.0,7631749600.0
2202.0,6891634700.0,8584599000.0,5104388600.0,5572834300.0,4403095600.0,7805561000.0
2203.0,6793943000.0,8216219000.0,5074249000.0,5427007000.0,4448045600.0,7775382500.0
2204.0,7183062000.0,8121310700.0,5684913000.0,5799472000.0,4819578000.0,7632972000.0
2205.0,6870609000.0,8415175700.0,5368700400.0,5639335400.0,4456934400.0,7693415000.0
2206.0,7155713000.0,8295711000.0,5221931500.0,5682913300.0,4534899000.0,7418260500.0
2207.0,7310003000.0,8817738000.0,5249558500.0,5681578000.0,4645886000.0,7348282400.0
2208.0,7299272700.0,8492202500.0,5172711400.0,5508065000.0,4585044500.0,7396007000.0
2209.0,7036199400.0,8264457000.0,5152655400.0,5463702000.0,4457520600.0,8255638000.0
2210.0,7032903700.0,8170652000.0,5233256400.0,5415040000.0,4484709400.0,7825077000.0
2211.0,7257396000.0,8187340300.0,5188595000.0,5392855000.0,4440366000.0,7652496400.0
2212.0,7021839400.0,8278997500.0,5254352400.0,5490054000.0,4530500000.0,7335938000.0
2213.0,7071081500.0,8525183500.0,5624583700.0,5365368300.0,4854212000.0,8831878000.0
2214.0,7566371300.0,8192273400.0,5221055500.0,5374949000.0,4555881500.0,7735317000.0
2215.0,7326458400.0,8984209000.0,5194837000.0,5546728000.0,4537912300.0,8369966600.0
2216.0,7470342700.0,8316135400.0,5383685600.0,5380543000.0,4440310300.0,7678551000.0
2217.0,7602825700.0,8695628000.0,5204996600.0,5323668500.0,4406928000.0,7488382500.0
2218.0,7126925300.0,8497409500.0,5189161000.0,5399229000.0,4406110000.0,7788388400.0
2219.0,7067141000.0,8350642000.0,5227148000.0,5778278000.0,4392988700.0,7576366600.0
2220.0,7303557000.0,8563034600.0,5203307500.0,5492816400.0,4404495000.0,8435363000.0
2221.0,7052431000.0,8344679400.0,5173551600.0,5341743000.0,4359373000.0,8146196000.0
2222.0,7007769600.0,8453697500.0,5158255600.0,5289685000.0,4371859500.0,8003052000.0
2223.0,7015902000.0,8309110300.0,5151912400.0,5275061000.0,4343818000.0,7704588000.0
2224.0,7244872000.0,8654970000.0,5357779500.0,5261827600.0,4369089000.0,7737947000.0
2225.0,7199321000.0,8732653000.0,5175600000.0,5283549000.0,4527648000.0,7809610000.0
2226.0,7055617500.0,8342981600.0,5154041300.0,5456148000.0,4399041500.0,7665459700.0
2227.0,7007722500.0,8284103700.0,5147163600.0,5236815400.0,4382758000.0,7851787300.0
2228.0,7052757500.0,8373396500.0,5154282500.0,5213726700.0,4701486000.0,7885388000.0
2229.0,7055947000.0,8268721700.0,5129527300.0,5292237000.0,5232261000.0,8743094000.0
2230.0,6937342500.0,8441986000.0,5130864000.0,5227368000.0,4627702000.0,8583048700.0
2231.0,6954953700.0,8385930000.0,5181417000.0,6041414000.0,4656634000.0,8491031000.0
2232.0,7041896400.0,8241943600.0,5127434000.0,5420267000.0,5267958300.0,8975591000.0
2233.0,7443335000.0,8250612700.0,5151456000.0,5339386400.0,4880186400.0,8766149000.0
2234.0,7581657600.0,8860237000.0,5272598000.0,5280785400.0,4716976600.0,8671340000.0
2235.0,7206244000.0,8332326000.0,5287030300.0,5194679000.0,4562028500.0,8560224000.0
2236.0,7271582000.0,8201446400.0,5553493500.0,5387796500.0,5605504000.0,8662958000.0
2237.0,7173007000.0,8270241300.0,5283942000.0,5308498400.0,5180285000.0,8746132000.0
2238.0,7072055000.0,8187828000.0,5371058000.0,5449354000.0,5048924700.0,8674638000.0
2239.0,7145442000.0,8324150300.0,5360151000.0,5533937000.0,4723160600.0,8508293600.0
2240.0,7316451000.0,8349502000.0,5504314400.0,5372015600.0,4708964000.0,8403579000.0
2241.0,7278732000.0,8447995000.0,5360157000.0,6070446600.0,4646646300.0,8526993400.0
2242.0,7261165600.0,8550859300.0,5334312000.0,5440127500.0,5062823400.0,8811094000.0
2243.0,7747524600.0,8863106000.0,5295327000.0,5485670400.0,4652860000.0,8549616000.0
2244.0,7163324000.0,8460806000.0,5421009000.0,5826608600.0,4619726000.0,8455133000.0
2245.0,8660261000.0,8369556000.0,5516266000.0,5548373000.0,4706889700.0,8291243000.0
2246.0,8037667000.0,8513662500.0,5363323400.0,5377342500.0,4619523600.0,8186003000.0
2247.0,8291610000.0,8665996000.0,5310612500.0,5381661700.0,4570260000.0,8300378000.0
2248.0,7664230000.0,8314173000.0,5295251000.0,5381793000.0,4543547000.0,8246665700.0
2249.0,7468370000.0,8261387300.0,5366828000.0,5814683600.0,5313502000.0,8244683300.0
2250.0,8125378600.0,8272603600.0,5714639400.0,5371531000.0,4612637000.0,8081764000.0
2251.0,7788890000.0,8248204000.0,5580917000.0,5349238300.0,5301039000.0,8078213600.0
2252.0,8339911700.0,8498042400.0,5522960000.0,5436295700.0,4750553000.0,8027964000.0
2253.0,8035393500.0,8263468500.0,5444920300.0,5461479400.0,4628235000.0,8047746000.0
2254.0,7850794000.0,8190331400.0,5450576000.0,5491819000.0,4713473500.0,8292762600.0
2255.0,8235919000.0,8154876000.0,5461931000.0,5561274400.0,4815629300.0,7994152400.0
2256.0,8200025000.0,8153466400.0,5445813000.0,5348055000.0,4588554000.0,7951827000.0
2257.0,7803065300.0,8530440700.0,5430451000.0,5315235000.0,4577228300.0,8038001700.0
2258.0,7953621000.0,8159911400.0,5417802000.0,5461408300.0,4553765000.0,9223793000.0
2259.0,8311710700.0,8273256400.0,5456466000.0,6090050000.0,4537126400.0,8840907000.0
2260.0,8225915000.0,8466868000.0,5493547000.0,5408251400.0,4540194300.0,9496712000.0
2261.0,8137718300.0,8170488000.0,5472566300.0,5814167600.0,4920465000.0,8645325000.0
2262.0,8034600000.0,8078956500.0,5444859400.0,5545767400.0,4587078700.0,8802489000.0
2263.0,7984793600.0,8126996000.0,5440901600.0,5392954000.0,4452646400.0,8663401000.0
2264.0,8185716000.0,8111324700.0,5462066000.0,5744211000.0,4414049300.0,8803961000.0
2265.0,7866211000.0,8042230000.0,5444844500.0,5370377700.0,4466864000.0,8549415400.0
2266.0,7836699600.0,8052274000.0,5421961700.0,5519152600.0,4652859000.0,8680225000.0
2267.0,7895364600.0,8218100700.0,5663504000.0,5354470000.0,4376503000.0,8605810000.0
2268.0,8400440300.0,8035445000.0,5450607600.0,5335371000.0,4381077000.0,8452702000.0
2269.0,8654168000.0,8039045000.0,5438862000.0,5333348400.0,4327689700.0,8493924400.0
2270.0,8190518000.0,8139255000.0,5445591000.0,5427489300.0,4448841700.0,8779558000.0
2271.0,8161731600.0,7970376700.0,5653124000.0,5343194000.0,4403430000.0,9407141000.0
2272.0,7977341000.0,7999638500.0,5641083000.0,5382917000.0,4433618400.0,8973289000.0
2273.0,8241319000.0,7959602700.0,5485537000.0,5393517600.0,4432761000.0,8893272000.0
2274.0,8122904000.0,7896213500.0,5524822500.0,5357411300.0,4354371000.0,8622813000.0
2275.0,8013950000.0,7934934000.0,5502510600.0,5312869000.0,4271814000.0,9235285000.0
2276.0,7957950000.0,7946859000.0,5592429600.0,5256596500.0,4249463000.0,8778701000.0
2277.0,8177042400.0,8103272400.0,5527467500.0,5279187000.0,4810758000.0,8622841000.0
2278.0,8287698000.0,7893661700.0,5535834600.0,5397926000.0,4328245000.0,8633468000.0
2279.0,8194973700.0,7979959000.0,5503117300.0,5269524500.0,4248495400.0,8586167000.0
2280.0,8066098000.0,8075411500.0,5531167000.0,5610523000.0,4463361000.0,8650960000.0
2281.0,7976771600.0,8189709000.0,5546275300.0,5340440000.0,4255525000.0,8601863000.0
2282.0,7939436000.0,8074611000.0,5495027700.0,5219495400.0,4235731200.0,8995356000.0
2283.0,8215691300.0,7944786000.0,5473396000.0,5230486500.0,4250451000.0,8564590000.0
2284.0,8071488500.0,7990731300.0,5493999600.0,6503666000.0,4415755000.0,8486638600.0
2285.0,8411519500.0,8002446300.0,5510205000.0,6169684000.0,4257941800.0,8552111000.0
2286.0,8031902000.0,7918149600.0,5450541000.0,5562305500.0,4280044500.0,8382423000.0
2287.0,8049625000.0,8519603000.0,5654800000.0,5287683600.0,5001672700.0,8283198000.0
2288.0,7971229700.0,8049583000.0,5810588000.0,5266809000.0,4400439000.0,8255645700.0
2289.0,8147053600.0,8182536000.0,5593794000.0,5195020300.0,4383265300.0,9419656000.0
2290.0,8127121400.0,8049062400.0,5520899600.0,5668368000.0,4285630200.0,8483029500.0
2291.0,8121556000.0,8015792000.0,5608087000.0,5340397600.0,4305289700.0,8222374000.0
2292.0,8376811000.0,7967132700.0,5544143400.0,5171474000.0,4306593000.0,8187937300.0
2293.0,8451750000.0,7953017300.0,5537278000.0,5164947500.0,4295104000.0,8232188400.0
2294.0,9037842000.0,8545066500.0,6322906600.0,5249217000.0,4452470300.0,8188803000.0
