time,IPSL-CM6A-LR,MRI-ESM2-0
2000.0,27424945000000.0,27424945000000.0
2001.0,27413078000000.0,27413078000000.0
2002.0,27395938000000.0,27395938000000.0
2003.0,27383954000000.0,27383954000000.0
2004.0,27336947000000.0,27336947000000.0
2005.0,27371416000000.0,27371416000000.0
2006.0,27337857000000.0,27337857000000.0
2007.0,27347927000000.0,27347927000000.0
2008.0,27260654000000.0,27260654000000.0
2009.0,27193476000000.0,27193476000000.0
2010.0,27085737000000.0,27085737000000.0
2011.0,27018356000000.0,27018356000000.0
2012.0,26937538000000.0,26937538000000.0
2013.0,26812890000000.0,26812890000000.0
2014.0,26872640000000.0,26872640000000.0
2015.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0
2021.0,26697953000000.0,26708053000000.0
2022.0,26631974000000.0,26771820000000.0
2023.0,26605865000000.0,26756099000000.0
2024.0,26593985000000.0,26734047000000.0
2025.0,26598290000000.0,26663897000000.0
2026.0,26522470000000.0,26627528000000.0
2027.0,26503358000000.0,26552335000000.0
2028.0,26432894000000.0,26509975000000.0
2029.0,26407766000000.0,26477662000000.0
2030.0,26355293000000.0,26430150000000.0
2031.0,26313367000000.0,26396760000000.0
2032.0,26343155000000.0,26331200000000.0
2033.0,26305976000000.0,26224636000000.0
2034.0,26224963000000.0,26102196000000.0
2035.0,26180740000000.0,26025556000000.0
2036.0,26140144000000.0,25931794000000.0
2037.0,26104090000000.0,25777156000000.0
2038.0,26058192000000.0,25691593000000.0
2039.0,26031694000000.0,25727410000000.0
2040.0,25918387000000.0,25742197000000.0
2041.0,25937788000000.0,25637710000000.0
2042.0,25872384000000.0,25544637000000.0
2043.0,25840264000000.0,25463095000000.0
2044.0,25794940000000.0,25475989000000.0
2045.0,25774814000000.0,25461906000000.0
2046.0,25709225000000.0,25362099000000.0
2047.0,25616007000000.0,25280029000000.0
2048.0,25566877000000.0,25110174000000.0
2049.0,25479797000000.0,25128295000000.0
2050.0,25432525000000.0,25041163000000.0
2051.0,25341850000000.0,25023985000000.0
2052.0,25247580000000.0,24941884000000.0
2053.0,25163553000000.0,24934700000000.0
2054.0,25081196000000.0,24864670000000.0
2055.0,25005593000000.0,24843899000000.0
2056.0,24899001000000.0,24820050000000.0
2057.0,24832748000000.0,24814432000000.0
2058.0,24707756000000.0,24731674000000.0
2059.0,24594566000000.0,24634701000000.0
2060.0,24548758000000.0,24614512000000.0
2061.0,24426786000000.0,24565592000000.0
2062.0,24338360000000.0,24365788000000.0
2063.0,24290590000000.0,24343256000000.0
2064.0,24144210000000.0,24283537000000.0
2065.0,24028327000000.0,24212232000000.0
2066.0,23982640000000.0,24191355000000.0
2067.0,23898150000000.0,24134248000000.0
2068.0,23728553000000.0,24082838000000.0
2069.0,23633290000000.0,24120312000000.0
2070.0,23585120000000.0,24021029000000.0
2071.0,23534450000000.0,23965297000000.0
2072.0,23433168000000.0,23872517000000.0
2073.0,23369792000000.0,23751790000000.0
2074.0,23280740000000.0,23651768000000.0
2075.0,23195256000000.0,23599027000000.0
2076.0,23072365000000.0,23483178000000.0
2077.0,22911037000000.0,23470692000000.0
2078.0,22779932000000.0,23409304000000.0
2079.0,22634293000000.0,23307909000000.0
2080.0,22446728000000.0,23279666000000.0
2081.0,22286938000000.0,23256552000000.0
2082.0,22231715000000.0,23207457000000.0
2083.0,22006571000000.0,23169893000000.0
2084.0,21791819000000.0,23135984000000.0
2085.0,21625202000000.0,23075077000000.0
2086.0,21412220000000.0,23032022000000.0
2087.0,21224810000000.0,22849030000000.0
2088.0,21011355000000.0,22730586000000.0
2089.0,20864196000000.0,22513550000000.0
2090.0,20626090000000.0,22442945000000.0
2091.0,20433772000000.0,22324686000000.0
2092.0,20246660000000.0,22274489000000.0
2093.0,20128247000000.0,22235622000000.0
2094.0,19986410000000.0,22270169000000.0
2095.0,19847161000000.0,22193540000000.0
2096.0,19666968000000.0,22144155000000.0
2097.0,19467190000000.0,22025672000000.0
2098.0,19291368000000.0,21986204000000.0
2099.0,19062394000000.0,21905590000000.0
2100.0,18805607000000.0,21915280000000.0
