time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,CNRM-ESM2-1,CANESM5
2000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0
2001.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0
2002.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0
2003.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0
2004.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0
2005.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0
2006.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0
2007.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0
2008.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0
2009.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0
2010.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0
2011.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0
2012.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0
2013.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0
2014.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0
2015.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0
2021.0,26742167000000.0,26734332000000.0,26789670000000.0,26802148000000.0,26712130000000.0
2022.0,26654430000000.0,26680878000000.0,26805166000000.0,26700641000000.0,26665403000000.0
2023.0,26588112000000.0,26646927000000.0,26762682000000.0,26663052000000.0,26611752000000.0
2024.0,26594565000000.0,26602914000000.0,26755230000000.0,26616363000000.0,26589016000000.0
2025.0,26523715000000.0,26522954000000.0,26814825000000.0,26603302000000.0,26465890000000.0
2026.0,26459526000000.0,26496305000000.0,26849124000000.0,26651320000000.0,26456137000000.0
2027.0,26434888000000.0,26441117000000.0,26830008000000.0,26558016000000.0,26453882000000.0
2028.0,26398236000000.0,26376415000000.0,26771181000000.0,26587972000000.0,26343928000000.0
2029.0,26377753000000.0,26322577000000.0,26772639000000.0,26495110000000.0,26244431000000.0
2030.0,26376076000000.0,26251023000000.0,26697607000000.0,26436369000000.0,26251652000000.0
2031.0,26327577000000.0,26142963000000.0,26719713000000.0,26318048000000.0,26194997000000.0
2032.0,26282820000000.0,26104463000000.0,26691339000000.0,26176087000000.0,26131710000000.0
2033.0,26270763000000.0,25972926000000.0,26749524000000.0,26085687000000.0,26073673000000.0
2034.0,26203954000000.0,25882182000000.0,26704217000000.0,25971439000000.0,25978238000000.0
2035.0,26192533000000.0,25775095000000.0,26683292000000.0,25845380000000.0,25879596000000.0
2036.0,26163800000000.0,25634837000000.0,26700222000000.0,25702366000000.0,25786250000000.0
2037.0,26126815000000.0,25525420000000.0,26632838000000.0,25591554000000.0,25758846000000.0
2038.0,26070024000000.0,25415484000000.0,26690953000000.0,25485330000000.0,25655092000000.0
2039.0,26069032000000.0,25301403000000.0,26665887000000.0,25473105000000.0,25541898000000.0
2040.0,26030811000000.0,25167663000000.0,26683036000000.0,25368528000000.0,25487787000000.0
2041.0,25968643000000.0,25052079000000.0,26597317000000.0,25232421000000.0,25435432000000.0
2042.0,25965242000000.0,24888646000000.0,26602673000000.0,25147392000000.0,25330864000000.0
2043.0,25885440000000.0,24770735000000.0,26597598000000.0,25076850000000.0,25292630000000.0
2044.0,25800559000000.0,24551749000000.0,26566778000000.0,24935014000000.0,25147828000000.0
2045.0,25763520000000.0,24411193000000.0,26437954000000.0,24736543000000.0,25092212000000.0
