time,IPSL-CM6A-LR,UKESM1-0-LL,MRI-ESM2-0,GFDL-ESM4
2036.0,26019182000000.0,25450626000000.0,26046355000000.0,26208817000000.0
2037.0,26010878000000.0,25386455000000.0,25915860000000.0,26182406000000.0
2038.0,25968257000000.0,25285557000000.0,25807080000000.0,26097020000000.0
2039.0,25879342000000.0,25191783000000.0,25701334000000.0,26039309000000.0
2040.0,25791470000000.0,25169888000000.0,25667352000000.0,26007562000000.0
2041.0,25710794000000.0,25069347000000.0,25580328000000.0,25988635000000.0
2042.0,25604498000000.0,24951784000000.0,25591140000000.0,25905414000000.0
2043.0,25483650000000.0,24762946000000.0,25561070000000.0,25873737000000.0
2044.0,25457690000000.0,24635520000000.0,25513683000000.0,25842453000000.0
2045.0,25386230000000.0,24547953000000.0,25535810000000.0,25832836000000.0
2046.0,25337283000000.0,24424780000000.0,25447513000000.0,25819263000000.0
2047.0,25275423000000.0,24259382000000.0,25406760000000.0,25751177000000.0
2048.0,25211282000000.0,24152912000000.0,25434950000000.0,25714310000000.0
2049.0,25198735000000.0,24029493000000.0,25278689000000.0,25644059000000.0
2050.0,25102654000000.0,23911545000000.0,25164532000000.0,25606293000000.0
2051.0,25011505000000.0,23755190000000.0,25052137000000.0,25541002000000.0
2052.0,24946609000000.0,23627945000000.0,24914055000000.0,25524510000000.0
2053.0,24929790000000.0,23549232000000.0,24768730000000.0,25544640000000.0
2054.0,24882562000000.0,23418798000000.0,24766820000000.0,25514482000000.0
2055.0,24834038000000.0,23286610000000.0,24728784000000.0,25428964000000.0
2056.0,24744814000000.0,23155416000000.0,24675713000000.0,25334196000000.0
2057.0,24662386000000.0,23014528000000.0,24590376000000.0,25357292000000.0
2058.0,24637405000000.0,22915950000000.0,24488362000000.0,25388107000000.0
2059.0,24585624000000.0,22804582000000.0,24436164000000.0,25421804000000.0
2060.0,24600264000000.0,22735554000000.0,24371125000000.0,25400942000000.0
2061.0,24547187000000.0,22673984000000.0,24328616000000.0,25396593000000.0
2062.0,24489776000000.0,22529486000000.0,24370953000000.0,25377209000000.0
2063.0,24409526000000.0,22385627000000.0,24268193000000.0,25325826000000.0
2064.0,24289259000000.0,22241792000000.0,24179766000000.0,25343446000000.0
2065.0,24234923000000.0,22097220000000.0,24191869000000.0,25322536000000.0
2066.0,24140510000000.0,21925762000000.0,24226570000000.0,25319166000000.0
2067.0,24033639000000.0,21802500000000.0,24238050000000.0,25288228000000.0
2068.0,23956258000000.0,21671522000000.0,24199030000000.0,25251449000000.0
2069.0,23893994000000.0,21480818000000.0,24183200000000.0,25171304000000.0
2070.0,23824043000000.0,21437998000000.0,24189984000000.0,25117570000000.0
2071.0,23799582000000.0,21333160000000.0,24261771000000.0,25081180000000.0
2072.0,23758272000000.0,21166522000000.0,24227510000000.0,25046408000000.0
2073.0,23722390000000.0,21033250000000.0,24169897000000.0,24980060000000.0
2074.0,23677094000000.0,20950855000000.0,24131607000000.0,24940493000000.0
2075.0,23644086000000.0,20858110000000.0,24146883000000.0,24899536000000.0
2076.0,23626078000000.0,20791310000000.0,24087886000000.0,24876207000000.0
2077.0,23581140000000.0,20702118000000.0,24016492000000.0,24903078000000.0
2078.0,23522494000000.0,20546838000000.0,23932598000000.0,24899953000000.0
2079.0,23396510000000.0,20424895000000.0,23888130000000.0,24810413000000.0
2080.0,23408251000000.0,20324651000000.0,23875734000000.0,24818995000000.0
2081.0,23349080000000.0,20204304000000.0,23794163000000.0,24823166000000.0
2082.0,23306640000000.0,20103062000000.0,23738830000000.0,24873512000000.0
2083.0,23293740000000.0,19945008000000.0,23767976000000.0,24841790000000.0
2084.0,23285100000000.0,19871457000000.0,23696020000000.0,24866158000000.0
2085.0,23186056000000.0,19796318000000.0,23648840000000.0,24846631000000.0
2086.0,23130813000000.0,19695722000000.0,23654295000000.0,24823307000000.0
2087.0,23115348000000.0,19538200000000.0,23707429000000.0,24779722000000.0
2088.0,23088354000000.0,19454407000000.0,23659775000000.0,24781340000000.0
2089.0,23024846000000.0,19376525000000.0,23721325000000.0,24824510000000.0
2090.0,22970794000000.0,19286173000000.0,23727004000000.0,24724273000000.0
2091.0,22886253000000.0,19209216000000.0,23693703000000.0,24725491000000.0
2092.0,22838845000000.0,19098897000000.0,23697702000000.0,24675252000000.0
2093.0,22860119000000.0,19038760000000.0,23643927000000.0,24588400000000.0
2094.0,22768693000000.0,18976320000000.0,23609962000000.0,24580130000000.0
2095.0,22690530000000.0,18902489000000.0,23634198000000.0,24572460000000.0
2096.0,22648140000000.0,18754872000000.0,23621452000000.0,24481515000000.0
2097.0,22555908000000.0,18649860000000.0,23589414000000.0,24431787000000.0
2098.0,22552143000000.0,18490902000000.0,23651653000000.0,24438687000000.0
2099.0,22509310000000.0,18400055000000.0,23590632000000.0,24418575000000.0
2100.0,22500709000000.0,18289577000000.0,23537673000000.0,24412915000000.0
