time,IPSL-CM6A-LR,UKESM1-0-LL,CESM2-WACCM,MPI-ESM1-2-HR,TAIESM1,MRI-ESM2-0,IITM-ESM,GFDL-ESM4,KACE-1-0-G
2000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0,27424945000000.0
2001.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0,27413078000000.0
2002.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0,27395938000000.0
2003.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0,27383954000000.0
2004.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0,27336947000000.0
2005.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0,27371416000000.0
2006.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0,27337857000000.0
2007.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0,27347927000000.0
2008.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0,27260654000000.0
2009.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0,27193476000000.0
2010.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0,27085737000000.0
2011.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0,27018356000000.0
2012.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0,26937538000000.0
2013.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0,26812890000000.0
2014.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0,26872640000000.0
2015.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0,26833953000000.0
2016.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0,26744747000000.0
2017.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0,26735454000000.0
2018.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0,26717809000000.0
2019.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0,26726774000000.0
2020.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0,26743595000000.0
2021.0,26766521000000.0,26682874000000.0,26738793000000.0,26708841000000.0,26757140000000.0,26748534000000.0,26748897000000.0,26738338000000.0,26734594000000.0
2022.0,26726470000000.0,26577912000000.0,26712344000000.0,26650610000000.0,26693417000000.0,26758580000000.0,26749597000000.0,26710785000000.0,26712765000000.0
2023.0,26639760000000.0,26521880000000.0,26653256000000.0,26674274000000.0,26662991000000.0,26771560000000.0,26741119000000.0,26688590000000.0,26656188000000.0
2024.0,26590570000000.0,26484301000000.0,26601700000000.0,26614314000000.0,26546155000000.0,26739122000000.0,26683353000000.0,26685408000000.0,26579833000000.0
2025.0,26559612000000.0,26516960000000.0,26566034000000.0,26593257000000.0,26518170000000.0,26723680000000.0,26682268000000.0,26671806000000.0,26545769000000.0
2026.0,26526832000000.0,26423459000000.0,26535870000000.0,26580636000000.0,26473260000000.0,26744828000000.0,26669297000000.0,26598277000000.0,26451494000000.0
2027.0,26422473000000.0,26408974000000.0,26467824000000.0,26560970000000.0,26326042000000.0,26742566000000.0,26654846000000.0,26590130000000.0,26378706000000.0
2028.0,26373550000000.0,26310473000000.0,26433924000000.0,26533280000000.0,26210625000000.0,26637828000000.0,26602444000000.0,26568779000000.0,26308430000000.0
2029.0,26366920000000.0,26294725000000.0,26392448000000.0,26480350000000.0,26125806000000.0,26676153000000.0,26558526000000.0,26554650000000.0,26291030000000.0
2030.0,26307409000000.0,26237628000000.0,26315827000000.0,26405987000000.0,26087392000000.0,26703047000000.0,26526154000000.0,26488057000000.0,26296267000000.0
2031.0,26281586000000.0,26175185000000.0,26248303000000.0,26352317000000.0,25962555000000.0,26648227000000.0,26467826000000.0,26414208000000.0,26252633000000.0
2032.0,26226683000000.0,26138515000000.0,26230852000000.0,26309502000000.0,25919813000000.0,26606888000000.0,26434408000000.0,26342964000000.0,26213517000000.0
2033.0,26180808000000.0,26016662000000.0,26222250000000.0,26258203000000.0,25868741000000.0,26543112000000.0,26437482000000.0,26307500000000.0,26202010000000.0
2034.0,26078301000000.0,25940246000000.0,26170809000000.0,26239924000000.0,25791847000000.0,26537900000000.0,26395124000000.0,26322856000000.0,26211084000000.0
2035.0,26042360000000.0,25885332000000.0,26132311000000.0,26185342000000.0,25696838000000.0,26433649000000.0,26307046000000.0,26274441000000.0,26129105000000.0
2036.0,25967780000000.0,25840184000000.0,26081646000000.0,26248321000000.0,25554349000000.0,26343377000000.0,26289890000000.0,26267716000000.0,26117710000000.0
2037.0,25857650000000.0,25799764000000.0,26055540000000.0,26260592000000.0,25441696000000.0,26223530000000.0,26310668000000.0,26280150000000.0,26081722000000.0
2038.0,25713793000000.0,25684611000000.0,26041220000000.0,26239930000000.0,25384114000000.0,26122622000000.0,26203430000000.0,26226752000000.0,25984347000000.0
2039.0,25634567000000.0,25558031000000.0,26007688000000.0,26189664000000.0,25267000000000.0,26052120000000.0,26117890000000.0,26172413000000.0,25907572000000.0
2040.0,25539063000000.0,25503850000000.0,25985080000000.0,26179038000000.0,25110205000000.0,25995644000000.0,26063533000000.0,26165630000000.0,25809297000000.0
2041.0,25537358000000.0,25425060000000.0,25949316000000.0,26117554000000.0,24982067000000.0,25950264000000.0,26039447000000.0,26156546000000.0,25778633000000.0
2042.0,25478670000000.0,25283000000000.0,25965330000000.0,26096454000000.0,24861504000000.0,25881647000000.0,25968098000000.0,26140230000000.0,25673668000000.0
2043.0,25426087000000.0,25166548000000.0,25939593000000.0,26030364000000.0,24731412000000.0,25917034000000.0,25947424000000.0,26049983000000.0,25575698000000.0
2044.0,25358707000000.0,25001529000000.0,25920218000000.0,25990588000000.0,24550908000000.0,25905613000000.0,25874490000000.0,25956199000000.0,25495987000000.0
2045.0,25300843000000.0,24909468000000.0,25884384000000.0,25966710000000.0,24408668000000.0,25803476000000.0,25801506000000.0,25996124000000.0,25422010000000.0
2046.0,25239013000000.0,24787817000000.0,25795603000000.0,26022154000000.0,24163171000000.0,25765874000000.0,25760948000000.0,25961330000000.0,25354756000000.0
2047.0,25219222000000.0,24673109000000.0,25735524000000.0,26030977000000.0,23949828000000.0,25723610000000.0,25711510000000.0,25947090000000.0,25320497000000.0
2048.0,25187882000000.0,24589965000000.0,25709680000000.0,25984875000000.0,23785600000000.0,25560440000000.0,25589887000000.0,25933826000000.0,25206272000000.0
2049.0,25116132000000.0,24426664000000.0,25686228000000.0,25944312000000.0,23632688000000.0,25497868000000.0,25515155000000.0,25876587000000.0,25148772000000.0
2050.0,25063133000000.0,24286390000000.0,25585116000000.0,25861544000000.0,23415193000000.0,25441052000000.0,25465440000000.0,25813510000000.0,25089980000000.0
2051.0,25034842000000.0,24061700000000.0,25517552000000.0,25820150000000.0,23230706000000.0,25411583000000.0,25392857000000.0,25819510000000.0,24989563000000.0
2052.0,24981495000000.0,23857486000000.0,25447470000000.0,25852576000000.0,22998883000000.0,25420485000000.0,25318031000000.0,25748742000000.0,24850175000000.0
2053.0,24896988000000.0,23690132000000.0,25358934000000.0,25813502000000.0,22805565000000.0,25442235000000.0,25267836000000.0,25711264000000.0,24724002000000.0
2054.0,24771887000000.0,23538088000000.0,25285295000000.0,25753087000000.0,22640006000000.0,25366345000000.0,25158991000000.0,25716394000000.0,24698644000000.0
2055.0,24735400000000.0,23395820000000.0,25283472000000.0,25704492000000.0,22446667000000.0,25346382000000.0,25110530000000.0,25700384000000.0,24606300000000.0
2056.0,24644642000000.0,23217765000000.0,25194328000000.0,25663786000000.0,22244852000000.0,25305945000000.0,25002003000000.0,25620327000000.0,24499210000000.0
2057.0,24639852000000.0,23092101000000.0,25085853000000.0,25621216000000.0,22043324000000.0,25222032000000.0,24878120000000.0,25576922000000.0,24393365000000.0
2058.0,24547544000000.0,22853640000000.0,24995270000000.0,25592278000000.0,21760192000000.0,25028232000000.0,24803410000000.0,25567913000000.0,24284504000000.0
2059.0,24493221000000.0,22658828000000.0,24863330000000.0,25557228000000.0,21590383000000.0,24933692000000.0,24670936000000.0,25519635000000.0,24214564000000.0
2060.0,24429952000000.0,22440541000000.0,24681615000000.0,25541504000000.0,21303352000000.0,24876970000000.0,24612298000000.0,25546495000000.0,24091510000000.0
2061.0,24312128000000.0,22259000000000.0,24601700000000.0,25501186000000.0,21050094000000.0,24825473000000.0,24522047000000.0,25559948000000.0,23981258000000.0
2062.0,24234428000000.0,22092806000000.0,24468666000000.0,25409700000000.0,20835755000000.0,24705860000000.0,24434568000000.0,25552870000000.0,23868589000000.0
2063.0,24082030000000.0,21968949000000.0,24354434000000.0,25386518000000.0,20613610000000.0,24646750000000.0,24361027000000.0,25434290000000.0,23714534000000.0
2064.0,23964626000000.0,21798110000000.0,24280230000000.0,25391318000000.0,20335378000000.0,24589699000000.0,24267754000000.0,25388103000000.0,23543463000000.0
2065.0,23893040000000.0,21642309000000.0,24221726000000.0,25318354000000.0,20168707000000.0,24598953000000.0,24207472000000.0,25393084000000.0,23434503000000.0
2066.0,23808176000000.0,21449900000000.0,24166676000000.0,25296214000000.0,19959556000000.0,24599366000000.0,24063263000000.0,25406309000000.0,23296750000000.0
2067.0,23790510000000.0,21345706000000.0,24146998000000.0,25289527000000.0,19695076000000.0,24628966000000.0,23977190000000.0,25372014000000.0,23130093000000.0
2068.0,23763513000000.0,21141666000000.0,24003912000000.0,25234710000000.0,19530164000000.0,24665163000000.0,23861820000000.0,25307533000000.0,23013800000000.0
2069.0,23766338000000.0,20992812000000.0,23875799000000.0,25238922000000.0,19344273000000.0,24665848000000.0,23784222000000.0,25226048000000.0,22870932000000.0
2070.0,23654392000000.0,20811935000000.0,23752442000000.0,25175990000000.0,19155554000000.0,24606990000000.0,23707660000000.0,25163588000000.0,22708160000000.0
2071.0,23522260000000.0,20613408000000.0,23703460000000.0,25162827000000.0,18907771000000.0,24593520000000.0,23616704000000.0,25116205000000.0,22526476000000.0
2072.0,23361699000000.0,20423742000000.0,23628679000000.0,25134260000000.0,18597440000000.0,24489348000000.0,23557264000000.0,25107332000000.0,22474165000000.0
2073.0,23285727000000.0,20307040000000.0,23546414000000.0,25142177000000.0,18367000000000.0,24441812000000.0,23448466000000.0,25044491000000.0,22340398000000.0
2074.0,23214500000000.0,20133481000000.0,23411206000000.0,25148120000000.0,18152650000000.0,24453996000000.0,23387250000000.0,24922517000000.0,22188988000000.0
2075.0,23135230000000.0,19963530000000.0,23261715000000.0,25139782000000.0,17914237000000.0,24402616000000.0,23279302000000.0,24861984000000.0,22020335000000.0
2076.0,23028214000000.0,19745173000000.0,23159751000000.0,25119108000000.0,17697568000000.0,24374994000000.0,23160859000000.0,24794387000000.0,21806998000000.0
2077.0,22893640000000.0,19559573000000.0,22979077000000.0,25121480000000.0,17514310000000.0,24250109000000.0,23072076000000.0,24714355000000.0,21693056000000.0
2078.0,22840370000000.0,19327888000000.0,22921035000000.0,25097872000000.0,17304894000000.0,24074468000000.0,22994036000000.0,24697540000000.0,21531870000000.0
2079.0,22679099000000.0,19169513000000.0,22803475000000.0,25118670000000.0,17056507000000.0,23999378000000.0,22922308000000.0,24613545000000.0,21430756000000.0
2080.0,22590263000000.0,18939258000000.0,22708188000000.0,25100024000000.0,16821740000000.0,23896445000000.0,22810802000000.0,24596537000000.0,21331708000000.0
2081.0,22467874000000.0,18714198000000.0,22575214000000.0,25007623000000.0,16612018000000.0,23821218000000.0,22672566000000.0,24526073000000.0,21193670000000.0
2082.0,22425647000000.0,18549492000000.0,22337347000000.0,24966506000000.0,16376608000000.0,23795193000000.0,22595286000000.0,24508860000000.0,21033568000000.0
2083.0,22363756000000.0,18340450000000.0,22223595000000.0,24944149000000.0,16087465000000.0,23803887000000.0,22469319000000.0,24478522000000.0,20889706000000.0
2084.0,22265740000000.0,18155842000000.0,22116250000000.0,24897883000000.0,15843284000000.0,23738690000000.0,22342082000000.0,24473676000000.0,20764590000000.0
2085.0,22145088000000.0,17952806000000.0,21929845000000.0,24870700000000.0,15608589000000.0,23590989000000.0,22233265000000.0,24388764000000.0,20576704000000.0
2086.0,22064640000000.0,17766457000000.0,21811230000000.0,24872164000000.0,15277700000000.0,23598442000000.0,22107585000000.0,24392660000000.0,20445972000000.0
2087.0,21975657000000.0,17608011000000.0,21727084000000.0,24841357000000.0,15044023000000.0,23404086000000.0,21990295000000.0,24332663000000.0,20307883000000.0
2088.0,21913103000000.0,17378479000000.0,21649682000000.0,24816280000000.0,14782326000000.0,23275155000000.0,21855753000000.0,24214088000000.0,20222671000000.0
2089.0,21769312000000.0,17197666000000.0,21500174000000.0,24768720000000.0,14609843000000.0,23133185000000.0,21719058000000.0,24181125000000.0,20090316000000.0
2090.0,21710480000000.0,16963456000000.0,21330322000000.0,24775854000000.0,14419369000000.0,23196254000000.0,21647930000000.0,24195426000000.0,19892753000000.0
2091.0,21624026000000.0,16729230000000.0,21198142000000.0,24689236000000.0,14210381000000.0,23063284000000.0,21571150000000.0,24123960000000.0,19752106000000.0
2092.0,21482801000000.0,16547621000000.0,21141643000000.0,24590036000000.0,13978352000000.0,22975690000000.0,21474878000000.0,24016490000000.0,19579324000000.0
2093.0,21404764000000.0,16320616000000.0,20991437000000.0,24530693000000.0,13783068000000.0,22964202000000.0,21395952000000.0,23984735000000.0,19464507000000.0
2094.0,21352824000000.0,16164776000000.0,20770233000000.0,24510676000000.0,13551243000000.0,22934654000000.0,21300343000000.0,23924845000000.0,19293821000000.0
2095.0,21249737000000.0,15990000000000.0,20687560000000.0,24465969000000.0,13320758000000.0,22834548000000.0,21156604000000.0,23896190000000.0,19076422000000.0
2096.0,21097032000000.0,15783505000000.0,20525141000000.0,24424235000000.0,13108292000000.0,22861146000000.0,21007560000000.0,23755141000000.0,18868427000000.0
2097.0,20941690000000.0,15581572000000.0,20429392000000.0,24431403000000.0,12912163000000.0,22774809000000.0,20904660000000.0,23635062000000.0,18699675000000.0
