time,GFDL-ESM2G,CSIRO-MK3-6-0,GISS-E2-R,CCSM4,GFDL-CM3,NORESM1-M,CANESM2,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR
2041.0,24423040000.0,23750170000.0,23831687000.0,23722066000.0,24309066000.0,24269765000.0,22804079000.0,22613897000.0,23834696000.0,23882930000.0
2042.0,24350345000.0,23439788000.0,23693933000.0,23571140000.0,24152242000.0,24251353000.0,22620185000.0,22541552000.0,23710079000.0,23746832000.0
2043.0,24067740000.0,23261178000.0,23507720000.0,23296905000.0,24163100000.0,23974615000.0,22300040000.0,22061457000.0,23461448000.0,23660478000.0
2044.0,24032193000.0,22966330000.0,23352790000.0,23086210000.0,24120820000.0,23795550000.0,21925106000.0,21778862000.0,23362263000.0,23389825000.0
2045.0,23709354000.0,22647753000.0,23174875000.0,22963704000.0,23875373000.0,23600062000.0,21701693000.0,21536092000.0,23102063000.0,23237988000.0
2046.0,23550505000.0,22458853000.0,22990780000.0,22769805000.0,23716252000.0,23372913000.0,21417015000.0,21607434000.0,22936111000.0,23078574000.0
2047.0,23481272000.0,22176520000.0,22755510000.0,22566195000.0,23627874000.0,23167451000.0,21094418000.0,21109674000.0,22752838000.0,22889330000.0
2048.0,23247258000.0,21902445000.0,22583585000.0,22374832000.0,23483447000.0,22945413000.0,20834380000.0,20841351000.0,22645185000.0,22722080000.0
2049.0,23075380000.0,21786943000.0,22431042000.0,22222150000.0,23192756000.0,22794530000.0,20540766000.0,20584040000.0,22374900000.0,22620023000.0
2050.0,22948387000.0,21504397000.0,22279934000.0,21925470000.0,23013341000.0,22637056000.0,20346560000.0,20357933000.0,22171578000.0,22475389000.0
2051.0,22785337000.0,21561238000.0,22091344000.0,21760305000.0,22855550000.0,22440462000.0,20127273000.0,20131768000.0,21871946000.0,22342627000.0
2052.0,22658288000.0,21083068000.0,21897273000.0,21447297000.0,22666460000.0,22227990000.0,19922580000.0,19924780000.0,21732480000.0,22158438000.0
2053.0,22462650000.0,20865034000.0,21616302000.0,21223395000.0,22495136000.0,22008850000.0,19666120000.0,19690187000.0,21516814000.0,22002820000.0
2054.0,22345138000.0,20669837000.0,21444354000.0,21067630000.0,22311510000.0,21817880000.0,19408282000.0,19415992000.0,21310691000.0,21838072000.0
2055.0,22104662000.0,20443010000.0,21263155000.0,20911636000.0,22111613000.0,21638625000.0,19159828000.0,19284298000.0,21151203000.0,21655042000.0
2056.0,21938660000.0,20332026000.0,21119115000.0,20702075000.0,21922673000.0,21472030000.0,18912584000.0,18920356000.0,20954995000.0,21506330000.0
2057.0,21887750000.0,20004070000.0,20945210000.0,20473440000.0,21697444000.0,21329040000.0,18643087000.0,18699504000.0,20694882000.0,21310185000.0
2058.0,21647190000.0,19668179000.0,20772157000.0,20215056000.0,21483890000.0,21144470000.0,18400053000.0,18432810000.0,20450873000.0,21275945000.0
2059.0,21461844000.0,19437306000.0,20595925000.0,20015385000.0,21214038000.0,20885040000.0,18163702000.0,18260270000.0,20230244000.0,21139042000.0
2060.0,21277532000.0,19166440000.0,20413653000.0,19873255000.0,21074186000.0,21776398000.0,17919052000.0,18039261000.0,20015366000.0,20961909000.0
2061.0,21129660000.0,19169182000.0,20175560000.0,19696566000.0,20911387000.0,20659325000.0,17708200000.0,17870164000.0,19777837000.0,20751946000.0
2062.0,20991406000.0,18746636000.0,19973968000.0,19420918000.0,20714095000.0,20411320000.0,17474181000.0,17696756000.0,19554044000.0,20553554000.0
2063.0,20915743000.0,18568320000.0,19747406000.0,19234646000.0,20492670000.0,20240306000.0,17322607000.0,17485416000.0,19387510000.0,20388237000.0
2064.0,20690643000.0,18384257000.0,19513833000.0,19024520000.0,20242890000.0,20114991000.0,17098729000.0,17298050000.0,19203291000.0,20213895000.0
2065.0,20457920000.0,18179727000.0,19294296000.0,18806788000.0,19990944000.0,19952945000.0,16887049000.0,17153891000.0,18882839000.0,20069292000.0
2066.0,20297630000.0,18027672000.0,19144180000.0,18522583000.0,19757640000.0,19775128000.0,16728697000.0,17000905000.0,18689415000.0,19894503000.0
2067.0,20191486000.0,17805402000.0,18878067000.0,18352329000.0,19628410000.0,19579292000.0,16531878000.0,16766576000.0,18512250000.0,19727852000.0
2068.0,19997770000.0,17621477000.0,18735548000.0,18155282000.0,19417453000.0,19409455000.0,16324577000.0,16513409000.0,18311666000.0,19578075000.0
2069.0,19796429000.0,17456198000.0,18518788000.0,17928479000.0,19150100000.0,19244585000.0,16120995000.0,16327990000.0,18112158000.0,19407032000.0
2070.0,19606884000.0,17348684000.0,18308854000.0,17733392000.0,18975412000.0,19095048000.0,15907785000.0,16066914000.0,17981227000.0,19282006000.0
2071.0,19435885000.0,17177784000.0,18077032000.0,17546043000.0,18758248000.0,18925695000.0,15673612000.0,15850778000.0,17825513000.0,19120679000.0
2072.0,19277607000.0,17042265000.0,17872247000.0,17228454000.0,18593907000.0,18773500000.0,15466094000.0,15667899000.0,17584167000.0,18956272000.0
2073.0,19168162000.0,16911716000.0,17636272000.0,16988607000.0,18396672000.0,18565409000.0,15370885000.0,15440809000.0,17349333000.0,18781897000.0
2074.0,19044262000.0,16814666000.0,17471359000.0,16767111000.0,18183713000.0,18373935000.0,15054092000.0,15237132000.0,17116666000.0,18565796000.0
2075.0,18874386000.0,16609462000.0,17231750000.0,16581968000.0,18009290000.0,18197543000.0,14891612000.0,15010682000.0,16918015000.0,18410110000.0
2076.0,18728843000.0,16392861000.0,16945988000.0,16273015000.0,17798281000.0,18041709000.0,14730290000.0,14772240000.0,16712150000.0,18252260000.0
2077.0,18694062000.0,16214864000.0,16660638000.0,16057234000.0,17650006000.0,17902821000.0,14492165000.0,14586263000.0,16501513000.0,18087422000.0
2078.0,18515370000.0,15949957000.0,16422058000.0,15853016000.0,17450914000.0,17716763000.0,14218152000.0,14393537000.0,16305261000.0,17926800000.0
2079.0,18385758000.0,15811036000.0,16216675000.0,15653126000.0,17275787000.0,17572346000.0,13988279000.0,14259173000.0,16107672000.0,17752680000.0
2080.0,18203765000.0,15697830000.0,16032801000.0,15377747000.0,17114174000.0,17385500000.0,13794988000.0,14043378000.0,15837096000.0,17551174000.0
2081.0,18076162000.0,15504675000.0,15818549000.0,15173048000.0,16913258000.0,17238673000.0,13688800000.0,13822095000.0,15725332000.0,17422680000.0
2082.0,17920735000.0,15389539000.0,15550897000.0,14954484000.0,16735124000.0,17108463000.0,13451550000.0,13637664000.0,15543619000.0,17298640000.0
2083.0,17761323000.0,15293802000.0,15380059000.0,14744027000.0,16480748000.0,16930131000.0,13274671000.0,13352038000.0,15375115000.0,17040495000.0
2084.0,17597125000.0,15155550000.0,15142519000.0,14513968000.0,16212255000.0,16810988000.0,13131478000.0,13167221000.0,15215810000.0,16830165000.0
2085.0,17467458000.0,14995484000.0,14920856000.0,14306300000.0,16019066000.0,16683139000.0,12996955000.0,12959141000.0,15062154000.0,16618162000.0
2086.0,17327755000.0,14808329000.0,14727483000.0,14126657000.0,15801748000.0,16506344000.0,12744287000.0,12798481000.0,14861896000.0,16494402000.0
2087.0,17205422000.0,14643078000.0,14490361000.0,13898299000.0,15599090000.0,16328566000.0,12547013000.0,12600073000.0,14707195000.0,16323756000.0
2088.0,17029796000.0,14451005000.0,14273758000.0,13662450000.0,15400792000.0,16191791000.0,12398867000.0,12347660000.0,14540665000.0,16154182000.0
2089.0,16820520000.0,14350152000.0,14076361000.0,13462515000.0,15215810000.0,16002221000.0,12256535000.0,12169455000.0,14419299000.0,15887032000.0
2090.0,16885795000.0,14177360000.0,13897578000.0,13299679000.0,15042227000.0,15832339000.0,12048857000.0,11967638000.0,14277414000.0,15711815000.0
2091.0,16619868000.0,14008991000.0,13720352000.0,13112163000.0,14860185000.0,15702720000.0,11847909000.0,11772367000.0,14135635000.0,15583848000.0
2092.0,16443707000.0,13851951000.0,13582987000.0,12877533000.0,14661509000.0,15557420000.0,11680045000.0,11520460000.0,14005569000.0,15415650000.0
2093.0,16410967000.0,13726823000.0,13441616000.0,12578592000.0,14477395000.0,15394314000.0,11516311000.0,11346431000.0,13847346000.0,15270438000.0
2094.0,16243065000.0,13572513000.0,13282859000.0,12401980000.0,14266179000.0,15249780000.0,11304803000.0,11116043000.0,13681379000.0,15095209000.0
2095.0,16082376000.0,13374018000.0,13111127000.0,12257788000.0,14085334000.0,15147760000.0,11159820000.0,10869007000.0,13528584000.0,14931534000.0
2096.0,15945187000.0,13220688000.0,12875942000.0,12129420000.0,13879689000.0,15032010000.0,10987204000.0,10564447000.0,13400482000.0,14793455000.0
2097.0,15743382000.0,13040009000.0,12710038000.0,11954355000.0,13731327000.0,14870017000.0,10839910000.0,10400782000.0,13264242000.0,14607147000.0
2098.0,15918626000.0,12885277000.0,12566871000.0,11785048000.0,13582271000.0,14682962000.0,10718572000.0,10197839000.0,13155873000.0,14438137000.0
2099.0,15512451000.0,12721336000.0,12449404000.0,11626679000.0,13404163000.0,14547908000.0,10538035000.0,10024177000.0,13011398000.0,14240825000.0
2100.0,15374497000.0,12614265000.0,12231205000.0,11492616000.0,13212478000.0,14421368000.0,10296750000.0,9875554000.0,12891478000.0,14051172000.0
