time,GFDL-ESM2G,GISS-E2-R,CESM1-CAM5,CSIRO-MK3-6-0,CANESM2,NORESM1-M,CNRM-CM5,CCSM4,GFDL-CM3,MPI-ESM-LR,IPSL-CM5A-LR
2012.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0,27759036000.0
2013.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0,27568898000.0
2014.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0,27441768000.0
2015.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0,27572281000.0
2016.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0,27443560000.0
2017.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0,27257694000.0
2018.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0,27147590000.0
2019.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0,27071609000.0
2020.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0,27045728000.0
2021.0,26890656000.0,26864835000.0,27130085000.0,26820830000.0,26975334000.0,26886310000.0,26905004000.0,26865370000.0,26865461000.0,26895657000.0,26920989000.0
2022.0,26738627000.0,26755942000.0,26950877000.0,26772259000.0,26801353000.0,26904027000.0,26662849000.0,26803579000.0,26781784000.0,26775214000.0,26841584000.0
2023.0,26624635000.0,26634547000.0,26817616000.0,26597825000.0,26605541000.0,26775904000.0,26668722000.0,26657174000.0,26775144000.0,26628286000.0,26668466000.0
2024.0,26727963000.0,26499269000.0,26903640000.0,26456566000.0,26406177000.0,26658417000.0,26496969000.0,26545762000.0,26562466000.0,26502810000.0,26599084000.0
2025.0,26430802000.0,26462080000.0,26697260000.0,26308884000.0,26260507000.0,26526196000.0,26381562000.0,26470468000.0,26434976000.0,26577254000.0,26440434000.0
2026.0,26373904000.0,26324570000.0,26541160000.0,26128480000.0,26116887000.0,26458579000.0,26209655000.0,26317775000.0,26296377000.0,26369552000.0,26359159000.0
2027.0,26180262000.0,26127923000.0,26436907000.0,26007038000.0,25935180000.0,26455566000.0,26015480000.0,26309126000.0,26182515000.0,26320093000.0,26210345000.0
2028.0,26112990000.0,25975347000.0,26355735000.0,25812128000.0,25785420000.0,26290842000.0,25917880000.0,26113526000.0,26061900000.0,26158944000.0,26011695000.0
2029.0,26038340000.0,25765593000.0,26172492000.0,25714475000.0,25552600000.0,26080203000.0,25875915000.0,25991426000.0,26070483000.0,26054779000.0,25893247000.0
2030.0,25906717000.0,25864815000.0,26093610000.0,25637652000.0,25385337000.0,25984246000.0,25642883000.0,25850730000.0,25879919000.0,25958509000.0,25668135000.0
2031.0,25929683000.0,25584886000.0,25847443000.0,25450166000.0,25261406000.0,25851138000.0,25435056000.0,25662878000.0,25668243000.0,25847187000.0,25484777000.0
2032.0,25701706000.0,25434341000.0,25693184000.0,25408051000.0,25006246000.0,25757270000.0,25168753000.0,25544970000.0,25643719000.0,25688785000.0,25353148000.0
2033.0,25578713000.0,25325152000.0,25622740000.0,25141895000.0,24830818000.0,25736995000.0,25055584000.0,25333162000.0,25441825000.0,25532051000.0,25161079000.0
2034.0,25410540000.0,25143441000.0,25498698000.0,24957835000.0,24647100000.0,25554457000.0,24799965000.0,25128151000.0,25358903000.0,25369223000.0,25066172000.0
2035.0,25383920000.0,24978698000.0,25380936000.0,24725477000.0,24352301000.0,25390678000.0,24688839000.0,24940579000.0,25154462000.0,25205137000.0,25474900000.0
2036.0,25238145000.0,24728720000.0,25187467000.0,24533557000.0,24145637000.0,25443530000.0,24287818000.0,24712200000.0,24993935000.0,25060650000.0,24891587000.0
2037.0,25071010000.0,24589425000.0,25012668000.0,24239438000.0,23902695000.0,25166684000.0,24036588000.0,24559073000.0,24985008000.0,24972950000.0,24584157000.0
2038.0,25085540000.0,24459522000.0,24823800000.0,24055575000.0,23749673000.0,25051480000.0,23883800000.0,24332750000.0,24774064000.0,24749169000.0,24421261000.0
2039.0,24950530000.0,24280334000.0,24607000000.0,23869047000.0,23328934000.0,24812681000.0,23804617000.0,24166371000.0,24633264000.0,24528736000.0,24190548000.0
2040.0,24886964000.0,24100393000.0,24477110000.0,23685740000.0,23004619000.0,24802445000.0,23554388000.0,23934038000.0,24476990000.0,24325734000.0,24050336000.0
2041.0,25150206000.0,23953134000.0,24471589000.0,23456700000.0,22789917000.0,24511398000.0,23352439000.0,23723571000.0,24321507000.0,24217470000.0,23888560000.0
2042.0,24744354000.0,23850279000.0,24206360000.0,23298193000.0,22634349000.0,24381645000.0,23227886000.0,23484316000.0,24244488000.0,24153217000.0,23815786000.0
2043.0,24675297000.0,23880060000.0,24029323000.0,23109425000.0,22480329000.0,24300337000.0,23007620000.0,23229835000.0,24033583000.0,23971047000.0,23597255000.0
2044.0,24648342000.0,23578872000.0,23912660000.0,22838321000.0,22198747000.0,24135850000.0,22891127000.0,23118090000.0,23838988000.0,23800020000.0,23429454000.0
2045.0,24580280000.0,23429276000.0,23722166000.0,22680780000.0,22057250000.0,24091800000.0,22521082000.0,22844220000.0,23678525000.0,23627410000.0,23244260000.0
2046.0,24527370000.0,23187436000.0,23506522000.0,22509328000.0,21783849000.0,23763950000.0,22350557000.0,22718718000.0,23502815000.0,23527494000.0,23033635000.0
2047.0,24376610000.0,23019061000.0,23450274000.0,22337253000.0,21619806000.0,23789734000.0,22215186000.0,22408650000.0,23285432000.0,23408366000.0,22885388000.0
2048.0,24707090000.0,22906788000.0,23088503000.0,22139818000.0,21301826000.0,23615883000.0,22009457000.0,22493310000.0,23102513000.0,23219114000.0,22745223000.0
2049.0,24230484000.0,22702289000.0,22897912000.0,22056147000.0,21104855000.0,23514909000.0,21874030000.0,22297563000.0,22982908000.0,23175526000.0,22558396000.0
2050.0,24109105000.0,22606924000.0,23027628000.0,21793335000.0,20888890000.0,23259290000.0,21590913000.0,22023880000.0,22984290000.0,22945098000.0,22409652000.0
2051.0,24010959000.0,22396900000.0,22660205000.0,21624494000.0,20699453000.0,23078361000.0,21419151000.0,21860114000.0,22632557000.0,22818687000.0,22216817000.0
2052.0,23897514000.0,22232887000.0,22425731000.0,21547980000.0,20537876000.0,22957910000.0,21250347000.0,21782150000.0,22475905000.0,22681985000.0,22061668000.0
2053.0,24045806000.0,22122154000.0,22253746000.0,21321728000.0,20309488000.0,22745833000.0,21184238000.0,21529414000.0,22305034000.0,22539997000.0,21904850000.0
2054.0,23811455000.0,21928356000.0,22111779000.0,21208076000.0,20253626000.0,22641811000.0,20969062000.0,21288372000.0,22087072000.0,22395783000.0,21785123000.0
2055.0,23703253000.0,21768733000.0,22053886000.0,21010588000.0,19947928000.0,22539444000.0,20850370000.0,21170188000.0,21812806000.0,22318547000.0,21676444000.0
2056.0,23898763000.0,21783700000.0,21866580000.0,20769606000.0,19741174000.0,22358536000.0,20755247000.0,21208035000.0,21647618000.0,22208307000.0,21512400000.0
2057.0,23598907000.0,21476725000.0,21637233000.0,20550640000.0,19567505000.0,22227786000.0,20580284000.0,20974262000.0,21467900000.0,22089452000.0,21371259000.0
2058.0,23457815000.0,21297207000.0,21472133000.0,20334430000.0,19347085000.0,22208610000.0,20419766000.0,21677746000.0,21194168000.0,21859324000.0,21198608000.0
2059.0,23422575000.0,21133517000.0,21340350000.0,20100990000.0,19133964000.0,22047500000.0,20225593000.0,21053952000.0,21080787000.0,21726878000.0,20995693000.0
2060.0,23260434000.0,21018374000.0,21379650000.0,19906361000.0,18961980000.0,21950659000.0,20183286000.0,20767169000.0,20982632000.0,21575254000.0,20875993000.0
2061.0,23186010000.0,20854997000.0,20965034000.0,19639144000.0,18753784000.0,21778570000.0,19947414000.0,20581188000.0,21515672000.0,21586045000.0,20736885000.0
2062.0,23094610000.0,20851126000.0,20717769000.0,19463047000.0,18575735000.0,22035186000.0,19913760000.0,20412473000.0,20796830000.0,21344877000.0,20617216000.0
2063.0,23149998000.0,20584591000.0,20535206000.0,19310000000.0,18409640000.0,21681530000.0,19917988000.0,20205810000.0,20482350000.0,21283957000.0,20613782000.0
2064.0,22928646000.0,20438990000.0,20432916000.0,19371114000.0,18234837000.0,21426823000.0,19590832000.0,20063857000.0,20322468000.0,21133543000.0,20308556000.0
2065.0,22939044000.0,20294398000.0,20248332000.0,19710330000.0,18101527000.0,21302854000.0,19455175000.0,19935150000.0,20207432000.0,20971655000.0,20196422000.0
2066.0,22792995000.0,21054170000.0,20097333000.0,18946500000.0,17979290000.0,21128024000.0,19287149000.0,19836754000.0,20035820000.0,20892467000.0,20048388000.0
2067.0,23216069000.0,20344383000.0,19921957000.0,18729908000.0,17852187000.0,21032421000.0,19485993000.0,19655270000.0,19941362000.0,20760230000.0,20227645000.0
2068.0,22632647000.0,20094464000.0,19716495000.0,18550980000.0,17719206000.0,20955617000.0,19061744000.0,19589771000.0,19923320000.0,20702261000.0,20092099000.0
2069.0,22510076000.0,19901348000.0,19504250000.0,18379713000.0,17600918000.0,20868596000.0,18942953000.0,19434693000.0,19763393000.0,20537582000.0,19799992000.0
2070.0,22468921000.0,20154556000.0,19324140000.0,18232332000.0,17482926000.0,20742105000.0,18976340000.0,19291650000.0,19633625000.0,20334887000.0,19711790000.0
2071.0,22332467000.0,19773604000.0,19088701000.0,17992448000.0,17340416000.0,20663902000.0,18929965000.0,19250950000.0,19464598000.0,20204330000.0,19570698000.0
2072.0,22252765000.0,19675998000.0,18971046000.0,17818636000.0,17325953000.0,20576195000.0,18651951000.0,19053302000.0,19344660000.0,20173220000.0,19433791000.0
2073.0,22228552000.0,19635565000.0,18830248000.0,17683286000.0,17213846000.0,20457910000.0,18554430000.0,18998577000.0,19387280000.0,20044080000.0,19483169000.0
2074.0,22077313000.0,19514479000.0,18647906000.0,17569580000.0,17030823000.0,20627110000.0,18393442000.0,18835059000.0,19242748000.0,19956871000.0,19413412000.0
2075.0,21981532000.0,19468743000.0,18477634000.0,17424746000.0,16932463000.0,20506915000.0,18291675000.0,18687922000.0,19039615000.0,19868156000.0,19220773000.0
2076.0,21863528000.0,19783453000.0,18358061000.0,17349607000.0,16794453000.0,20262128000.0,18104881000.0,18526132000.0,18947066000.0,19746228000.0,19118967000.0
2077.0,21805052000.0,19381162000.0,18184990000.0,17211220000.0,16668530000.0,20171866000.0,17974309000.0,18375735000.0,18853057000.0,19697120000.0,19054082000.0
2078.0,21709210000.0,19317316000.0,17999028000.0,17073545000.0,16561904000.0,20089170000.0,17855312000.0,18670565000.0,18726009000.0,19986227000.0,18946052000.0
2079.0,21633364000.0,19356404000.0,17822566000.0,16945652000.0,16472545000.0,19980569000.0,17742367000.0,18314342000.0,18655474000.0,19706608000.0,18818703000.0
2080.0,21606020000.0,19375055000.0,17740340000.0,16865550000.0,16328703000.0,19910588000.0,17649025000.0,18356630000.0,18563535000.0,19420473000.0,18713932000.0
2081.0,21557303000.0,19161276000.0,17653256000.0,16689245000.0,16262950000.0,19850537000.0,17534134000.0,18190045000.0,18480462000.0,19337757000.0,18593458000.0
2082.0,21485193000.0,19045990000.0,17486262000.0,16592253000.0,16103623000.0,19704992000.0,17393877000.0,17988920000.0,18342558000.0,19235906000.0,18461852000.0
2083.0,21272084000.0,18934819000.0,17262373000.0,16468116000.0,16032932000.0,19582538000.0,17247529000.0,17902453000.0,18275580000.0,19189516000.0,18324642000.0
2084.0,21251478000.0,18963718000.0,17038663000.0,16306610000.0,16131923000.0,19534094000.0,17078699000.0,18267976000.0,18161912000.0,18989711000.0,18227374000.0
2085.0,20991676000.0,19432130000.0,16872847000.0,16193633000.0,15924547000.0,19458732000.0,16954759000.0,17814518000.0,18216399000.0,19093238000.0,18195090000.0
2086.0,21175263000.0,18988734000.0,16742732000.0,16252944000.0,15753528000.0,19288754000.0,16815612000.0,17642062000.0,18091600000.0,19845286000.0,18115210000.0
2087.0,20904765000.0,18960822000.0,16634232000.0,17230582000.0,15682573000.0,19251860000.0,16690395000.0,17435322000.0,18012170000.0,18903771000.0,17996552000.0
2088.0,20739443000.0,18723844000.0,16531162000.0,15960581000.0,15524548000.0,19176194000.0,16604041000.0,17302972000.0,17824350000.0,18756313000.0,17872687000.0
2089.0,20630080000.0,18644406000.0,16409785000.0,15825996000.0,15434840000.0,19139537000.0,16457091000.0,17159625000.0,17760432000.0,18628200000.0,17770893000.0
2090.0,20510415000.0,18757753000.0,16349917000.0,15729807000.0,15390019000.0,18965682000.0,16328539000.0,17027915000.0,17698894000.0,18523435000.0,17714380000.0
2091.0,20406761000.0,18533994000.0,16143131000.0,15598837000.0,15299787000.0,18870946000.0,16262790000.0,16922543000.0,17584345000.0,18489651000.0,17599752000.0
2092.0,20376187000.0,18452371000.0,16021280000.0,15508936000.0,15184297000.0,18778108000.0,16110788000.0,16805517000.0,17930598000.0,18531602000.0,17497733000.0
2093.0,20403500000.0,18470430000.0,15990180000.0,15378640000.0,15075378000.0,18690292000.0,15974843000.0,16726489000.0,17462809000.0,18319330000.0,17632217000.0
2094.0,20411540000.0,18339785000.0,15802740000.0,15293808000.0,15099794000.0,18637867000.0,16041463000.0,16871581000.0,17346548000.0,18194520000.0,17364300000.0
2095.0,20160344000.0,18853490000.0,15708950000.0,15217108000.0,14951847000.0,18538187000.0,15749360000.0,16651291000.0,17264249000.0,18127624000.0,17392785000.0
2096.0,20317532000.0,18376563000.0,15631862000.0,15434480000.0,14847398000.0,19918727000.0,15508934000.0,16494290000.0,17222085000.0,18026736000.0,17364324000.0
2097.0,20718078000.0,18247470000.0,15547021000.0,15069704000.0,14763347000.0,18864103000.0,15307174000.0,16353511000.0,17116701000.0,18270773000.0,17199845000.0
2098.0,20148222000.0,18154880000.0,15404667000.0,14934551000.0,14676301000.0,18488973000.0,15178951000.0,16317005000.0,17015970000.0,18030352000.0,17158427000.0
2099.0,21483657000.0,18046702000.0,15337603000.0,14858922000.0,14604806000.0,18254117000.0,14989714000.0,16204452000.0,17201641000.0,17999860000.0,17081573000.0
2100.0,20437975000.0,17972554000.0,15264826000.0,14735725000.0,14508094000.0,18183600000.0,14840777000.0,16156787000.0,16908361000.0,17841670000.0,16952177000.0
