time,ACCESS-CM2,CESM2-WACCM,IPSL-CM6A-LR,ACCESS-ESM1-5,MRI-ESM2-0,CANESM5
2030.0,51287610000.0,51430072000.0,51219700000.0,51280507000.0,51240776000.0,50912522000.0
2031.0,51293397000.0,51397956000.0,51186810000.0,51284492000.0,51218620000.0,50810827000.0
2032.0,51256398000.0,51383144000.0,51158630000.0,51306918000.0,51189050000.0,50786873000.0
2033.0,51255038000.0,51330654000.0,51136446000.0,51241140000.0,51152953000.0,50600743000.0
2034.0,51270980000.0,51418173000.0,51094835000.0,51247860000.0,51097063000.0,50441716000.0
2035.0,51227386000.0,51297337000.0,51060770000.0,51213795000.0,51050865000.0,50247864000.0
2036.0,51179205000.0,51278030000.0,50998915000.0,51189770000.0,51004590000.0,50082000000.0
2037.0,51137730000.0,51260480000.0,50927370000.0,51135267000.0,50956333000.0,49910220000.0
2038.0,51077124000.0,51225936000.0,50856632000.0,51099386000.0,50902940000.0,49699880000.0
2039.0,51023225000.0,51206128000.0,50770043000.0,51088245000.0,50805880000.0,49460924000.0
2040.0,50989080000.0,51160326000.0,50680690000.0,51214800000.0,50733236000.0,49259434000.0
2041.0,51004195000.0,51134083000.0,50598110000.0,51046486000.0,50650518000.0,49018660000.0
2042.0,50877567000.0,51204950000.0,50478320000.0,51012264000.0,50587726000.0,48721666000.0
2043.0,50808787000.0,51071463000.0,50378805000.0,50998743000.0,50496530000.0,48440496000.0
2044.0,50786607000.0,51035410000.0,50251723000.0,50967106000.0,50393805000.0,48077537000.0
2045.0,50719860000.0,51003306000.0,50157500000.0,50967966000.0,50336630000.0,47737340000.0
2046.0,50657710000.0,50987364000.0,50027524000.0,50912600000.0,50256540000.0,47483933000.0
2047.0,50593767000.0,50951510000.0,49884910000.0,50878200000.0,50107974000.0,47217816000.0
2048.0,50458180000.0,50907017000.0,49780818000.0,50839474000.0,49977573000.0,46925980000.0
2049.0,50332205000.0,50878734000.0,49624540000.0,50800247000.0,49848310000.0,46650417000.0
2050.0,50190520000.0,51017640000.0,49484456000.0,50778990000.0,49747320000.0,46421942000.0
2051.0,50127962000.0,50833744000.0,49344880000.0,50733556000.0,49620324000.0,46091735000.0
2052.0,49988567000.0,50806200000.0,49167987000.0,50703397000.0,49516450000.0,45818106000.0
2053.0,49893913000.0,50759102000.0,48998320000.0,50665538000.0,49360732000.0,45560693000.0
2054.0,49840615000.0,50713260000.0,48797570000.0,50619417000.0,49263730000.0,45332095000.0
2055.0,49832018000.0,50674995000.0,48636936000.0,50541273000.0,49124170000.0,45119950000.0
2056.0,49768770000.0,50669347000.0,48504582000.0,50480173000.0,48914014000.0,44894470000.0
2057.0,49696272000.0,50622330000.0,48300080000.0,50440100000.0,48766996000.0,44644925000.0
2058.0,49630830000.0,50589680000.0,48104567000.0,50355233000.0,48573820000.0,44388524000.0
2059.0,49602298000.0,50514043000.0,47887372000.0,50296380000.0,48399160000.0,44035854000.0
2060.0,49512240000.0,50469515000.0,47709954000.0,50268692000.0,48233013000.0,43812254000.0
2061.0,49383027000.0,50380292000.0,47550276000.0,50232496000.0,48042947000.0,43610948000.0
2062.0,49287143000.0,50347274000.0,47368905000.0,50221350000.0,47890110000.0,43275010000.0
2063.0,49226670000.0,50327780000.0,47165730000.0,50248655000.0,47694934000.0,43084476000.0
2064.0,49156137000.0,50251317000.0,46981030000.0,50114134000.0,47456805000.0,42815795000.0
2065.0,49056563000.0,50209477000.0,46791434000.0,50082810000.0,47267275000.0,42591160000.0
2066.0,48921130000.0,50144887000.0,46594990000.0,49999440000.0,47010054000.0,42266116000.0
2067.0,48812847000.0,50073980000.0,46456880000.0,49912484000.0,46780834000.0,41981977000.0
2068.0,48695673000.0,49981070000.0,46264566000.0,49812740000.0,46556537000.0,41722620000.0
2069.0,48556757000.0,49926850000.0,46133215000.0,49678230000.0,46314426000.0,41505290000.0
2070.0,48459297000.0,49858400000.0,45885497000.0,49590657000.0,46063157000.0,41250476000.0
2071.0,48352150000.0,49848220000.0,45635092000.0,49541677000.0,45913420000.0,40997544000.0
2072.0,48250413000.0,49851286000.0,45387096000.0,49321206000.0,45747930000.0,40765743000.0
2073.0,48145883000.0,49725276000.0,45186040000.0,49279660000.0,45469315000.0,40466067000.0
2074.0,48173280000.0,49642050000.0,44981395000.0,49123156000.0,45344350000.0,40208093000.0
2075.0,47970170000.0,49592795000.0,44676026000.0,49020180000.0,45235000000.0,39957447000.0
2076.0,47899288000.0,49536217000.0,44445540000.0,48876438000.0,45018472000.0,39646320000.0
2077.0,47779594000.0,49593690000.0,44170564000.0,48798760000.0,44799242000.0,39398904000.0
2078.0,47677133000.0,49493130000.0,43922720000.0,48745652000.0,44612400000.0,39140370000.0
2079.0,47565906000.0,49441174000.0,43695657000.0,48683434000.0,44395524000.0,38806000000.0
2080.0,47417893000.0,49378787000.0,43428050000.0,48512060000.0,44272450000.0,38551216000.0
2081.0,47253074000.0,49323070000.0,43159716000.0,48340296000.0,44075258000.0,38227263000.0
2082.0,47163660000.0,49298297000.0,42912244000.0,48159007000.0,43910025000.0,37929894000.0
2083.0,47034930000.0,49200410000.0,42727035000.0,48094355000.0,43779396000.0,37639680000.0
2084.0,46945845000.0,49124143000.0,42461760000.0,48032862000.0,43591455000.0,37382947000.0
2085.0,46844154000.0,49068315000.0,42251100000.0,47860646000.0,43338330000.0,37130097000.0
2086.0,46587224000.0,48999956000.0,42038100000.0,47746744000.0,43146020000.0,36884270000.0
2087.0,46482735000.0,48925307000.0,41816040000.0,47752712000.0,42909864000.0,36647840000.0
2088.0,46385308000.0,48835797000.0,41584755000.0,47633580000.0,42733093000.0,36457480000.0
2089.0,46298230000.0,48737698000.0,41392357000.0,47553460000.0,42584540000.0,36178390000.0
2090.0,46189306000.0,48762327000.0,41176977000.0,47609745000.0,42466783000.0,35894653000.0
2091.0,46127580000.0,48636342000.0,40952620000.0,47382274000.0,42280280000.0,35692840000.0
2092.0,46012617000.0,48487674000.0,40765430000.0,47289283000.0,42122460000.0,35380480000.0
2093.0,45768530000.0,48398905000.0,40530920000.0,47113966000.0,41950160000.0,35159550000.0
2094.0,45611550000.0,48359924000.0,40258163000.0,47009120000.0,41766506000.0,34874733000.0
2095.0,45474787000.0,48265806000.0,40040178000.0,46880907000.0,41633680000.0,34676660000.0
2096.0,45315486000.0,48171184000.0,39851600000.0,46786050000.0,41480140000.0,34441814000.0
2097.0,45159930000.0,48108995000.0,39558440000.0,46710810000.0,41244553000.0,34174847000.0
2098.0,44950960000.0,47928398000.0,39290630000.0,46670365000.0,41109870000.0,33889490000.0
2099.0,44775113000.0,47820407000.0,39019917000.0,46447040000.0,41047745000.0,33642422000.0
2100.0,44972700000.0,47741817000.0,38728950000.0,46272324000.0,40925295000.0,33425478000.0
2101.0,44467237000.0,47685270000.0,38464602000.0,46111257000.0,40854426000.0,33167942000.0
2102.0,44403150000.0,47599210000.0,38201660000.0,46096708000.0,40819800000.0,32939532000.0
2103.0,44265845000.0,47560712000.0,38058746000.0,46076277000.0,40580770000.0,32671588000.0
2104.0,44081828000.0,47411196000.0,37886820000.0,45772886000.0,40388360000.0,32397613000.0
2105.0,43897106000.0,47344546000.0,37682418000.0,45738870000.0,40340423000.0,32046365000.0
2106.0,43720240000.0,47258354000.0,37486617000.0,45650920000.0,40142193000.0,31763818000.0
2107.0,43496760000.0,47185457000.0,37361390000.0,45492417000.0,40013124000.0,31529840000.0
2108.0,43307876000.0,47112730000.0,37110480000.0,45410185000.0,39953805000.0,31319785000.0
2109.0,43191284000.0,47053308000.0,36903862000.0,45338542000.0,39754023000.0,31130841000.0
2110.0,43695510000.0,46945276000.0,36683805000.0,45235160000.0,39655862000.0,30879530000.0
2111.0,43045437000.0,46832970000.0,36441387000.0,45184710000.0,39546080000.0,30655343000.0
2112.0,43060752000.0,46745477000.0,36305424000.0,45065520000.0,39430644000.0,30474844000.0
2113.0,42792428000.0,46630232000.0,36089760000.0,44931027000.0,39302717000.0,30273395000.0
2114.0,42623930000.0,46569046000.0,35819385000.0,44827840000.0,39130866000.0,30087428000.0
2115.0,42465190000.0,46524994000.0,35596345000.0,44768473000.0,39024325000.0,29876023000.0
2116.0,42261170000.0,46587208000.0,35354640000.0,44598300000.0,38874670000.0,29688960000.0
2117.0,42081310000.0,46389354000.0,35149763000.0,44480807000.0,38799565000.0,29420726000.0
2118.0,41895567000.0,46328553000.0,35002323000.0,44369277000.0,38642150000.0,29247072000.0
2119.0,41697610000.0,46388597000.0,34770006000.0,44246106000.0,38532620000.0,28980763000.0
2120.0,41537778000.0,46273913000.0,34589280000.0,44217160000.0,38345294000.0,28814340000.0
2121.0,41495750000.0,46145550000.0,34347420000.0,44010000000.0,38210396000.0,28601946000.0
2122.0,41480557000.0,46078263000.0,34216804000.0,43928433000.0,38147883000.0,28391158000.0
2123.0,41215180000.0,45973960000.0,33968144000.0,43778680000.0,38061683000.0,28199895000.0
2124.0,41014860000.0,45872656000.0,33833196000.0,43577917000.0,38155117000.0,28019182000.0
2125.0,40864014000.0,45769430000.0,33643900000.0,43382990000.0,37968440000.0,27886170000.0
2126.0,40635785000.0,45703758000.0,33506642000.0,43322080000.0,37787746000.0,27636197000.0
2127.0,40474140000.0,45617140000.0,33312985000.0,43093815000.0,37930996000.0,27429915000.0
2128.0,40388960000.0,45523550000.0,33077176000.0,42994287000.0,37639570000.0,27216871000.0
2129.0,40321520000.0,45470433000.0,32938084000.0,43003140000.0,37513826000.0,26962741000.0
2130.0,40184463000.0,45350000000.0,32757970000.0,42724170000.0,37401006000.0,26698670000.0
2131.0,40049656000.0,45270385000.0,32597870000.0,42559144000.0,37290530000.0,26467613000.0
2132.0,39887647000.0,45141635000.0,32364280000.0,42436200000.0,37296083000.0,26296637000.0
2133.0,39775252000.0,45057315000.0,32157254000.0,42444526000.0,37194130000.0,26072447000.0
2134.0,40127726000.0,44903457000.0,31965297000.0,42122320000.0,37124973000.0,25859460000.0
2135.0,39656880000.0,44798243000.0,31897053000.0,41991045000.0,37261246000.0,25596484000.0
2136.0,39501360000.0,44709040000.0,31622175000.0,41794286000.0,38036312000.0,25451325000.0
2137.0,39390790000.0,44635440000.0,31524774000.0,41602507000.0,37135620000.0,25259368000.0
2138.0,39252816000.0,44473045000.0,31300104000.0,41416233000.0,37029167000.0,24973263000.0
2139.0,39127687000.0,44339460000.0,31120941000.0,41455313000.0,37092940000.0,24799382000.0
2140.0,38958076000.0,44232802000.0,30947690000.0,40940134000.0,36804700000.0,24564191000.0
2141.0,38929610000.0,44191613000.0,30828690000.0,40716310000.0,36861366000.0,24318521000.0
2142.0,38710583000.0,44123460000.0,30718693000.0,40555405000.0,36803270000.0,24075410000.0
2143.0,38640443000.0,43992367000.0,30530783000.0,40527307000.0,37348620000.0,23941523000.0
2144.0,38486320000.0,43985100000.0,30338695000.0,40483234000.0,37151700000.0,23754455000.0
2145.0,38654538000.0,43859673000.0,30205702000.0,40576540000.0,36853453000.0,23615062000.0
2146.0,38677580000.0,43781410000.0,30039880000.0,40186376000.0,36938290000.0,23402742000.0
2147.0,38207967000.0,43685687000.0,29898742000.0,40033866000.0,36465960000.0,23185654000.0
2148.0,38103278000.0,43562893000.0,29705720000.0,39716080000.0,36634444000.0,23033113000.0
2149.0,38007255000.0,43425150000.0,29560370000.0,39655700000.0,36542170000.0,22790490000.0
2150.0,37903503000.0,43319742000.0,29458113000.0,40077000000.0,36483777000.0,22576964000.0
2151.0,37734980000.0,43271246000.0,29335722000.0,39623307000.0,36329440000.0,22366024000.0
2152.0,37553254000.0,43176972000.0,29232204000.0,39412113000.0,36224356000.0,22190799000.0
2153.0,37494858000.0,43114308000.0,29051300000.0,39456137000.0,36091924000.0,22006915000.0
2154.0,37444485000.0,42963907000.0,28905572000.0,39217710000.0,36593046000.0,22032724000.0
2155.0,37512335000.0,42854910000.0,28683198000.0,39027920000.0,36341060000.0,21651825000.0
2156.0,37130404000.0,42738844000.0,28552569000.0,38982738000.0,36090155000.0,21509497000.0
2157.0,37484580000.0,42636415000.0,28440020000.0,38984590000.0,36391973000.0,21341660000.0
2158.0,36981993000.0,42557583000.0,28291990000.0,38985294000.0,36019410000.0,21162535000.0
2159.0,36814460000.0,42464080000.0,28212978000.0,38737320000.0,35707195000.0,20994249000.0
2160.0,36779200000.0,42394427000.0,28087521000.0,38645993000.0,35663577000.0,20856338000.0
2161.0,36654825000.0,42276745000.0,27944665000.0,38536900000.0,35503590000.0,20747626000.0
2162.0,36466040000.0,42189795000.0,27761594000.0,38467620000.0,37140763000.0,20630028000.0
2163.0,36344720000.0,42247594000.0,27635829000.0,38350643000.0,35963740000.0,20518947000.0
2164.0,36365170000.0,42061040000.0,27471935000.0,38210430000.0,35766380000.0,20372200000.0
2165.0,36189110000.0,41914106000.0,27328682000.0,37907116000.0,35523930000.0,20224320000.0
2166.0,36093444000.0,41855152000.0,27234600000.0,37740966000.0,35467338000.0,20114428000.0
2167.0,35980050000.0,41748824000.0,27060724000.0,37564150000.0,35292733000.0,20104178000.0
2168.0,36068655000.0,41655562000.0,26971208000.0,37462770000.0,35288190000.0,19839030000.0
2169.0,35864887000.0,41570963000.0,26854672000.0,37419410000.0,35104030000.0,19910060000.0
2170.0,36059795000.0,41415205000.0,26744363000.0,37309272000.0,35000066000.0,19672678000.0
2171.0,35707154000.0,41219838000.0,26674412000.0,37253755000.0,35581202000.0,19578474000.0
2172.0,35527250000.0,41119220000.0,26536188000.0,37128150000.0,35257967000.0,19542104000.0
2173.0,35445640000.0,41003350000.0,26427247000.0,37071180000.0,35848710000.0,19256630000.0
2174.0,35314598000.0,40935666000.0,26293480000.0,37671470000.0,35789130000.0,19095038000.0
2175.0,35209240000.0,40825717000.0,26187141000.0,37013783000.0,35491830000.0,18986890000.0
2176.0,35030622000.0,40758360000.0,26022775000.0,36780724000.0,35389880000.0,19157744000.0
2177.0,35162470000.0,40587567000.0,25908707000.0,37516317000.0,35148570000.0,18801998000.0
2178.0,34861250000.0,40541500000.0,25734146000.0,36661748000.0,34955928000.0,18595570000.0
2179.0,34742880000.0,40467104000.0,25647444000.0,36745294000.0,35102060000.0,18472160000.0
2180.0,35047956000.0,40335970000.0,25460566000.0,36604903000.0,34888180000.0,18325277000.0
2181.0,35386200000.0,40245790000.0,25336787000.0,36176314000.0,35187134000.0,18435641000.0
2182.0,34529853000.0,40210640000.0,25241526000.0,35967586000.0,34864505000.0,18181698000.0
2183.0,34784494000.0,40168722000.0,25156303000.0,35755565000.0,34736234000.0,18016266000.0
2184.0,34333198000.0,39979508000.0,25066240000.0,35620405000.0,34663694000.0,17938280000.0
2185.0,34260328000.0,39836762000.0,24978547000.0,35558842000.0,34615673000.0,17781983000.0
2186.0,34254488000.0,39746410000.0,24952316000.0,35615826000.0,35610812000.0,17557460000.0
2187.0,34052385000.0,39645130000.0,24800268000.0,35367120000.0,34551110000.0,17479367000.0
2188.0,33764260000.0,39498590000.0,24681900000.0,35182166000.0,34441368000.0,17271886000.0
2189.0,33880492000.0,39351910000.0,24621122000.0,34931190000.0,34585113000.0,17110446000.0
2190.0,33724328000.0,39310610000.0,24519080000.0,34911410000.0,34682655000.0,17003736000.0
2191.0,35424200000.0,39208894000.0,24422533000.0,34751623000.0,35124064000.0,16888064000.0
2192.0,33714002000.0,39128220000.0,24330211000.0,34395560000.0,34446010000.0,16721151000.0
2193.0,33424340000.0,39133170000.0,24180464000.0,34186457000.0,34617205000.0,16590898000.0
2194.0,33267384000.0,39043318000.0,24073312000.0,33962078000.0,34637308000.0,16388463000.0
2195.0,33107200000.0,38938970000.0,23956322000.0,34165957000.0,34548003000.0,16254062000.0
2196.0,32965350000.0,38845096000.0,23876680000.0,33951785000.0,34144406000.0,16114771000.0
2197.0,32879120000.0,39029020000.0,23741860000.0,33633757000.0,35713847000.0,15951745000.0
2198.0,32691886000.0,38713620000.0,23619815000.0,33682580000.0,34209894000.0,15815258000.0
2199.0,32523610000.0,38679646000.0,23514150000.0,33401375000.0,34027794000.0,15656026000.0
2200.0,32452520000.0,38626247000.0,23440257000.0,33304467000.0,33760430000.0,15525961000.0
2201.0,32473338000.0,38459470000.0,23339446000.0,33034564000.0,33713123000.0,15436225000.0
2202.0,32271944000.0,38378017000.0,23309980000.0,32947476000.0,33609794000.0,15301916000.0
2203.0,32297052000.0,38258080000.0,23094854000.0,33434319000.0,33532447000.0,15153742000.0
2204.0,32148961000.0,38176340000.0,22894471000.0,32724318000.0,33444463000.0,15024643000.0
2205.0,32272750000.0,38076862000.0,22817327000.0,32556618000.0,33432052000.0,14906131000.0
2206.0,31894364000.0,38003884000.0,22720979000.0,32396755000.0,33570105000.0,14741373000.0
2207.0,31757076000.0,37933650000.0,22645096000.0,32286464000.0,33275685000.0,14612035000.0
2208.0,31988883000.0,37751330000.0,22539596000.0,32068390000.0,33162684000.0,14483674000.0
2209.0,31612834000.0,37643580000.0,22435910000.0,31946633000.0,33074460000.0,14374532000.0
2210.0,31714415000.0,37482877000.0,22279946000.0,31850686000.0,33416665000.0,14282090000.0
2211.0,31584842000.0,37472140000.0,22146656000.0,31559553000.0,32993020000.0,14195340000.0
2212.0,31340493000.0,37303165000.0,22041416000.0,31659563000.0,32960416000.0,14063463000.0
2213.0,31229240000.0,37226754000.0,21934866000.0,31376011000.0,32816175000.0,13892660000.0
2214.0,31078724000.0,37038866000.0,21783644000.0,31281482000.0,32705137000.0,13779855000.0
2215.0,30914527000.0,36973200000.0,21686428000.0,30987784000.0,32617003000.0,13681676000.0
2216.0,30768212000.0,36945210000.0,21561876000.0,30835786000.0,32543820000.0,13551676000.0
2217.0,30612247000.0,36902203000.0,21498487000.0,30782777000.0,32983376000.0,13418851000.0
2218.0,30649606000.0,36808590000.0,21603930000.0,30532792000.0,32480477000.0,13335079000.0
2219.0,30467949000.0,36638310000.0,21448524000.0,30446117000.0,32395323000.0,13237106000.0
2220.0,30392003000.0,36562250000.0,21345649000.0,30282734000.0,32411324000.0,13138347000.0
2221.0,30275312000.0,36464656000.0,21275314000.0,30317679000.0,32331990000.0,13039372000.0
2222.0,30131087000.0,36358963000.0,21145088000.0,30115738000.0,33946855000.0,12952899000.0
2223.0,30239260000.0,36320430000.0,21083972000.0,30140957000.0,33117401000.0,12836058000.0
2224.0,30019932000.0,36191500000.0,21038920000.0,29820232000.0,32661190000.0,12718947000.0
2225.0,29974241000.0,36270170000.0,20851966000.0,29663382000.0,32488776000.0,12595371000.0
2226.0,29821577000.0,36053930000.0,20738144000.0,29494776000.0,32579449000.0,12518553000.0
2227.0,29709791000.0,35969987000.0,20682867000.0,29370528000.0,32663691000.0,12402454000.0
2228.0,29631842000.0,35971285000.0,20611189000.0,29177885000.0,32296073000.0,12289487000.0
2229.0,29501665000.0,35735822000.0,20476432000.0,29176642000.0,32113435000.0,12234395000.0
2230.0,29441542000.0,35667400000.0,20429013000.0,29077682000.0,32769513000.0,12186279000.0
2231.0,29481202000.0,35534250000.0,20331119000.0,28787722000.0,32837770000.0,12096052000.0
2232.0,29292423000.0,35487367000.0,20259470000.0,28708313000.0,32274108000.0,12000667000.0
2233.0,29288847000.0,35404878000.0,20177938000.0,28600980000.0,32157694000.0,11947438000.0
2234.0,29150265000.0,35376775000.0,20046328000.0,29599316000.0,31995302000.0,11906154000.0
2235.0,29524716000.0,35321676000.0,19955060000.0,28859058000.0,32137734000.0,11800037000.0
2236.0,29050960000.0,35274764000.0,19910689000.0,28981311000.0,32382427000.0,11688423000.0
2237.0,28930537000.0,35154747000.0,19835530000.0,28838406000.0,32278784000.0,11648427000.0
2238.0,28919490000.0,35116970000.0,19787106000.0,28549362000.0,32416877000.0,11603916000.0
2239.0,28891120000.0,34992472000.0,19708125000.0,28283730000.0,32235490000.0,11831580000.0
2240.0,28642263000.0,35189805000.0,19549350000.0,28177246000.0,33259690000.0,11574700000.0
2241.0,28605400000.0,34991653000.0,19562445000.0,28252205000.0,32506495000.0,11667935000.0
2242.0,28591462000.0,34796306000.0,19472370000.0,27971652000.0,32040724000.0,11441734000.0
2243.0,28411992000.0,34764726000.0,19523013000.0,27856170000.0,32106902000.0,11481806000.0
2244.0,28420674000.0,34761630000.0,19321190000.0,27999840000.0,31880820000.0,11286262000.0
2245.0,28283953000.0,34663715000.0,19226966000.0,27614669000.0,31923007000.0,11193959000.0
2246.0,28317647000.0,34438128000.0,19279827000.0,27729537000.0,31695729000.0,11139661000.0
2247.0,28229642000.0,34369730000.0,19193696000.0,27416064000.0,31693079000.0,11123899000.0
2248.0,28386083000.0,34317672000.0,19199664000.0,27251147000.0,31609663000.0,11047256000.0
2249.0,28400320000.0,34233162000.0,19009638000.0,27084048000.0,31493253000.0,11108518000.0
2250.0,28063590000.0,34277300000.0,18941417000.0,27025110000.0,31888394000.0,10959705000.0
2251.0,27986653000.0,34813977000.0,18953114000.0,26990524000.0,31445457000.0,10954144000.0
2252.0,27874992000.0,34373050000.0,18843437000.0,26773520000.0,31455683000.0,10931364000.0
2253.0,27843045000.0,34161727000.0,18774958000.0,26615239000.0,31335926000.0,11551891000.0
2254.0,27715797000.0,33973473000.0,18726408000.0,26473271000.0,31358960000.0,10811752000.0
2255.0,27708700000.0,33908790000.0,18644214000.0,26263675000.0,31250560000.0,10657217000.0
2256.0,27580584000.0,34028059000.0,18581582000.0,26164537000.0,31102691000.0,10613082000.0
2257.0,27485063000.0,33689983000.0,18520474000.0,26066076000.0,31039803000.0,10565038000.0
2258.0,28386610000.0,33618688000.0,18552467000.0,26045344000.0,30949622000.0,10534403000.0
2259.0,27359648000.0,33503326000.0,18370250000.0,26088436000.0,31466263000.0,10480819000.0
2260.0,27336850000.0,33431118000.0,18609152000.0,25800733000.0,31314090000.0,10447980000.0
2261.0,27209669000.0,33343890000.0,18544075000.0,25961910000.0,30858381000.0,10381709000.0
2262.0,27097524000.0,33383014000.0,18474152000.0,25870969000.0,30877760000.0,10313053000.0
2263.0,26981160000.0,33212058000.0,18235404000.0,25770602000.0,30688233000.0,10250469000.0
2264.0,26900611000.0,33107653000.0,18185845000.0,25571279000.0,30601660000.0,10445945000.0
2265.0,26815744000.0,33139270000.0,18317277000.0,25633055000.0,31220214000.0,10160154000.0
2266.0,26723578000.0,32933546000.0,18099677000.0,25435697000.0,31391425000.0,10042260000.0
2267.0,26653665000.0,32834017000.0,18049438000.0,25473686000.0,30912846000.0,10204673000.0
2268.0,26533036000.0,32753270000.0,17991950000.0,25308125000.0,30680076000.0,9989419000.0
2269.0,26424189000.0,32706320000.0,17927528000.0,25310872000.0,30504410000.0,9913747000.0
2270.0,26577218000.0,32835213000.0,17971378000.0,25109234000.0,30439397000.0,9842065000.0
2271.0,27271279000.0,32572703000.0,17990312000.0,25150906000.0,30373462000.0,9804052000.0
2272.0,26473680000.0,32442464000.0,17879308000.0,25174882000.0,30352654000.0,9711303000.0
2273.0,26282971000.0,32584165000.0,17808180000.0,25023056000.0,30340990000.0,9692403000.0
2274.0,26120868000.0,32294609000.0,17745207000.0,26627903000.0,30206802000.0,9777336000.0
2275.0,25985575000.0,32522494000.0,17688936000.0,24843112000.0,30344428000.0,9604935000.0
2276.0,25852457000.0,32206535000.0,17652652000.0,24759204000.0,30338644000.0,9576040000.0
2277.0,26035868000.0,32133745000.0,17525113000.0,25012423000.0,30343590000.0,9488719000.0
2278.0,25763125000.0,32073183000.0,17468826000.0,24571830000.0,30104019000.0,9454609000.0
2279.0,25526180000.0,32002870000.0,17390391000.0,24518066000.0,30054478000.0,9399291000.0
2280.0,26225203000.0,31944522000.0,17363010000.0,24647352000.0,30903398000.0,9297604000.0
2281.0,25704344000.0,31960244000.0,17295860000.0,24322339000.0,30023797000.0,9239558000.0
2282.0,25436473000.0,31774642000.0,17218011000.0,24394350000.0,30383030000.0,9172724000.0
2283.0,26376470000.0,31685364000.0,17164048000.0,24354908000.0,30292503000.0,9101165000.0
2284.0,25253850000.0,31886193000.0,17084963000.0,24658289000.0,30102192000.0,9052017000.0
2285.0,25157208000.0,31595733000.0,17081853000.0,24078756000.0,30427384000.0,9017662000.0
2286.0,25038190000.0,31431730000.0,17094299000.0,23995204000.0,30119432000.0,8998595000.0
2287.0,24946582000.0,31329774000.0,17000793000.0,23885519000.0,30110982000.0,8975809000.0
2288.0,24845638000.0,31282160000.0,16869612000.0,24275362000.0,29879870000.0,8915316000.0
2289.0,24745021000.0,31177562000.0,16818417000.0,23727438000.0,29858984000.0,8847252000.0
2290.0,24679174000.0,31161060000.0,16720506000.0,23682636000.0,29839553000.0,8815616000.0
2291.0,24700637000.0,31208049000.0,16678768000.0,23579116000.0,29773627000.0,8714732000.0
2292.0,25568539000.0,31004928000.0,16681820000.0,23572406000.0,29924150000.0,8691331000.0
2293.0,24658002000.0,30939620000.0,16592808000.0,23603694000.0,29638170000.0,8624788000.0
2294.0,25110077000.0,30888761000.0,16548883000.0,23490484000.0,30084610000.0,8543866400.0
