time,MRI-ESM2-0,CANESM5,CESM2-WACCM,ACCESS-CM2,ACCESS-ESM1-5,IPSL-CM6A-LR
2030.0,51192705000.0,50754090000.0,51429460000.0,51327150000.0,51323523000.0,51278815000.0
2031.0,51149020000.0,50581040000.0,51374727000.0,51328406000.0,51313290000.0,51243135000.0
2032.0,51114660000.0,50392117000.0,51308483000.0,51302506000.0,51313780000.0,51225820000.0
2033.0,51052892000.0,50215387000.0,51297112000.0,51296092000.0,51370828000.0,51189228000.0
2034.0,50997620000.0,50043044000.0,51270640000.0,51259580000.0,51298116000.0,51170177000.0
2035.0,50955117000.0,49804804000.0,51258753000.0,51219263000.0,51271400000.0,51139375000.0
2036.0,50884710000.0,49579717000.0,51242877000.0,51190350000.0,51252370000.0,51116696000.0
2037.0,50770256000.0,49378680000.0,51214025000.0,51156800000.0,51234190000.0,51075056000.0
2038.0,50678858000.0,49090210000.0,51171580000.0,51078873000.0,51166355000.0,51031732000.0
2039.0,50587640000.0,48749840000.0,51149580000.0,51028165000.0,51131160000.0,50989523000.0
2040.0,50460447000.0,48461650000.0,51217110000.0,51001324000.0,51113574000.0,50926340000.0
2041.0,50344870000.0,48101320000.0,51100630000.0,50960896000.0,51078697000.0,50837390000.0
2042.0,50214360000.0,47719010000.0,51065856000.0,50983805000.0,51093025000.0,50745090000.0
2043.0,50049660000.0,47352115000.0,51013510000.0,50890440000.0,51217555000.0,50626576000.0
2044.0,49846104000.0,47010394000.0,50961703000.0,50823655000.0,51049497000.0,50540306000.0
2045.0,49693356000.0,46713450000.0,50948930000.0,50796515000.0,50930897000.0,50425274000.0
2046.0,49483067000.0,46485630000.0,50912035000.0,50744540000.0,50843780000.0,50264320000.0
2047.0,49320178000.0,46101647000.0,50842600000.0,50698190000.0,50757435000.0,50153950000.0
2048.0,49179247000.0,45783654000.0,50805047000.0,50623513000.0,50822455000.0,49964524000.0
2049.0,49000018000.0,45546250000.0,50766700000.0,50510930000.0,50647250000.0,49831960000.0
2050.0,48793182000.0,45227426000.0,50732716000.0,50407666000.0,50636490000.0,49685090000.0
2051.0,48623145000.0,44921754000.0,50674467000.0,50300680000.0,50623697000.0,49464100000.0
2052.0,48354000000.0,44665810000.0,50625364000.0,50270840000.0,50391294000.0,49207000000.0
2053.0,48140520000.0,44351865000.0,50532270000.0,50136146000.0,50219667000.0,49000194000.0
2054.0,48011665000.0,44003324000.0,50486090000.0,50022420000.0,50105440000.0,48772990000.0
2055.0,47868117000.0,43688215000.0,50450520000.0,49883185000.0,49975190000.0,48554463000.0
2056.0,47643510000.0,43386974000.0,50370277000.0,49745146000.0,49743307000.0,48323043000.0
2057.0,47462752000.0,43036934000.0,50314695000.0,49620840000.0,49552273000.0,48059580000.0
2058.0,47276660000.0,42718212000.0,50227536000.0,49432797000.0,49531820000.0,47801143000.0
2059.0,47044395000.0,42410844000.0,50158604000.0,49300726000.0,49422307000.0,47536726000.0
2060.0,46795674000.0,41994318000.0,50081096000.0,49147260000.0,49284837000.0,47247100000.0
2061.0,46623260000.0,41656054000.0,49948094000.0,48998000000.0,49224274000.0,46968517000.0
2062.0,46311970000.0,41252360000.0,49888354000.0,48873050000.0,49241970000.0,46594560000.0
2063.0,46077796000.0,40849790000.0,49780870000.0,48700105000.0,49044554000.0,46214435000.0
2064.0,45816030000.0,40503730000.0,49711997000.0,48527393000.0,48995260000.0,45791093000.0
2065.0,45642682000.0,40193170000.0,49647750000.0,48374403000.0,48826155000.0,45505032000.0
2066.0,45371884000.0,39794880000.0,49538257000.0,48239610000.0,48660267000.0,45146317000.0
2067.0,45091488000.0,39385520000.0,49400810000.0,47946900000.0,48527675000.0,44747616000.0
2068.0,44794913000.0,39090510000.0,49248117000.0,47687447000.0,48438630000.0,44336976000.0
2069.0,44508926000.0,38585254000.0,49148030000.0,47411770000.0,48239120000.0,44008923000.0
2070.0,44287263000.0,38204002000.0,49024490000.0,47156670000.0,48053277000.0,43572736000.0
2071.0,43953275000.0,37736632000.0,48961400000.0,46901530000.0,47782670000.0,43128500000.0
2072.0,43656794000.0,37222584000.0,48837947000.0,46584970000.0,47498750000.0,42738240000.0
2073.0,43367580000.0,36790227000.0,48690274000.0,46170320000.0,47295287000.0,42224170000.0
2074.0,43096375000.0,36357673000.0,48542490000.0,45774960000.0,47033192000.0,41787548000.0
2075.0,42813305000.0,35960635000.0,48316305000.0,45360480000.0,46790270000.0,41310212000.0
2076.0,42570887000.0,35586638000.0,48199987000.0,45024530000.0,46601650000.0,40805552000.0
2077.0,42258354000.0,35097514000.0,48049807000.0,44639797000.0,46254817000.0,40358662000.0
2078.0,41958253000.0,34618016000.0,47821844000.0,44375960000.0,45973295000.0,39868930000.0
2079.0,41638425000.0,34187467000.0,47629873000.0,44164250000.0,45732500000.0,39403577000.0
2080.0,41391470000.0,33693753000.0,47435080000.0,43962920000.0,45474845000.0,38934110000.0
2081.0,41103960000.0,33229963000.0,47209574000.0,43725345000.0,45136343000.0,38367620000.0
2082.0,40700030000.0,32780090000.0,47061422000.0,43472716000.0,44753957000.0,37830290000.0
2083.0,40404038000.0,32318120000.0,46790603000.0,43276600000.0,44391650000.0,37171716000.0
2084.0,40034116000.0,31833854000.0,46564840000.0,43091330000.0,44129665000.0,36649970000.0
2085.0,39713223000.0,31418546000.0,46346056000.0,42660733000.0,43708790000.0,35946234000.0
2086.0,39446610000.0,30922478000.0,46027604000.0,42348920000.0,43364286000.0,35296520000.0
2087.0,39175930000.0,30458020000.0,45741370000.0,42048053000.0,42837717000.0,34765850000.0
2088.0,38838505000.0,30055907000.0,45482230000.0,41762623000.0,42246650000.0,34134653000.0
2089.0,38510420000.0,29555122000.0,45165208000.0,41318826000.0,41717370000.0,33365768000.0
2090.0,38088470000.0,29089208000.0,44919927000.0,40838676000.0,41238176000.0,32689017000.0
2091.0,37741750000.0,28588544000.0,44688500000.0,40320668000.0,40846620000.0,32067586000.0
2092.0,37345894000.0,28120652000.0,44365955000.0,39842350000.0,40452604000.0,31533150000.0
2093.0,36960800000.0,27677213000.0,44012315000.0,39399440000.0,40003842000.0,30915002000.0
2094.0,36604965000.0,27145701000.0,43600960000.0,39093592000.0,39546000000.0,30421981000.0
2095.0,36262040000.0,26588680000.0,43209888000.0,38764270000.0,39138898000.0,29808505000.0
2096.0,35768095000.0,26117442000.0,42806657000.0,38228200000.0,38759174000.0,29307273000.0
2097.0,35346810000.0,25682730000.0,42499314000.0,37746258000.0,38123663000.0,28785180000.0
2098.0,34928840000.0,25136818000.0,42231100000.0,37191720000.0,37584708000.0,28290159000.0
2099.0,34529247000.0,24715751000.0,41930970000.0,36635984000.0,37059097000.0,27720220000.0
2100.0,34099802000.0,24284955000.0,41639023000.0,36102490000.0,36499108000.0,27205042000.0
2101.0,33668356000.0,23825842000.0,41293455000.0,35455980000.0,36093240000.0,26677232000.0
2102.0,33262848000.0,23391324000.0,40983500000.0,34818634000.0,35651265000.0,26304831000.0
2103.0,32682840000.0,22904175000.0,40652280000.0,34099268000.0,35189117000.0,25911798000.0
2104.0,32281897000.0,22355503000.0,40280138000.0,33473733000.0,34729157000.0,25401182000.0
2105.0,31815420000.0,21796768000.0,39784542000.0,32909824000.0,34190481000.0,24921862000.0
2106.0,31366982000.0,21234627000.0,39380586000.0,32309654000.0,33746090000.0,24436759000.0
2107.0,30869914000.0,20774250000.0,38983295000.0,31542209000.0,33215394000.0,23987096000.0
2108.0,30416120000.0,20267313000.0,38561493000.0,30723580000.0,32704496000.0,23505478000.0
2109.0,29910544000.0,19819297000.0,37967544000.0,29686798000.0,32244361000.0,23133065000.0
2110.0,29549620000.0,19335520000.0,37459866000.0,28914300000.0,31616715000.0,22740517000.0
2111.0,29101388000.0,18857116000.0,36952658000.0,28154530000.0,31006118000.0,22349044000.0
2112.0,28585968000.0,18411630000.0,36501930000.0,27459744000.0,30392860000.0,21910399000.0
2113.0,28043710000.0,17884492000.0,35990573000.0,26797460000.0,29667850000.0,21523730000.0
2114.0,27564470000.0,17414423000.0,35416610000.0,26057054000.0,29109928000.0,21074330000.0
2115.0,26863620000.0,16850361000.0,34763560000.0,25141502000.0,28486107000.0,20592316000.0
2116.0,26355214000.0,16298934000.0,34262637000.0,24301914000.0,27787483000.0,20038690000.0
2117.0,25702752000.0,15784331000.0,33672864000.0,23391435000.0,27155444000.0,19564216000.0
2118.0,25207032000.0,15218914000.0,33254756000.0,22546307000.0,26595154000.0,19217924000.0
2119.0,24699572000.0,14610076000.0,32691792000.0,21825554000.0,26073946000.0,18732171000.0
2120.0,24173382000.0,13972938000.0,32316996000.0,21122260000.0,25619510000.0,18231667000.0
2121.0,23645092000.0,13390403000.0,31474065000.0,20327457000.0,24897858000.0,17781100000.0
2122.0,23232764000.0,12867783000.0,30907060000.0,19553294000.0,24238107000.0,17281341000.0
2123.0,22724594000.0,12366219000.0,30110110000.0,18714900000.0,23410221000.0,16738114000.0
2124.0,22148362000.0,11938056000.0,29437889000.0,17849184000.0,22603055000.0,16303790000.0
2125.0,21586256000.0,11653205000.0,28874248000.0,16985494000.0,21757610000.0,15957616000.0
2126.0,20975050000.0,11309830000.0,28128911000.0,15926310000.0,20875753000.0,15625229000.0
2127.0,20523190000.0,10816853000.0,27667010000.0,15076627000.0,20053285000.0,15287367000.0
2128.0,19901712000.0,10343964000.0,27021541000.0,14454108000.0,19212351000.0,14896967000.0
2129.0,19270943000.0,9902772000.0,26088313000.0,13871319000.0,18456838000.0,14596484000.0
2130.0,18632667000.0,9392318000.0,25430342000.0,13280188000.0,17642127000.0,14316344000.0
2131.0,18086290000.0,8770373000.0,24775844000.0,12710948000.0,16975629000.0,14069951000.0
2132.0,17531840000.0,8385015000.0,24140534000.0,12120083000.0,16213201000.0,13713662000.0
2133.0,16890079000.0,7879667000.0,23421307000.0,11555541000.0,15479974000.0,13438685000.0
2134.0,16285834000.0,7234470400.0,22855932000.0,10960304000.0,14582453000.0,13194420000.0
2135.0,15682363000.0,6716206600.0,22085405000.0,10365450000.0,13946146000.0,12941730000.0
2136.0,15154968000.0,6248192000.0,21143316000.0,9807025000.0,13181503000.0,12661180000.0
2137.0,14625886000.0,5732989400.0,20461779000.0,9295993000.0,12497817000.0,12396615000.0
2138.0,14049403000.0,5317622000.0,19703423000.0,8783330000.0,11818271000.0,12164218000.0
2139.0,13441826000.0,4918498300.0,19085468000.0,8094130700.0,10851651000.0,11952364000.0
2140.0,12917165000.0,4559939600.0,18209950000.0,7610529000.0,10285079000.0,11738059000.0
2141.0,12328572000.0,4189156600.0,17412526000.0,7211725300.0,9714451000.0,11531329000.0
2142.0,11642457000.0,3834012000.0,16554441000.0,6828456000.0,9034643000.0,11339139000.0
2143.0,10980516000.0,3450841600.0,15634506000.0,6528426500.0,8496764000.0,11059430000.0
2144.0,10383560000.0,3120981200.0,14930091000.0,6168259000.0,7985644000.0,10811259000.0
2145.0,9793044000.0,2644504600.0,14075406000.0,5777989600.0,7416884000.0,10546865000.0
2146.0,9191585000.0,2273097200.0,13363809000.0,5462581000.0,6846044000.0,10267112000.0
2147.0,8789728000.0,1863506600.0,12629643000.0,5166339600.0,6424160000.0,10047190000.0
2148.0,8407023000.0,1623564500.0,11695846000.0,4819596000.0,5918104600.0,9873097000.0
2149.0,7996846000.0,1356535800.0,10804005000.0,4472636400.0,5541300700.0,9615650000.0
2150.0,7596844000.0,1212417700.0,10103529000.0,4000193000.0,5158573600.0,9433431000.0
2151.0,7211929600.0,1046779140.0,9489729000.0,3755592000.0,4872811000.0,9217912000.0
2152.0,6769762300.0,860013440.0,8799353000.0,3481630200.0,4517858000.0,8939335000.0
2153.0,6493778000.0,734790140.0,8155215400.0,3299268900.0,4212372500.0,8714406000.0
2154.0,6208093700.0,633329000.0,7502085000.0,3061534000.0,3938945500.0,8524047000.0
2155.0,5836472000.0,518612400.0,6898871000.0,2827551500.0,3586037200.0,8246007000.0
2156.0,5539543000.0,363875260.0,6306982400.0,2411081200.0,3302545700.0,8055660500.0
2157.0,5291797000.0,315414820.0,5838381600.0,2023674900.0,2833925400.0,7882336000.0
2158.0,4956343000.0,242089680.0,5319256600.0,1637961600.0,2256849200.0,7753881600.0
2159.0,4616382000.0,188064620.0,4887577000.0,1471591300.0,1937988700.0,7585631000.0
2160.0,4242778600.0,156528670.0,4354625500.0,1278693600.0,1709946400.0,7447853000.0
2161.0,3938997800.0,120188780.0,4029430500.0,1076710100.0,1526888600.0,7324351000.0
2162.0,3593330400.0,80993640.0,3698533600.0,899129600.0,1246825300.0,7193854500.0
2163.0,3356093400.0,59493388.0,3431251200.0,760393100.0,1057557500.0,6998622700.0
2164.0,3106391000.0,46788840.0,3219321300.0,678231740.0,884055740.0,6891511000.0
2165.0,2910123800.0,30785912.0,3030999300.0,580647360.0,708406850.0,6777414000.0
2166.0,2705384000.0,13230796.0,2806586400.0,484012900.0,628324500.0,6702661000.0
2167.0,2483843000.0,242925.38,2555882500.0,411927000.0,535748100.0,6595558400.0
2168.0,2253388000.0,214816.47,2401556700.0,337450100.0,433776770.0,6487573500.0
2169.0,1943683100.0,181198.75,2312144600.0,286124100.0,351491840.0,6362510300.0
2170.0,1752641400.0,141937.78,2216136200.0,249957600.0,276971700.0,6243455500.0
2171.0,1588196600.0,141264.77,2081436400.0,211738880.0,230902620.0,6070130700.0
2172.0,1466899600.0,109761.516,1970483500.0,183496660.0,171616940.0,5934518300.0
2173.0,1332624600.0,109870.3,1832997800.0,145439800.0,122696710.0,5869574000.0
2174.0,1148441100.0,109893.875,1699026800.0,123188000.0,107315624.0,5806014500.0
2175.0,766924000.0,109810.76,1529295100.0,112692950.0,97363210.0,5764529000.0
2176.0,679245760.0,109522.234,1357193200.0,102672350.0,88253720.0,5650119700.0
2177.0,600987840.0,109460.54,1221886100.0,93255220.0,79654910.0,5566392300.0
2178.0,502835200.0,109364.01,1091744100.0,84392104.0,67748390.0,5460047000.0
2179.0,397869860.0,109131.38,737861000.0,72089200.0,56398920.0,5364168700.0
2180.0,339797730.0,109171.03,623340540.0,64130576.0,46278400.0,5313356300.0
2181.0,291355840.0,108533.8,574964400.0,53373570.0,36643404.0,5231047000.0
2182.0,249718180.0,108420.086,504114800.0,43515750.0,25382336.0,5155339000.0
2183.0,214475500.0,108688.61,462038370.0,34271996.0,13899846.0,5064818700.0
2184.0,178491680.0,108537.87,437307400.0,26404076.0,161272.94,4864545300.0
2185.0,118587450.0,108432.086,399674340.0,18996318.0,161525.17,4785965000.0
2186.0,107755720.0,108256.49,361192260.0,9989056.0,161306.02,4720663600.0
2187.0,102752904.0,108229.47,339995680.0,0.0,160988.25,4657679400.0
2188.0,93391100.0,108186.26,308400060.0,0.0,160922.23,4581805000.0
2189.0,88834936.0,108259.59,271737440.0,0.0,160833.33,4510307300.0
2190.0,80250010.0,108167.66,237581230.0,0.0,160914.94,4459233300.0
2191.0,71887864.0,107978.67,204925810.0,0.0,160950.47,4356520000.0
2192.0,64256828.0,107684.1,170978000.0,0.0,160839.62,4163614700.0
2193.0,57011536.0,107548.94,151047860.0,0.0,161048.92,3934591200.0
2194.0,50122496.0,107205.55,108377460.0,0.0,160917.38,3850553600.0
2195.0,40253252.0,106593.5,87049060.0,0.0,160884.66,3787039500.0
2196.0,34444590.0,106405.96,64000156.0,0.0,160639.53,3742014700.0
2197.0,29083514.0,106315.02,51542150.0,0.0,160642.77,3660839700.0
2198.0,23619600.0,106295.44,39999560.0,0.0,160414.86,3596236300.0
2199.0,15722815.0,105949.34,22700504.0,0.0,160460.73,3523721500.0
2200.0,163191.84,105496.75,13477183.0,0.0,160601.16,3444821200.0
2201.0,163324.62,105217.336,10255312.0,0.0,160668.78,3414268200.0
2202.0,163071.94,104509.78,8645274.0,0.0,160271.8,3289946000.0
2203.0,163079.44,103822.01,6092201.0,0.0,160182.8,3203295500.0
2204.0,163037.42,103008.32,4007954.5,0.0,160396.84,3144380400.0
2205.0,163125.19,102210.74,2373024.2,0.0,160328.42,3119310000.0
2206.0,163382.14,100516.84,774450.2,0.0,160041.83,3075177200.0
2207.0,163358.14,98593.984,118520.36,0.0,159632.55,3009241900.0
2208.0,163178.81,95944.766,108081.734,0.0,159833.55,2956514000.0
2209.0,163140.27,92935.24,108265.07,0.0,159550.42,2932499200.0
2210.0,163234.5,88858.58,108445.59,0.0,160124.19,2868085200.0
2211.0,163292.3,50718.68,108334.62,0.0,160046.77,2803083800.0
2212.0,163086.31,47734.125,108347.36,0.0,160115.95,2758898400.0
2213.0,163170.42,43851.875,108641.805,0.0,160094.84,2699622400.0
2214.0,163016.83,0.0,108202.84,0.0,160292.88,2658483500.0
2215.0,163160.48,0.0,108406.516,0.0,160426.89,2589997600.0
2216.0,189976.38,0.0,107919.67,0.0,160679.86,2524171800.0
2217.0,163366.14,0.0,107293.97,0.0,160702.45,2432252400.0
2218.0,163236.44,0.0,106320.57,0.0,160642.83,2398520300.0
2219.0,163222.19,0.0,106077.76,0.0,160488.64,2334658300.0
2220.0,162863.73,0.0,105687.33,0.0,160413.27,2290518000.0
2221.0,163125.64,0.0,105345.13,0.0,160490.45,2228617000.0
2222.0,163034.4,0.0,104722.445,0.0,160819.23,2185249500.0
2223.0,163383.25,0.0,103859.64,0.0,160765.19,2150344400.0
2224.0,163304.2,0.0,102507.76,0.0,160914.19,2066902000.0
2225.0,163350.05,0.0,101586.77,0.0,160380.36,1996316700.0
2226.0,163200.3,0.0,100678.45,0.0,160109.53,1957276900.0
2227.0,163164.33,0.0,99128.27,0.0,160086.94,1903557800.0
2228.0,163051.3,0.0,96487.0,0.0,160106.88,1874988300.0
2229.0,162824.38,0.0,92588.16,0.0,160187.8,1811300000.0
2230.0,163094.16,0.0,87777.13,0.0,160234.23,1725023700.0
2231.0,163263.14,0.0,49637.62,0.0,160374.7,1645690900.0
2232.0,162897.73,0.0,46450.445,0.0,160490.56,1588899100.0
2233.0,163020.48,0.0,42287.516,0.0,160240.02,1519834500.0
2234.0,163206.8,0.0,0.0,0.0,160037.33,1488132500.0
2235.0,163255.83,0.0,0.0,0.0,159617.16,1414160400.0
2236.0,163107.97,0.0,0.0,0.0,159655.66,1373808500.0
2237.0,163056.48,0.0,0.0,0.0,159796.94,1355684600.0
2238.0,163101.23,0.0,0.0,0.0,159826.31,1294237400.0
2239.0,162800.69,0.0,0.0,0.0,159951.22,1261619700.0
2240.0,163108.55,0.0,0.0,0.0,160237.98,1207721700.0
2241.0,163077.44,0.0,0.0,0.0,160195.78,1126708600.0
2242.0,163120.55,0.0,0.0,0.0,160304.39,1073605000.0
2243.0,163083.12,0.0,0.0,0.0,160527.95,1018374400.0
2244.0,163029.05,0.0,0.0,0.0,160483.69,945847200.0
2245.0,163191.03,0.0,0.0,0.0,160697.52,923404800.0
2246.0,162861.3,0.0,0.0,0.0,160593.36,902722400.0
2247.0,162839.11,0.0,0.0,0.0,160776.48,871882400.0
2248.0,162862.45,0.0,0.0,0.0,160627.44,863248900.0
2249.0,162671.08,0.0,0.0,0.0,160337.2,833516160.0
2250.0,162682.19,0.0,0.0,0.0,160004.02,803846850.0
2251.0,162968.4,0.0,0.0,0.0,159704.06,770563460.0
2252.0,163200.0,0.0,0.0,0.0,159868.05,736035800.0
2253.0,163097.33,0.0,0.0,0.0,159698.19,695040400.0
2254.0,163117.14,0.0,0.0,0.0,159627.05,635969700.0
2255.0,163267.77,0.0,0.0,0.0,159549.88,576760200.0
2256.0,163130.7,0.0,0.0,0.0,159642.61,540045300.0
2257.0,163210.8,0.0,0.0,0.0,159482.72,499757200.0
2258.0,163286.47,0.0,0.0,0.0,159540.66,416990750.0
2259.0,163353.03,0.0,0.0,0.0,159561.22,329048770.0
2260.0,163308.19,0.0,0.0,0.0,159354.81,305812100.0
2261.0,163305.75,0.0,0.0,0.0,159207.17,274944450.0
2262.0,189998.81,0.0,0.0,0.0,158944.23,231429890.0
2263.0,163504.02,0.0,0.0,0.0,158762.64,216380800.0
2264.0,163364.12,0.0,0.0,0.0,158657.77,209081810.0
2265.0,163189.3,0.0,0.0,0.0,158870.2,198264500.0
2266.0,162998.7,0.0,0.0,0.0,158973.12,194620300.0
2267.0,162864.58,0.0,0.0,0.0,158923.67,181397500.0
2268.0,162873.6,0.0,0.0,0.0,159066.58,173671150.0
2269.0,162862.25,0.0,0.0,0.0,159177.33,166066940.0
2270.0,163088.0,0.0,0.0,0.0,159089.9,160862980.0
2271.0,162949.44,0.0,0.0,0.0,158817.9,145528620.0
2272.0,162833.45,0.0,0.0,0.0,159079.86,129167960.0
2273.0,163232.48,0.0,0.0,0.0,159674.16,105919150.0
2274.0,162927.67,0.0,0.0,0.0,159577.05,96872400.0
2275.0,162959.8,0.0,0.0,0.0,159812.3,27100238.0
2276.0,162820.12,0.0,0.0,0.0,159900.53,0.0
2277.0,162627.86,0.0,0.0,0.0,160403.06,0.0
2278.0,162778.31,0.0,0.0,0.0,160338.58,0.0
2279.0,162706.67,0.0,0.0,0.0,160236.38,0.0
2280.0,162829.69,0.0,0.0,0.0,160323.66,0.0
2281.0,162662.62,0.0,0.0,0.0,160397.42,0.0
2282.0,162797.23,0.0,0.0,0.0,160788.8,0.0
2283.0,163112.45,0.0,0.0,0.0,160606.39,0.0
2284.0,163007.94,0.0,0.0,0.0,160397.61,0.0
2285.0,162938.94,0.0,0.0,0.0,160088.61,0.0
2286.0,163084.56,0.0,0.0,0.0,159858.64,0.0
2287.0,163306.47,0.0,0.0,0.0,159666.42,0.0
2288.0,163100.77,0.0,0.0,0.0,159590.75,0.0
2289.0,162869.53,0.0,0.0,0.0,159809.47,0.0
2290.0,163044.34,0.0,0.0,0.0,159742.67,0.0
2291.0,163218.66,0.0,0.0,0.0,159623.1,0.0
2292.0,163137.92,0.0,0.0,0.0,159393.88,0.0
2293.0,163093.14,0.0,0.0,0.0,159285.11,0.0
2294.0,163182.53,0.0,0.0,0.0,158733.52,0.0
2295.0,162832.28,0.0,0.0,0.0,158375.66,0.0
2296.0,163070.81,0.0,0.0,0.0,158559.84,0.0
2297.0,162926.62,0.0,0.0,0.0,158317.03,0.0
2298.0,162796.64,0.0,0.0,0.0,158255.19,0.0
2299.0,162586.67,0.0,0.0,0.0,158310.44,0.0
2300.0,162620.4,0.0,0.0,0.0,158118.1,0.0
