time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2254.0,17774014000.0,36405770000.0,8786159000.0,32513804000.0
2255.0,17715140000.0,36425306000.0,8745708000.0,32212746000.0
2256.0,17645718000.0,36308558000.0,8781611000.0,32031560000.0
2257.0,17599410000.0,36222665000.0,8599902000.0,32404046000.0
2258.0,17469770000.0,36101450000.0,8548394000.0,32431432000.0
2259.0,17372807000.0,36015930000.0,8502842000.0,31962515000.0
2260.0,17299511000.0,35926606000.0,8467245600.0,32182323000.0
2261.0,17242536000.0,35836195000.0,8509883400.0,31750050000.0
2262.0,17134455000.0,35732650000.0,8360570400.0,32002521000.0
2263.0,17176698000.0,35665744000.0,8293309000.0,31775360000.0
2264.0,16983411000.0,35612470000.0,8276382700.0,32273760000.0
2265.0,16900835000.0,35547492000.0,8188816400.0,31729514000.0
2266.0,16801444000.0,35494760000.0,8335671000.0,31464690000.0
2267.0,16728525000.0,35442057000.0,8071949000.0,32044446000.0
2268.0,16672675000.0,35378897000.0,7997943000.0,31243616000.0
2269.0,16581114000.0,35285020000.0,7952873000.0,31300862000.0
2270.0,16520822000.0,35227700000.0,7902203000.0,31042595000.0
2271.0,16450174000.0,35118280000.0,7892030000.0,31356404000.0
2272.0,16417497000.0,35049386000.0,7762774000.0,30940400000.0
2273.0,16359251000.0,35037975000.0,7727972400.0,30867510000.0
2274.0,16247704000.0,34902614000.0,7689719300.0,30849477000.0
2275.0,16135351000.0,34828270000.0,7603817500.0,30785331000.0
2276.0,16095102000.0,34771500000.0,7525804000.0,30735223000.0
2277.0,16037603000.0,34698924000.0,7491272700.0,30797863000.0
2278.0,16009952000.0,34678714000.0,7413767000.0,30636980000.0
2279.0,15943093000.0,34647564000.0,7344385000.0,30556264000.0
2280.0,15866927000.0,34917510000.0,7310717400.0,30517807000.0
2281.0,15831381000.0,34513883000.0,7260861000.0,30457390000.0
2282.0,15830908000.0,34379920000.0,7155874300.0,30878091000.0
2283.0,15671705000.0,34320564000.0,7084247000.0,30411640000.0
2284.0,15652222000.0,34229864000.0,7039548000.0,30308493000.0
2285.0,15623249000.0,34134948000.0,7021097500.0,30275465000.0
2286.0,15545694000.0,34050351000.0,6967528400.0,30255320000.0
2287.0,15486754000.0,34044300000.0,6921862700.0,30283491000.0
2288.0,15386540000.0,33893940000.0,6880547300.0,30131007000.0
2289.0,15351857000.0,33773687000.0,6776083000.0,30133443000.0
2290.0,15300301000.0,33664320000.0,6712224300.0,30080123000.0
2291.0,15258303000.0,33593460000.0,6676314000.0,29994246000.0
2292.0,15231943000.0,33509022000.0,6646937600.0,30122377000.0
2293.0,15156683000.0,33463001000.0,6574137300.0,29873070000.0
2294.0,15271718000.0,33383969000.0,6485882000.0,29764729000.0
2295.0,15188441000.0,33723095000.0,6455764500.0,29731678000.0
2296.0,15144251000.0,33627746000.0,6428278000.0,29776058000.0
2297.0,15098244000.0,33274036000.0,6392292000.0,29592445000.0
2298.0,15079392000.0,33134582000.0,6355046400.0,29532488000.0
2299.0,15015792000.0,33029734000.0,6284358000.0,29461047000.0
2300.0,14925525000.0,32933192000.0,6239837700.0,29452499000.0
