time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2000.0,51698606000.0,51698606000.0,51698606000.0,51698606000.0
2001.0,51718270000.0,51718270000.0,51718270000.0,51718270000.0
2002.0,51699010000.0,51699010000.0,51699010000.0,51699010000.0
2003.0,51678550000.0,51678550000.0,51678550000.0,51678550000.0
2004.0,51658387000.0,51658387000.0,51658387000.0,51658387000.0
2005.0,51747754000.0,51747754000.0,51747754000.0,51747754000.0
2006.0,51633394000.0,51633394000.0,51633394000.0,51633394000.0
2007.0,51634340000.0,51634340000.0,51634340000.0,51634340000.0
2008.0,51698680000.0,51698680000.0,51698680000.0,51698680000.0
2009.0,52219974000.0,52219974000.0,52219974000.0,52219974000.0
2010.0,51651250000.0,51651250000.0,51651250000.0,51651250000.0
2011.0,51634115000.0,51634115000.0,51634115000.0,51634115000.0
2012.0,51669510000.0,51669510000.0,51669510000.0,51669510000.0
2013.0,51613540000.0,51613540000.0,51613540000.0,51613540000.0
2014.0,51588130000.0,51588130000.0,51588130000.0,51588130000.0
2015.0,51609880000.0,51609880000.0,51609880000.0,51609880000.0
2016.0,51604218000.0,51604218000.0,51604218000.0,51604218000.0
2017.0,51556225000.0,51556225000.0,51556225000.0,51556225000.0
2018.0,51552620000.0,51552620000.0,51552620000.0,51552620000.0
2019.0,51537334000.0,51537334000.0,51537334000.0,51537334000.0
2020.0,51519840000.0,51519840000.0,51519840000.0,51519840000.0
2021.0,51505218000.0,51547587000.0,51490193000.0,51497066000.0
2022.0,51487620000.0,51495140000.0,51467310000.0,51479290000.0
2023.0,51469680000.0,51468317000.0,51414655000.0,51426710000.0
2024.0,51438710000.0,51470370000.0,51342880000.0,51372280000.0
2025.0,51401710000.0,51443565000.0,51297436000.0,51341810000.0
2026.0,51395383000.0,51414946000.0,51219190000.0,51320717000.0
2027.0,51358118000.0,51390390000.0,51136620000.0,51283583000.0
2028.0,51315680000.0,51392295000.0,51018596000.0,51247560000.0
2029.0,51304276000.0,51355558000.0,50900185000.0,51218063000.0
2030.0,51278815000.0,51429460000.0,50754090000.0,51192705000.0
2031.0,51243610000.0,51374330000.0,50580996000.0,51148940000.0
2032.0,51226448000.0,51308487000.0,50392347000.0,51114410000.0
2033.0,51193885000.0,51296930000.0,50216042000.0,51052310000.0
2034.0,51177430000.0,51270885000.0,50044150000.0,50997010000.0
2035.0,51144780000.0,51257184000.0,49805200000.0,50954555000.0
2036.0,51127992000.0,51240276000.0,49584415000.0,50884630000.0
2037.0,51099900000.0,51214450000.0,49379287000.0,50770670000.0
2038.0,51063906000.0,51169755000.0,49096765000.0,50679685000.0
2039.0,51023420000.0,51151053000.0,48756625000.0,50590654000.0
2040.0,50973037000.0,51201642000.0,48468894000.0,50463543000.0
2041.0,50934770000.0,51108660000.0,48110522000.0,50340475000.0
2042.0,50857923000.0,51071336000.0,47759745000.0,50146714000.0
2043.0,50805430000.0,51321168000.0,47385010000.0,50014835000.0
2044.0,50748650000.0,51098817000.0,47008776000.0,49853477000.0
2045.0,50698592000.0,51026340000.0,46733218000.0,49732256000.0
2046.0,50624840000.0,50995380000.0,46478750000.0,49569750000.0
2047.0,50551990000.0,50985288000.0,46115193000.0,49448090000.0
2048.0,50480100000.0,50914830000.0,45756826000.0,49323495000.0
2049.0,50422420000.0,50867913000.0,45497420000.0,49107640000.0
2050.0,50325914000.0,50840846000.0,45203317000.0,48938990000.0
2051.0,50211906000.0,50790920000.0,44893913000.0,48765653000.0
2052.0,50128980000.0,50733910000.0,44652300000.0,48524640000.0
2053.0,50044695000.0,50681450000.0,44346724000.0,48259520000.0
2054.0,49921864000.0,50611053000.0,44002870000.0,48066160000.0
2055.0,49743335000.0,50567470000.0,43676020000.0,47914385000.0
2056.0,49593380000.0,50524512000.0,43382637000.0,47755485000.0
2057.0,49454375000.0,50473837000.0,43063775000.0,47571130000.0
2058.0,49262105000.0,50425668000.0,42757865000.0,47389930000.0
2059.0,49045856000.0,50353520000.0,42468925000.0,47235502000.0
2060.0,48821146000.0,50331730000.0,42103534000.0,47131420000.0
2061.0,48646803000.0,50238034000.0,41705198000.0,46957003000.0
2062.0,48451230000.0,50168103000.0,41383084000.0,46781900000.0
2063.0,48229270000.0,50103628000.0,41011230000.0,46573380000.0
2064.0,48036090000.0,50010920000.0,40631000000.0,46388486000.0
2065.0,47850193000.0,49981583000.0,40344273000.0,46234706000.0
2066.0,47529943000.0,49921750000.0,39985190000.0,46026555000.0
2067.0,47319663000.0,49842390000.0,39589210000.0,45852447000.0
2068.0,47104684000.0,49765577000.0,39193043000.0,45698314000.0
2069.0,46864187000.0,49730597000.0,38933930000.0,45501125000.0
2070.0,46655685000.0,49683140000.0,38540857000.0,45337006000.0
2071.0,46469280000.0,49593934000.0,38214720000.0,45109950000.0
2072.0,46207150000.0,49480280000.0,37921112000.0,44914800000.0
2073.0,45993087000.0,49427380000.0,37499195000.0,44660780000.0
2074.0,45739917000.0,49336484000.0,37058355000.0,44458267000.0
2075.0,45513834000.0,49265533000.0,36709794000.0,44242047000.0
2076.0,45238560000.0,49174893000.0,36391520000.0,44060000000.0
2077.0,44930600000.0,49110438000.0,36101390000.0,43900330000.0
2078.0,44692240000.0,49036804000.0,35821396000.0,43667550000.0
2079.0,44460433000.0,48958570000.0,35493925000.0,43339596000.0
2080.0,44219187000.0,48855794000.0,35127595000.0,43120480000.0
2081.0,44000514000.0,48827576000.0,34727440000.0,42997137000.0
2082.0,43649130000.0,48767558000.0,34365330000.0,42842604000.0
2083.0,43366523000.0,48679430000.0,33951900000.0,42719326000.0
2084.0,43120525000.0,48602100000.0,33680232000.0,42548593000.0
2085.0,42872140000.0,48435737000.0,33358811000.0,42316620000.0
2086.0,42588630000.0,48349057000.0,33045148000.0,42161530000.0
2087.0,42269503000.0,48256260000.0,32718782000.0,41954787000.0
2088.0,41996997000.0,48263450000.0,32497318000.0,41748214000.0
2089.0,41801260000.0,48152633000.0,32209625000.0,41533960000.0
2090.0,41497637000.0,48125067000.0,31893348000.0,41424404000.0
2091.0,41243460000.0,48003887000.0,31587883000.0,41328554000.0
2092.0,40954460000.0,47956165000.0,31229960000.0,41221788000.0
2093.0,40650280000.0,47878110000.0,30956915000.0,41071260000.0
2094.0,40401617000.0,47809540000.0,30651642000.0,40906820000.0
2095.0,40158798000.0,47754523000.0,30373510000.0,40766722000.0
2096.0,39907900000.0,47674090000.0,30100097000.0,40631103000.0
2097.0,39622920000.0,47622787000.0,29829736000.0,40457806000.0
2098.0,39384916000.0,47554920000.0,29626212000.0,40276340000.0
2099.0,39068710000.0,47491330000.0,29346816000.0,40161980000.0
2100.0,38628516000.0,47409910000.0,29104458000.0,40010810000.0
2101.0,38379393000.0,47366373000.0,28848644000.0,39879690000.0
2102.0,38028610000.0,47272268000.0,28599116000.0,39794580000.0
2103.0,37722477000.0,47235015000.0,28341373000.0,39652286000.0
2104.0,37477200000.0,47151600000.0,28072320000.0,39558120000.0
2105.0,37269540000.0,47099710000.0,27838390000.0,39425413000.0
2106.0,37034463000.0,47017386000.0,27571296000.0,39284384000.0
2107.0,36804920000.0,46999180000.0,27293184000.0,39229403000.0
2108.0,36639846000.0,46925080000.0,27051414000.0,39338734000.0
2109.0,36343493000.0,46861214000.0,26804930000.0,39475347000.0
2110.0,36048716000.0,46778655000.0,26571921000.0,39115485000.0
2111.0,35809706000.0,46660588000.0,26383217000.0,38893294000.0
2112.0,35527590000.0,46600620000.0,26116147000.0,38779675000.0
2113.0,35305484000.0,46483680000.0,25853800000.0,38839357000.0
2114.0,35092857000.0,46396700000.0,25716738000.0,38646305000.0
2115.0,34926510000.0,46352167000.0,25527480000.0,38543530000.0
2116.0,34691666000.0,46309000000.0,25329668000.0,38551550000.0
2117.0,34595300000.0,46217167000.0,25129882000.0,38702750000.0
2118.0,34373464000.0,46135992000.0,24985577000.0,38461550000.0
2119.0,34049212000.0,46108877000.0,24797106000.0,38248407000.0
2120.0,33822726000.0,46127186000.0,24564690000.0,38074958000.0
2121.0,33624093000.0,46008762000.0,24397156000.0,37940640000.0
2122.0,33470440000.0,45932438000.0,24194818000.0,38381430000.0
2123.0,33205705000.0,45830787000.0,23947684000.0,37820210000.0
2124.0,33051877000.0,45741270000.0,23748112000.0,37911910000.0
2125.0,32869708000.0,45728174000.0,23458587000.0,37979767000.0
2126.0,32706318000.0,45674533000.0,23125643000.0,37632990000.0
2127.0,32523377000.0,45574455000.0,22916604000.0,37949743000.0
2128.0,32380660000.0,45497803000.0,22677373000.0,37604120000.0
2129.0,32146067000.0,45469330000.0,22435828000.0,37548462000.0
2130.0,32000540000.0,45381403000.0,22173215000.0,37620490000.0
2131.0,31783539000.0,45304150000.0,21973823000.0,37698290000.0
2132.0,31585516000.0,45232763000.0,21838076000.0,37602070000.0
2133.0,31390510000.0,45158703000.0,21601413000.0,37775397000.0
2134.0,31129295000.0,45098330000.0,21367976000.0,37338040000.0
2135.0,30895040000.0,45000253000.0,21144893000.0,38186260000.0
2136.0,30674532000.0,44891677000.0,20917422000.0,37560898000.0
2137.0,30474110000.0,44784726000.0,20678950000.0,37753393000.0
2138.0,30258455000.0,44763980000.0,20528880000.0,37267130000.0
2139.0,30047687000.0,44661727000.0,20231811000.0,36970970000.0
2140.0,29864618000.0,44567376000.0,20045720000.0,36874326000.0
2141.0,29702531000.0,44465030000.0,19862780000.0,37008634000.0
2142.0,29541906000.0,44499603000.0,19668134000.0,36746355000.0
2143.0,29349860000.0,44323980000.0,19506014000.0,36714017000.0
2144.0,29212322000.0,44291056000.0,19251005000.0,36548817000.0
2145.0,29082872000.0,44256340000.0,19064832000.0,36408850000.0
2146.0,28851640000.0,44117103000.0,18899320000.0,36367170000.0
2147.0,28700576000.0,43987448000.0,18784406000.0,36447453000.0
2148.0,28527286000.0,43878605000.0,18672548000.0,36561950000.0
2149.0,28400200000.0,43800048000.0,18496530000.0,36223697000.0
2150.0,28200733000.0,43729183000.0,18371068000.0,36152170000.0
2151.0,28033845000.0,43685306000.0,18179846000.0,36294420000.0
2152.0,27851614000.0,43614695000.0,18078138000.0,36091970000.0
2153.0,27712039000.0,43567180000.0,17956037000.0,36320170000.0
2154.0,27538129000.0,43522757000.0,17815984000.0,35847510000.0
2155.0,27355857000.0,43410104000.0,17777367000.0,35916943000.0
2156.0,27203870000.0,43368567000.0,17594315000.0,35657392000.0
2157.0,27019991000.0,43363283000.0,17454692000.0,36001750000.0
2158.0,26912346000.0,43285905000.0,17365625000.0,36226736000.0
2159.0,26769508000.0,43226956000.0,17206247000.0,35535910000.0
2160.0,26644570000.0,43111100000.0,17044026000.0,35444765000.0
2161.0,26512966000.0,43094778000.0,16947143000.0,35820077000.0
2162.0,26352376000.0,43006087000.0,16750352000.0,36111560000.0
2163.0,26242200000.0,42926320000.0,16560085000.0,35890210000.0
2164.0,26035444000.0,43056947000.0,16388545000.0,36094607000.0
2165.0,25880160000.0,42940727000.0,16295518000.0,36078862000.0
2166.0,25744548000.0,43117355000.0,16145878000.0,35727303000.0
2167.0,25634220000.0,42813424000.0,15958252000.0,35826074000.0
2168.0,25476120000.0,42723127000.0,15880884000.0,36599247000.0
2169.0,25394340000.0,42620973000.0,15666379000.0,35880060000.0
2170.0,25289794000.0,42652733000.0,15693624000.0,35568080000.0
2171.0,25123783000.0,42443006000.0,15395690000.0,35879970000.0
2172.0,25014500000.0,42562277000.0,15411750000.0,35349390000.0
2173.0,24892963000.0,42325150000.0,15128158000.0,35278940000.0
2174.0,24815825000.0,42282373000.0,15052165000.0,35497320000.0
2175.0,24657277000.0,42217734000.0,14902213000.0,35450750000.0
2176.0,24568058000.0,42126970000.0,15080111000.0,35572457000.0
2177.0,24473440000.0,42007077000.0,14855340000.0,35020726000.0
2178.0,24337290000.0,41917990000.0,14599230000.0,34914685000.0
2179.0,24265257000.0,41860800000.0,14428451000.0,34814382000.0
2180.0,24177107000.0,41757037000.0,14238745000.0,34790076000.0
2181.0,24047161000.0,41735016000.0,14124429000.0,34659980000.0
2182.0,23890370000.0,41549880000.0,14098815000.0,34526330000.0
2183.0,23802923000.0,41443310000.0,13893470000.0,34685034000.0
2184.0,23716039000.0,41651806000.0,13735032000.0,34400846000.0
2185.0,23625060000.0,41372100000.0,13590101000.0,34360100000.0
2186.0,23559315000.0,41281240000.0,13455316000.0,34243107000.0
2187.0,23500872000.0,41216225000.0,13630620000.0,35028620000.0
2188.0,23328717000.0,41287807000.0,13367025000.0,34491093000.0
2189.0,23217308000.0,41096710000.0,13332058000.0,34300650000.0
2190.0,23143025000.0,41022500000.0,13098654000.0,34245005000.0
2191.0,23029654000.0,41034060000.0,12972598000.0,34388734000.0
2192.0,22870696000.0,40954080000.0,12873091000.0,34132384000.0
2193.0,22747253000.0,40859283000.0,12779506000.0,34031944000.0
2194.0,22607282000.0,41046810000.0,12670950000.0,33944170000.0
2195.0,22485459000.0,40801820000.0,12950910000.0,34058007000.0
2196.0,22382813000.0,40648413000.0,12544425000.0,33787824000.0
2197.0,22338984000.0,40606830000.0,12455817000.0,33713242000.0
2198.0,22209843000.0,40484180000.0,12311981000.0,33608167000.0
2199.0,22102219000.0,40434303000.0,12211151000.0,33550522000.0
2200.0,22060138000.0,40346010000.0,12435117000.0,33721954000.0
2201.0,21922593000.0,40245953000.0,12165261000.0,33614565000.0
2202.0,21808390000.0,40485590000.0,12121187000.0,33323735000.0
2203.0,21693819000.0,40167970000.0,12021663000.0,33285677000.0
2204.0,21604137000.0,39989310000.0,12181153000.0,33098779000.0
2205.0,21526977000.0,39885677000.0,12440874000.0,33144846000.0
2206.0,21451160000.0,39866585000.0,11917323000.0,33055205000.0
2207.0,21346451000.0,39778263000.0,11835489000.0,32915706000.0
2208.0,21408983000.0,39710663000.0,11872134000.0,32836897000.0
2209.0,21258510000.0,39675458000.0,11711559000.0,32778009000.0
2210.0,21168314000.0,39676498000.0,11554938000.0,32723372000.0
2211.0,21091803000.0,39584395000.0,11479365000.0,32626665000.0
2212.0,21061920000.0,39481370000.0,11755002000.0,32741906000.0
2213.0,21004910000.0,39405950000.0,11548963000.0,32531153000.0
2214.0,20946627000.0,39309566000.0,11563593000.0,32464095000.0
2215.0,20896438000.0,39210450000.0,11432255000.0,32466678000.0
2216.0,20802445000.0,39120630000.0,11245539000.0,32337768000.0
2217.0,20706212000.0,39048503000.0,11092214000.0,32284090000.0
2218.0,20607870000.0,38937285000.0,11001546000.0,32221870000.0
2219.0,20507685000.0,38832665000.0,10878490000.0,32120676000.0
2220.0,20416590000.0,38744950000.0,10875787000.0,32251820000.0
2221.0,20321559000.0,38661005000.0,10720128000.0,32064221000.0
2222.0,20443982000.0,38608224000.0,10653191000.0,32206470000.0
2223.0,20247218000.0,38565437000.0,10582397000.0,32144955000.0
2224.0,20173212000.0,38465470000.0,10480577000.0,32426465000.0
2225.0,20139905000.0,38383903000.0,10413720000.0,31972948000.0
2226.0,20003004000.0,38196810000.0,10364348000.0,31785523000.0
2227.0,19905237000.0,38132090000.0,10299077000.0,31784348000.0
2228.0,19816868000.0,38062160000.0,10270672000.0,31771308000.0
2229.0,19734665000.0,37994740000.0,10182022000.0,31778849000.0
2230.0,19715850000.0,37980307000.0,10082894000.0,31864620000.0
2231.0,19608924000.0,37856874000.0,10054186000.0,32667808000.0
2232.0,19564863000.0,37802103000.0,10026265000.0,31961991000.0
2233.0,19486927000.0,37773013000.0,9952848000.0,31773323000.0
2234.0,19386264000.0,37790500000.0,9907288000.0,31672097000.0
2235.0,19321987000.0,37654098000.0,9917670000.0,31766331000.0
2236.0,19251690000.0,37544910000.0,10019981000.0,31519450000.0
2237.0,19177366000.0,37506880000.0,10430158000.0,31383830000.0
2238.0,19096574000.0,37562930000.0,9825749000.0,31379687000.0
2239.0,19007992000.0,37482940000.0,9685549000.0,31173243000.0
2240.0,18893066000.0,37494410000.0,9672759000.0,31489896000.0
2241.0,18773189000.0,37407957000.0,9548824000.0,32164663000.0
2242.0,18720924000.0,37251564000.0,9464873000.0,32944300000.0
2243.0,18664520000.0,37349740000.0,9413382000.0,32111972000.0
2244.0,18536854000.0,37062586000.0,9366500000.0,31747803000.0
2245.0,18464720000.0,36985640000.0,9269500000.0,32822045000.0
2246.0,18422325000.0,37032514000.0,9226372000.0,32612432000.0
2247.0,18341040000.0,36864475000.0,9185309000.0,32201857000.0
2248.0,18220200000.0,36780250000.0,9153268000.0,31874865000.0
2249.0,18112256000.0,36686053000.0,9084578000.0,31695229000.0
2250.0,18069230000.0,36642697000.0,9041066000.0,33106800000.0
2251.0,18190424000.0,37250220000.0,8943613000.0,32565008000.0
2252.0,18012725000.0,36561236000.0,8926143000.0,32454218000.0
2253.0,17883720000.0,36479020000.0,8871434000.0,32280640000.0
