time,MRI-ESM2-0,GFDL-ESM4,CESM2,FGOALS-F3-L,BCC-CSM2-MR,MPI-ESM1-2-HR,CESM2-WACCM,CAMS-CSM1-0,NORESM2-MM,INM-CM5-0,INM-CM4-8,EC-EARTH3-VEG,EC-EARTH3
2032.0,1475025300.0,1640318000.0,1611541800.0,1563152000.0,1519448000.0,1574827000.0,1536523900.0,1743095600.0,1510092800.0,1536689000.0,1682283000.0,1626327600.0,1395359200.0
2033.0,1426537900.0,1614530000.0,1486696200.0,1452095700.0,1492060500.0,1519617700.0,1609011500.0,1649628900.0,1454552800.0,1489049900.0,1642593400.0,1574065300.0,1302499800.0
2034.0,1368551000.0,1586090500.0,1444778000.0,1399307500.0,1687527800.0,1472931700.0,1478738000.0,1619820900.0,1405910900.0,1447586700.0,1625331700.0,1547604500.0,1219282600.0
2035.0,1329165700.0,1552835000.0,1356404700.0,1361712800.0,1475727500.0,1425909800.0,1444059600.0,1578067100.0,1355843000.0,1415114200.0,1548369200.0,1526851200.0,1150475300.0
2036.0,1272417200.0,1515590900.0,1295439600.0,1317889700.0,1407504400.0,1408969300.0,1370811000.0,1520311700.0,1293998100.0,1355449500.0,1549852700.0,1494003200.0,1085131500.0
2037.0,1221417500.0,1500928000.0,1253743500.0,1328771600.0,1379550000.0,1364005900.0,1317920300.0,1520686800.0,1237140100.0,1322749000.0,1473848400.0,1429871600.0,1033156540.0
2038.0,1179605900.0,1467488500.0,1228786700.0,1255435800.0,1329433300.0,1333073300.0,1264370700.0,1486820900.0,1174161400.0,1255945200.0,1456912900.0,1347965300.0,971132700.0
2039.0,1123739300.0,1418781000.0,1192457200.0,1216879100.0,1233569800.0,1333160000.0,1374797800.0,1510205200.0,1176299900.0,1229741000.0,1422636200.0,1292350000.0,928643840.0
2040.0,1082689700.0,1384586500.0,1155132400.0,1231040400.0,1191240200.0,1515057700.0,1212988400.0,1495935000.0,1117719000.0,1167200500.0,1375922700.0,1259721700.0,886892600.0
2041.0,1026576800.0,1333138400.0,1106723500.0,1178633100.0,1129227000.0,1313766900.0,1209461200.0,1452214300.0,1089147600.0,1131615200.0,1337605900.0,1217250200.0,834874100.0
2042.0,979877500.0,1310328600.0,1118236900.0,1137709600.0,1093199700.0,1239722100.0,1171698300.0,1407972100.0,1025830340.0,1090371300.0,1316955600.0,1278285400.0,818866240.0
2043.0,934539500.0,1281974700.0,1065022400.0,1109507500.0,1053606800.0,1216238200.0,1156081500.0,1418806000.0,989288600.0,1045004160.0,1263035300.0,1150848000.0,783608450.0
2044.0,899332160.0,1233840000.0,1005375300.0,1071947100.0,1016593400.0,1186463000.0,1117862900.0,1430798000.0,964825660.0,968758400.0,1212982700.0,1397658100.0,734131140.0
2045.0,883100540.0,1225296300.0,999830400.0,1046315840.0,954192300.0,1165270300.0,1084937000.0,1409341400.0,924342600.0,936744500.0,1180381300.0,1167921200.0,677968060.0
2046.0,853939100.0,1192332400.0,960448900.0,1011962240.0,904950200.0,1143178000.0,1053140350.0,1370886700.0,884805060.0,890795400.0,1133673600.0,1084780000.0,639983170.0
2047.0,835061900.0,1169676900.0,897467700.0,960509400.0,864475650.0,1112999400.0,1018932600.0,1332619100.0,848462100.0,899414300.0,1117444500.0,1061477570.0,608920100.0
2048.0,802289340.0,1140993300.0,831407500.0,919393300.0,838307900.0,1078896600.0,993011300.0,1304653800.0,803239740.0,841319550.0,1089064000.0,1016213900.0,579744500.0
2049.0,756891100.0,1102123400.0,791773630.0,893108400.0,846005060.0,1091039400.0,959443300.0,1284051100.0,777970900.0,838427200.0,1037550460.0,976011460.0,554602500.0
2050.0,733943700.0,1079449300.0,752283100.0,857342000.0,784949200.0,1028168770.0,932552200.0,1267724500.0,753172300.0,841020800.0,1005050050.0,949179600.0,548433800.0
2051.0,696098560.0,1051279600.0,721243700.0,830720100.0,742561860.0,983860400.0,901951360.0,1232641700.0,732026600.0,793034600.0,977171600.0,930920800.0,528224830.0
2052.0,688254140.0,1030510300.0,742184600.0,801619260.0,701295700.0,955763600.0,891127700.0,1225131800.0,699145150.0,771034800.0,946708100.0,886881660.0,486029440.0
2053.0,653528800.0,974725000.0,675849100.0,787672900.0,671086100.0,917287940.0,849232300.0,1201426000.0,649388100.0,724922430.0,912864100.0,860749950.0,461973980.0
2054.0,634076740.0,953639100.0,625307140.0,771148900.0,614494340.0,895971260.0,825460500.0,1186476400.0,617065860.0,691862850.0,890009400.0,839105300.0,438730620.0
2055.0,767906600.0,922772740.0,598394600.0,755977150.0,595648300.0,872409860.0,791175600.0,1433318300.0,586262700.0,656654900.0,863557400.0,815740540.0,404658180.0
2056.0,630840260.0,898046600.0,574751600.0,718728060.0,568082050.0,845072640.0,760986100.0,1169726300.0,550509700.0,622654140.0,861001500.0,768283140.0,391767500.0
2057.0,589184960.0,854604800.0,548045800.0,694010240.0,538731460.0,936182600.0,721437200.0,1153170800.0,520149570.0,594699260.0,812860900.0,741611700.0,372909220.0
2058.0,558440300.0,835042700.0,555627500.0,682511700.0,511888860.0,822338370.0,704038100.0,1130257000.0,502957440.0,588209500.0,777047230.0,709300350.0,345588100.0
2059.0,549412500.0,810191500.0,501685340.0,655440600.0,495942400.0,798231700.0,695335940.0,1110984700.0,462316900.0,563000500.0,739107650.0,676760900.0,330432450.0
2060.0,517974530.0,787069800.0,484014000.0,636812740.0,470204350.0,779954500.0,658020600.0,1093376000.0,457871870.0,528010500.0,718017800.0,649496800.0,313609760.0
2061.0,503485300.0,772790100.0,465324160.0,619185000.0,432268200.0,881501700.0,639318460.0,1075722200.0,436702530.0,494353900.0,682359740.0,630672960.0,294105400.0
2062.0,486102980.0,744135000.0,442894980.0,599116700.0,409028540.0,748549600.0,610148540.0,1047612860.0,409969800.0,478450140.0,655854500.0,592907900.0,302934560.0
2063.0,489825000.0,719478300.0,417235330.0,573965700.0,381755200.0,703786900.0,579439400.0,1036271360.0,385269340.0,455000580.0,618292500.0,563682700.0,269964030.0
2064.0,461991650.0,696401860.0,411342980.0,552786500.0,360706050.0,661815360.0,545833700.0,997891800.0,371981380.0,444235140.0,595719200.0,519085700.0,259088590.0
2065.0,450570100.0,668915700.0,373807460.0,526525820.0,348337180.0,639048640.0,518267400.0,967563200.0,346236770.0,429265800.0,650291260.0,494262400.0,239647780.0
2066.0,439289440.0,673303360.0,355026700.0,518441300.0,332756600.0,699665000.0,503156770.0,930772540.0,326227040.0,429564450.0,574097200.0,463181060.0,254634930.0
2067.0,424238200.0,633234560.0,341369300.0,502515040.0,333650750.0,592779300.0,479347000.0,977779460.0,310834180.0,408149540.0,540623800.0,440713380.0,216274750.0
2068.0,416922530.0,600621630.0,395792640.0,470845200.0,311335330.0,574178240.0,453132800.0,910454140.0,291164220.0,394441400.0,507664320.0,411040350.0,209166560.0
2069.0,401127170.0,573316860.0,323882300.0,446678300.0,292854980.0,556056260.0,438310850.0,906198100.0,277573380.0,383596600.0,486248100.0,371044000.0,199231380.0
2070.0,386483700.0,541220350.0,311069400.0,427729470.0,281288030.0,542356200.0,415974340.0,877467840.0,264078380.0,363194750.0,454197000.0,352462560.0,185753180.0
2071.0,373674660.0,516783500.0,335310980.0,416944600.0,269246050.0,531316500.0,396668700.0,847548540.0,245886430.0,348645500.0,435403870.0,326513020.0,174129600.0
2072.0,360074340.0,551097540.0,290231700.0,397710100.0,248882560.0,510159400.0,394151970.0,832745100.0,226091260.0,334769300.0,411551000.0,309451650.0,163218140.0
2073.0,349620700.0,485406460.0,278354080.0,386467170.0,234776000.0,507638800.0,375968350.0,789618900.0,217509800.0,321444740.0,389477300.0,291537630.0,158378930.0
2074.0,347947680.0,451443460.0,252055230.0,373772000.0,224169980.0,458847300.0,359332900.0,798071360.0,205896770.0,309271740.0,384565440.0,282310100.0,149320210.0
2075.0,336538720.0,429781950.0,240866900.0,359802720.0,210407700.0,439151500.0,345487840.0,772802300.0,195201630.0,308180380.0,354745380.0,275480900.0,136244080.0
2076.0,329011100.0,417260960.0,413100740.0,354237060.0,199460050.0,421316740.0,330570750.0,744602400.0,187320420.0,294084220.0,352459400.0,260729250.0,131677890.0
2077.0,325735170.0,412141020.0,235416320.0,333586750.0,193698780.0,410266500.0,317337760.0,715052400.0,180246370.0,306306240.0,324830600.0,243386770.0,126024190.0
2078.0,308635500.0,398815420.0,223674600.0,318722240.0,183879330.0,397010780.0,303548130.0,689302600.0,171108750.0,281096740.0,312435700.0,218914140.0,118487460.0
2079.0,297238340.0,388759330.0,217197520.0,310215900.0,175621330.0,459888320.0,293641800.0,647601150.0,169357490.0,266534610.0,316224030.0,203824110.0,112902824.0
2080.0,288762080.0,367077470.0,214057230.0,297457950.0,159710200.0,380184160.0,275144770.0,635338900.0,156831310.0,260443840.0,298476860.0,194764380.0,96838870.0
2081.0,296700060.0,356970750.0,206118260.0,289825470.0,153134240.0,374209340.0,267332750.0,618012700.0,153637600.0,250317250.0,282775800.0,176497280.0,92776470.0
2082.0,292844830.0,344646530.0,202389700.0,279481540.0,141819540.0,367410370.0,241733390.0,593131200.0,149062270.0,240837540.0,283133980.0,170438240.0,87467096.0
2083.0,275157760.0,331505300.0,194847550.0,280720450.0,132001820.0,349728860.0,226844620.0,572574850.0,140523120.0,231556030.0,266536140.0,162040240.0,81447050.0
2084.0,264184800.0,320597730.0,188635660.0,264883780.0,123515736.0,334245250.0,217810130.0,556867200.0,134329870.0,212231570.0,258478130.0,155197060.0,95371600.0
2085.0,248689060.0,308596960.0,184762800.0,253206240.0,112524830.0,338441470.0,204959600.0,551296000.0,127937464.0,200979150.0,249036140.0,152392770.0,73067320.0
2086.0,244716420.0,295511520.0,166402450.0,243785540.0,102789240.0,315732640.0,193242140.0,528066270.0,121405190.0,199694050.0,240583490.0,134524700.0,69793544.0
2087.0,233225070.0,287025400.0,163360100.0,232256860.0,88236540.0,298848900.0,185212540.0,508723040.0,111322010.0,195436270.0,236542380.0,125352540.0,65854316.0
2088.0,222568670.0,281045700.0,164773950.0,226755580.0,86551256.0,280063200.0,179620000.0,471824540.0,100664830.0,189149340.0,232032530.0,120661230.0,64342600.0
2089.0,214765260.0,273030270.0,156308500.0,214979890.0,83350420.0,271333500.0,170725650.0,461106750.0,99005224.0,173345420.0,212745890.0,113495240.0,85690910.0
2090.0,206171920.0,266149660.0,154188100.0,204863800.0,81133464.0,265269220.0,167599490.0,446644300.0,96437990.0,165596980.0,206083300.0,96882800.0,62823004.0
2091.0,202043500.0,257623650.0,150387630.0,200654900.0,75587300.0,254954460.0,157857940.0,429175650.0,88130490.0,150842560.0,199244210.0,92685330.0,61749500.0
2092.0,193973890.0,245866700.0,141469460.0,192410910.0,75291590.0,256043400.0,147839340.0,414344800.0,88661760.0,140698980.0,185436270.0,89324600.0,60631736.0
2093.0,182827170.0,240251100.0,137778610.0,192523800.0,69668270.0,231554460.0,130423090.0,406091140.0,83376584.0,138235000.0,173406190.0,83975144.0,65586292.0
2094.0,246063330.0,226250420.0,118191730.0,185322750.0,62570360.0,221823980.0,121926480.0,392910750.0,79458960.0,132033870.0,167372580.0,71912410.0,50224650.0
2095.0,178122130.0,212974880.0,111102930.0,181167280.0,54040092.0,207113490.0,113974530.0,383955700.0,78844690.0,115919910.0,164982160.0,68071780.0,49198636.0
2096.0,170760420.0,198642220.0,105007630.0,177914540.0,48963670.0,198973980.0,99823390.0,369492400.0,75037896.0,110303400.0,158739630.0,64219370.0,46830390.0
2097.0,164202110.0,196735940.0,102268680.0,171961890.0,44787172.0,193162270.0,97150190.0,348666180.0,71804310.0,102460310.0,152963500.0,61810508.0,37217176.0
2098.0,158876780.0,190782770.0,101166824.0,173554160.0,44282104.0,195908200.0,87614160.0,333530430.0,68643384.0,99724340.0,145684880.0,52668080.0,36223170.0
2099.0,153356800.0,183326190.0,88995624.0,165451490.0,40822164.0,200649300.0,79654296.0,331448640.0,62560200.0,95522770.0,138907620.0,46156012.0,36146120.0
2100.0,145809740.0,176321180.0,81921550.0,148156100.0,37320160.0,185271550.0,68249150.0,333676860.0,59401120.0,88747144.0,125733470.0,40308980.0,35876090.0
