time,NORESM2-MM,IPSL-CM6A-LR,CAMS-CSM1-0,CESM2-WACCM,TAIESM1,ACCESS-ESM1-5,EC-EARTH3,ACCESS-CM2,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,MRI-ESM2-0,CESM2,GFDL-ESM4,CMCC-CM2-SR5,MPI-ESM1-2-HR
2000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0,2144342000.0
2001.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0,2152582400.0
2002.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0,2144037400.0
2003.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0,2204127500.0
2004.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0,2122206500.0
2005.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0,2116603100.0
2006.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0,2103998600.0
2007.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0,2089539100.0
2008.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0,2088890100.0
2009.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0,2116981200.0
2010.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0,2080208600.0
2011.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0,2094509400.0
2012.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0,2059280400.0
2013.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0,2050092700.0
2014.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0,2052320900.0
2015.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0,2067217300.0
2016.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0,2019690500.0
2017.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0,2008825900.0
2018.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0,1989700000.0
2019.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0,1963522400.0
2020.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0,1948503200.0
2021.0,1915814800.0,1958698000.0,1934297900.0,1955286300.0,1949492200.0,1912996500.0,1923558400.0,1936603500.0,1922097800.0,1918727200.0,1923040400.0,1970892300.0,1936023600.0,1920198400.0,1923373200.0,1946026000.0,1934432300.0,1963159000.0,2161838800.0
2022.0,1879743400.0,1888603500.0,1916054000.0,1930427900.0,1923489900.0,1877115100.0,1897599500.0,1888455400.0,1895314000.0,1907359900.0,1890879400.0,1911692800.0,1898687000.0,1877325600.0,1886931300.0,2087618700.0,1972936800.0,1936208300.0,2040170800.0
2023.0,1832713300.0,1877117800.0,1886719500.0,1937996700.0,1877280400.0,1938692700.0,1861335700.0,1865290800.0,1871954700.0,1870643800.0,1883419300.0,1886407800.0,1873605900.0,1862269400.0,1878939500.0,2019197000.0,1907747300.0,1979167100.0,1932609300.0
2024.0,1793758700.0,1822766300.0,1882591400.0,1883227300.0,1828493600.0,1824378000.0,1818000000.0,1827442300.0,1843804800.0,1839910300.0,1858457300.0,1843890200.0,1866436900.0,1913031000.0,1830454500.0,1994954100.0,1871443200.0,1883206100.0,1897944300.0
2025.0,1758138000.0,1811477400.0,1904071300.0,2048236700.0,1791781200.0,1781394700.0,1786478700.0,1788153000.0,1849487400.0,1836873700.0,1805951500.0,1830488400.0,1836178400.0,1816187600.0,1790810900.0,1905100300.0,1863410000.0,1869728600.0,1841253500.0
2026.0,1710919300.0,1776679200.0,1925491500.0,1890568000.0,1771706900.0,1759239200.0,1730197200.0,1797525900.0,1783308900.0,1788070500.0,1778640100.0,1797697800.0,1794404000.0,1777130900.0,1745142100.0,1867458800.0,1837974700.0,1832894300.0,1952489600.0
2027.0,1748766000.0,1739330600.0,1942573300.0,1827273200.0,1709222500.0,1743550100.0,1685018200.0,1717264100.0,1727413800.0,1731485200.0,1747085600.0,1799978400.0,1756527400.0,1755043500.0,1712245500.0,1843492900.0,1784825500.0,1808280700.0,1806948500.0
2028.0,1658551200.0,1714303500.0,1844703600.0,1751663900.0,1661643000.0,1700696200.0,1636596600.0,1667796400.0,1688064600.0,1683109400.0,1722026100.0,1745989500.0,1735174400.0,1699565400.0,1658568600.0,1773399400.0,1775234800.0,1776310500.0,1790618100.0
2029.0,1611751800.0,1695506300.0,1801095700.0,1722100500.0,1618550400.0,1657584600.0,1551005800.0,1618088800.0,1621654700.0,1605646000.0,1654294500.0,1738121600.0,1693100400.0,1683293600.0,1610405500.0,1724090600.0,1717464000.0,1750871600.0,1748480100.0
2030.0,1612936000.0,1650556200.0,1828285300.0,1704402600.0,1553100800.0,1674076000.0,1482331800.0,1564490100.0,1604112400.0,1522766100.0,1625946800.0,1703605500.0,1622955800.0,1630253400.0,1573902100.0,1685019500.0,1706781700.0,1730389000.0,1724507800.0
2031.0,1552730100.0,1595336400.0,1777693300.0,1653214700.0,1516910200.0,1580539500.0,1421975300.0,1533263700.0,1574519300.0,1477671400.0,1590195000.0,1673785700.0,1578413400.0,1630880900.0,1474266600.0,1650169500.0,1844906900.0,1679443200.0,1680796000.0
2032.0,1493144600.0,1690548600.0,1816786000.0,1588975600.0,1521492900.0,1530716700.0,1370076500.0,1481770800.0,1510052500.0,1458402600.0,1558773000.0,1628814500.0,1544772200.0,1632918100.0,1415530800.0,1777300400.0,1681695000.0,1605750500.0,1658074100.0
2033.0,1407410000.0,1550981900.0,1800025600.0,1568403200.0,1437602300.0,1492929800.0,1280785500.0,1437544100.0,1484547800.0,1423916500.0,1559463000.0,1578735600.0,1501636700.0,1525664100.0,1335375400.0,1604297200.0,1701284900.0,1576118000.0,1628379300.0
2034.0,1352739500.0,1474607000.0,1765261400.0,1534744700.0,1386339600.0,1440837800.0,1267431200.0,1417730400.0,1433776500.0,1396694700.0,1488520600.0,1658330000.0,1441910100.0,1462021900.0,1297292000.0,1556953900.0,1654951300.0,1517828700.0,1586744200.0
2035.0,1374060700.0,1428731400.0,1742042100.0,1611755100.0,1316361200.0,1404023800.0,1261598300.0,1340747000.0,1395355300.0,1304295000.0,1445488500.0,1528145700.0,1405561500.0,1382271900.0,1254256500.0,1525010300.0,1600005400.0,1431889000.0,1638527600.0
2036.0,1290402400.0,1369428000.0,1692653000.0,1485636400.0,1276821200.0,1339801900.0,1155148500.0,1304265500.0,1460223400.0,1260847400.0,1426739200.0,1485068000.0,1340401900.0,1341165700.0,1194991200.0,1448939300.0,1631793800.0,1363915600.0,1524929700.0
2037.0,1229484000.0,1304459600.0,1658463100.0,1446821200.0,1228173200.0,1284067700.0,1139110000.0,1249761900.0,1362922400.0,1188518900.0,1393133300.0,1442497200.0,1292527700.0,1312360600.0,1110822700.0,1386453800.0,1549328400.0,1328719500.0,1659588600.0
2038.0,1184955800.0,1256968100.0,1715048600.0,1391477900.0,1176767500.0,1224072100.0,1066726900.0,1185126900.0,1333155100.0,1148709900.0,1429237600.0,1352680000.0,1249926500.0,1245790200.0,1051132600.0,1358612400.0,1520413200.0,1287774500.0,1473188500.0
2039.0,1142803500.0,1195468300.0,1682641300.0,1329057900.0,1146136200.0,1162968000.0,1027726200.0,1157153700.0,1275561900.0,1098175200.0,1306297300.0,1305254300.0,1210060700.0,1207441900.0,982584960.0,1337556200.0,1490042900.0,1258594300.0,1430332900.0
2040.0,1095075800.0,1159777800.0,1778910600.0,1284454000.0,1106790300.0,1111663900.0,978776400.0,1121400600.0,1240864000.0,1023167000.0,1246427000.0,1253900500.0,1180195100.0,1179775500.0,929494800.0,1305472500.0,1527830400.0,1217583000.0,1457087700.0
2041.0,1047045250.0,1113820200.0,1662484700.0,1231923100.0,1060427700.0,1074125800.0,925197440.0,1084881700.0,1214050000.0,986798140.0,1192615600.0,1192407000.0,1148608500.0,1111711400.0,890713000.0,1244185700.0,1446015100.0,1156750600.0,1362698600.0
2042.0,1000108160.0,1063134600.0,1680149500.0,1204635500.0,1020034300.0,1016676160.0,864325440.0,1019638700.0,1184345200.0,926305200.0,1281347300.0,1161844200.0,1113440900.0,1114801000.0,847158100.0,1192173300.0,1424697600.0,1092109700.0,1308395000.0
2043.0,954343550.0,1059717400.0,1597293700.0,1166681300.0,949000640.0,958151550.0,803213500.0,981208500.0,1135162100.0,900571650.0,1146242800.0,1109425400.0,1066135500.0,1029381060.0,809469200.0,1118536600.0,1449148200.0,1038552060.0,1300970000.0
2044.0,921997100.0,968606460.0,1566650600.0,1146748800.0,903708500.0,895978300.0,733235700.0,959627970.0,1135470100.0,843411400.0,1101771600.0,1032717950.0,1028984260.0,1045505000.0,788842600.0,1066430400.0,1386853200.0,1006255100.0,1266746600.0
2045.0,894045630.0,909306500.0,1532466800.0,1111509800.0,839760100.0,828588860.0,693915140.0,928262200.0,1105547400.0,804432700.0,1057690100.0,997235500.0,997702300.0,983453100.0,738128450.0,1022510000.0,1351234000.0,965856200.0,1227223000.0
2046.0,861088400.0,839229300.0,1512218500.0,1080227300.0,785824450.0,783604200.0,670211460.0,901736000.0,1064301100.0,752508100.0,1019444540.0,946691400.0,956641150.0,943226500.0,708391740.0,957589760.0,1326797300.0,898663400.0,1247574000.0
2047.0,825984100.0,793415740.0,1478312100.0,1032229440.0,753951170.0,723345660.0,616892160.0,883859300.0,1039461600.0,924724100.0,982638660.0,884469300.0,933048900.0,888213900.0,668337900.0,896846500.0,1283037600.0,865269950.0,1209131600.0
2048.0,789143940.0,749682200.0,1451532500.0,997778560.0,722497600.0,667411200.0,558055700.0,831715800.0,1003417540.0,701801800.0,920502460.0,829507840.0,882582900.0,853393860.0,643839000.0,850707800.0,1255151500.0,814277060.0,1161256000.0
2049.0,747103040.0,710614200.0,1432905600.0,955876200.0,689388540.0,613643400.0,511702050.0,791907260.0,972158460.0,624714430.0,894253300.0,763138900.0,849620900.0,814423740.0,613326460.0,792375700.0,1225377000.0,811058560.0,1126510200.0
2050.0,699602400.0,672474800.0,1411964400.0,898901800.0,659219140.0,560902200.0,478456860.0,771687100.0,922852200.0,593086400.0,846500540.0,749738100.0,821186700.0,794305600.0,579942300.0,734069200.0,1208661800.0,742316350.0,1111143200.0
2051.0,671510500.0,638264300.0,1394543100.0,854857150.0,639910000.0,497679940.0,446777600.0,733376000.0,903006100.0,562206850.0,807178500.0,685025660.0,800419460.0,747434430.0,553518800.0,691203300.0,1186876800.0,686558400.0,1085405400.0
2052.0,655921540.0,608875140.0,1378338000.0,816468500.0,600967400.0,464629950.0,417332220.0,711810750.0,875841200.0,533747200.0,752297150.0,622043100.0,781561700.0,721782000.0,522072670.0,646891400.0,1150133500.0,656896800.0,1042816300.0
2053.0,618737300.0,571879900.0,1351638700.0,793396100.0,564957630.0,486349440.0,446469440.0,674839700.0,857215900.0,508409570.0,733731800.0,583346240.0,742352600.0,681929150.0,510758620.0,641038400.0,1160994000.0,611059260.0,980007500.0
2054.0,587364300.0,530184700.0,1337804800.0,750280500.0,544501440.0,433390430.0,383305340.0,630461440.0,818840600.0,489362500.0,684750140.0,554125700.0,705592800.0,643067200.0,486740740.0,608147200.0,1102149000.0,585830400.0,923924030.0
2055.0,537115200.0,495698530.0,1288599200.0,723813900.0,524328420.0,444884770.0,388149630.0,596347900.0,785275000.0,463216450.0,641717400.0,516129820.0,725742850.0,611502800.0,450120500.0,562676160.0,1069373300.0,554320200.0,881158850.0
2056.0,514324400.0,470733540.0,1288085500.0,678608700.0,484050460.0,385575140.0,340150900.0,548878400.0,745868000.0,432177570.0,611707460.0,475321400.0,668419100.0,593442000.0,433745630.0,516574000.0,1035576960.0,510343300.0,867240060.0
2057.0,492710200.0,429167650.0,1249572900.0,646562750.0,424322020.0,399275550.0,322000030.0,525854700.0,711905660.0,385508220.0,570743200.0,446418180.0,643981760.0,556703800.0,422583330.0,485236740.0,1009862800.0,483835000.0,838735360.0
2058.0,469597120.0,393800300.0,1198362100.0,613902660.0,396937950.0,354633570.0,302588930.0,483260770.0,679222460.0,360454460.0,548638850.0,396292640.0,628107650.0,525588580.0,438356900.0,460085570.0,968264640.0,434521800.0,803985540.0
2059.0,448032320.0,359307000.0,1174389100.0,585099840.0,367502460.0,316328580.0,315845380.0,441879420.0,641871170.0,326538270.0,583910800.0,376518430.0,604161800.0,478351970.0,395052380.0,443978400.0,940591360.0,402358080.0,772755700.0
2060.0,403161820.0,336491260.0,1131452800.0,574911550.0,344636770.0,277401000.0,279739650.0,420416400.0,627094900.0,324843550.0,536170720.0,351503600.0,564619260.0,445349570.0,390916350.0,431377760.0,897926500.0,378708540.0,767144960.0
2061.0,375666240.0,315408060.0,1074566000.0,541184600.0,322060830.0,244591380.0,258515310.0,389735300.0,583345000.0,287998270.0,484822270.0,324412480.0,540745340.0,429262750.0,370606240.0,383739550.0,935841000.0,355081660.0,754305700.0
2062.0,354352770.0,290480540.0,1031916700.0,496554940.0,300464960.0,233498110.0,240691420.0,357457120.0,529332200.0,266460620.0,462573570.0,312136220.0,507881120.0,406469340.0,358871550.0,366602940.0,871644200.0,333249180.0,725384640.0
2063.0,339751600.0,261194300.0,1014592700.0,468499230.0,278628300.0,223469470.0,226345120.0,323929540.0,503965540.0,256452780.0,428909100.0,288607360.0,472750660.0,376860260.0,342978140.0,340537860.0,819839170.0,308502660.0,686676540.0
2064.0,328384450.0,238246350.0,980644030.0,443521300.0,260186370.0,211115140.0,208520500.0,293439070.0,463880960.0,241548110.0,389477220.0,257733490.0,447967550.0,352380640.0,330635200.0,327692400.0,798271300.0,282942100.0,649309200.0
2065.0,300699200.0,220644830.0,955941570.0,411778340.0,238436580.0,193710560.0,201441580.0,267269220.0,429975940.0,232314670.0,371380600.0,232754380.0,419123900.0,325650400.0,320870200.0,323278340.0,770320100.0,267634020.0,611357800.0
2066.0,282578530.0,203591310.0,922479360.0,387979550.0,219739740.0,174016750.0,188686290.0,252045170.0,402273120.0,215045500.0,333239200.0,210770420.0,394901000.0,313981900.0,304661250.0,299233380.0,728586940.0,245131180.0,575190300.0
2067.0,270930700.0,177040640.0,887193600.0,360268860.0,199999900.0,171795020.0,183806380.0,243986500.0,379377570.0,201009280.0,298446800.0,195610050.0,380655420.0,288653660.0,294685860.0,278377020.0,695842300.0,222030770.0,535875330.0
2068.0,264151250.0,172642620.0,860061440.0,344533860.0,183179580.0,160155660.0,176191600.0,233200450.0,353032800.0,183438780.0,280638620.0,176395090.0,339447000.0,276157800.0,274349600.0,269730080.0,649866200.0,208526510.0,511275230.0
2069.0,248515120.0,156870560.0,838985000.0,320631420.0,163131780.0,155466900.0,170124940.0,222069700.0,328814560.0,171823730.0,271357470.0,163609260.0,319354980.0,252319620.0,256529200.0,248332900.0,625280200.0,188664700.0,490631550.0
2070.0,231936300.0,136212500.0,800877630.0,301878750.0,149255790.0,164267120.0,156116780.0,195281820.0,315675650.0,156590770.0,254709470.0,150384880.0,306902240.0,223646660.0,251034460.0,232156510.0,592022460.0,177381440.0,475956740.0
2071.0,219220580.0,132193310.0,778220500.0,280758370.0,139471710.0,144178370.0,153030910.0,182459790.0,289842370.0,147402240.0,240922560.0,146996240.0,294647550.0,206387520.0,244961170.0,216019700.0,559950660.0,172125680.0,445104930.0
2072.0,205219340.0,124501640.0,750089000.0,255101540.0,131663340.0,137570080.0,145902430.0,163665260.0,270436400.0,141176460.0,232066130.0,142060220.0,288014300.0,188596020.0,241257100.0,199450450.0,531074050.0,146915220.0,426715740.0
2073.0,189169800.0,113416056.0,733182140.0,233397760.0,115372776.0,120429370.0,142439400.0,148276080.0,256906900.0,138171170.0,211752430.0,127976670.0,256459000.0,167773580.0,236135300.0,191729070.0,505805920.0,142197060.0,398878850.0
2074.0,178910960.0,95988456.0,722869060.0,212157390.0,105570020.0,117376750.0,137026450.0,144754640.0,235768750.0,129547520.0,195731620.0,114614950.0,242571540.0,149591200.0,228848110.0,181817040.0,470557380.0,138958180.0,376266300.0
2075.0,163364460.0,82685450.0,706059460.0,200660880.0,102719800.0,107828540.0,134156480.0,124096490.0,218338400.0,117711250.0,183147620.0,107692040.0,224300260.0,144162500.0,217708480.0,169240200.0,442406820.0,130905300.0,348700600.0
2076.0,150328820.0,76435610.0,679635100.0,172576030.0,97283890.0,93503224.0,129820200.0,118173780.0,222275760.0,119691320.0,170562270.0,105337200.0,206125000.0,128192180.0,206766100.0,163489600.0,421821250.0,120363870.0,327996540.0
2077.0,148045390.0,73860830.0,654265660.0,158461760.0,90084290.0,90354430.0,122842050.0,113887016.0,197236200.0,113495390.0,151281920.0,100735500.0,195927200.0,121081464.0,201641940.0,145698050.0,405086800.0,100960936.0,325580030.0
2078.0,135342900.0,69498424.0,622451600.0,152219100.0,80571270.0,87613780.0,108293040.0,109565784.0,199348800.0,110414504.0,147760690.0,92136800.0,179448220.0,109519980.0,194046130.0,137185300.0,380533540.0,94034780.0,314973540.0
2079.0,124913750.0,60873280.0,600698700.0,135813570.0,72263690.0,84882050.0,101296910.0,105034024.0,166845890.0,108820000.0,138020880.0,90224216.0,168284030.0,97655410.0,189742080.0,125063816.0,365766460.0,82904790.0,325549950.0
2080.0,111726080.0,52980144.0,629063800.0,126025890.0,62563964.0,81655040.0,88414740.0,100066060.0,161458850.0,98301720.0,118028180.0,83361220.0,155546000.0,86162040.0,188627570.0,120493624.0,351504930.0,78857680.0,292130700.0
2081.0,104639960.0,50865908.0,560796400.0,106670130.0,55206124.0,76791420.0,74269370.0,90473530.0,146808960.0,94513920.0,115305990.0,75127110.0,141308380.0,79159544.0,169722080.0,116947656.0,338104960.0,79394440.0,303460540.0
2082.0,92360910.0,44947320.0,542836800.0,92260070.0,49439744.0,65195050.0,69478920.0,85377660.0,139875710.0,92270220.0,107654510.0,72939200.0,143226240.0,76552950.0,154599630.0,94275360.0,310768960.0,72081304.0,276038240.0
2083.0,80524104.0,43921692.0,511301600.0,85007830.0,37836804.0,59293240.0,68727570.0,73993384.0,138403140.0,85418550.0,107203740.0,66416816.0,133032620.0,72093730.0,147305470.0,89579944.0,298460500.0,65712052.0,264610270.0
2084.0,77850104.0,38297060.0,490874980.0,78669540.0,36656120.0,54468136.0,61701172.0,71364376.0,130981064.0,81959064.0,103995460.0,63456724.0,123769976.0,62759170.0,141802300.0,87821304.0,288735260.0,58669936.0,242149940.0
2085.0,74165630.0,37163600.0,480550460.0,76456020.0,31436344.0,51224252.0,55401196.0,60695740.0,122464460.0,78676220.0,93646140.0,57412390.0,120015624.0,56493692.0,137747980.0,75387096.0,260161970.0,57435464.0,219413740.0
2086.0,68795750.0,33495038.0,457418600.0,72640584.0,30485388.0,50514376.0,50076396.0,56908070.0,101305416.0,79347384.0,89080660.0,53134444.0,103426250.0,53227884.0,130138340.0,70618460.0,253301650.0,48611864.0,209848900.0
2087.0,65446748.0,31539402.0,446258940.0,69119736.0,28432252.0,44876520.0,47741010.0,46946456.0,96021580.0,72821896.0,85417190.0,49883776.0,100892344.0,49473724.0,117061304.0,65686276.0,241980160.0,42570430.0,194899870.0
2088.0,56527640.0,28810310.0,434597250.0,64639932.0,25939020.0,42713030.0,40534348.0,41511100.0,88223224.0,66651464.0,83611730.0,47019856.0,98007590.0,44760624.0,113694680.0,62976490.0,224514460.0,38268250.0,184535380.0
2089.0,49304460.0,27435934.0,427845980.0,51576836.0,20829960.0,38530828.0,36189764.0,36511184.0,74130490.0,63083468.0,77558530.0,46430320.0,83755700.0,40462644.0,106813336.0,50265784.0,226138160.0,36432692.0,171309600.0
