time,NORESM2-MM,IPSL-CM6A-LR,CAMS-CSM1-0,CESM2-WACCM,TAIESM1,ACCESS-ESM1-5,EC-EARTH3,ACCESS-CM2,EC-EARTH3-VEG,INM-CM5-0,INM-CM4-8,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,MRI-ESM2-0,CESM2,GFDL-ESM4,CMCC-CM2-SR5,MPI-ESM1-2-HR
2090.0,41380644.0,24667032.0,416603420.0,46320684.0,19923130.0,37544220.0,35897650.0,35723116.0,67309200.0,74687680.0,71774776.0,41649532.0,77911840.0,36481410.0,103083980.0,41809656.0,199579730.0,33353492.0,159510830.0
2091.0,39690016.0,22754576.0,405471100.0,45119140.0,16747776.0,35610300.0,34838250.0,33488930.0,63349370.0,66146624.0,65445644.0,39483316.0,79586296.0,33348842.0,91763540.0,39008900.0,192400640.0,29472952.0,153319740.0
2092.0,38321836.0,22215250.0,392699230.0,40307896.0,14435219.0,34330884.0,31704912.0,30089334.0,55417070.0,56363932.0,63562376.0,37862196.0,76821390.0,30350396.0,84874270.0,37293228.0,184837680.0,27202420.0,141567020.0
2093.0,36989796.0,21433300.0,369684540.0,38606250.0,12528778.0,29883512.0,27436712.0,26791816.0,49791852.0,53375230.0,60645436.0,35689060.0,83554360.0,27955294.0,80763190.0,35981492.0,202247890.0,25658258.0,135756850.0
2094.0,34199228.0,16498304.0,354320860.0,35459932.0,11085940.0,29006676.0,25958146.0,25688752.0,44629276.0,48331736.0,52756130.0,34990372.0,72046550.0,26565650.0,79680040.0,33011082.0,178367300.0,24401040.0,126112580.0
2095.0,31197054.0,14168948.0,330136830.0,33500622.0,10482936.0,27214948.0,25008076.0,23316664.0,42340704.0,46070788.0,48475452.0,31131002.0,69665704.0,23755250.0,77654820.0,31587818.0,167444300.0,21984746.0,107174550.0
2096.0,29987076.0,13457556.0,317722980.0,32827058.0,9817380.0,26542460.0,24393228.0,21068372.0,38215556.0,42671936.0,43217710.0,29628630.0,67817990.0,22542694.0,72718780.0,28637070.0,155465870.0,21096016.0,92490904.0
2097.0,28640864.0,12743614.0,302491170.0,30535952.0,7797853.0,24150938.0,23047574.0,17626966.0,35365370.0,41043640.0,42594748.0,27744208.0,61465064.0,21184140.0,65318316.0,28375330.0,150749950.0,20558118.0,78177460.0
2098.0,27061766.0,10886339.0,279118180.0,30095926.0,7792601.5,34784484.0,22477800.0,16341820.0,30318464.0,38876708.0,40947520.0,27117804.0,57947064.0,20460310.0,61992644.0,24820982.0,144699070.0,20655446.0,75814504.0
2099.0,26039306.0,10694225.0,268964350.0,26072468.0,7663191.0,24500922.0,20757238.0,12989267.0,26911594.0,41675160.0,40480164.0,24774466.0,56812636.0,17474878.0,59327424.0,22087384.0,138574460.0,17240524.0,72280990.0
2100.0,23750280.0,10261830.0,263461310.0,25689922.0,6679403.5,23517296.0,18530364.0,11423675.0,25191862.0,35542092.0,39281628.0,22724986.0,55793816.0,16029590.0,53985730.0,18802016.0,134340100.0,16038803.0,62737096.0
