time,IPSL-CM6A-LR,CANESM5,CESM2-WACCM,MRI-ESM2-0
2063.0,369271400.0,332149060.0,532941600.0,323223230.0
2064.0,348220860.0,308358560.0,599557440.0,322472160.0
2065.0,337581700.0,293773380.0,522124930.0,293128860.0
2066.0,318388800.0,269630940.0,513833860.0,305429950.0
2067.0,302743680.0,259893150.0,488504770.0,352324700.0
2068.0,295548030.0,257684400.0,487683230.0,266091540.0
2069.0,271207600.0,237289000.0,462454460.0,255006080.0
2070.0,267340420.0,234790350.0,806318700.0,283835420.0
2071.0,263780530.0,215996670.0,443797900.0,249985440.0
2072.0,266680800.0,210218460.0,418796400.0,365827740.0
2073.0,254401400.0,212837460.0,408646560.0,255479250.0
2074.0,244994640.0,204418560.0,452427520.0,294168220.0
2075.0,240381940.0,204662220.0,398641400.0,246631820.0
2076.0,229702240.0,200706130.0,386947900.0,244466110.0
2077.0,227337600.0,204897840.0,382396260.0,243480740.0
2078.0,221753550.0,194747200.0,383402720.0,237802420.0
2079.0,200682140.0,187048370.0,636946100.0,273233700.0
2080.0,196031820.0,181098400.0,474551580.0,262110420.0
2081.0,192379220.0,192240640.0,441125100.0,258961220.0
2082.0,312251550.0,172204880.0,381511330.0,247122100.0
2083.0,239741280.0,170203950.0,377216350.0,302258620.0
2084.0,212128940.0,167206850.0,356367070.0,277181220.0
2085.0,202020720.0,257775420.0,349879520.0,268919800.0
2086.0,195698690.0,170828800.0,355431550.0,252965700.0
2087.0,193518660.0,172007040.0,440145120.0,273965920.0
2088.0,187799180.0,170720770.0,347981630.0,247500600.0
2089.0,190607280.0,393351200.0,333871940.0,256594080.0
2090.0,188710320.0,293262850.0,432145540.0,349130180.0
2091.0,190112160.0,240915150.0,327021150.0,488864450.0
2092.0,183342610.0,201161500.0,519324800.0,330125760.0
2093.0,180650980.0,178663410.0,329127800.0,277433180.0
2094.0,183831950.0,249805580.0,315768400.0,261874910.0
2095.0,196833970.0,241250430.0,382962430.0,597469760.0
2096.0,303411070.0,388731600.0,306646560.0,369521100.0
2097.0,208858980.0,230148480.0,321025500.0,287101600.0
2098.0,204115250.0,227643250.0,332359600.0,428241700.0
2099.0,200380770.0,208055520.0,305744800.0,574939000.0
2100.0,198422460.0,192602900.0,312565340.0,489092580.0
