time,GFDL-ESM4,MRI-ESM2-0,CAMS-CSM1-0,EC-EARTH3-VEG
2062.0,966455550.0,509856800.0,1379786100.0,780822460.0
2063.0,959025500.0,575134500.0,1371098200.0,768759600.0
2064.0,1073662140.0,502628160.0,1350009500.0,753640200.0
2065.0,944596350.0,492429730.0,1334822700.0,759002560.0
2066.0,924293950.0,477246850.0,1428841300.0,844869000.0
2067.0,959543940.0,470390850.0,1331781600.0,727391170.0
2068.0,913745000.0,461841900.0,1324369700.0,766418900.0
2069.0,939152800.0,448545630.0,1310536700.0,726142340.0
2070.0,994986300.0,441582940.0,1305171200.0,708455200.0
2071.0,893521540.0,476321540.0,1583765200.0,699195140.0
2072.0,944172700.0,451214940.0,1443105500.0,680095040.0
2073.0,886415040.0,871885200.0,1330577500.0,708516600.0
2074.0,871525700.0,490814750.0,1733042200.0,668973300.0
2075.0,870770240.0,437507400.0,1461554800.0,748518140.0
2076.0,864618560.0,432335300.0,1362938200.0,706298500.0
2077.0,851927740.0,436424260.0,1318216800.0,666786940.0
2078.0,1227202200.0,582974140.0,1394793100.0,666223900.0
2079.0,891723300.0,457658560.0,1326179800.0,645654600.0
2080.0,884698300.0,569496640.0,1323256700.0,661487550.0
2081.0,900038600.0,439326050.0,1294808400.0,623478000.0
2082.0,841725250.0,551521900.0,1291532900.0,601202240.0
2083.0,831103550.0,520308380.0,1282761000.0,647104600.0
2084.0,826937500.0,518725920.0,1335810300.0,770114700.0
2085.0,831570050.0,461478600.0,1801081700.0,932262140.0
2086.0,824746940.0,608665660.0,1292438400.0,630672500.0
2087.0,811989760.0,512474400.0,1290709000.0,879974700.0
2088.0,1316127100.0,456309760.0,1472752500.0,887001340.0
2089.0,1096628600.0,460698850.0,1759889300.0,694172200.0
2090.0,839591940.0,540050100.0,1406181100.0,627285760.0
2091.0,809931840.0,467184320.0,1407407700.0,629627840.0
2092.0,806844900.0,559747900.0,1300447500.0,653094800.0
2093.0,802502850.0,456718820.0,1330703200.0,605836350.0
2094.0,802692600.0,674741300.0,1423833300.0,603849340.0
2095.0,809531400.0,547969800.0,1351605500.0,608038100.0
2096.0,816172400.0,736901060.0,1320871600.0,605774600.0
2097.0,969818000.0,568647360.0,1491986400.0,734320450.0
2098.0,847803460.0,1237158400.0,1357439700.0,606577300.0
2099.0,820501200.0,971778560.0,1650759800.0,602923200.0
2100.0,817723260.0,674420740.0,1875747800.0,637468800.0
