time,CESM2,FGOALS-F3-L,BCC-CSM2-MR,EC-EARTH3-VEG,NORESM2-MM,GFDL-ESM4,CESM2-WACCM,CAMS-CSM1-0,INM-CM4-8,INM-CM5-0,EC-EARTH3,MPI-ESM1-2-HR,MRI-ESM2-0
2020.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0,51597545000.0
2021.0,51587916000.0,51566674000.0,51585704000.0,51600250000.0,51836318000.0,51574920000.0,51656663000.0,51587280000.0,51587383000.0,51577950000.0,51581190000.0,51603560000.0,51585516000.0
2022.0,51562893000.0,51534500000.0,51582456000.0,51570890000.0,51599483000.0,51629076000.0,51645596000.0,51550410000.0,51584102000.0,51538665000.0,51532698000.0,51566223000.0,51569385000.0
2023.0,51570807000.0,51506676000.0,51557777000.0,51553380000.0,51792170000.0,51560587000.0,51891204000.0,51539866000.0,51559416000.0,51508940000.0,51491390000.0,51529320000.0,51556350000.0
2024.0,51536030000.0,51506655000.0,51521516000.0,51527960000.0,51561890000.0,51524227000.0,51629556000.0,51516540000.0,51538520000.0,51503990000.0,51462943000.0,51589230000.0,51533450000.0
2025.0,51501986000.0,51491330000.0,51523326000.0,51510673000.0,51546740000.0,51561718000.0,51559883000.0,51508570000.0,51619398000.0,51480908000.0,51432444000.0,51529210000.0,51509584000.0
2026.0,51589255000.0,51472730000.0,51497603000.0,51493820000.0,51547296000.0,51537154000.0,51555970000.0,51476560000.0,51534504000.0,51453665000.0,51410840000.0,51502408000.0,51497005000.0
2027.0,51486245000.0,51456594000.0,51470664000.0,51584990000.0,51550425000.0,51480940000.0,51537666000.0,51459625000.0,51490935000.0,51432050000.0,51384214000.0,51490790000.0,51462510000.0
2028.0,51463377000.0,51452060000.0,51463123000.0,51466720000.0,51508425000.0,51449070000.0,51553575000.0,51446410000.0,51471577000.0,51438645000.0,51360346000.0,51472490000.0,51432026000.0
2029.0,51436876000.0,51503837000.0,51468063000.0,51469124000.0,51491836000.0,51435794000.0,51526790000.0,51442913000.0,51460313000.0,51384760000.0,51334648000.0,51461250000.0,51415024000.0
2030.0,51413942000.0,51417850000.0,51444330000.0,51462435000.0,51487720000.0,51407815000.0,51507454000.0,51437466000.0,51449127000.0,51366230000.0,51299824000.0,51438756000.0,51386765000.0
2031.0,51403657000.0,51406240000.0,51420344000.0,51442545000.0,51487425000.0,51401630000.0,51507954000.0,51430363000.0,51429180000.0,51375970000.0,51262840000.0,51493070000.0,51374985000.0
2032.0,51390263000.0,51414390000.0,51407094000.0,51419005000.0,51444904000.0,51408675000.0,51495686000.0,51418600000.0,51452797000.0,51314827000.0,51229790000.0,51425567000.0,51348832000.0
2033.0,51368763000.0,51366290000.0,51386163000.0,51374290000.0,51521274000.0,51372855000.0,51494265000.0,51393335000.0,51438408000.0,51299030000.0,51181195000.0,51419832000.0,51334877000.0
2034.0,51349090000.0,51337253000.0,51354776000.0,51355720000.0,51434824000.0,51352953000.0,51478610000.0,51352965000.0,51400260000.0,51280278000.0,51094884000.0,51366666000.0,51290817000.0
2035.0,51325063000.0,51306373000.0,51339020000.0,51348533000.0,51487203000.0,51340260000.0,51453178000.0,51348386000.0,51399307000.0,51241673000.0,51038724000.0,51346805000.0,51252556000.0
2036.0,51307135000.0,51267826000.0,51308773000.0,51323430000.0,51499370000.0,51308323000.0,51531070000.0,51381690000.0,51379225000.0,51227260000.0,50966990000.0,51403990000.0,51219325000.0
2037.0,51281560000.0,51244940000.0,51274530000.0,51288478000.0,51404083000.0,51274240000.0,51451277000.0,51322757000.0,51356130000.0,51197964000.0,50898846000.0,51315150000.0,51181994000.0
2038.0,51258606000.0,51209200000.0,51239020000.0,51249738000.0,51376615000.0,51261040000.0,51412550000.0,51299557000.0,51328820000.0,51142963000.0,50766926000.0,51284877000.0,51127214000.0
2039.0,51228656000.0,51195093000.0,51205810000.0,51231617000.0,51389735000.0,51224230000.0,51445817000.0,51283930000.0,51348566000.0,51083450000.0,50673308000.0,51269992000.0,51075744000.0
2040.0,51212497000.0,51164557000.0,51145180000.0,51174207000.0,51355214000.0,51190755000.0,51385240000.0,51239140000.0,51294024000.0,51040563000.0,50580754000.0,51240993000.0,51000173000.0
2041.0,51184910000.0,51109884000.0,51069450000.0,51101560000.0,51302560000.0,51148513000.0,51339780000.0,51208696000.0,51295785000.0,51010160000.0,50454516000.0,51162194000.0,50886603000.0
2042.0,51144630000.0,51071650000.0,51024695000.0,51019820000.0,51350004000.0,51108893000.0,51333250000.0,51170922000.0,51271510000.0,50980210000.0,50342883000.0,51117730000.0,50827047000.0
2043.0,51116380000.0,51035935000.0,50967798000.0,50937872000.0,51296207000.0,51073220000.0,51335807000.0,51123835000.0,51242557000.0,50894705000.0,50175620000.0,51075030000.0,50777248000.0
2044.0,51096875000.0,50987700000.0,50922488000.0,50876785000.0,51290950000.0,51060010000.0,51287945000.0,51109320000.0,51210910000.0,50872920000.0,50028954000.0,51037356000.0,50699215000.0
2045.0,51031294000.0,50928170000.0,50892575000.0,50790134000.0,51241316000.0,51004560000.0,51239625000.0,51086873000.0,51192250000.0,50833125000.0,49881630000.0,51002710000.0,50613930000.0
2046.0,50986676000.0,50894790000.0,50820813000.0,50708700000.0,51217453000.0,50954224000.0,51338854000.0,51032056000.0,51117375000.0,50776830000.0,49703160000.0,50954400000.0,50516832000.0
2047.0,50942788000.0,50854085000.0,50734050000.0,50615562000.0,51215462000.0,50909037000.0,51213610000.0,50997550000.0,51092754000.0,50743970000.0,49501676000.0,50856485000.0,50431690000.0
2048.0,50908344000.0,50734420000.0,50675910000.0,50521110000.0,51156906000.0,50844357000.0,51164860000.0,50997290000.0,51030250000.0,50697163000.0,49305473000.0,50812228000.0,50323567000.0
2049.0,50862305000.0,50688758000.0,50636358000.0,50380140000.0,51120894000.0,50815316000.0,51146772000.0,50940400000.0,50988143000.0,50631877000.0,49051886000.0,50764722000.0,50205835000.0
2050.0,50833740000.0,50653614000.0,50575570000.0,50217780000.0,51087598000.0,50773840000.0,51121943000.0,50909310000.0,50936193000.0,50571244000.0,48838600000.0,50725690000.0,50091520000.0
2051.0,50801336000.0,50571985000.0,50571170000.0,50061644000.0,51033924000.0,50738213000.0,51116696000.0,50864730000.0,50928628000.0,50503490000.0,48634982000.0,50655715000.0,50013258000.0
2052.0,50747425000.0,50490830000.0,50456027000.0,49855560000.0,50992755000.0,50661286000.0,51081120000.0,50815246000.0,50879648000.0,50410398000.0,48399466000.0,50583800000.0,49837285000.0
2053.0,50703884000.0,50462028000.0,50414550000.0,49529324000.0,50974003000.0,50580656000.0,51052605000.0,50789794000.0,50888196000.0,50360898000.0,48188530000.0,50487720000.0,49652666000.0
2054.0,50653510000.0,50397864000.0,50333870000.0,49136017000.0,50935566000.0,50509900000.0,50989130000.0,50725050000.0,50831690000.0,50281700000.0,47941730000.0,50322723000.0,49484680000.0
2055.0,50580060000.0,50362528000.0,50230370000.0,48778950000.0,50883408000.0,50465755000.0,50958070000.0,50635354000.0,50763305000.0,50209636000.0,47655916000.0,50178626000.0,49304654000.0
2056.0,50513043000.0,50252796000.0,50097603000.0,48412130000.0,50853830000.0,50418905000.0,50906604000.0,50595980000.0,50718376000.0,50119266000.0,47377334000.0,50075660000.0,49161028000.0
2057.0,50467176000.0,50208540000.0,50000080000.0,48164850000.0,50819560000.0,50396852000.0,50907110000.0,50559832000.0,50683232000.0,50043470000.0,47118553000.0,49925960000.0,48974836000.0
2058.0,50400690000.0,50130846000.0,49864696000.0,47913853000.0,50767364000.0,50259124000.0,50862936000.0,50507330000.0,50628424000.0,49946972000.0,46873637000.0,49787863000.0,48712750000.0
2059.0,50342932000.0,50100285000.0,49753370000.0,47612980000.0,50718090000.0,50168746000.0,50798290000.0,50453120000.0,50568503000.0,49837740000.0,46582850000.0,49702846000.0,48533553000.0
2060.0,50276782000.0,49987860000.0,49522300000.0,47351290000.0,50660434000.0,50099590000.0,50763880000.0,50412070000.0,50510980000.0,49738183000.0,46265900000.0,49605640000.0,48343687000.0
2061.0,50176033000.0,49863078000.0,49400060000.0,47076155000.0,50627875000.0,49972940000.0,50699706000.0,50355790000.0,50417934000.0,49631600000.0,45958430000.0,49508320000.0,48149750000.0
2062.0,50105663000.0,49851970000.0,49272218000.0,46683337000.0,50555924000.0,49834226000.0,50677195000.0,50318530000.0,50338284000.0,49514115000.0,45655495000.0,49430147000.0,47956700000.0
2063.0,50031620000.0,49717375000.0,49136330000.0,46345626000.0,50469695000.0,49742864000.0,50683687000.0,50283086000.0,50165125000.0,49398637000.0,45313094000.0,49329525000.0,47798600000.0
2064.0,49973744000.0,49608730000.0,49059160000.0,45896286000.0,50429420000.0,49670103000.0,50553987000.0,50231350000.0,50060360000.0,49235165000.0,44913790000.0,49222943000.0,47630880000.0
2065.0,49877017000.0,49459753000.0,48927162000.0,45420007000.0,50313277000.0,49577906000.0,50494763000.0,50174206000.0,49906954000.0,49132835000.0,44506820000.0,49123340000.0,47369175000.0
2066.0,49795564000.0,49356900000.0,48724894000.0,44964905000.0,50228060000.0,49449783000.0,50418692000.0,50217153000.0,49727447000.0,49015108000.0,44131254000.0,48982356000.0,47117263000.0
2067.0,49675186000.0,49228247000.0,48608084000.0,44448910000.0,50174600000.0,49388500000.0,50366693000.0,50066620000.0,49512075000.0,48909906000.0,43712823000.0,48834474000.0,46899364000.0
2068.0,49629150000.0,49135040000.0,48413880000.0,44009894000.0,50087096000.0,49242984000.0,50271556000.0,49994035000.0,49276210000.0,48809490000.0,43298296000.0,48650666000.0,46674153000.0
2069.0,49439720000.0,48884210000.0,48181620000.0,43620830000.0,49980043000.0,49148244000.0,50274040000.0,49959563000.0,49134682000.0,48680570000.0,42883367000.0,48479300000.0,46455720000.0
2070.0,49310204000.0,48610144000.0,48020673000.0,43213400000.0,49862762000.0,49002156000.0,50068570000.0,49862680000.0,48990544000.0,48523706000.0,42421555000.0,48335640000.0,46173966000.0
2071.0,49228250000.0,48354185000.0,47879840000.0,42698592000.0,49747190000.0,48867970000.0,50167580000.0,49802440000.0,48896930000.0,48380540000.0,42017436000.0,48209175000.0,45926530000.0
2072.0,49141953000.0,48044794000.0,47739625000.0,42136945000.0,49664594000.0,48679105000.0,50049910000.0,49736750000.0,48696590000.0,48207110000.0,41626563000.0,48062470000.0,45740230000.0
2073.0,49017577000.0,47711347000.0,47523290000.0,41606560000.0,49572418000.0,48511926000.0,49904902000.0,49643344000.0,48447054000.0,48112275000.0,41210966000.0,47914590000.0,45549330000.0
2074.0,48917900000.0,47353143000.0,47332270000.0,41069187000.0,49381855000.0,48376386000.0,49827340000.0,49522040000.0,48154650000.0,48034103000.0,40816374000.0,47767368000.0,45274337000.0
2075.0,48748724000.0,47190010000.0,47165837000.0,40622367000.0,49282163000.0,48178233000.0,49770783000.0,49452630000.0,47873384000.0,47880946000.0,40514232000.0,47632530000.0,45051396000.0
2076.0,48667525000.0,47083373000.0,47024013000.0,40187580000.0,49146920000.0,47963180000.0,49713357000.0,49372890000.0,47682820000.0,47727790000.0,40135040000.0,47512646000.0,44723216000.0
2077.0,48559735000.0,46867970000.0,46936900000.0,39660663000.0,49057083000.0,47773733000.0,49619956000.0,49262977000.0,47465374000.0,47498710000.0,39809802000.0,47430922000.0,44479074000.0
2078.0,48469185000.0,46763960000.0,46746860000.0,39212790000.0,48962494000.0,47536400000.0,49526780000.0,49166836000.0,47333376000.0,47339246000.0,39373144000.0,47328690000.0,44199244000.0
2079.0,48358280000.0,46638900000.0,46552568000.0,38806760000.0,48888177000.0,47329956000.0,49432994000.0,49062140000.0,47141736000.0,47192785000.0,38946312000.0,47186973000.0,44012940000.0
2080.0,48181820000.0,46513807000.0,46369812000.0,38401704000.0,48781120000.0,47097090000.0,49320174000.0,48932807000.0,46989480000.0,47009845000.0,38520340000.0,47081402000.0,43753378000.0
2081.0,48080670000.0,46356110000.0,46112145000.0,37963710000.0,48658444000.0,46939746000.0,49219125000.0,48831386000.0,46771237000.0,46841782000.0,38138425000.0,46998286000.0,43378040000.0
2082.0,47944350000.0,46046400000.0,45859967000.0,37428440000.0,48490430000.0,46760624000.0,49178874000.0,48744608000.0,46552240000.0,46674833000.0,37603770000.0,46884690000.0,43124363000.0
2083.0,47767050000.0,45826257000.0,45623490000.0,36917125000.0,48263594000.0,46470030000.0,49058406000.0,48534600000.0,46252920000.0,46494300000.0,37147378000.0,46775670000.0,42846820000.0
2084.0,47581050000.0,45634187000.0,45340820000.0,36428214000.0,48104505000.0,46300420000.0,48896426000.0,48455012000.0,45962723000.0,46278740000.0,36718920000.0,46647742000.0,42576142000.0
2085.0,47386472000.0,45380750000.0,45132878000.0,36043440000.0,47995634000.0,46162270000.0,48782184000.0,48393200000.0,45813370000.0,46059352000.0,36252606000.0,46540750000.0,42299978000.0
2086.0,47113167000.0,45122020000.0,44862630000.0,35539767000.0,47846460000.0,45986500000.0,48668557000.0,48318575000.0,45675750000.0,45874410000.0,35723805000.0,46383060000.0,42017060000.0
2087.0,46921410000.0,44887204000.0,44609565000.0,34982506000.0,47665450000.0,45745090000.0,48567990000.0,48261910000.0,45486320000.0,45638205000.0,35180100000.0,46227243000.0,41799560000.0
2088.0,46682178000.0,44691194000.0,44345700000.0,34407473000.0,47489750000.0,45552150000.0,48486110000.0,48118145000.0,45351930000.0,45437387000.0,34695170000.0,46013673000.0,41538716000.0
2089.0,46392693000.0,44509725000.0,44117530000.0,33899352000.0,47310660000.0,45341560000.0,48400765000.0,48052230000.0,45153374000.0,45234870000.0,34066481000.0,45853696000.0,41216283000.0
2090.0,46169750000.0,44336590000.0,43895030000.0,33384987000.0,47178250000.0,45121642000.0,48318685000.0,47853756000.0,44874050000.0,44939460000.0,33517603000.0,45644034000.0,40863375000.0
2091.0,46055670000.0,44143956000.0,43688740000.0,32815374000.0,46938616000.0,44958523000.0,48267207000.0,47693550000.0,44643656000.0,44748325000.0,32989833000.0,45476983000.0,40624796000.0
2092.0,45897425000.0,44042363000.0,43433070000.0,32335786000.0,46735282000.0,44734173000.0,48140270000.0,47597300000.0,44435096000.0,44557574000.0,32454943000.0,45266182000.0,40347283000.0
2093.0,45772276000.0,43949695000.0,43155030000.0,31798213000.0,46531346000.0,44563374000.0,47950140000.0,47473865000.0,44211675000.0,44320137000.0,31876313000.0,45121696000.0,40037224000.0
2094.0,45610520000.0,43818060000.0,42970747000.0,31261432000.0,46336176000.0,44345127000.0,47812200000.0,47357096000.0,43964130000.0,44104503000.0,31299867000.0,44927250000.0,39835360000.0
2095.0,45422470000.0,43751570000.0,42741916000.0,30677387000.0,46163857000.0,44120908000.0,47660982000.0,47208530000.0,43764994000.0,43916345000.0,30778364000.0,44737716000.0,39520450000.0
2096.0,45173305000.0,43575500000.0,42521313000.0,30137524000.0,45989003000.0,43893973000.0,47497597000.0,47054700000.0,43574907000.0,43751363000.0,30109932000.0,44600870000.0,39216970000.0
2097.0,44920926000.0,43312870000.0,42215940000.0,29533137000.0,45755437000.0,43707820000.0,47326966000.0,46924444000.0,43311555000.0,43524346000.0,29471197000.0,44463900000.0,38970036000.0
2098.0,44813087000.0,43066937000.0,42114410000.0,28939602000.0,45502120000.0,43486777000.0,47138790000.0,46780908000.0,43073835000.0,43339743000.0,28965464000.0,44288070000.0,38735372000.0
2099.0,44591337000.0,42895647000.0,41776783000.0,28281800000.0,45299710000.0,43264877000.0,46882900000.0,46700600000.0,42772100000.0,43098930000.0,28311100000.0,44126028000.0,38431908000.0
2100.0,44397072000.0,42759512000.0,41596506000.0,27631710000.0,45077606000.0,43044844000.0,46647615000.0,46605603000.0,42593020000.0,42896417000.0,27708383000.0,43876815000.0,38108307000.0
