time,EC-EARTH3,INM-CM4-8,INM-CM5-0,CAMS-CSM1-0,CESM2-WACCM,MRI-ESM2-0,CMCC-CM2-SR5,MPI-ESM1-2-HR,TAIESM1,BCC-CSM2-MR,FGOALS-F3-L,IPSL-CM6A-LR,ACCESS-CM2,CESM2,CANESM5,ACCESS-ESM1-5,GFDL-ESM4,NORESM2-MM,EC-EARTH3-VEG
2027.0,51452190000.0,51512865000.0,51447656000.0,51533330000.0,51484328000.0,51407913000.0,51479593000.0,51526370000.0,51419130000.0,51514958000.0,51467520000.0,51469087000.0,51493930000.0,51446395000.0,51268660000.0,51485073000.0,51535390000.0,51482403000.0,51374223000.0
2028.0,51431862000.0,51466630000.0,51416130000.0,51492454000.0,51485635000.0,51383546000.0,51466297000.0,51490316000.0,51398810000.0,51490955000.0,51445916000.0,51439070000.0,51478700000.0,51438260000.0,51170920000.0,51473314000.0,51469193000.0,51457016000.0,51343070000.0
2029.0,51404448000.0,51459520000.0,51394126000.0,51466000000.0,51452977000.0,51356295000.0,51444605000.0,51472355000.0,51380270000.0,51479036000.0,51430384000.0,51426390000.0,51479355000.0,51430457000.0,51089200000.0,51462700000.0,51450233000.0,51447650000.0,51290055000.0
2030.0,51370275000.0,51501945000.0,51359687000.0,51468460000.0,51542495000.0,51333837000.0,51426914000.0,51459880000.0,51356615000.0,51475080000.0,51427010000.0,51406574000.0,51458420000.0,51415740000.0,50944330000.0,51450196000.0,51426640000.0,51459050000.0,51241480000.0
2031.0,51329667000.0,51447075000.0,51323646000.0,51456012000.0,51485790000.0,51290380000.0,51423375000.0,51451535000.0,51337850000.0,51460420000.0,51417640000.0,51383964000.0,51462853000.0,51412840000.0,50774730000.0,51444160000.0,51419935000.0,51444265000.0,51175800000.0
2032.0,51291034000.0,51440750000.0,51308810000.0,51456310000.0,51430167000.0,51249700000.0,51405906000.0,51439084000.0,51291540000.0,51451780000.0,51390722000.0,51360120000.0,51438825000.0,51390607000.0,50644943000.0,51436470000.0,51396800000.0,51455443000.0,51087360000.0
2033.0,51228963000.0,51425360000.0,51275600000.0,51447510000.0,51427856000.0,51209843000.0,51385164000.0,51432247000.0,51253830000.0,51443080000.0,51366990000.0,51336950000.0,51432387000.0,51365070000.0,50450338000.0,51509703000.0,51397923000.0,51418472000.0,50954530000.0
2034.0,51171234000.0,51407733000.0,51249360000.0,51413918000.0,51399942000.0,51147526000.0,51364295000.0,51419920000.0,51220926000.0,51420877000.0,51366117000.0,51308777000.0,51389407000.0,51348870000.0,50229780000.0,51425624000.0,51368014000.0,51396730000.0,50821720000.0
2035.0,51062964000.0,51392025000.0,51216302000.0,51399860000.0,51392140000.0,51104707000.0,51332070000.0,51401230000.0,51170440000.0,51488403000.0,51338480000.0,51282710000.0,51359662000.0,51329830000.0,50019630000.0,51401757000.0,51359216000.0,51906540000.0,50700770000.0
2036.0,50947195000.0,51377463000.0,51179794000.0,51362520000.0,51384054000.0,51030140000.0,51273884000.0,51387470000.0,51132300000.0,51406330000.0,51293990000.0,51261223000.0,51336470000.0,51319290000.0,49822580000.0,51388563000.0,51332792000.0,51388280000.0,50610590000.0
2037.0,50799760000.0,51343008000.0,51118424000.0,51331723000.0,51360340000.0,50954090000.0,51237490000.0,51343130000.0,51102716000.0,51355886000.0,51277840000.0,51220894000.0,51320623000.0,51244024000.0,49569150000.0,51373670000.0,51295867000.0,51358118000.0,50513965000.0
2038.0,50678227000.0,51338625000.0,51006310000.0,51345850000.0,51327967000.0,50848174000.0,51177005000.0,51310514000.0,51054506000.0,51330044000.0,51231113000.0,51187417000.0,51260950000.0,51213996000.0,49308550000.0,51313040000.0,51279303000.0,51323910000.0,50375746000.0
2039.0,50567885000.0,51270283000.0,50939482000.0,51306200000.0,51297948000.0,50755650000.0,51094720000.0,51283720000.0,50993512000.0,51313766000.0,51179800000.0,51147490000.0,51220255000.0,51163996000.0,48941478000.0,51287630000.0,51252520000.0,51291040000.0,50232150000.0
2040.0,50371817000.0,51239620000.0,50857116000.0,51279983000.0,51372122000.0,50634555000.0,51024340000.0,51238474000.0,50937810000.0,51277680000.0,51164840000.0,51086447000.0,51185420000.0,51129074000.0,48692924000.0,51262906000.0,51227200000.0,51287314000.0,50073068000.0
2041.0,50147330000.0,51196380000.0,50809300000.0,51260670000.0,51244920000.0,50507264000.0,50982662000.0,51197567000.0,50840730000.0,51213390000.0,51132244000.0,50975523000.0,51161928000.0,51093385000.0,48473047000.0,51217658000.0,51219325000.0,51239956000.0,49888457000.0
2042.0,49960845000.0,51163378000.0,50742206000.0,51228730000.0,51210506000.0,50389390000.0,50885420000.0,51126120000.0,50796260000.0,51168535000.0,51060770000.0,50912240000.0,51164094000.0,51049160000.0,48146030000.0,51216030000.0,51167998000.0,51211130000.0,49683108000.0
2043.0,49691990000.0,51114680000.0,50653140000.0,51171537000.0,51160347000.0,50245132000.0,50811030000.0,51098590000.0,50712730000.0,51105956000.0,50984120000.0,50815386000.0,51075230000.0,51023580000.0,47818860000.0,51352125000.0,51141300000.0,51172770000.0,49517690000.0
2044.0,49463013000.0,51084616000.0,50552650000.0,51132290000.0,51125465000.0,50060200000.0,50743927000.0,51046195000.0,50622850000.0,51058060000.0,50896646000.0,50712310000.0,51009266000.0,50970420000.0,47456485000.0,51175342000.0,51111756000.0,51136010000.0,49340740000.0
2045.0,49157267000.0,51024350000.0,50456810000.0,51084714000.0,51107627000.0,49906934000.0,50656250000.0,51007787000.0,50529726000.0,51019320000.0,50864054000.0,50613625000.0,50989486000.0,50937200000.0,47046967000.0,51078210000.0,51077587000.0,51113402000.0,49153507000.0
2046.0,48786670000.0,50958918000.0,50382774000.0,51060570000.0,51079463000.0,49722500000.0,50569957000.0,50928410000.0,50412732000.0,50943717000.0,50779770000.0,50476003000.0,50915990000.0,50876592000.0,46650462000.0,51003650000.0,51006480000.0,51091280000.0,48965177000.0
2047.0,48416874000.0,50900873000.0,50289996000.0,51016577000.0,51028640000.0,49576180000.0,50468400000.0,50867507000.0,50275770000.0,50847465000.0,50645443000.0,50360950000.0,50877997000.0,50846118000.0,46342830000.0,50956976000.0,50967593000.0,51065320000.0,48752816000.0
2048.0,48110985000.0,50860384000.0,50200460000.0,51000810000.0,51000517000.0,49409552000.0,50355827000.0,50838757000.0,50065994000.0,50778735000.0,50532217000.0,50193530000.0,50810570000.0,50809430000.0,45956178000.0,51009280000.0,50954867000.0,51008676000.0,48600723000.0
2049.0,47729385000.0,50823115000.0,50046013000.0,50970650000.0,50930004000.0,49221976000.0,50269356000.0,50769592000.0,49909420000.0,50705846000.0,50450657000.0,50071323000.0,50703720000.0,50753150000.0,45671997000.0,50838460000.0,50895856000.0,50981890000.0,48380800000.0
2050.0,47386000000.0,50760680000.0,49898422000.0,50948784000.0,50885440000.0,48989650000.0,50141580000.0,50720555000.0,49771758000.0,50626007000.0,50327654000.0,49910510000.0,50606244000.0,50698134000.0,45335736000.0,50813633000.0,50842276000.0,50946482000.0,48088908000.0
2051.0,47043772000.0,50682188000.0,49777947000.0,50923954000.0,50835450000.0,48810385000.0,50045886000.0,50646372000.0,49601065000.0,50516000000.0,50249650000.0,49676747000.0,50525890000.0,50639516000.0,45037167000.0,50760364000.0,50769785000.0,50896855000.0,47838847000.0
2052.0,46755940000.0,50598530000.0,49666327000.0,50892894000.0,50780606000.0,48610288000.0,49930756000.0,50560490000.0,49421360000.0,50441404000.0,50241830000.0,49458405000.0,50480845000.0,50553970000.0,44769530000.0,50596676000.0,50740187000.0,50854035000.0,47530426000.0
2053.0,46488494000.0,50521092000.0,49527660000.0,50877510000.0,50720674000.0,48408090000.0,49788410000.0,50460525000.0,49244890000.0,50363007000.0,50010810000.0,49275306000.0,50361065000.0,50480740000.0,44422996000.0,50420978000.0,50630920000.0,50817647000.0,47213326000.0
2054.0,46147350000.0,50439030000.0,49410010000.0,50824032000.0,50663342000.0,48255697000.0,49589264000.0,50386145000.0,49066470000.0,50244784000.0,49880293000.0,49015670000.0,50257093000.0,50418954000.0,44126253000.0,50310310000.0,50544830000.0,50769244000.0,46963990000.0
2055.0,45788537000.0,50384577000.0,49291067000.0,50737440000.0,50623300000.0,48101760000.0,49421510000.0,50297820000.0,48867960000.0,50159727000.0,49701340000.0,48792250000.0,50122826000.0,50356380000.0,43795260000.0,50193285000.0,50464660000.0,50718986000.0,46707190000.0
2056.0,45530714000.0,50304946000.0,49172713000.0,50700350000.0,50546024000.0,47895810000.0,49276730000.0,50207494000.0,48657433000.0,50076893000.0,49523847000.0,48573180000.0,49949184000.0,50285687000.0,43510390000.0,49957335000.0,50400432000.0,50658943000.0,46459208000.0
2057.0,45225984000.0,50237390000.0,49054523000.0,50651440000.0,50504073000.0,47689350000.0,49070002000.0,50172916000.0,48446476000.0,50009000000.0,49306382000.0,48313377000.0,49841918000.0,50192785000.0,43208086000.0,49811603000.0,50338062000.0,50611134000.0,46077907000.0
2058.0,44956725000.0,50128146000.0,48843338000.0,50613785000.0,50438947000.0,47478820000.0,48869384000.0,50142347000.0,48227440000.0,49911080000.0,49164784000.0,48104063000.0,49642885000.0,50083560000.0,42817217000.0,49756107000.0,50240840000.0,50581836000.0,45725516000.0
2059.0,44599860000.0,50044293000.0,48757457000.0,50567856000.0,50377570000.0,47310130000.0,48679555000.0,49960264000.0,47910728000.0,49746305000.0,48958706000.0,47860990000.0,49476964000.0,50009600000.0,42512454000.0,49621660000.0,50173670000.0,50545664000.0,45364130000.0
2060.0,44203327000.0,49925267000.0,48565334000.0,50540950000.0,50280530000.0,47062786000.0,48466874000.0,49892020000.0,47597953000.0,49630937000.0,48810082000.0,47536378000.0,49345716000.0,49848700000.0,42212100000.0,49518125000.0,50123870000.0,50469690000.0,45095180000.0
2061.0,43755700000.0,49840615000.0,48395457000.0,50483384000.0,50161660000.0,46857140000.0,48306350000.0,49822740000.0,47335750000.0,49514150000.0,48617880000.0,47243973000.0,49234088000.0,49739747000.0,41826800000.0,49473597000.0,50049835000.0,50403353000.0,44744835000.0
2062.0,43400847000.0,49663427000.0,48229000000.0,50407825000.0,50098037000.0,46548870000.0,48078100000.0,49755400000.0,47092142000.0,49221620000.0,48371216000.0,46911030000.0,49094636000.0,49649086000.0,41473565000.0,49466580000.0,49915576000.0,50387775000.0,44400288000.0
2063.0,43115960000.0,49520210000.0,48013574000.0,50391724000.0,50001880000.0,46353355000.0,47786640000.0,49707786000.0,46864160000.0,49008964000.0,48113586000.0,46617104000.0,48909800000.0,49545687000.0,41120940000.0,49255846000.0,49797410000.0,50274853000.0,44044660000.0
2064.0,42797842000.0,49323065000.0,47840430000.0,50315590000.0,49920668000.0,46112730000.0,47585080000.0,49517220000.0,46624903000.0,48832135000.0,47901900000.0,46296640000.0,48775803000.0,49376887000.0,40764860000.0,49187840000.0,49655730000.0,50172760000.0,43638130000.0
2065.0,42512146000.0,49161433000.0,47688864000.0,50248790000.0,49847670000.0,45924876000.0,47319710000.0,49455200000.0,46363247000.0,48551375000.0,47725666000.0,46006817000.0,48632110000.0,49215635000.0,40485806000.0,49044914000.0,49499693000.0,50126420000.0,43183400000.0
2066.0,42121250000.0,48967295000.0,47527862000.0,50179957000.0,49748312000.0,45650973000.0,47033078000.0,49337274000.0,46091650000.0,48310710000.0,47573615000.0,45708650000.0,48451620000.0,49085977000.0,40097190000.0,48905994000.0,49395044000.0,50106700000.0,42832044000.0
2067.0,41803740000.0,48738590000.0,47307022000.0,50052874000.0,49599762000.0,45440760000.0,46768497000.0,49244430000.0,45786510000.0,48138076000.0,47493726000.0,45330830000.0,48205220000.0,48948930000.0,39703335000.0,48779330000.0,49273600000.0,49987334000.0,42346980000.0
2068.0,41401320000.0,48504144000.0,47176503000.0,50004898000.0,49491026000.0,45128258000.0,46486110000.0,49067310000.0,45507998000.0,47952445000.0,47268078000.0,44931043000.0,47918854000.0,48994836000.0,39369503000.0,48674898000.0,49143628000.0,49905880000.0,41868632000.0
2069.0,41033290000.0,48306570000.0,46967464000.0,49938860000.0,49386332000.0,44838527000.0,46249447000.0,48924205000.0,45113782000.0,47763500000.0,47206904000.0,44578558000.0,47597355000.0,48772320000.0,38905504000.0,48475340000.0,49004184000.0,49794470000.0,41477583000.0
2070.0,40572820000.0,48169180000.0,46737690000.0,49868657000.0,49278770000.0,44633944000.0,45927630000.0,48769690000.0,44721488000.0,47563380000.0,46930366000.0,44168910000.0,47382913000.0,48616100000.0,38435906000.0,48323910000.0,48880345000.0,49678460000.0,41040265000.0
2071.0,40204804000.0,47986295000.0,46505136000.0,49800385000.0,49191686000.0,44367426000.0,45640250000.0,48616575000.0,44367110000.0,47324545000.0,46718240000.0,43577745000.0,47112910000.0,48414750000.0,37941810000.0,48123503000.0,48749350000.0,49578983000.0,40656020000.0
2072.0,39712866000.0,47760482000.0,46297920000.0,49693802000.0,49096966000.0,44193350000.0,45296976000.0,48486140000.0,44038255000.0,47138040000.0,46485110000.0,43134968000.0,46830440000.0,48257483000.0,37447590000.0,47779594000.0,48606077000.0,49490366000.0,40218630000.0
2073.0,39338713000.0,47480830000.0,46085450000.0,49613440000.0,48925070000.0,43948483000.0,44910420000.0,48279233000.0,43660360000.0,46827410000.0,46278267000.0,42551935000.0,46460660000.0,48139130000.0,37028585000.0,47546700000.0,48487570000.0,49356680000.0,39729857000.0
2074.0,38817853000.0,47210803000.0,45806498000.0,49535570000.0,48799527000.0,43653200000.0,44569223000.0,48050450000.0,43189780000.0,46546215000.0,46142804000.0,42156155000.0,46060260000.0,47968130000.0,36650123000.0,47340710000.0,48323810000.0,49261494000.0,39213855000.0
2075.0,38350890000.0,46885077000.0,45545230000.0,49477435000.0,48634593000.0,43367500000.0,44248953000.0,47832355000.0,42784903000.0,46326880000.0,45984450000.0,41647337000.0,45709468000.0,47808340000.0,36256346000.0,47090130000.0,48169670000.0,49173955000.0,38665896000.0
2076.0,37849410000.0,46630994000.0,45252600000.0,49415400000.0,48529170000.0,43119493000.0,43862114000.0,47700720000.0,42410164000.0,46077694000.0,45725940000.0,41089454000.0,45380243000.0,47647908000.0,35810673000.0,46847720000.0,48032410000.0,49053168000.0,38211174000.0
2077.0,37324444000.0,46415684000.0,44974367000.0,49356420000.0,48306168000.0,42753060000.0,43313710000.0,47579652000.0,42003890000.0,45652267000.0,45470170000.0,40704370000.0,45036802000.0,47380320000.0,35348340000.0,46512610000.0,47841540000.0,48953490000.0,37693338000.0
2078.0,36641948000.0,46186033000.0,44678330000.0,49181884000.0,48151540000.0,42484720000.0,42856845000.0,47464358000.0,41610890000.0,45424574000.0,45201633000.0,40160244000.0,44775117000.0,47139680000.0,34864505000.0,46227780000.0,47659995000.0,48865067000.0,37111325000.0
2079.0,36051120000.0,45908107000.0,44435788000.0,48963715000.0,47997944000.0,42193260000.0,42427703000.0,47282926000.0,41142380000.0,45212905000.0,44920304000.0,39675680000.0,44486400000.0,46840574000.0,34450215000.0,46001400000.0,47410282000.0,48713413000.0,36536877000.0
2080.0,35497500000.0,45536090000.0,44138705000.0,48819620000.0,47844225000.0,41936003000.0,41930670000.0,47131130000.0,40665477000.0,45072930000.0,44734697000.0,39238660000.0,44337394000.0,46589977000.0,33922714000.0,45714880000.0,47268884000.0,48574320000.0,35888240000.0
2081.0,34877764000.0,45228980000.0,43860520000.0,48700930000.0,47603323000.0,41616884000.0,41536782000.0,47003505000.0,40283255000.0,44811997000.0,44550960000.0,38664040000.0,44126740000.0,46349468000.0,33521553000.0,45448750000.0,47133970000.0,48335130000.0,35381395000.0
2082.0,34273903000.0,45015810000.0,43458860000.0,48531000000.0,47419724000.0,41229705000.0,41114790000.0,46829814000.0,39766670000.0,44546200000.0,44423176000.0,38173123000.0,43884597000.0,46113880000.0,33036638000.0,45056720000.0,46922904000.0,48128320000.0,34879795000.0
2083.0,33700071000.0,44800440000.0,43201905000.0,48404214000.0,47190810000.0,40868364000.0,40645497000.0,46589620000.0,39354925000.0,44269834000.0,44200010000.0,37505077000.0,43675140000.0,45813002000.0,32614070000.0,44705227000.0,46751568000.0,47859933000.0,34227569000.0
2084.0,33043812000.0,44548858000.0,42962194000.0,48259568000.0,46956777000.0,40541827000.0,40251707000.0,46455902000.0,38907163000.0,44012605000.0,44010330000.0,36917547000.0,43455152000.0,45518280000.0,32163326000.0,44443435000.0,46549578000.0,47734755000.0,33683007000.0
2085.0,32513372000.0,44310230000.0,42725073000.0,48163684000.0,46739400000.0,40257417000.0,39701574000.0,46185492000.0,38532473000.0,43695546000.0,43744633000.0,36332286000.0,43094480000.0,45235286000.0,31762639000.0,44064596000.0,46325930000.0,47604770000.0,33098357000.0
2086.0,31945417000.0,44045570000.0,42441830000.0,48009690000.0,46430780000.0,39948320000.0,39219280000.0,45876818000.0,38142940000.0,43454677000.0,43551244000.0,35625726000.0,42775570000.0,44960862000.0,31276489000.0,43733336000.0,46110503000.0,47389090000.0,32388913000.0
2087.0,31217132000.0,43773567000.0,42262240000.0,47862796000.0,46183960000.0,39643080000.0,38696620000.0,45653033000.0,37687095000.0,43203570000.0,43220013000.0,35105673000.0,42414660000.0,44638937000.0,30815033000.0,43234060000.0,45863186000.0,47154967000.0,31737380000.0
2088.0,30459280000.0,43397083000.0,42024554000.0,47675412000.0,45855970000.0,39245783000.0,38158107000.0,45422465000.0,37222388000.0,42861530000.0,42986476000.0,34446537000.0,42075390000.0,44377444000.0,30398964000.0,42703737000.0,45641597000.0,46972720000.0,31123749000.0
2089.0,29794482000.0,43108420000.0,41805423000.0,47512326000.0,45620520000.0,38885670000.0,37552360000.0,45131325000.0,36630598000.0,42497143000.0,42765760000.0,33677515000.0,41595250000.0,44150330000.0,29895827000.0,42202972000.0,45390852000.0,46747220000.0,30463324000.0
2090.0,29048621000.0,42864360000.0,41533440000.0,47405208000.0,45363050000.0,38563107000.0,37014647000.0,44866810000.0,36217324000.0,42241057000.0,42548634000.0,33071952000.0,41078104000.0,43740877000.0,29453940000.0,41723273000.0,45165113000.0,46534504000.0,29694394000.0
2091.0,28344510000.0,42551320000.0,41360146000.0,47206023000.0,45134130000.0,38212583000.0,36422865000.0,44621406000.0,35733344000.0,41939100000.0,42358792000.0,32385160000.0,40610247000.0,43435655000.0,28928010000.0,41319970000.0,44950550000.0,46289367000.0,28927353000.0
2092.0,27712725000.0,42296586000.0,41133850000.0,47023542000.0,44775588000.0,37821694000.0,35703800000.0,44355547000.0,35223126000.0,41628380000.0,42180022000.0,31772377000.0,40077760000.0,43078537000.0,28463712000.0,40966496000.0,44765377000.0,46062146000.0,28168767000.0
2093.0,26950803000.0,42033365000.0,40828228000.0,46837580000.0,44441866000.0,37389873000.0,35158532000.0,44156342000.0,34676820000.0,41384850000.0,41878483000.0,31104100000.0,39638114000.0,42700950000.0,27946334000.0,40541647000.0,44500582000.0,45818320000.0,27313265000.0
2094.0,26311197000.0,41734066000.0,40545247000.0,46664370000.0,44054913000.0,37041783000.0,34478740000.0,43970030000.0,34125949000.0,41138926000.0,41445003000.0,30495880000.0,39289890000.0,42322055000.0,27331959000.0,40092815000.0,44304093000.0,45505990000.0,26303252000.0
2095.0,25351066000.0,41501643000.0,40282330000.0,46489350000.0,43677676000.0,36705047000.0,33874645000.0,43705004000.0,33469720000.0,40922000000.0,41097570000.0,29887353000.0,38979777000.0,41885286000.0,26795938000.0,39600337000.0,44067730000.0,45316186000.0,25538263000.0
2096.0,24645659000.0,41260863000.0,39917294000.0,46340747000.0,43348250000.0,36229580000.0,33113684000.0,43509465000.0,32936240000.0,40622890000.0,40864444000.0,29395538000.0,38469240000.0,41461530000.0,26331940000.0,39186063000.0,43802042000.0,45115777000.0,24857872000.0
2097.0,23974932000.0,41066467000.0,39548576000.0,46212338000.0,42994758000.0,35708830000.0,32468533000.0,43192267000.0,32241345000.0,40430903000.0,40606888000.0,28791000000.0,37968683000.0,41000423000.0,25842356000.0,38615220000.0,43615060000.0,44838140000.0,24050860000.0
