time,GFDL-ESM2G,CANESM2,CSIRO-MK3-6-0,GISS-E2-R,NORESM1-M,CNRM-CM5,GFDL-CM3,CCSM4,IPSL-CM5A-LR,MPI-ESM-LR
2000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0,154846990780000.0
2001.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0,154740725020000.0
2002.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0,154551745019000.0
2003.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0,154219225948000.0
2004.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0,153909147275000.0
2005.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0,153661811517000.0
2006.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0,153454006270000.0
2007.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0,153162498533000.0
2008.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0,152762676147000.0
2009.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0,152499089637000.0
2010.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0,151992339880000.0
2011.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0,151633380180000.0
2012.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0,151278846061000.0
2013.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0,150957431022000.0
2014.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0,150618963757000.0
2015.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0,150448330412000.0
2016.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0,150156339333000.0
2017.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0,149737891828000.0
2018.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0,149320884259000.0
2019.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0,149064874895000.0
2020.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0,148624635187000.0
2021.0,148206494378000.0,148271037350000.0,148042361276000.0,148162673246000.0,148303751055000.0,148310839772000.0,148147407434000.0,148273538485000.0,148069133228000.0,148068582621000.0
2022.0,147952639894000.0,147760538426000.0,147397985926000.0,147802979720000.0,147732752812000.0,147843068230000.0,147748435912000.0,147902610376000.0,147768430637000.0,147813918591000.0
2023.0,147530310328000.0,147339029935000.0,147005133583000.0,147361053078000.0,147265759076000.0,147217024381000.0,147297520961000.0,147533750104000.0,147515579317000.0,147265713790000.0
2024.0,147110674639000.0,146950304746000.0,146656269356000.0,146763152170000.0,146762712958000.0,146817278160000.0,146760995844000.0,146875490333000.0,146982293125000.0,146747553508000.0
2025.0,146702591710000.0,146386901062000.0,146055863230000.0,146352383849000.0,146146549535000.0,146303267977000.0,146235661580000.0,146392244708000.0,146562541821000.0,146317881247000.0
2026.0,146209167300000.0,146029840696000.0,145531411246000.0,145990268715000.0,145552121113000.0,145945984576000.0,145702624386000.0,145894736728000.0,146009662502000.0,145951301817000.0
2027.0,145660125534000.0,145471083001000.0,145075468169000.0,145527479989000.0,144793544886000.0,145480886098000.0,145043455027000.0,145298857549000.0,145444127686000.0,145272158537000.0
2028.0,145286038180000.0,144772354542000.0,144586243936000.0,145093497208000.0,144234792942000.0,145008708289000.0,144209590472000.0,144566342246000.0,144855622748000.0,144813419094000.0
2029.0,144688512959000.0,144114268185000.0,144209111707000.0,144591426966000.0,143461663576000.0,144478442266000.0,143477495754000.0,143892052218000.0,144364466124000.0,144310196286000.0
2030.0,144356703782000.0,143745456571000.0,143818746400000.0,144094411061000.0,142642068228000.0,143702509852000.0,142759306245000.0,143404862531000.0,143859819650000.0,143878154024000.0
2031.0,143813235752000.0,143060513661000.0,143525418700000.0,143772447965000.0,142054798383000.0,143093419181000.0,141959994304000.0,142909254739000.0,143301573224000.0,143417004938000.0
2032.0,143431404464000.0,142301762048000.0,143085508468000.0,143168647037000.0,141439108312000.0,142380255630000.0,141169398696000.0,142347412094000.0,142797664522000.0,142973731652000.0
2033.0,142921255319000.0,141533499468000.0,142635191459000.0,142610061668000.0,140790538026000.0,141689762443000.0,140622788489000.0,141574494413000.0,142151098410000.0,142368667214000.0
2034.0,142393748026000.0,140692722583000.0,142099419459000.0,142078597083000.0,140039486231000.0,140937467855000.0,140045329569000.0,141041948263000.0,141402778096000.0,141573857938000.0
2035.0,141589619649000.0,140093647005000.0,141515146197000.0,141578167572000.0,139330921499000.0,140362299792000.0,139452336165000.0,140313438832000.0,140567283062000.0,141153664933000.0
2036.0,141094017464000.0,139509241367000.0,140913520914000.0,141078349966000.0,138566338560000.0,139679690295000.0,138517040362000.0,139691557895000.0,139707416361000.0,140708205826000.0
2037.0,140463133875000.0,138751002508000.0,140298775693000.0,140594493821000.0,137678591981000.0,138880932732000.0,137694956441000.0,138940867718000.0,138794784054000.0,140219995016000.0
2038.0,139930922192000.0,137958544305000.0,139622184430000.0,140059161336000.0,137028023821000.0,138130404350000.0,136913581275000.0,138004104304000.0,137992490572000.0,139479948044000.0
2039.0,139250236907000.0,137243707019000.0,138989440502000.0,139561901303000.0,136269772926000.0,137505021725000.0,136194947019000.0,137371748657000.0,137126402824000.0,138923362933000.0
2040.0,138769108396000.0,136477548889000.0,138242891822000.0,138985801717000.0,135584425647000.0,136702027475000.0,135330083142000.0,136766940802000.0,136405404074000.0,138389136199000.0
2041.0,138083082256000.0,135792213905000.0,137543205676000.0,138324844871000.0,134913866410000.0,135924112650000.0,134519410078000.0,136149015510000.0,135807816424000.0,137764194187000.0
2042.0,137573736891000.0,135044005806000.0,136698326657000.0,137700648807000.0,134430715850000.0,135047689077000.0,133640151257000.0,135524872449000.0,135161250891000.0,137166864670000.0
2043.0,137136365779000.0,134121546350000.0,136043276454000.0,137081370138000.0,133662935001000.0,134077505799000.0,132789381078000.0,134861511191000.0,134224582575000.0,136558528570000.0
2044.0,136618445314000.0,133333307325000.0,135396933020000.0,136404729892000.0,132983730260000.0,133172230411000.0,131888534368000.0,134081230055000.0,133174908767000.0,135579959629000.0
2045.0,135973776497000.0,132467560090000.0,134397846948000.0,135616906554000.0,132042622893000.0,132276947525000.0,130942763499000.0,133301561621000.0,132194020475000.0,134832255021000.0
2046.0,135481027780000.0,131302757036000.0,133607342675000.0,134976086685000.0,131374349227000.0,131535059962000.0,129925435051000.0,132607595924000.0,131140675000000.0,134068154213000.0
2047.0,135000600206000.0,130345260663000.0,132812535458000.0,134361334073000.0,130478165126000.0,130731646671000.0,129013030907000.0,131908518431000.0,130136584406000.0,133230282631000.0
2048.0,134328514633000.0,129286480140000.0,131938588027000.0,133751203117000.0,129721594882000.0,129747671262000.0,127968772915000.0,131249259909000.0,129316956923000.0,132517675810000.0
2049.0,133899509097000.0,128244117750000.0,131227198534000.0,132960305615000.0,128838147876000.0,128906271543000.0,126929091584000.0,130411188411000.0,128264996534000.0,131631785943000.0
2050.0,133223885640000.0,127327668104000.0,130623479775000.0,132250149577000.0,128096050724000.0,128009398475000.0,125949762451000.0,129744831188000.0,127267966110000.0,130888786368000.0
2051.0,132498321986000.0,126529062769000.0,130008580558000.0,131608007874000.0,127160740048000.0,127055191633000.0,125088357740000.0,128814099514000.0,126188256943000.0,129961577010000.0
2052.0,131816140348000.0,125607812460000.0,129300712892000.0,130963979489000.0,126282123984000.0,126229205157000.0,124112279407000.0,127941250550000.0,125134456283000.0,129156996975000.0
2053.0,131235655014000.0,124593934093000.0,128431732265000.0,130150577368000.0,125311746745000.0,125525257661000.0,123180986385000.0,126904743486000.0,124186177945000.0,128370576093000.0
2054.0,130646272022000.0,123576004899000.0,127574721706000.0,129524858189000.0,124340890008000.0,124573107682000.0,122186684093300.0,126079665749000.0,122989722997000.0,127463833861000.0
2055.0,129916255505000.0,122591740446000.0,126785911027000.0,128874946497000.0,123532331210000.0,123707886201000.0,121365355171900.0,125337643584000.0,121964990403000.0,126858904559000.0
2056.0,129225879615000.0,121486182208000.0,125881429349000.0,128218147350000.0,122636808706000.0,122483053682000.0,120476523612500.0,124513280154000.0,120779132882000.0,126171284392000.0
2057.0,128551264803000.0,120474892443000.0,125162675503000.0,127679108094000.0,121615963716000.0,121368268194000.0,119382212080700.0,123609181819000.0,119641222282000.0,125298742776000.0
2058.0,127699713047000.0,119584654467000.0,124231674170500.0,127026025438000.0,120744420377000.0,119822810808000.0,118290093940000.0,122560405106000.0,118536256544000.0,124616971625000.0
2059.0,127020435991000.0,118389138126000.0,123422411931000.0,126578029021000.0,119849272526000.0,118705617527000.0,117161415096900.0,121624930283000.0,117255315876000.0,123863683632000.0
2060.0,126397876549000.0,117276493538500.0,122609132860000.0,125853962469000.0,118991004709000.0,117383720935000.0,116189638313500.0,120787967763000.0,115983029356000.0,123098841736000.0
2061.0,125728036087000.0,116204101611300.0,121779627614000.0,125059204148000.0,118042203344000.0,116262958136000.0,115195696473300.0,119966503673000.0,114776819742000.0,122299247723000.0
2062.0,125086310638000.0,115008199343900.0,120608031930500.0,124460873748000.0,117031336473000.0,114935097319000.0,114180515329100.0,118899002688000.0,113658570212600.0,121286381257000.0
2063.0,124480405725000.0,113913335952000.0,119848553455000.0,123696060798000.0,116033198273000.0,113741751425000.0,113213631267100.0,117792839175000.0,112497510091000.0,120296538007000.0
2064.0,123759411451000.0,112751293562000.0,118977894892600.0,122916058899000.0,114950224332600.0,112301214541000.0,111860474959100.0,116614241476000.0,111156154075600.0,119372490498000.0
2065.0,123155455409000.0,111711649148700.0,118072023298100.0,122224588798000.0,113797310685400.0,111098796899000.0,110836795323400.0,115524097466600.0,109798654230400.0,118516657202300.0
2066.0,122498164138000.0,110565276638700.0,117278518762500.0,121384786114000.0,112784923052600.0,109915159363000.0,109894601511900.0,114410239363700.0,108545218728700.0,117679571324400.0
2067.0,121641427759000.0,109693861333400.0,116095597599200.0,120764036759000.0,111727876806000.0,108617784317000.0,108763172704800.0,113501129687700.0,107222180434100.0,116728343478000.0
2068.0,121080598979000.0,108409824670900.0,115027273198100.0,120144214081000.0,110665103178000.0,107276888313000.0,107515510061500.0,112478671261500.0,105964331051400.0,115743477989000.0
2069.0,120534876059000.0,106844376786800.0,113860230433900.0,119432090246000.0,109403186654600.0,105942669548000.0,106388117244300.0,111362068015300.0,104762214176000.0,114632542006000.0
2070.0,119833074207000.0,105752248307500.0,112835961183500.0,118707628572000.0,108425837977000.0,104548990244000.0,105387686349300.0,110238279530000.0,103723081165300.0,113713506929000.0
2071.0,119230212162000.0,104576018220200.0,111668364240600.0,118104657251000.0,107318599387000.0,103335702761000.0,104195143907200.0,109069012922000.0,102553917417700.0,112761312917000.0
2072.0,118633686131000.0,103371276225900.0,110672088294400.0,117545441844000.0,106180376617000.0,102107708120000.0,103056572494600.0,107845653327000.0,101188029736700.0,111740164520700.0
2073.0,117848875930500.0,101997598746500.0,109606048117600.0,116909941372000.0,105035311062700.0,100734770874000.0,102049678956000.0,106812096575500.0,99936749709000.0,110847864309400.0
2074.0,117156803162600.0,100750199683900.0,108512488531000.0,116160556001000.0,103762424512200.0,99444621414000.0,101097100117950.0,105699646250400.0,98714400462700.0,109902806642000.0
2075.0,116381516162300.0,99444276057900.0,107389484899200.0,115390889838000.0,102585707900100.0,98163403909000.0,99985134674260.0,104694138298000.0,97730337015300.0,108887380207300.0
