time,CCSM4,GFDL-ESM2G,GISS-E2-R,CSIRO-MK3-6-0,CESM1-CAM5,NORESM1-M,GFDL-CM3,CANESM2,CNRM-CM5,IPSL-CM5A-LR,MPI-ESM-LR
2013.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0,13802144000000.0
2014.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0,13771613000000.0
2015.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0,13778554000000.0
2016.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0,13765012000000.0
2017.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0,13732465000000.0
2018.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0,13725026000000.0
2019.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0,13703926000000.0
2020.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0,13689490000000.0
2021.0,13684143000000.0,13678585000000.0,13666843000000.0,13662335000000.0,13660997000000.0,13679712000000.0,13621462000000.0,13663051000000.0,13691245000000.0,13664875000000.0,13666926000000.0
2022.0,13661318000000.0,13657854000000.0,13642734000000.0,13639157000000.0,13649808000000.0,13668569000000.0,13587897000000.0,13624660000000.0,13670217000000.0,13631695000000.0,13622209000000.0
2023.0,13660312000000.0,13654890000000.0,13617711000000.0,13626330000000.0,13606299000000.0,13650119000000.0,13526842000000.0,13603932000000.0,13646719000000.0,13600476000000.0,13612467000000.0
2024.0,13646943000000.0,13633316000000.0,13597035000000.0,13590115000000.0,13584901000000.0,13609734000000.0,13505515000000.0,13554348000000.0,13634788000000.0,13584785000000.0,13579430000000.0
2025.0,13640280000000.0,13634799000000.0,13557237000000.0,13568073000000.0,13554036000000.0,13557599000000.0,13481143000000.0,13531741000000.0,13631962000000.0,13521573000000.0,13567670000000.0
2026.0,13645233000000.0,13623214000000.0,13527544000000.0,13553803000000.0,13529915000000.0,13526057000000.0,13431829000000.0,13514409000000.0,13609501000000.0,13473958000000.0,13528043000000.0
2027.0,13627911000000.0,13615058000000.0,13527370000000.0,13538562000000.0,13492683000000.0,13521639000000.0,13406990000000.0,13481787000000.0,13590912000000.0,13430568000000.0,13486286000000.0
2028.0,13601608000000.0,13619568000000.0,13512988000000.0,13521678000000.0,13437454000000.0,13504314000000.0,13387797000000.0,13483019000000.0,13576655000000.0,13401608000000.0,13444219000000.0
2029.0,13558292000000.0,13593113000000.0,13511647000000.0,13491096000000.0,13408084000000.0,13465777000000.0,13369737000000.0,13456313000000.0,13556475000000.0,13385011000000.0,13419404000000.0
2030.0,13516491000000.0,13592355000000.0,13500452000000.0,13471596000000.0,13380478000000.0,13431883000000.0,13352041000000.0,13429092000000.0,13544092000000.0,13363611000000.0,13382605000000.0
2031.0,13501068000000.0,13567830000000.0,13496297000000.0,13462038000000.0,13346620000000.0,13417777000000.0,13334483000000.0,13415341000000.0,13531176000000.0,13364840000000.0,13351802000000.0
2032.0,13473594000000.0,13557095000000.0,13481823000000.0,13421377000000.0,13320897000000.0,13367786000000.0,13307106000000.0,13359824000000.0,13515609000000.0,13342052000000.0,13319451000000.0
2033.0,13447946000000.0,13533804000000.0,13451681000000.0,13383463000000.0,13277442000000.0,13338691000000.0,13273953000000.0,13319146000000.0,13491462000000.0,13330907000000.0,13302710000000.0
2034.0,13419451000000.0,13514402000000.0,13421226000000.0,13362021000000.0,13242934000000.0,13303309000000.0,13227103000000.0,13285100000000.0,13476217000000.0,13275207000000.0,13277693000000.0
2035.0,13384886000000.0,13502953000000.0,13400618000000.0,13350056000000.0,13210722000000.0,13251443000000.0,13189018000000.0,13249606000000.0,13454384000000.0,13241256000000.0,13261086000000.0
2036.0,13348655000000.0,13485425000000.0,13398832000000.0,13327765000000.0,13167350000000.0,13230744000000.0,13161982000000.0,13208656000000.0,13442393000000.0,13191429000000.0,13247632000000.0
2037.0,13324166000000.0,13479154000000.0,13367381000000.0,13276689000000.0,13104088000000.0,13204662000000.0,13117746000000.0,13175849000000.0,13439001000000.0,13143544000000.0,13213964000000.0
2038.0,13285625000000.0,13469206000000.0,13348335000000.0,13230204000000.0,13056649000000.0,13187262000000.0,13086664000000.0,13147223000000.0,13414191000000.0,13142831000000.0,13187531000000.0
2039.0,13262724000000.0,13467282000000.0,13327706000000.0,13200100000000.0,13021267000000.0,13184687000000.0,13050725000000.0,13110199000000.0,13380841000000.0,13104137000000.0,13162755000000.0
2040.0,13218978000000.0,13456959000000.0,13301555000000.0,13183060000000.0,12965720000000.0,13177245000000.0,13017978000000.0,13096373000000.0,13337516000000.0,13080019000000.0,13138284000000.0
2041.0,13204987000000.0,13449776000000.0,13283721000000.0,13168007000000.0,12907952000000.0,13152516000000.0,12983532000000.0,13046008000000.0,13286079000000.0,13042568000000.0,13122866000000.0
2042.0,13169255000000.0,13456885000000.0,13271509000000.0,13145828000000.0,12847109000000.0,13129571000000.0,12933294000000.0,13024072000000.0,13239429000000.0,13015459000000.0,13083874000000.0
2043.0,13130671000000.0,13466929000000.0,13253991000000.0,13123876000000.0,12786681000000.0,13098861000000.0,12867309000000.0,12936583000000.0,13208647000000.0,12974242000000.0,13045526000000.0
2044.0,13113759000000.0,13471375000000.0,13247346000000.0,13091208000000.0,12720070000000.0,13062072000000.0,12816383000000.0,12899095000000.0,13144074000000.0,12927194000000.0,12998668000000.0
2045.0,13083846000000.0,13462671000000.0,13232867000000.0,13063001000000.0,12674807000000.0,13030634000000.0,12757419000000.0,12848762000000.0,13117735000000.0,12888554000000.0,12969611000000.0
2046.0,13040627000000.0,13453837000000.0,13184518000000.0,13040638000000.0,12610543000000.0,12957686000000.0,12686329000000.0,12821428000000.0,13073396000000.0,12862074000000.0,12931066000000.0
2047.0,13008623000000.0,13449746000000.0,13142735000000.0,13018259000000.0,12547555000000.0,12935294000000.0,12621521000000.0,12789219000000.0,13020522000000.0,12807427000000.0,12888798000000.0
2048.0,12986755000000.0,13453739000000.0,13085217000000.0,13001299000000.0,12501689000000.0,12900934000000.0,12554323000000.0,12757603000000.0,12967367000000.0,12740828000000.0,12824271000000.0
2049.0,12960844000000.0,13432851000000.0,13078512000000.0,12970461000000.0,12441429000000.0,12880202000000.0,12486571000000.0,12710616000000.0,12940854000000.0,12684528000000.0,12781464000000.0
2050.0,12937820000000.0,13393184000000.0,13069421000000.0,12935731000000.0,12387028000000.0,12878227000000.0,12416957000000.0,12681207000000.0,12892023000000.0,12664950000000.0,12734573000000.0
2051.0,12911050000000.0,13391626000000.0,13060965000000.0,12924391000000.0,12342635000000.0,12849337000000.0,12336030000000.0,12600292000000.0,12833048000000.0,12611635000000.0,12708976000000.0
2052.0,12876128000000.0,13386083000000.0,13038657000000.0,12887038000000.0,12280176000000.0,12822323000000.0,12232839000000.0,12561900000000.0,12806986000000.0,12576394000000.0,12674660000000.0
2053.0,12853526000000.0,13383830000000.0,13020444000000.0,12885220000000.0,12261556000000.0,12786108000000.0,12153013000000.0,12522795000000.0,12776682000000.0,12578479000000.0,12637618000000.0
2054.0,12848204000000.0,13383404000000.0,12999573000000.0,12892637000000.0,12193276000000.0,12729205000000.0,12046776000000.0,12483272000000.0,12718676000000.0,12563094000000.0,12591732000000.0
2055.0,12833184000000.0,13378463000000.0,12972826000000.0,12864190000000.0,12113076000000.0,12702363000000.0,11983387000000.0,12452817000000.0,12681583000000.0,12538720000000.0,12558779000000.0
2056.0,12784804000000.0,13378547000000.0,12966900000000.0,12848630000000.0,12070559000000.0,12661372000000.0,11933512000000.0,12386183000000.0,12653980000000.0,12505981000000.0,12537326000000.0
2057.0,12691668000000.0,13386324000000.0,12950734000000.0,12819173000000.0,12046979000000.0,12623933000000.0,11863393000000.0,12346820000000.0,12607928000000.0,12490100000000.0,12499737000000.0
2058.0,12652261000000.0,13370600000000.0,12954227000000.0,12795241000000.0,12005102000000.0,12589131000000.0,11796781000000.0,12293405000000.0,12546107000000.0,12455666000000.0,12466159000000.0
2059.0,12605978000000.0,13344430000000.0,12942549000000.0,12756163000000.0,11962245000000.0,12527291000000.0,11748524000000.0,12263385000000.0,12465177000000.0,12423477000000.0,12430704000000.0
2060.0,12603031000000.0,13333319000000.0,12933379000000.0,12730631000000.0,11893535000000.0,12490789000000.0,11686424000000.0,12215766000000.0,12392727000000.0,12390970000000.0,12391311000000.0
2061.0,12581212000000.0,13309670000000.0,12908983000000.0,12713828000000.0,11828586000000.0,12456994000000.0,11620265000000.0,12174526000000.0,12318671000000.0,12373565000000.0,12347838000000.0
2062.0,12553591000000.0,13309882000000.0,12886056000000.0,12685683000000.0,11769954000000.0,12416908000000.0,11542106000000.0,12146331000000.0,12251056000000.0,12353503000000.0,12311919000000.0
2063.0,12511185000000.0,13296101000000.0,12879946000000.0,12665931000000.0,11733820000000.0,12351267000000.0,11469197000000.0,12111283000000.0,12189867000000.0,12340062000000.0,12281238000000.0
2064.0,12494309000000.0,13272054000000.0,12867354000000.0,12630461000000.0,11687917000000.0,12308454000000.0,11415124000000.0,12063099000000.0,12143854000000.0,12297013000000.0,12256136000000.0
2065.0,12475100000000.0,13259566000000.0,12844781000000.0,12608851000000.0,11640824000000.0,12292996000000.0,11363110000000.0,12025970000000.0,12063263000000.0,12281113000000.0,12218128000000.0
2066.0,12464013000000.0,13243479000000.0,12829239000000.0,12591272000000.0,11596987000000.0,12270516000000.0,11319105000000.0,11938625000000.0,12023331000000.0,12258005000000.0,12192524000000.0
2067.0,12433853000000.0,13243566000000.0,12789987000000.0,12569116000000.0,11537828000000.0,12250146000000.0,11271233000000.0,11903686000000.0,11951714000000.0,12215662000000.0,12163143000000.0
2068.0,12418039000000.0,13233942000000.0,12768485000000.0,12543110000000.0,11498903000000.0,12212259000000.0,11205502000000.0,11861742000000.0,11894291000000.0,12208556000000.0,12128720000000.0
2069.0,12414270000000.0,13208840000000.0,12768949000000.0,12505849000000.0,11452343000000.0,12150189000000.0,11156301000000.0,11787376000000.0,11831491000000.0,12189108000000.0,12092610000000.0
2070.0,12397465000000.0,13193155000000.0,12753286000000.0,12492810000000.0,11401176000000.0,12117080000000.0,11078395000000.0,11718750000000.0,11771845000000.0,12174783000000.0,12068719000000.0
2071.0,12372793000000.0,13202594000000.0,12729633000000.0,12479475000000.0,11347098000000.0,12101141000000.0,10991890000000.0,11667164000000.0,11722698000000.0,12173652000000.0,12044030000000.0
2072.0,12351997000000.0,13180616000000.0,12712035000000.0,12470936000000.0,11295133000000.0,12042805000000.0,10897981000000.0,11636689000000.0,11647390000000.0,12145053000000.0,12017960000000.0
2073.0,12323287000000.0,13169778000000.0,12697456000000.0,12440038000000.0,11260629000000.0,12005623000000.0,10811556000000.0,11585326000000.0,11601821000000.0,12113975000000.0,11991808000000.0
2074.0,12295314000000.0,13154497000000.0,12684850000000.0,12416575000000.0,11210428000000.0,11949336000000.0,10711363000000.0,11561057000000.0,11532306000000.0,12111147000000.0,11955723000000.0
2075.0,12282703000000.0,13140714000000.0,12666916000000.0,12390799000000.0,11150430000000.0,11907605000000.0,10617154000000.0,11516421000000.0,11453249000000.0,12088848000000.0,11916128000000.0
2076.0,12246649000000.0,13142694000000.0,12664723000000.0,12367369000000.0,11095460000000.0,11888755000000.0,10539831000000.0,11475346000000.0,11382263000000.0,12041728000000.0,11863823000000.0
2077.0,12242857000000.0,13124617000000.0,12657265000000.0,12338837000000.0,11064065000000.0,11838525000000.0,10460825000000.0,11452528000000.0,11325165000000.0,12006670000000.0,11816274000000.0
2078.0,12224225000000.0,13104487000000.0,12653474000000.0,12315130000000.0,10999276000000.0,11793089000000.0,10381863000000.0,11401680000000.0,11270597000000.0,11976718000000.0,11781055000000.0
2079.0,12222541000000.0,13094454000000.0,12632819000000.0,12288220000000.0,10947768000000.0,11748778000000.0,10299124000000.0,11375871000000.0,11214661000000.0,11944756000000.0,11754436000000.0
2080.0,12196435000000.0,13079189000000.0,12601104000000.0,12256497000000.0,10904583000000.0,11716929000000.0,10225446000000.0,11311796000000.0,11167708000000.0,11909943000000.0,11732320000000.0
2081.0,12174781000000.0,13067862000000.0,12599451000000.0,12221615000000.0,10864918000000.0,11682806000000.0,10157005000000.0,11264446000000.0,11149702000000.0,11904658000000.0,11696164000000.0
2082.0,12160851000000.0,13061108000000.0,12587816000000.0,12200773000000.0,10822330000000.0,11630459000000.0,10059805000000.0,11219463000000.0,11106702000000.0,11891722000000.0,11667220000000.0
2083.0,12131934000000.0,13047011000000.0,12578776000000.0,12183816000000.0,10797957000000.0,11607607000000.0,9998750000000.0,11173484000000.0,11069829000000.0,11869073000000.0,11637067000000.0
2084.0,12131427000000.0,13029806000000.0,12560526000000.0,12151793000000.0,10745961000000.0,11569343000000.0,9913987000000.0,11149214000000.0,11045276000000.0,11846287000000.0,11607203000000.0
2085.0,12104325000000.0,13021604000000.0,12552034000000.0,12117641000000.0,10715501000000.0,11544988000000.0,9850982000000.0,11120165000000.0,11016245000000.0,11833499000000.0,11589331000000.0
2086.0,12079592000000.0,12985523000000.0,12529133000000.0,12094042000000.0,10682397000000.0,11516544000000.0,9770528000000.0,11091599000000.0,10946950000000.0,11829751000000.0,11559736000000.0
2087.0,12076493000000.0,12982458000000.0,12509012000000.0,12077801000000.0,10635721000000.0,11454237000000.0,9712215000000.0,11062592000000.0,10890022000000.0,11798663000000.0,11512269000000.0
2088.0,12059576000000.0,12968614000000.0,12494777000000.0,12056069000000.0,10603259000000.0,11438709000000.0,9632094000000.0,11010437000000.0,10875612000000.0,11751823000000.0,11489541000000.0
2089.0,12019726000000.0,12945657000000.0,12458214000000.0,12037210000000.0,10580385000000.0,11416760000000.0,9576921000000.0,10953096000000.0,10821046000000.0,11742987000000.0,11470492000000.0
2090.0,11994972000000.0,12948901000000.0,12443654000000.0,12032962000000.0,10558332000000.0,11388799000000.0,9521783000000.0,10900180000000.0,10787531000000.0,11698058000000.0,11447883000000.0
2091.0,11970655000000.0,12946509000000.0,12430458000000.0,12022023000000.0,10508713000000.0,11360264000000.0,9455523000000.0,10828305000000.0,10740432000000.0,11661454000000.0,11401710000000.0
2092.0,11907388000000.0,12913938000000.0,12410724000000.0,12003000000000.0,10465207000000.0,11328900000000.0,9356765000000.0,10801969000000.0,10694670000000.0,11662356000000.0,11362223000000.0
2093.0,11869412000000.0,12910421000000.0,12397103000000.0,11956937000000.0,10417310000000.0,11313418000000.0,9263736000000.0,10755457000000.0,10641847000000.0,11638207000000.0,11323130000000.0
2094.0,11838350000000.0,12913874000000.0,12388585000000.0,11926256000000.0,10381372000000.0,11292403000000.0,9157619000000.0,10695579000000.0,10601520000000.0,11605587000000.0,11296230000000.0
2095.0,11828814000000.0,12909538000000.0,12358989000000.0,11901217000000.0,10312712000000.0,11265350000000.0,9063074000000.0,10667899000000.0,10552826000000.0,11584382000000.0,11264849000000.0
2096.0,11784000000000.0,12902397000000.0,12340858000000.0,11880176000000.0,10280897000000.0,11232054000000.0,8989446000000.0,10634612000000.0,10489782000000.0,11567792000000.0,11237972000000.0
2097.0,11766999000000.0,12915786000000.0,12327542000000.0,11871433000000.0,10230906000000.0,11200092000000.0,8911740000000.0,10589172000000.0,10436304000000.0,11546090000000.0,11173162000000.0
2098.0,11780899000000.0,12920172000000.0,12310304000000.0,11840269000000.0,10182448000000.0,11159879000000.0,8840736000000.0,10550154000000.0,10364037000000.0,11520558000000.0,11130579000000.0
2099.0,11780058000000.0,12918900000000.0,12299916000000.0,11809525000000.0,10142620000000.0,11146768000000.0,8771167300000.0,10509512000000.0,10315233000000.0,11507531000000.0,11095842000000.0
2100.0,11769259000000.0,12914602000000.0,12292040000000.0,11790994000000.0,10092469000000.0,11123062000000.0,8691707300000.0,10464795000000.0,10275291000000.0,11486514000000.0,11053015000000.0
