time,CSIRO-MK3-6-0,GISS-E2-R,GFDL-ESM2G,CCSM4,GFDL-CM3,CANESM2,IPSL-CM5A-LR,CNRM-CM5,MPI-ESM-LR,NORESM1-M
2034.0,13402716000000.0,13480576000000.0,13328553000000.0,13372888000000.0,13083912000000.0,13259971000000.0,13444387000000.0,13228158000000.0,13324189000000.0,13255997000000.0
2035.0,13392791000000.0,13451312000000.0,13272952000000.0,13358275000000.0,13044046000000.0,13205703000000.0,13419189000000.0,13158792000000.0,13304766000000.0,13218205000000.0
2036.0,13366827000000.0,13406319000000.0,13237987000000.0,13321637000000.0,12988175000000.0,13140305000000.0,13404348000000.0,13084898000000.0,13273651000000.0,13184976000000.0
2037.0,13337386000000.0,13380123000000.0,13197153000000.0,13303546000000.0,12926400000000.0,13111953000000.0,13391144000000.0,13018593000000.0,13233265000000.0,13124283000000.0
2038.0,13316251000000.0,13374273000000.0,13154775000000.0,13284945000000.0,12890729000000.0,13020091000000.0,13363063000000.0,12913556000000.0,13210042000000.0,13038670000000.0
2039.0,13295349000000.0,13368505000000.0,13090085000000.0,13254834000000.0,12827285000000.0,12990769000000.0,13334633000000.0,12858095000000.0,13158221000000.0,12989908000000.0
2040.0,13272662000000.0,13343458000000.0,13070764000000.0,13259907000000.0,12732169000000.0,12944636000000.0,13311863000000.0,12823097000000.0,13136863000000.0,12960050000000.0
2041.0,13234772000000.0,13340174000000.0,13047230000000.0,13253144000000.0,12648640000000.0,12919837000000.0,13289925000000.0,12746952000000.0,13091513000000.0,12935942000000.0
2042.0,13201100000000.0,13313709000000.0,13011290000000.0,13239688000000.0,12544860000000.0,12834974000000.0,13263757000000.0,12660457000000.0,13067520000000.0,12863882000000.0
2043.0,13182120000000.0,13309803000000.0,13003571000000.0,13227332000000.0,12473559000000.0,12764106000000.0,13246163000000.0,12581149000000.0,13029897000000.0,12814440000000.0
2044.0,13159986000000.0,13306661000000.0,12990593000000.0,13196001000000.0,12380255000000.0,12712798000000.0,13222922000000.0,12505006000000.0,12991050000000.0,12759438000000.0
2045.0,13126683000000.0,13275290000000.0,12944066000000.0,13165930000000.0,12292053000000.0,12647105000000.0,13197119000000.0,12440444000000.0,12939927000000.0,12722632000000.0
2046.0,13106685000000.0,13266017000000.0,12920668000000.0,13142283000000.0,12202932000000.0,12584615000000.0,13163181000000.0,12363222000000.0,12907936000000.0,12665565000000.0
2047.0,13070594000000.0,13247857000000.0,12899058000000.0,13123696000000.0,12092373000000.0,12510885000000.0,13124007000000.0,12304927000000.0,12864303000000.0,12593343000000.0
2048.0,13024822000000.0,13226793000000.0,12839531000000.0,13094527000000.0,12010965000000.0,12414942000000.0,13016348000000.0,12223097000000.0,12816146000000.0,12513193000000.0
2049.0,12984026000000.0,13196918000000.0,12813868000000.0,13065733000000.0,11932148000000.0,12377234000000.0,12951403000000.0,12147816000000.0,12751951000000.0,12424730000000.0
2050.0,12947139000000.0,13175579000000.0,12753256000000.0,13042981000000.0,11851948000000.0,12263741000000.0,12899776000000.0,12043253000000.0,12690002000000.0,12373389000000.0
2051.0,12912407000000.0,13133243000000.0,12704095000000.0,13002508000000.0,11762895000000.0,12165020000000.0,12833933000000.0,11910590000000.0,12638992000000.0,12308476000000.0
2052.0,12880882000000.0,13105471000000.0,12657753000000.0,12936645000000.0,11663169000000.0,12052716000000.0,12775203000000.0,11769967000000.0,12585049000000.0,12244150000000.0
2053.0,12829076000000.0,13079754000000.0,12592903000000.0,12889821000000.0,11550591000000.0,11967307000000.0,12712901000000.0,11686806000000.0,12512016000000.0,12199522000000.0
2054.0,12799665000000.0,13065069000000.0,12545517000000.0,12843296000000.0,11442968000000.0,11861319000000.0,12632361000000.0,11596016000000.0,12445319000000.0,12122886000000.0
2055.0,12755766000000.0,13034181000000.0,12476938000000.0,12807175000000.0,11363302000000.0,11812506000000.0,12566204000000.0,11498722000000.0,12382651000000.0,12035728000000.0
2056.0,12719494000000.0,12998028000000.0,12384378000000.0,12784250000000.0,11271359000000.0,11743325000000.0,12483767000000.0,11446671000000.0,12281317000000.0,11943990000000.0
2057.0,12675079000000.0,12924862000000.0,12305962000000.0,12721689000000.0,11162636000000.0,11677116000000.0,12411951000000.0,11325019000000.0,12208852000000.0,11876639000000.0
2058.0,12631509000000.0,12892891000000.0,12221664000000.0,12665785000000.0,11039878000000.0,11606023000000.0,12329216000000.0,11198865000000.0,12151202000000.0,11798595000000.0
2059.0,12601773000000.0,12861531000000.0,12141430000000.0,12609421000000.0,10935192000000.0,11544260000000.0,12254469000000.0,11106296000000.0,12073453000000.0,11728828000000.0
2060.0,12550915000000.0,12813021000000.0,12065384000000.0,12550416000000.0,10812269000000.0,11414354000000.0,12148301000000.0,10965753000000.0,11991553000000.0,11671634000000.0
2061.0,12512338000000.0,12745286000000.0,12003313000000.0,12525265000000.0,10711206000000.0,11354747000000.0,12090525000000.0,10825939000000.0,11917620000000.0,11601504000000.0
2062.0,12469764000000.0,12705103000000.0,11930667000000.0,12477018000000.0,10573704000000.0,11256058000000.0,12000760000000.0,10675379000000.0,11864869000000.0,11520966000000.0
2063.0,12435557000000.0,12655394000000.0,11872585000000.0,12407253000000.0,10424609000000.0,11108070000000.0,11948039000000.0,10523248000000.0,11788700000000.0,11427054000000.0
2064.0,12381568000000.0,12611887000000.0,11823908000000.0,12358244000000.0,10272557000000.0,11013200000000.0,11820941000000.0,10377533000000.0,11714931000000.0,11353882000000.0
2065.0,12337343000000.0,12573963000000.0,11778127000000.0,12290059000000.0,10131484000000.0,10921414000000.0,11746938000000.0,10217211000000.0,11632365000000.0,11242257000000.0
2066.0,12290491000000.0,12535582000000.0,11740874000000.0,12215575000000.0,9959768000000.0,10789016000000.0,11667893000000.0,10088082000000.0,11571210000000.0,11128924000000.0
2067.0,12238067000000.0,12492029000000.0,11691986000000.0,12136639000000.0,9813945000000.0,10647873000000.0,11552487000000.0,9955475000000.0,11506967000000.0,11035767000000.0
2068.0,12188303000000.0,12436020000000.0,11649711000000.0,12097004000000.0,9665957000000.0,10459760000000.0,11424636000000.0,9834136000000.0,11415633000000.0,10945116000000.0
2069.0,12126615000000.0,12415738000000.0,11579062000000.0,12013211000000.0,9535522000000.0,10310854000000.0,11332908000000.0,9736784000000.0,11319206000000.0,10845568000000.0
2070.0,12074211000000.0,12339901000000.0,11503314000000.0,11937398000000.0,9403182000000.0,10188872000000.0,11240821000000.0,9615966000000.0,11224774000000.0,10814113000000.0
2071.0,12021654000000.0,12277087000000.0,11422383000000.0,11886235000000.0,9252661000000.0,10017570000000.0,11132090000000.0,9469728000000.0,11141852000000.0,10741281000000.0
2072.0,11979991000000.0,12244198000000.0,11378243000000.0,11835216000000.0,9110433000000.0,9878368000000.0,10991078000000.0,9310668000000.0,11076752000000.0,10633057000000.0
2073.0,11931918000000.0,12193503000000.0,11309384000000.0,11753274000000.0,8964691000000.0,9762015000000.0,10886363000000.0,9126979000000.0,10985589000000.0,10558922000000.0
2074.0,11879069000000.0,12168485000000.0,11239886000000.0,11678577000000.0,8825046000000.0,9657336000000.0,10783737000000.0,8996651000000.0,10909786000000.0,10483355000000.0
2075.0,11818805000000.0,12144029000000.0,11170133000000.0,11606329000000.0,8683205000000.0,9541063000000.0,10681756000000.0,8838773000000.0,10824847000000.0,10424190000000.0
2076.0,11746642000000.0,12080730000000.0,11109887000000.0,11523968000000.0,8537128300000.0,9416412000000.0,10540346000000.0,8667224600000.0,10714893000000.0,10353088000000.0
2077.0,11700736000000.0,12048776000000.0,11040447000000.0,11443758000000.0,8374708000000.0,9251029000000.0,10415408000000.0,8525875500000.0,10620401000000.0,10250547000000.0
2078.0,11656990000000.0,12035731000000.0,10975943000000.0,11354648000000.0,8225339000000.0,9140520000000.0,10345454000000.0,8355471000000.0,10546538000000.0,10139815000000.0
2079.0,11604451000000.0,11955602000000.0,10880138000000.0,11260485000000.0,8078656000000.0,8984391000000.0,10257917000000.0,8153400000000.0,10475153000000.0,10023086000000.0
2080.0,11549135000000.0,11896170000000.0,10819509000000.0,11121999000000.0,7930055000000.0,8843531000000.0,10135762000000.0,7998830000000.0,10377352000000.0,9932583000000.0
2081.0,11467112000000.0,11869502000000.0,10765468000000.0,11015012000000.0,7767505500000.0,8715303400000.0,10018844000000.0,7822842000000.0,10307132000000.0,9828244000000.0
2082.0,11423957000000.0,11815603000000.0,10710818000000.0,10896650000000.0,7613350000000.0,8621485700000.0,9926032000000.0,7634650000000.0,10209609000000.0,9759260000000.0
2083.0,11375264000000.0,11773809000000.0,10608023000000.0,10789215000000.0,7467932600000.0,8501278500000.0,9799889000000.0,7486221300000.0,10100806000000.0,9666555000000.0
2084.0,11314722000000.0,11690163000000.0,10524793000000.0,10664302000000.0,7327235700000.0,8356245300000.0,9623887000000.0,7360817000000.0,9984577000000.0,9578073000000.0
2085.0,11258167000000.0,11602892000000.0,10457829000000.0,10571434000000.0,7168780000000.0,8242982300000.0,9509124000000.0,7215524600000.0,9871480000000.0,9486215000000.0
2086.0,11194207000000.0,11560372000000.0,10407773000000.0,10469908000000.0,6990502300000.0,8105987400000.0,9348693000000.0,7073221300000.0,9788964000000.0,9388947000000.0
2087.0,11136005000000.0,11503398000000.0,10321217000000.0,10350399000000.0,6831589000000.0,7972109400000.0,9220077000000.0,6921559500000.0,9678172000000.0,9284428000000.0
2088.0,11070111000000.0,11474470000000.0,10227953000000.0,10220934000000.0,6676886300000.0,7803996500000.0,9114386000000.0,6774489000000.0,9574463000000.0,9183427000000.0
2089.0,11005442000000.0,11438277000000.0,10155642000000.0,10101733000000.0,6528153000000.0,7664161000000.0,9014611000000.0,6613689000000.0,9490252000000.0,9080307000000.0
2090.0,10939801000000.0,11381852000000.0,10067272000000.0,9972869000000.0,6375737000000.0,7502531400000.0,8909472000000.0,6487652400000.0,9408014000000.0,8990487000000.0
2091.0,10868152000000.0,11339734000000.0,9944219000000.0,9864710000000.0,6202725500000.0,7361564000000.0,8799772000000.0,6324061500000.0,9319682000000.0,8905573000000.0
2092.0,10807585000000.0,11282910000000.0,9855608000000.0,9733397000000.0,6048682300000.0,7194351000000.0,8670583000000.0,6143271000000.0,9232054000000.0,8772830000000.0
2093.0,10746783000000.0,11219584000000.0,9776277000000.0,9583259000000.0,5900410600000.0,7004765600000.0,8563075000000.0,6001008000000.0,9141798000000.0,8677193000000.0
2094.0,10686917000000.0,11172567000000.0,9650435000000.0,9456335000000.0,5751685000000.0,6821475500000.0,8482761000000.0,5869177000000.0,9051350000000.0,8575902500000.0
2095.0,10639842000000.0,11134426000000.0,9563711000000.0,9364345000000.0,5592558000000.0,6640513000000.0,8393805000000.0,5730616700000.0,8943406000000.0,8462887000000.0
2096.0,10579525000000.0,11083626000000.0,9486605000000.0,9224884000000.0,5461060400000.0,6475104600000.0,8311567500000.0,5601606000000.0,8840605000000.0,8358093000000.0
2097.0,10519831000000.0,11018612000000.0,9399303000000.0,9091293000000.0,5314306000000.0,6304127000000.0,8218499000000.0,5456044500000.0,8746037700000.0,8258058700000.0
2098.0,10446169000000.0,10987892000000.0,9300075000000.0,8986924000000.0,5170705000000.0,6135113000000.0,8092865500000.0,5323653000000.0,8665491000000.0,8122430000000.0
2099.0,10382565000000.0,10935484000000.0,9225485000000.0,8834541000000.0,5021227300000.0,5958515300000.0,8012933600000.0,5183613000000.0,8567051000000.0,7992663600000.0
2100.0,10296811000000.0,10877674000000.0,9138005000000.0,8715148700000.0,4864662000000.0,5763615400000.0,7898545500000.0,5036264000000.0,8487196700000.0,7881204000000.0
